SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1103901,85,9,3,0,0,0,0,93
1103902,44,3,0,0,0,0,0,49
1103903,31,0,0,0,0,0,0,35
1103904,67,6,0,0,0,0,0,75
1103905,61,7,0,0,0,0,0,64
1103906,47,3,0,0,0,0,0,57
1103908,57,7,0,0,0,0,0,60
1103909,49,5,4,0,0,0,0,55
1103911,65,3,3,0,0,0,0,68
1103912,59,3,3,0,0,0,0,69
1103913,83,6,4,0,0,0,0,90
1103914,47,0,0,0,0,0,0,52
1103915,56,3,3,0,0,0,0,58
1103916,40,5,3,0,0,0,0,51
1103917,45,0,0,0,0,0,0,49
1103918,74,6,0,0,0,0,0,80
1103919,35,0,0,0,0,0,0,36
1103920,25,8,0,0,0,0,0,32
1103921,54,6,3,0,0,0,0,65
1103922,73,5,3,0,0,0,0,84
1103923,37,3,3,0,0,0,0,45
1103924,0,0,0,0,0,0,0,0
1103925,67,5,0,0,0,0,0,73
1103926,78,3,3,0,0,0,0,88
1103927,53,5,3,0,0,0,0,67
1103928,42,3,3,0,0,0,0,48
1103929,52,3,7,0,0,0,0,62
1103930,21,3,0,0,0,0,0,22
1103931,15,0,3,0,0,0,0,24
1104001,41,3,3,0,0,0,0,43
1104002,12,3,0,0,0,0,0,16
1104003,34,0,0,0,0,0,0,38
1104004,41,5,0,0,0,0,0,48
1104005,33,0,0,0,0,0,0,36
1104006,28,8,4,0,0,0,0,38
1104007,24,0,0,0,0,0,0,24
1104008,0,0,0,0,0,0,0,0
1104009,7,3,0,0,0,0,0,15
1104010,7,4,0,0,0,0,0,11
1104011,18,3,0,0,0,0,0,21
1104012,42,0,0,0,0,0,0,42
1104013,62,5,3,0,0,0,0,71
1104014,11,4,0,0,0,0,0,16
1104015,3,3,0,0,0,0,0,3
1104016,19,4,0,0,0,0,3,31
1104017,40,3,6,0,0,0,0,46
1104018,45,0,0,0,0,0,0,50
1104019,30,4,4,0,0,0,0,42
1104020,38,5,3,0,0,0,0,47
1104021,25,6,7,0,0,0,0,40
1104022,10,0,0,0,0,0,0,14
1104023,15,0,3,0,0,0,0,23
1104024,29,7,3,0,0,0,0,32
1104025,18,0,3,0,0,0,0,23
1104026,40,4,0,0,0,0,0,42
1104027,18,0,0,0,0,0,0,23
1104028,44,6,3,0,0,0,0,51
1104029,23,0,3,0,0,0,0,24
1104030,20,0,0,0,0,0,0,26
1104031,24,0,0,0,0,0,0,28
1104032,12,4,0,0,0,0,0,16
1104033,37,0,3,0,0,0,0,47
1104034,45,6,4,0,0,0,0,62
1104035,34,7,0,0,0,0,0,42
1104036,38,6,0,0,0,0,0,50
1104037,22,0,3,0,0,0,5,26
1104038,34,0,3,0,0,0,0,39
1104039,58,5,8,0,0,0,0,67
1104040,33,3,0,0,0,0,0,42
1104041,15,0,0,0,0,0,0,19
1104042,25,0,4,0,0,0,0,29
1104043,39,3,4,0,0,0,0,47
1104044,20,0,5,0,0,0,0,22
1104045,35,0,0,0,0,0,0,39
1104046,34,6,3,0,0,0,0,42
1104047,41,4,0,0,0,0,0,48
1104048,39,3,6,0,0,0,0,54
1104049,48,8,4,3,0,0,0,61
1104050,28,3,3,0,0,0,0,40
1104051,52,0,3,0,0,0,0,58
1104052,46,7,8,0,0,0,0,59
1104053,39,3,3,0,0,0,0,53
1104054,44,9,0,0,0,0,0,52
1104055,60,3,6,0,0,0,0,69
1104056,46,0,0,0,0,0,0,50
1104057,64,6,3,0,0,0,0,75
1104058,35,4,0,0,0,0,0,38
1104101,63,8,0,0,0,0,0,73
1104102,75,3,7,0,0,0,0,81
1104103,47,3,4,0,0,0,0,52
1104104,54,5,0,3,0,0,0,61
1104105,51,3,0,0,0,0,0,56
1104106,51,4,7,3,0,0,0,64
1104107,31,3,3,0,0,0,0,37
1104108,0,0,0,0,0,0,0,0
1104109,39,5,0,0,0,0,0,39
1104110,67,3,3,0,0,0,0,71
1104111,30,5,3,0,0,0,0,36
1104112,57,7,0,3,0,0,0,64
1104113,42,0,3,0,0,0,0,50
1104114,66,6,0,0,0,0,0,69
1104115,40,3,0,0,0,0,0,44
1104116,62,3,0,0,0,0,0,64
1104117,35,3,0,0,0,0,0,36
1104118,0,0,0,0,0,0,0,0
1104119,51,9,0,0,0,0,0,61
1104120,53,7,3,0,0,0,0,61
1104121,43,3,0,0,0,0,0,52
1104122,41,4,3,0,0,0,0,45
1104123,58,8,0,0,0,0,0,69
1104124,48,0,0,0,0,0,0,53
1104125,62,3,3,0,0,0,0,65
1104201,42,3,5,4,0,0,0,53
1104202,54,8,3,0,0,0,0,63
1104203,31,3,0,4,0,0,0,36
1104204,12,0,3,0,0,0,0,18
1104205,31,3,3,0,0,0,0,35
1104206,0,0,0,0,0,0,0,0
1104207,63,6,6,0,0,0,0,75
1104208,25,0,0,0,0,0,0,31
1104209,14,0,0,0,0,0,0,16
1104210,53,3,0,0,0,0,0,57
1104211,48,3,0,0,0,0,0,56
1104212,0,0,0,0,0,0,0,0
1104213,46,8,0,0,0,0,0,53
1104214,41,5,4,0,0,0,0,54
1104215,30,4,0,0,0,0,0,34
1104216,39,3,0,0,0,0,0,41
1104217,23,3,0,0,0,0,0,32
1104218,40,3,3,0,0,0,3,55
1104219,37,0,3,0,0,0,0,46
1104220,40,4,8,0,0,0,0,52
1104221,39,0,5,0,0,0,0,48
1104222,26,3,6,0,0,0,0,36
1104223,21,3,0,0,0,0,0,24
1104224,50,5,3,0,0,0,0,63
1104225,53,3,4,3,0,0,0,66
1104226,42,5,7,0,0,0,0,46
1104227,21,3,0,0,0,0,0,28
1104228,49,0,0,0,0,0,0,49
1104229,23,4,0,0,0,0,0,22
1104230,24,9,5,0,0,0,0,31
1104231,23,3,3,0,0,0,0,27
1104232,22,3,0,0,0,0,0,25
1104233,22,3,4,0,0,0,0,31
1104301,6,0,0,0,0,0,0,6
1104302,22,3,5,0,0,0,0,28
1104303,47,6,12,0,0,0,0,62
1104304,40,3,3,0,0,0,0,45
1104305,30,3,4,0,0,0,0,44
1104306,0,0,0,0,0,0,0,0
1104307,41,3,3,0,0,0,0,46
1104308,26,0,3,0,0,0,0,26
1104309,36,0,0,0,0,0,0,42
1104310,18,0,0,0,0,0,0,20
1104311,37,4,3,0,0,0,0,47
1104312,4,0,0,0,0,0,0,4
1104313,15,4,0,0,0,0,0,17
1104314,0,0,0,0,0,0,0,0
1104315,49,6,3,0,0,0,0,61
1104316,40,3,3,3,0,0,0,45
1104317,40,0,3,0,0,0,0,47
1104318,31,6,0,0,0,0,0,42
1104319,45,7,7,0,0,0,0,56
1104320,37,8,3,0,0,0,0,55
1104321,41,3,4,0,0,0,0,44
1104322,41,6,3,0,0,0,0,46
1104323,47,6,0,0,0,0,0,53
1104324,62,7,6,0,0,0,0,73
1104325,34,6,0,0,0,0,0,34
1104326,62,5,0,3,0,0,0,72
1104327,41,5,3,0,0,0,0,50
1104328,34,5,0,0,0,0,0,39
1104329,31,3,5,0,0,0,0,37
1104330,63,6,9,0,0,0,0,76
1104401,31,0,4,0,0,0,0,31
1104402,39,3,7,0,0,0,0,49
1104403,15,0,0,0,0,0,0,15
1104404,76,11,3,0,0,0,0,88
1104405,32,0,6,0,0,0,0,38
1104406,34,0,3,0,0,0,0,34
1104407,51,0,0,0,0,0,0,52
1104408,28,4,0,0,0,0,0,33
1104409,19,3,3,0,0,0,0,23
1104410,4,0,0,0,0,0,0,4
1104411,14,0,0,0,0,0,0,14
1104412,65,5,6,0,0,0,0,69
1104413,0,0,0,0,0,0,0,0
1104414,58,3,3,0,0,0,0,63
1104415,30,6,0,0,0,0,0,35
1104416,77,5,3,0,0,0,0,89
1104417,40,4,3,0,0,0,3,51
1104418,0,0,0,0,0,0,0,0
1104419,57,10,3,0,0,0,0,69
1104420,11,3,0,0,0,0,0,16
1104421,19,0,0,0,0,0,0,25
1104422,54,0,0,0,0,0,0,57
1104423,58,9,3,3,0,0,0,71
1104424,30,0,3,0,0,0,0,31
1104425,21,0,0,0,0,0,0,25
1104426,50,3,0,0,0,0,0,55
1104427,22,3,0,0,0,0,0,23
1104428,44,8,0,0,0,0,0,48
1104429,53,4,3,0,0,0,0,59
1104430,20,3,0,0,0,0,0,26
1104431,31,6,0,0,0,0,0,36
1104432,30,3,3,0,0,0,0,38
1104433,41,4,4,0,0,0,0,43
1104434,58,4,4,4,0,0,0,68
1104435,45,5,0,0,0,0,0,53
1104436,38,5,3,0,0,0,0,47
1104437,29,0,0,0,0,0,0,31
1104438,51,3,4,0,0,0,0,60
1104439,45,6,0,0,0,0,0,55
1104440,0,0,0,0,0,0,0,0
1104441,38,0,3,0,0,0,0,40
1104442,43,3,3,0,0,0,3,47
1104443,13,3,4,0,0,0,0,24
1104444,26,3,0,0,0,0,0,31
1104445,31,3,3,0,0,0,0,40
1104446,11,0,0,0,0,0,0,18
1104447,26,5,4,0,0,0,0,38
1104448,32,0,4,0,0,0,0,41
1104449,33,3,3,0,0,0,0,42
1104450,41,3,7,0,0,0,0,60
1104451,47,3,3,0,0,0,0,48
1104452,15,5,6,0,0,0,0,19
1104453,24,4,6,0,0,0,0,35
1104454,21,4,0,0,0,0,0,27
1104455,39,7,5,0,0,0,0,49
1104456,57,0,3,0,0,0,0,65
1104457,49,3,0,0,0,0,0,56
1104458,47,8,0,0,0,0,0,53
1104459,26,3,4,0,0,0,0,34
1104501,35,5,3,0,0,0,0,40
1104502,30,8,3,0,0,0,0,39
1104503,30,0,3,0,0,0,0,35
1104504,53,5,8,0,0,0,0,73
1104505,37,3,3,3,0,0,0,48
1104506,56,3,4,0,0,0,0,62
1104507,45,7,3,0,0,0,0,53
1104508,32,3,5,0,0,0,0,43
1104509,35,4,0,4,0,0,0,45
1104510,52,3,10,0,0,0,0,64
1104511,43,13,7,0,0,0,0,56
1104512,41,3,3,0,0,0,0,48
1104513,56,11,8,0,0,0,0,69
1104514,49,9,5,0,0,0,0,59
1104515,35,3,4,0,0,0,0,43
1104516,48,5,10,3,0,0,3,64
1104517,25,6,3,0,0,0,0,33
1104518,88,9,9,0,0,0,4,111
1104519,30,5,4,0,0,0,0,37
1104520,0,0,0,0,0,0,0,0
1104521,31,6,4,3,0,0,0,46
1104522,50,8,4,5,0,0,3,66
1104523,26,3,3,0,0,0,0,38
1104524,48,3,8,0,0,0,0,61
1104601,36,0,0,0,0,0,4,42
1104602,31,3,0,0,0,0,0,33
1104603,45,0,5,3,0,0,0,51
1104604,31,6,3,0,0,0,0,44
1104605,21,0,3,0,0,0,0,27
1104606,42,3,4,0,0,0,0,47
1104607,46,3,5,0,0,0,0,57
1104608,36,8,3,3,0,0,0,48
1104609,23,3,5,0,0,0,0,39
1104610,16,0,0,0,0,0,0,22
1104611,14,0,0,0,0,0,0,14
1104612,25,0,3,0,0,0,0,33
1104613,0,0,0,0,0,0,0,0
1104614,22,4,3,0,0,0,0,28
1104615,27,3,0,0,0,0,0,28
1104616,36,3,3,0,0,0,0,50
1104617,15,5,3,0,0,0,0,25
1104618,39,3,0,0,0,0,0,47
1104619,28,3,6,0,0,0,0,42
1104620,31,7,4,0,0,0,0,41
1104621,29,5,0,0,3,0,0,38
1104622,28,3,3,0,0,0,0,34
1104623,0,0,0,0,0,0,0,0
1104624,39,10,0,0,0,0,0,44
1104625,30,6,8,0,0,0,0,39
1104701,55,5,3,0,0,0,0,62
1104702,30,3,0,0,0,0,0,31
1104703,27,0,0,0,0,0,0,30
1104704,59,7,3,4,0,0,3,73
1104705,61,4,8,0,0,0,0,70
1104706,48,3,7,0,0,0,0,61
1104707,66,5,0,0,0,0,0,74
1104708,78,4,9,0,0,0,0,95
1104709,52,8,7,0,0,0,0,64
1104710,4,0,0,0,0,0,0,6
1104711,17,3,0,0,0,0,0,20
1104712,76,4,3,0,0,0,0,89
1104713,55,8,0,0,0,0,0,63
1104714,27,0,0,0,0,0,0,29
1104715,47,0,3,0,0,0,0,57
1104716,47,8,3,0,0,0,0,56
1104717,48,10,5,0,0,0,0,56
1104718,44,8,3,0,0,0,0,53
1104719,62,6,0,0,0,0,0,74
1104720,30,10,3,0,0,0,0,40
1104721,64,0,0,0,0,0,0,65
1104722,62,4,4,3,0,0,0,69
1104723,28,6,0,0,0,0,0,32
1104724,47,4,3,0,0,0,0,51
1104725,20,6,3,0,0,0,0,32
1104726,36,4,8,0,0,0,0,44
1104727,36,3,3,0,0,0,0,40
1104728,64,5,3,0,0,0,0,77
1104729,74,7,7,0,0,0,0,85
1104730,41,0,5,0,0,0,0,46
1104731,62,11,7,0,0,0,0,76
1104732,51,5,4,0,0,0,0,59
1104733,14,0,0,0,0,0,0,21
1104734,35,3,0,0,0,0,0,39
1104735,49,11,7,0,0,0,0,63
1104736,55,6,3,0,0,0,3,69
1104737,0,0,0,0,0,0,0,0
1104801,27,3,0,0,0,0,0,27
1104802,38,3,3,0,0,0,0,54
1104803,47,7,5,4,0,0,0,61
1104804,30,0,0,0,0,0,3,38
1104805,39,3,0,0,0,0,0,47
1104806,31,3,0,0,0,0,0,32
1104807,59,3,4,0,0,0,0,64
1104808,31,0,4,4,0,0,0,39
1104809,30,6,0,0,0,0,0,43
1104810,36,3,0,0,0,0,0,42
1104811,55,10,7,0,0,0,6,71
1104812,41,9,5,0,0,0,0,56
1104813,42,9,6,0,0,0,0,60
1104814,53,10,3,0,0,0,0,67
1104815,25,7,0,0,0,0,0,28
1104816,26,6,3,0,0,0,0,33
1104817,49,4,0,0,0,0,4,58
1104818,43,9,4,3,0,0,0,57
1104819,34,5,5,0,0,0,0,50
1104820,21,3,3,0,0,0,0,23
1104821,8,0,3,0,0,0,0,11
1104822,51,6,5,3,0,0,0,65
1104823,25,4,0,3,0,0,0,34
1104824,59,6,7,0,0,0,0,70
1104825,32,4,0,0,0,0,0,36
1104826,27,4,0,3,0,0,0,37
1104827,37,9,0,0,0,0,0,54
1104828,35,7,3,0,0,0,0,50
1104829,33,5,6,0,0,0,0,46
1104830,25,10,3,0,0,0,0,41
1104831,52,0,0,0,0,0,3,58
1104832,53,4,5,3,0,0,0,70
1104833,34,0,3,5,0,0,0,46
1104834,28,3,3,0,0,0,0,33
1104835,14,3,0,0,0,0,0,19
1104836,55,4,4,3,0,0,0,64
1104837,38,5,7,0,0,0,0,49
1104838,28,5,0,0,0,0,0,31
1104840,27,0,0,0,0,0,0,31
1104841,34,3,0,0,0,0,0,41
1104842,25,3,9,0,0,0,0,40
1104843,19,3,0,0,0,0,0,25
1104844,40,0,0,0,0,0,0,42
1104845,38,5,3,0,0,0,0,49
1104846,27,3,3,0,0,0,0,33
1104847,19,3,5,0,0,0,0,25
1104848,43,0,3,0,0,0,0,48
1104849,4,0,0,0,0,0,0,6
1104901,70,5,0,0,0,0,0,78
1104902,41,0,3,3,0,0,0,51
1104903,44,3,0,0,0,0,3,56
1104904,38,0,0,3,0,0,0,39
1104905,58,3,3,0,0,0,0,67
1104906,31,3,0,0,0,0,0,36
1104907,23,0,0,0,0,0,0,25
1104908,22,0,0,0,0,0,0,21
1104909,0,0,0,0,0,0,0,0
1104910,50,0,3,0,0,0,0,57
1105001,64,4,3,0,0,0,0,78
1105002,37,0,0,3,0,0,0,41
1105003,56,12,3,0,0,0,0,69
1105004,31,6,0,0,0,0,0,37
1105005,41,4,3,0,0,0,0,50
1105006,46,5,0,0,0,0,0,50
1105007,36,3,0,3,0,0,0,42
1105008,41,3,3,0,0,0,0,56
1105009,49,8,0,0,0,0,0,58
1105010,36,3,0,0,0,0,0,39
1105011,37,3,8,0,0,0,0,50
1105012,27,3,4,3,0,0,0,39
1105013,36,0,6,0,0,0,0,47
1105014,0,0,0,0,0,0,0,0
1105015,23,0,0,0,0,0,0,27
1105016,0,0,0,0,0,0,0,0
1105017,9,0,0,0,0,0,0,9
1105018,30,3,0,0,0,0,0,36
1105019,39,3,7,3,0,0,0,54
1105020,4,0,0,0,0,0,0,3
1105021,5,0,0,0,0,0,0,5
1105022,50,3,4,0,0,0,0,66
1105024,20,6,4,0,0,0,0,38
1105025,24,3,3,0,0,0,0,37
1105026,41,5,5,0,0,0,0,49
1105027,0,0,0,0,0,0,0,0
1105028,32,0,0,0,0,0,0,30
1105101,71,3,3,0,0,0,0,83
1105102,35,4,3,0,0,0,0,42
1105103,24,3,0,3,0,0,0,31
1105104,31,0,0,0,0,0,0,33
1105105,0,0,0,0,0,0,0,0
1105106,39,3,3,0,0,0,0,50
1105107,11,0,0,0,0,0,0,11
1105108,56,3,3,4,0,0,0,71
1105109,32,0,0,0,0,0,0,36
1105110,52,7,0,3,0,0,0,58
1105111,16,3,0,0,0,0,0,24
1105112,38,3,4,0,0,0,0,44
1105113,31,7,0,0,0,0,0,34
1105114,42,0,4,0,0,0,0,52
1105115,29,3,0,0,0,0,0,32
1105116,28,0,0,0,0,0,0,32
1105201,48,10,3,0,0,0,0,58
1105202,63,13,4,0,0,0,0,80
1105203,26,4,3,0,0,0,0,34
1105204,56,9,4,0,0,0,3,73
1105205,64,4,0,0,0,0,0,74
1105206,24,8,3,0,0,0,0,38
1105207,29,3,3,0,0,0,0,36
1105208,37,6,0,0,0,0,0,39
1105209,28,0,4,0,0,0,0,34
1105210,26,0,0,0,0,0,0,24
1105211,0,0,0,0,0,0,0,0
1105213,19,0,3,0,0,0,0,24
1105214,42,0,4,0,0,0,0,51
1105215,22,0,5,0,0,0,0,33
1105216,37,3,9,0,0,0,0,47
1105301,19,5,0,0,0,0,0,23
1105302,22,3,3,0,0,0,0,24
1105303,29,5,0,0,0,0,0,33
1105304,26,3,0,0,0,0,0,37
1105305,48,3,0,0,0,0,0,59
1105306,44,4,0,3,0,0,0,59
1105307,28,3,3,0,0,0,0,38
1105308,16,4,4,0,0,0,0,21
1105309,33,5,0,0,0,0,0,41
1105310,29,5,0,0,0,0,0,41
1105311,20,3,0,0,0,0,0,29
1105312,40,3,0,0,0,0,0,42
1105313,24,3,0,0,0,0,0,23
1105314,22,3,4,0,0,0,0,33
1105315,39,3,0,0,0,0,0,42
1105316,22,5,3,0,0,0,0,32
1105317,16,3,0,0,0,0,0,22
1105318,29,3,4,0,0,0,0,33
1105319,11,3,0,0,0,0,0,18
1105320,35,4,0,0,0,0,0,34
1105321,35,4,4,0,0,0,0,44
1105322,7,7,0,0,0,0,0,14
1105323,0,0,0,0,0,0,0,0
1105324,47,0,3,0,0,0,0,54
1105325,23,6,0,0,0,0,0,32
1105326,47,3,5,0,0,0,0,49
1105327,18,0,0,0,0,0,0,23
1105328,19,4,3,0,0,0,0,25
1105329,17,3,0,0,0,0,0,23
1105330,12,0,3,0,0,0,0,10
1105331,18,0,0,0,0,0,0,18
1105332,13,3,0,0,0,0,0,18
1105333,12,3,3,0,0,0,0,20
1105334,24,6,8,0,0,0,0,45
1105335,27,4,0,0,0,0,0,33
1105336,26,0,0,0,0,0,0,29
1105337,39,6,0,0,0,0,0,45
1105401,42,9,5,0,0,0,0,59
1105402,18,0,3,0,0,0,0,29
1105403,13,3,0,0,0,0,0,19
1105404,18,3,0,0,0,0,0,18
1105405,22,0,0,0,0,0,3,27
1105406,11,0,0,0,0,0,0,13
1105407,47,3,3,0,0,0,0,58
1105408,80,6,3,5,0,0,0,92
1105409,35,0,0,0,0,0,0,40
1105410,34,3,0,0,0,0,0,39
1105411,29,4,0,0,0,0,0,35
1105412,44,4,0,0,0,0,0,51
1105413,31,3,3,0,0,0,0,42
1105414,29,0,3,0,0,0,0,34
1105415,0,0,0,0,0,0,0,0
1105416,0,0,0,0,0,0,0,0
1105417,18,3,0,0,0,0,0,24
1105418,26,7,3,0,0,0,3,36
1105419,25,0,0,0,0,0,0,28
1105420,26,4,3,0,0,0,0,35
1105421,36,7,3,0,0,0,0,48
1105422,27,3,4,0,0,0,0,36
1105423,41,7,4,0,0,0,0,50
1105424,22,0,0,0,0,0,0,22
1105501,27,3,0,0,0,0,0,35
1105502,60,6,3,0,0,0,0,72
1105503,37,5,3,0,0,0,0,45
1105504,3,0,0,0,0,0,0,3
1105505,48,0,0,0,0,0,0,56
1105506,38,12,5,0,0,0,0,50
1105507,46,7,9,0,0,0,0,61
1105508,40,11,3,0,0,0,0,52
1105509,69,4,0,0,0,0,0,74
1105510,21,7,0,0,0,0,0,33
1105511,69,3,6,0,0,3,0,82
1105512,28,3,0,0,0,0,0,37
1105513,41,7,0,0,0,0,0,46
1105514,27,8,0,0,0,0,0,39
1105601,77,5,10,0,0,0,3,94
1105602,111,3,8,0,0,0,0,128
1105603,92,13,10,3,0,0,0,109
1105604,34,4,3,0,0,0,0,39
1105605,79,9,4,3,0,0,0,99
1105606,44,3,4,3,0,0,0,53
1105607,62,4,4,0,0,0,0,70
1105608,66,7,4,0,0,0,0,73
1105609,31,3,3,0,0,0,0,37
1105612,64,4,6,0,0,0,3,75
1105613,57,3,10,3,0,0,0,74
1105614,53,3,3,0,0,0,0,59
1105615,60,4,9,0,0,0,3,70
1105616,0,0,0,0,0,0,0,0
1105617,27,6,0,3,0,0,0,37
1105618,158,15,11,0,0,0,0,191
1105620,29,4,3,0,0,0,0,45
1105621,0,0,0,0,0,0,0,0
1105622,47,8,0,0,0,0,0,60
1105623,50,5,3,0,0,0,0,59
1105624,38,3,3,3,0,0,0,46
1105625,33,6,4,0,0,0,0,44
1105626,101,15,12,0,0,0,0,125
1105627,65,6,0,0,0,0,0,76
1105628,98,9,8,3,0,0,0,120
1105629,60,11,12,0,0,0,0,80
1105630,52,8,5,0,0,0,0,59
1105631,60,7,8,4,0,0,0,73
1105632,27,0,3,0,0,0,0,33
1105633,54,8,7,0,0,0,0,72
1105701,75,7,4,3,0,0,0,88
1105702,44,8,0,0,0,0,0,55
1105703,56,7,10,0,0,0,0,75
1105704,34,6,11,0,0,0,0,55
1105705,8,0,0,0,0,0,0,9
1105706,18,5,0,0,0,0,0,23
1105707,51,3,3,0,0,0,0,55
1105708,36,5,3,0,0,0,3,44
1105709,48,3,8,3,0,0,0,56
1105710,38,3,3,0,0,0,0,38
1105711,30,3,0,0,0,0,0,34
1105712,26,8,0,0,0,0,0,37
1105713,12,4,0,0,0,0,0,14
1105714,21,7,3,0,0,0,0,32
1105715,19,4,3,0,0,0,0,28
1105716,30,5,0,3,0,0,0,48
1105717,52,6,8,0,0,0,0,62
1105718,31,7,0,0,0,0,0,38
1105719,29,0,3,0,0,0,0,35
1105720,15,0,3,0,0,0,0,24
1105801,36,0,3,0,0,0,0,41
1105802,27,6,0,0,0,0,0,33
1105804,26,3,0,0,0,0,0,30
1105805,18,0,0,0,0,0,0,17
1105806,54,3,4,0,0,0,0,57
1105807,16,4,0,0,0,0,0,14
1105808,12,0,0,0,0,0,0,11
1105809,30,0,0,0,0,0,0,28
1105811,53,3,3,0,0,0,0,57
1105813,61,3,3,0,0,0,0,62
1105814,14,0,3,0,0,0,0,14
1105815,44,10,3,0,0,0,0,53
1105816,32,3,3,0,0,0,0,42
1105817,26,8,0,0,0,0,0,33
1105818,29,3,0,0,0,0,0,36
1105819,19,4,3,0,0,0,0,25
1105820,6,4,0,0,0,0,0,13
1105821,13,3,0,0,0,0,0,22
1105822,17,3,0,0,0,0,0,24
1105823,27,4,3,0,0,0,0,30
1105824,23,0,3,0,0,0,0,25
1105825,18,3,0,0,0,0,0,21
1105826,72,7,5,0,0,0,0,91
1105827,23,3,0,0,0,0,0,28
1105828,20,5,0,0,0,0,0,28
1105829,20,8,3,0,0,0,3,31
1105830,19,0,0,0,0,0,0,14
1105831,19,4,0,0,0,0,0,29
1105832,28,4,0,0,0,0,0,30
1105833,10,0,3,0,0,0,0,16
1105834,24,0,3,0,0,0,0,28
1105835,64,4,3,0,0,0,3,71
1105836,18,3,0,0,0,0,0,18
1105837,37,4,0,0,0,0,0,41
1105838,64,3,4,0,0,0,0,70
1105839,62,5,5,0,0,0,0,77
1105840,49,3,0,0,0,0,0,52
1105841,0,0,0,0,0,0,0,0
1105842,74,6,3,0,0,0,0,82
1105843,27,3,3,0,0,0,0,31
1105844,40,3,4,0,0,0,0,49
1105845,46,6,8,0,0,0,0,58
1105846,35,0,4,0,0,0,0,41
1105847,51,3,4,0,0,0,0,60
1105848,43,4,4,0,0,0,0,45
1105849,0,0,0,0,0,0,0,0
1105850,21,0,6,0,0,0,0,21
1105851,20,0,3,0,0,0,0,28
1105852,0,0,0,0,0,0,0,0
1105853,23,3,0,0,0,0,0,22
1105854,21,8,3,0,0,0,0,32
1105855,25,0,3,0,0,0,0,34
1105856,25,0,0,0,0,0,0,24
1105857,18,3,0,0,0,0,0,22
1105858,0,0,0,0,0,0,0,0
1105859,99,5,0,0,0,0,0,101
1105860,37,0,0,0,0,0,0,36
1105861,36,0,0,0,0,0,0,39
1105862,36,0,3,0,0,0,0,37
1105863,65,10,7,0,0,0,0,78
1105864,47,5,0,0,0,0,0,55
1105901,40,10,3,0,0,0,0,55
1105902,42,0,0,3,0,0,0,46
1105903,39,3,0,0,0,0,0,39
1105904,0,0,0,0,0,0,0,0
1105905,23,4,3,0,0,0,0,35
1105906,11,0,0,0,0,0,0,16
1105907,25,5,0,0,0,0,0,25
1105908,9,0,3,0,0,0,0,17
1105910,102,9,6,0,0,0,0,117
1105912,19,3,4,0,0,0,0,24
1105913,59,7,3,0,0,0,0,64
1105914,31,3,4,0,0,0,0,35
1105915,33,3,0,0,0,0,0,39
1105916,91,0,3,0,0,0,0,95
1105917,122,9,6,0,0,0,0,134
1105918,51,5,5,0,0,0,0,65
1105919,90,9,5,0,0,0,0,105
1105920,33,3,3,0,0,0,0,38
1105921,38,8,3,0,0,0,0,46
1105922,38,10,7,0,0,0,0,52
1105923,97,9,10,0,0,0,3,123
1105924,20,0,0,0,0,0,0,27
1105925,72,7,8,0,0,0,0,89
1105926,60,3,5,0,0,0,0,68
1105927,0,0,0,0,0,0,0,3
1106001,22,0,4,0,0,0,0,29
1106002,15,3,0,0,0,0,0,20
1106003,18,3,3,0,0,0,0,20
1106004,45,4,0,0,0,0,0,57
1106005,18,3,0,3,0,0,0,30
1106006,63,4,3,0,0,0,3,79
1106007,16,0,0,0,0,0,0,13
1106008,47,4,0,0,0,0,0,51
1106009,28,0,0,0,0,0,0,30
1106010,36,6,3,0,0,0,0,48
1106011,44,0,4,0,0,0,0,55
1106012,40,7,5,0,0,0,0,49
1106013,37,4,0,0,0,0,0,47
1106014,32,0,0,0,0,0,0,35
1106015,39,0,0,0,0,0,0,37
1106016,48,12,0,0,0,0,0,59
1106017,32,0,0,0,0,0,0,34
1106018,34,0,3,0,0,0,0,36
1106019,30,3,3,0,0,0,0,40
1106020,34,3,0,0,0,0,0,39
1106021,0,0,0,0,0,0,0,0
1106101,17,0,0,0,0,0,0,19
1106102,43,3,0,0,0,0,0,45
1106103,39,0,0,0,0,0,0,40
1106104,19,0,0,0,0,0,0,22
1106105,19,0,0,0,0,0,0,21
1106106,31,0,4,0,0,0,0,40
1106107,11,0,0,0,0,0,0,14
1106108,34,3,3,0,0,0,0,45
1106109,12,0,0,0,0,0,0,10
1106110,20,0,0,0,0,0,0,22
1106111,19,0,0,0,0,0,0,25
1106112,36,3,5,0,0,0,0,41
1106113,0,0,0,0,0,0,0,0
1106114,19,0,0,0,0,0,0,19
1106115,22,0,3,0,0,0,0,28
1106116,30,0,0,0,0,0,0,33
1106201,20,3,0,0,0,0,0,30
1106202,29,3,0,0,0,0,0,37
1106203,41,0,0,0,0,0,0,49
1106204,26,0,3,0,0,0,0,31
1106205,38,3,0,0,0,0,0,41
1106206,33,0,0,0,0,0,0,39
1106207,21,0,4,0,0,0,0,23
