POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2629,0,4,5,0,0,8,0,0,0,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,0,7,0,11,9,0,33,26,71,8,144
POA2630,36,119,42,56,3,295,35,23,110,60,113,9,356,0,0,8,4,15,3,28,6,0,8,12,79,5,100,5,0,10,22,43,10,88,202,106,668,444,1270,102,2793
POA2631,0,9,0,0,0,11,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,8,10,6,35,29,88,4,171
POA2632,11,24,3,17,0,61,0,4,22,18,13,0,55,0,0,0,0,4,0,4,0,0,0,0,12,0,8,0,0,0,0,17,0,23,22,16,115,67,292,15,526
POA2633,0,6,0,0,0,8,0,0,0,7,8,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,12,15,37,5,74
POA2640,221,875,223,277,19,1900,375,226,1147,536,752,73,3113,10,8,34,15,47,0,115,17,8,45,94,360,13,536,21,9,65,64,180,58,389,1136,721,3929,2231,5334,356,13705
POA2641,42,180,77,101,7,463,61,43,259,198,419,27,1003,0,0,4,3,19,0,33,7,0,14,34,151,5,210,14,5,20,23,96,30,181,232,127,819,711,2469,158,4515
POA2642,20,98,22,60,3,235,9,15,90,45,85,5,247,0,0,3,6,4,0,15,4,0,3,16,61,0,79,0,0,6,10,25,12,57,73,60,376,271,869,69,1723
POA2643,4,26,13,23,0,68,5,5,44,28,51,4,138,0,0,0,6,0,0,9,0,0,0,4,24,0,27,4,0,3,0,20,7,32,29,19,139,117,420,36,761
POA2644,6,25,10,10,0,52,0,4,28,21,36,3,92,0,0,7,0,0,0,9,0,0,0,4,17,0,20,0,0,3,0,9,0,16,32,12,169,125,328,28,695
POA2645,0,0,0,0,0,6,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,6,3,6,19,11,38,7,79
POA2646,20,75,24,41,0,173,16,20,70,56,120,4,289,0,0,0,0,8,0,11,0,0,7,14,67,4,91,3,5,6,6,35,9,66,61,57,330,275,994,65,1775
POA2647,4,25,4,4,0,49,3,0,28,38,38,5,115,0,0,0,0,6,0,4,0,0,0,4,21,0,26,0,0,0,0,16,3,24,15,16,103,103,363,29,632
POA2648,11,21,8,16,0,66,4,3,31,21,44,0,110,0,0,0,0,5,0,6,0,0,0,5,11,0,20,0,0,0,0,9,3,13,23,18,114,94,331,29,606
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14
POA2650,269,1265,334,531,50,2934,515,291,1772,787,1222,120,4705,11,0,47,25,53,7,134,27,17,111,146,644,20,956,26,8,89,65,342,102,639,1588,869,5658,2930,8695,674,20418
POA2651,3,26,10,26,0,67,10,7,42,34,53,0,155,0,0,0,0,3,0,6,0,0,0,7,41,0,51,0,0,3,6,31,12,54,29,20,186,171,567,35,1017
POA2652,16,73,21,34,0,154,8,14,67,32,53,4,181,3,0,0,0,0,0,8,0,0,4,6,44,4,57,0,0,5,7,31,18,61,49,47,294,204,785,73,1449
POA2653,8,37,4,12,0,64,0,5,13,15,33,3,67,0,0,0,0,3,0,8,0,0,0,0,14,0,18,0,0,0,0,23,9,31,19,24,137,95,351,15,637
POA2655,0,19,3,10,0,40,0,11,22,19,41,7,94,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,6,0,9,0,15,16,15,79,58,209,6,389
POA2656,0,9,11,9,3,33,3,5,18,14,26,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,11,13,9,66,68,208,24,386
POA2658,9,14,7,9,0,46,3,5,20,14,19,0,57,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,6,7,0,11,15,11,77,66,171,10,351
POA2659,0,12,6,8,0,30,0,0,5,4,3,4,15,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,8,10,14,15,8,34,28,133,11,234
POA2660,7,26,8,12,0,60,0,7,15,11,30,7,69,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,3,4,0,9,10,8,90,75,203,20,412
POA2661,0,0,0,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,26,17,91,5,151
POA2663,16,38,20,35,0,118,10,8,49,44,96,6,213,0,0,3,0,8,0,9,3,0,4,0,31,3,34,0,0,0,0,17,7,30,31,41,187,162,656,55,1131
POA2665,5,41,3,20,0,75,0,4,22,8,13,4,52,0,0,0,0,5,0,5,0,0,0,4,13,0,17,0,0,3,0,3,3,9,10,15,122,63,258,37,511
POA2666,13,93,28,39,8,196,8,10,65,54,88,12,240,0,0,4,0,9,0,13,0,0,9,10,62,0,80,0,0,0,4,22,5,39,42,47,327,218,853,65,1546
POA2668,0,7,0,0,0,8,0,0,5,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,10,36,6,78
POA2669,3,37,8,4,0,58,0,0,9,7,10,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,4,0,8,6,9,78,65,202,20,375
POA2671,14,77,18,23,0,137,11,4,39,20,53,11,136,0,0,0,0,0,0,3,0,0,0,9,48,0,58,0,0,3,0,20,10,37,35,32,233,147,618,64,1135
POA2672,6,31,7,15,5,67,3,4,10,13,10,0,37,0,0,0,0,0,0,0,0,0,0,5,10,0,15,0,0,0,0,5,9,8,13,12,59,39,155,18,299
POA2675,0,21,0,11,0,40,0,0,17,14,21,0,56,0,0,0,0,4,0,4,0,0,0,4,7,0,16,0,0,0,3,12,3,25,16,7,121,85,214,39,470
POA2678,0,4,0,8,0,13,0,0,0,0,3,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,33,3,69
POA2680,64,349,90,141,8,717,97,59,379,243,335,35,1152,3,0,14,10,26,6,53,3,0,27,47,252,6,340,10,0,54,32,139,75,312,438,196,1801,1127,3442,386,7384
POA2681,13,26,4,12,0,53,0,0,27,10,37,3,75,0,0,0,0,0,0,3,0,0,0,6,21,0,27,0,0,0,3,15,0,25,6,16,117,74,310,33,556
POA2700,12,84,21,31,3,164,14,7,53,46,68,8,185,0,0,0,0,0,0,4,3,0,3,6,40,3,59,3,0,5,5,11,3,31,50,33,240,173,571,59,1128
POA2701,16,49,17,17,0,114,5,3,45,26,42,3,119,0,0,0,0,0,0,0,3,0,5,3,23,0,31,0,0,0,4,14,5,21,41,33,165,113,358,30,745
POA2702,5,11,3,7,0,28,0,0,8,5,18,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,3,4,11,29,19,123,10,198
POA2703,0,12,0,14,0,34,0,0,4,5,7,0,14,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,3,8,0,27,12,90,5,140
POA2705,42,199,47,108,8,447,16,7,103,74,148,13,353,0,0,0,0,11,0,15,0,0,12,18,102,0,134,3,0,3,14,56,15,97,106,82,587,381,1538,121,2819
POA2706,0,5,3,6,0,17,0,0,0,8,14,0,25,0,0,0,0,0,0,3,0,0,0,0,12,0,17,0,0,0,0,3,6,12,8,4,32,31,139,18,240
POA2707,10,29,6,11,0,56,0,0,14,4,12,0,30,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,7,4,9,13,12,86,55,181,16,362
POA2710,29,137,35,66,7,298,33,23,141,109,164,25,496,0,3,6,6,9,0,31,0,0,10,15,76,0,104,3,0,10,4,39,19,79,94,94,563,429,1331,123,2632
POA2711,14,40,14,22,4,106,6,4,16,15,35,3,82,0,0,0,0,0,0,5,0,0,0,3,21,0,29,0,0,0,4,26,10,42,22,28,154,132,432,55,819
POA2712,3,14,0,5,0,27,0,3,19,9,20,0,53,0,0,0,0,4,0,4,0,0,0,6,8,0,14,0,0,0,0,0,6,7,15,12,81,38,154,23,325
POA2713,7,46,11,16,0,95,3,4,36,28,68,8,143,0,0,0,0,0,0,3,0,0,0,4,26,0,27,0,0,0,0,12,5,21,25,20,165,102,378,36,724
POA2714,19,33,0,10,0,67,6,0,30,15,36,9,90,0,0,0,0,4,0,9,0,0,0,0,28,3,38,0,0,3,0,6,0,15,13,33,133,93,358,23,655
POA2715,3,19,3,8,0,41,0,0,15,13,17,3,49,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,3,0,4,6,14,8,60,59,154,18,315
POA2716,0,3,0,6,0,12,0,3,10,12,6,3,35,0,0,0,0,0,0,4,0,0,0,0,4,0,8,0,0,0,0,3,0,6,10,11,55,53,115,16,261
POA2717,0,9,8,3,0,21,0,0,3,13,8,0,24,0,0,0,0,5,0,5,0,0,3,0,3,0,11,0,0,0,6,6,3,8,5,5,32,33,109,8,194
POA2720,29,136,32,40,3,271,20,18,91,84,147,8,372,3,0,15,15,15,0,41,3,0,6,11,80,0,98,0,0,13,9,55,18,100,93,83,490,306,1285,87,2349
POA2721,0,4,0,3,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,5,41
POA2722,7,31,20,19,0,92,4,5,35,31,46,0,124,0,0,0,4,4,0,9,0,0,3,3,34,0,42,3,0,3,4,20,4,41,38,22,165,125,441,40,832
POA2725,0,5,0,0,0,9,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,18,14,44,9,82
POA2726,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,36,3,79
POA2727,0,0,0,0,0,5,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,31,16,35,6,93
POA2729,6,13,4,8,0,39,7,4,17,13,22,4,57,0,0,0,0,3,0,6,0,0,0,0,16,0,19,0,0,0,0,14,7,24,21,12,86,68,259,30,483
POA2730,0,10,6,8,0,27,0,0,15,11,24,0,47,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,9,5,13,8,7,52,57,158,7,294
POA2731,32,124,24,27,4,235,41,44,114,67,99,12,377,0,0,11,3,19,0,40,0,0,10,19,46,0,72,0,0,9,14,29,9,59,99,96,527,329,950,77,2077
POA2732,8,31,5,11,0,58,8,0,27,17,19,4,65,0,0,0,6,0,0,7,0,0,0,0,14,0,12,0,0,4,0,12,9,25,11,16,111,95,217,47,493
POA2733,0,4,0,7,0,8,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,4,31,18,82,3,140
POA2734,4,4,0,4,0,17,7,0,5,7,4,0,21,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,3,7,12,3,40,33,75,16,169
POA2735,0,3,0,4,0,4,0,0,0,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,16,57,5,103
POA2736,0,7,0,0,0,8,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,6,22,22,52,5,105
POA2737,0,10,6,7,0,21,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,17,5,3,33,22,97,11,163
POA2738,12,46,13,18,3,90,4,12,46,29,37,6,127,0,0,0,0,6,4,6,0,0,5,8,24,0,32,0,0,7,5,9,8,26,18,31,181,137,309,29,704
POA2739,3,27,9,9,0,59,5,0,23,15,11,0,60,0,0,0,0,3,0,3,0,0,5,3,16,0,22,0,0,0,5,11,0,20,18,11,88,86,191,20,412
POA2745,97,549,196,207,14,1370,222,91,594,323,379,57,1665,3,0,39,25,52,0,119,17,5,42,53,351,11,474,28,10,75,70,208,43,429,1008,354,2899,2038,4698,314,11320
POA2747,86,586,211,277,25,1617,352,168,1155,569,827,102,3171,9,5,38,32,56,4,145,23,8,79,87,405,15,619,65,8,147,87,279,105,691,1830,468,4441,2831,6721,584,16878
POA2748,4,24,10,14,0,62,10,4,27,8,10,0,57,0,0,0,0,0,0,0,0,0,5,3,17,0,27,4,0,0,3,6,0,19,40,20,140,76,249,13,536
POA2749,40,230,98,121,5,621,62,45,249,154,266,15,800,0,0,14,9,30,5,62,8,0,21,24,217,0,277,13,0,26,27,110,21,195,337,149,1109,897,2730,156,5386
POA2750,129,703,244,311,23,1894,285,135,882,470,751,79,2600,16,4,52,35,73,3,190,16,5,74,104,411,11,629,35,6,89,78,309,71,591,1463,456,3829,2605,6672,495,15519
POA2752,11,86,38,54,5,240,18,14,71,48,76,9,237,0,0,6,3,10,0,11,0,0,3,8,96,3,117,0,0,15,9,55,7,87,86,48,319,317,1110,54,1934
POA2753,55,228,76,104,9,623,82,53,278,159,234,21,827,3,3,13,12,39,0,77,9,5,15,37,224,8,296,10,0,39,35,117,27,231,453,176,1160,941,2650,169,5555
POA2754,22,120,45,45,3,308,40,18,86,63,110,11,329,0,0,6,7,19,0,30,0,0,10,21,74,0,108,7,0,7,14,52,5,75,175,73,459,414,1069,64,2254
POA2756,107,498,186,289,19,1317,112,85,430,339,465,38,1465,0,4,29,31,85,6,157,14,6,39,103,553,11,734,15,6,61,74,280,66,495,630,322,2136,2031,6194,384,11700
POA2757,0,14,4,5,0,38,3,4,18,13,6,0,48,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,5,0,0,0,3,18,8,75,48,135,11,295
POA2758,53,167,57,67,6,454,46,36,146,79,111,11,431,0,0,11,9,21,0,50,3,3,19,22,131,7,185,4,5,30,21,74,16,148,251,138,724,599,1542,111,3371
POA2759,38,263,113,176,11,753,81,61,384,233,426,35,1217,4,3,24,25,33,0,86,6,6,36,47,279,5,383,13,0,61,63,195,50,374,465,174,1785,1378,3743,291,7842
POA2760,46,253,104,148,15,738,177,64,607,321,519,64,1750,0,3,14,13,40,0,67,23,4,38,35,189,13,302,40,9,94,65,200,61,463,1012,239,2476,1542,3621,365,9253
POA2761,46,326,90,134,12,816,210,86,894,340,468,60,2053,4,0,29,10,29,0,66,6,5,67,54,208,11,357,44,6,141,78,156,81,509,1108,263,3869,1789,3329,399,10765
POA2762,31,310,56,57,5,652,227,63,658,197,189,40,1375,18,0,23,7,19,0,68,23,8,34,33,116,3,220,78,10,147,52,65,57,407,2110,277,3851,1086,1492,260,9076
POA2763,77,438,123,151,9,1128,315,80,845,355,393,68,2061,12,5,24,17,34,0,88,25,12,69,67,229,16,420,74,16,164,85,143,67,549,2244,372,4493,1892,2990,417,12412
POA2765,93,662,144,158,18,1490,471,133,1373,391,430,77,2876,14,3,49,23,40,3,135,47,12,92,75,293,16,531,114,9,250,91,176,79,725,2918,546,6387,2456,4232,500,17040
POA2766,26,123,26,57,3,314,119,26,510,153,206,29,1037,3,0,10,13,15,0,41,9,4,39,16,90,4,165,22,4,72,33,62,37,231,578,123,1867,717,1335,178,4799
POA2767,48,211,53,67,7,546,173,61,680,219,279,54,1464,7,5,22,5,11,0,44,20,0,50,39,110,11,226,47,6,123,47,82,71,378,1096,214,2918,1097,1681,324,7329
POA2768,72,429,89,95,14,1002,358,74,773,258,263,42,1765,8,3,31,13,19,0,74,30,8,85,68,152,5,344,97,12,186,41,85,43,463,2361,406,4598,1559,1883,294,11099
POA2769,33,228,51,53,8,562,207,55,410,116,70,25,882,8,0,20,7,13,0,45,11,0,40,30,38,0,125,70,9,121,48,42,31,320,1670,231,2806,853,813,193,6575
POA2770,68,262,111,213,26,889,158,63,678,456,656,84,2087,0,0,26,18,52,7,103,18,3,55,50,257,9,398,28,0,144,110,286,150,715,1016,251,2949,1934,4300,584,11039
POA2773,43,217,40,37,12,458,92,38,158,45,55,3,390,7,0,17,5,8,0,36,11,9,16,8,35,0,70,7,0,14,6,21,3,58,387,154,885,324,552,39,2338
POA2774,84,393,75,85,7,925,163,69,301,133,156,24,851,6,3,22,12,26,4,62,20,5,24,26,81,0,164,3,0,28,32,44,13,131,720,271,1570,783,1460,99,4902
POA2775,5,18,4,7,0,41,5,3,19,7,14,3,50,6,0,0,0,4,0,11,0,0,3,0,25,0,28,0,0,3,4,11,9,25,32,12,76,74,215,30,450
POA2776,27,130,30,28,0,306,54,23,94,46,56,4,285,0,0,7,5,8,0,22,4,0,18,10,39,4,80,0,0,10,5,18,8,35,240,85,459,251,486,30,1559
POA2777,125,524,131,145,11,1261,186,94,422,202,258,22,1176,4,3,30,13,34,0,83,20,5,38,34,168,3,266,17,9,38,25,70,21,171,817,331,1896,1093,2242,158,6531
POA2778,20,78,15,22,0,176,37,15,80,38,46,0,214,0,0,3,0,0,0,12,7,0,7,7,19,0,33,0,0,10,11,10,4,29,131,55,291,145,315,16,965
POA2779,29,140,48,51,4,357,49,23,139,58,90,8,366,7,4,12,3,14,0,32,4,0,14,10,30,3,66,0,0,12,11,26,7,55,227,95,540,308,649,40,1858
POA2780,68,233,66,46,7,678,146,62,333,130,181,14,873,33,12,55,29,32,4,161,17,4,30,24,62,3,136,14,4,34,22,37,17,128,776,250,1414,705,1137,108,4387
POA2782,30,129,22,27,4,349,67,33,145,72,65,9,386,13,3,19,3,12,3,65,4,0,17,13,36,0,79,3,4,16,9,20,14,62,349,123,656,302,564,59,2054
POA2783,20,74,16,21,3,180,24,9,69,40,42,0,187,0,3,7,7,4,0,15,0,0,15,6,13,0,36,0,0,7,0,12,0,32,134,52,291,141,314,20,959
POA2784,14,24,12,12,0,78,10,15,25,20,22,3,100,4,0,3,3,0,4,13,0,0,3,5,11,0,25,0,0,3,7,7,4,24,59,38,127,98,170,11,514
POA2785,26,80,20,20,4,245,70,13,114,48,48,8,296,13,6,24,10,11,0,71,5,0,6,9,28,0,51,0,0,13,10,16,3,47,296,77,543,249,406,39,1606
POA2786,3,21,6,6,0,55,7,0,15,10,12,0,50,6,0,11,0,6,0,18,0,0,0,3,3,0,12,6,0,3,5,3,0,18,60,16,129,59,114,9,376
POA2787,7,43,11,21,0,107,14,4,43,22,52,8,144,0,0,5,8,12,0,18,0,4,0,4,32,0,37,0,0,3,5,35,22,70,71,25,225,151,671,83,1221
POA2790,35,141,53,91,4,384,44,43,186,115,228,22,633,4,0,18,9,31,6,67,3,0,21,18,127,7,173,0,0,9,21,72,22,129,213,128,743,619,2190,176,4071
POA2791,0,0,3,0,0,8,0,0,7,3,8,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,21,44,5,102
POA2792,0,0,3,0,0,5,0,0,0,5,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,3,28,21,61,8,129
POA2793,0,11,3,3,0,19,0,0,9,14,12,0,36,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,7,0,11,6,3,48,44,112,16,230
POA2794,29,147,41,69,7,327,11,24,113,115,219,33,510,0,0,5,0,6,4,17,0,0,11,12,91,6,119,4,0,5,4,52,25,84,82,77,465,388,1410,175,2602
POA2795,193,919,231,357,24,2069,282,167,905,489,856,74,2776,15,5,57,22,64,4,172,15,6,66,81,416,8,593,24,6,60,45,202,74,406,1072,575,3704,2088,6539,426,14409
POA2797,0,4,0,3,0,3,0,0,7,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,24,69,3,115
POA2798,12,42,11,15,0,101,14,6,57,17,27,4,132,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0,3,0,6,0,22,73,49,251,125,288,24,801
POA2799,18,58,19,35,0,150,10,8,50,43,85,8,212,3,0,0,0,9,0,17,0,0,4,6,44,0,57,0,0,5,4,22,5,36,49,36,208,161,722,44,1220
POA2800,164,882,245,323,33,1933,544,218,1379,639,1032,83,3893,3,3,35,20,39,0,103,28,11,91,96,484,14,717,17,7,62,39,192,80,394,1468,624,4530,2463,6693,460,16236
POA2803,0,3,0,0,0,7,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,20,16,38,6,84
POA2804,5,55,7,14,4,89,8,4,49,33,49,0,138,0,0,0,0,0,0,0,0,0,4,10,22,0,36,6,0,4,0,11,3,25,29,19,201,120,364,33,769
POA2805,0,5,0,0,0,3,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,18,23,48,6,102
POA2806,0,5,6,3,0,23,7,3,8,9,15,0,38,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,5,0,4,12,6,32,37,125,11,223
POA2807,0,0,5,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,27,47,6,92
POA2808,0,5,0,0,0,5,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,19,0,46
POA2809,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,0,60
POA2810,11,45,16,13,3,93,9,9,23,32,39,9,110,0,0,0,0,8,0,7,0,0,0,5,27,0,27,0,0,0,4,13,4,20,32,29,177,129,389,36,790
POA2817,0,11,0,3,0,11,0,0,6,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3,5,4,41,16,54,4,119
POA2818,0,19,4,14,0,42,0,0,8,15,16,4,47,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,7,0,4,6,11,47,53,158,11,288
POA2820,18,87,20,60,3,202,16,13,58,59,93,11,247,0,0,0,6,9,0,15,3,0,3,9,43,3,59,0,3,9,6,35,12,57,58,59,313,225,776,73,1507
POA2821,8,83,18,46,5,166,9,7,66,45,65,12,205,0,0,0,0,11,0,15,0,0,9,0,55,0,65,0,0,11,7,28,4,42,28,26,294,167,655,48,1219
POA2822,0,4,0,0,0,7,3,0,12,10,11,0,30,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0,0,3,3,3,0,29,15,64,9,119
POA2823,5,14,3,10,0,35,0,0,15,4,9,0,28,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,3,0,3,0,11,13,13,85,51,130,15,311
POA2824,15,23,11,10,3,72,0,4,7,8,11,4,49,0,0,0,0,0,0,0,0,0,0,0,19,0,20,0,0,4,3,6,4,16,24,26,110,86,216,33,495
POA2825,3,53,13,19,0,104,6,0,26,16,27,4,84,0,0,0,0,3,0,0,0,0,6,0,3,0,12,0,0,0,0,10,10,21,33,20,142,73,304,31,611
POA2826,0,4,0,3,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,23,9,58
POA2827,7,65,16,25,6,124,11,0,41,24,61,7,155,0,0,0,0,4,0,3,0,0,0,6,36,0,42,0,0,3,0,20,7,35,29,22,197,116,479,39,883
POA2828,0,14,0,12,0,34,4,3,6,0,9,4,20,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,9,5,12,10,4,48,27,87,16,187
POA2829,7,46,17,26,3,114,5,4,34,24,39,3,109,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,3,0,11,10,24,30,17,157,107,298,36,646
POA2830,145,794,221,378,34,1776,457,181,1235,615,948,102,3551,11,4,46,33,122,11,229,19,3,49,75,453,23,618,36,8,68,41,241,83,472,1279,530,3819,2111,6496,571,14800
POA2831,3,33,5,11,3,58,4,4,19,23,24,0,75,0,0,0,0,4,0,3,0,0,4,0,16,0,19,0,0,0,0,16,0,18,3,15,115,86,266,19,512
POA2832,4,34,10,19,0,77,8,4,23,12,24,4,68,0,0,0,5,0,0,5,0,0,0,0,9,0,19,0,0,0,0,0,3,11,9,10,122,101,176,22,444
POA2833,0,11,0,7,0,17,0,0,10,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,4,31,22,43,8,115
POA2834,9,24,6,13,0,60,0,0,21,16,21,4,54,0,0,0,3,4,0,7,0,0,0,0,9,0,11,0,0,4,0,3,4,9,11,13,72,69,152,19,337
POA2835,0,55,15,16,0,104,3,0,34,16,28,0,85,0,0,0,0,0,0,0,0,0,8,4,37,3,50,0,0,0,0,23,5,28,37,20,202,124,598,52,1039
POA2836,0,9,4,4,5,26,0,4,6,7,0,0,18,0,0,3,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,5,8,7,31,35,60,10,153
POA2838,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,4,14,0,32
POA2839,4,17,4,5,3,47,6,0,13,9,12,5,47,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,4,16,3,55,35,80,18,206
POA2840,4,62,11,25,3,116,7,0,31,14,23,5,81,0,0,0,0,4,0,7,0,0,0,0,9,0,12,4,0,0,4,8,6,25,36,13,168,112,243,32,598
POA2842,5,12,3,7,0,25,0,0,4,6,8,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,8,5,33,32,78,8,157
POA2843,6,20,0,8,0,35,0,0,9,10,9,0,26,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,3,7,12,12,7,66,45,139,21,282
POA2844,0,29,16,13,0,61,4,0,12,3,11,0,34,0,0,0,0,5,0,0,0,0,0,0,8,0,7,0,0,0,0,4,0,11,6,12,71,51,150,18,307
POA2845,10,15,5,17,0,51,8,5,23,14,41,0,84,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,4,3,12,0,21,13,17,69,69,349,14,535
POA2846,0,6,0,3,0,6,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,17,11,36,0,66
POA2847,6,19,6,17,0,56,5,3,10,10,53,3,86,0,0,5,0,0,0,4,0,0,0,0,22,0,25,0,0,0,7,14,4,19,20,16,70,76,381,19,582
POA2848,0,11,3,7,0,26,0,0,9,14,20,5,51,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,4,12,4,26,28,135,11,228
POA2849,4,35,11,14,6,73,0,0,12,14,14,9,54,0,0,0,0,0,0,4,0,0,0,0,7,0,9,0,0,6,0,11,0,15,21,10,86,94,219,23,453
