LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA16150,153,281,55,152,27,16,44,774,0,0,3,12,12,43,38,16,11,0,0,16,139,0,0,0,6,5,10,12,0,5,0,0,3,44,0,0,0,0,0,5,13,3,5,5,10,4,45,0,0,27,43,26,77,38,9,10,3,3,33,258,0,0,0,0,4,4,4,0,0,4,0,293,309,8,8,34,83,91,483,1120,565,503,496,207,586,4193,3,0,9,28,48,156,166,26,27,13,5,63,531,0,3,32,77,73,87,35,0,5,3,0,34,342,0,0,0,10,5,19,9,0,4,0,0,6,52,0,5,26,25,11,12,0,0,0,0,0,9,93,4,14,140,187,96,120,46,11,10,0,0,98,725,0,0,4,0,5,0,0,0,0,0,0,34,47,10,22,214,322,236,394,259,37,38,10,6,241,1798,57,37,324,996,623,1481,2032,1014,754,785,310,1148,9562,0,0,0,0,8,17,215,204,149,133
LGA16200,79,91,15,43,8,0,22,290,0,0,3,8,14,15,13,0,5,3,0,10,67,0,0,0,0,0,8,9,0,7,0,0,3,28,0,0,0,0,0,4,3,4,3,6,0,6,24,0,0,11,21,21,22,25,0,0,0,0,15,120,0,0,0,0,0,0,0,0,0,0,0,109,118,6,5,20,52,66,251,386,181,116,139,40,267,1523,0,0,4,11,19,48,48,6,6,4,0,18,164,0,4,30,34,20,32,6,0,0,0,0,11,143,0,0,0,3,3,3,4,0,0,0,0,0,19,3,0,21,5,5,0,0,0,0,0,0,5,47,3,5,61,88,48,57,10,3,5,6,0,31,312,0,0,3,0,3,0,0,0,0,0,0,14,23,8,9,116,143,95,139,72,12,9,5,0,87,703,36,14,204,533,305,697,708,305,190,190,53,507,3747,0,4,0,4,6,16,71,74,39,42
LGA16260,1317,1956,353,1213,368,181,289,6366,9,13,67,217,193,350,257,96,72,63,18,103,1462,3,3,10,40,32,83,90,27,31,18,3,59,402,0,0,4,5,0,24,38,21,14,32,11,43,194,116,29,142,319,196,430,461,161,119,100,38,250,2360,3,3,9,10,4,12,25,6,3,3,6,1262,1346,187,78,345,883,1010,3139,5491,3069,3147,3462,1979,2892,25683,3,3,22,71,172,555,710,216,242,120,41,211,2364,5,21,99,233,188,293,213,59,33,24,9,100,1278,3,4,6,25,14,44,43,11,5,10,0,26,193,29,13,74,71,18,30,21,9,5,4,4,27,296,147,72,401,468,284,512,404,88,85,39,17,269,2794,3,0,3,6,6,0,8,3,0,0,0,100,126,194,117,612,875,682,1433,1398,384,368,195,68,733,7059,878,247,1542,3791,2954,7415,10393,5547,4839,5363,2675,4865,50500,6,0,0,3,10,71,775,1227,1096,1394
LGA16350,1122,1849,428,685,281,102,404,5241,3,0,26,75,94,239,225,73,59,37,11,90,920,7,0,8,18,28,82,109,27,23,14,4,74,385,8,0,5,3,4,21,58,54,33,37,15,76,305,29,7,88,215,167,404,379,118,46,45,14,196,1718,3,0,6,11,7,18,24,8,11,8,0,1006,1101,80,40,192,466,643,2850,6233,3858,2780,2764,1116,3011,24043,11,15,22,98,237,819,889,269,211,88,24,339,3020,10,23,155,375,332,417,256,63,33,14,0,158,1845,0,5,17,39,46,56,55,23,8,4,0,59,308,8,14,121,163,41,65,29,7,0,0,0,37,482,72,64,551,849,483,604,359,79,32,21,7,343,3463,4,0,10,4,4,13,4,0,0,0,0,119,164,103,117,879,1529,1137,1972,1595,449,299,132,35,1049,9294,345,187,1412,4011,2830,7267,11069,6267,3963,3761,1382,5146,47623,3,0,0,10,13,74,884,1396,903,843
LGA16380,338,351,60,142,34,7,88,1135,0,0,8,59,67,145,82,8,16,3,4,39,433,0,0,0,8,17,33,29,3,5,0,0,7,116,0,0,0,4,0,12,17,11,0,12,0,17,82,7,4,31,95,123,196,105,22,7,4,0,68,673,0,0,0,4,6,3,0,0,0,0,0,474,490,24,7,68,262,370,1290,1884,812,562,551,148,1033,7006,6,0,9,50,120,226,221,24,49,6,0,95,802,0,14,72,254,193,188,75,7,9,6,0,85,901,0,0,6,18,9,19,18,0,3,0,0,21,92,0,6,61,66,18,12,4,0,0,0,0,14,189,17,12,206,393,231,229,76,12,5,0,0,148,1331,0,0,4,5,0,3,0,0,0,0,0,34,48,20,38,361,783,575,678,389,43,66,9,4,401,3365,132,60,766,3423,2233,4236,3872,1438,897,860,262,2239,20425,0,0,0,5,20,84,361,286,214,178
LGA16400,311,571,99,209,41,16,105,1434,0,0,4,37,34,115,70,15,9,8,4,30,322,0,0,4,7,7,30,41,15,14,3,0,17,131,0,0,0,0,0,4,12,9,18,11,6,13,84,4,3,37,87,72,156,112,34,15,12,6,85,616,0,0,0,0,0,5,3,4,0,0,0,430,443,12,12,56,179,210,983,1936,1003,758,638,223,1058,7079,0,0,12,28,77,199,209,54,35,9,0,70,700,0,5,53,166,147,151,70,12,6,0,0,66,681,0,0,3,18,13,9,14,0,0,0,0,14,80,0,6,57,66,24,31,3,0,0,0,0,16,204,19,26,207,329,219,202,92,21,12,7,0,144,1271,0,0,0,9,5,4,6,0,0,0,0,39,54,24,35,334,612,481,595,391,85,53,18,0,349,2979,119,63,593,2412,1502,3179,3722,1725,1164,971,326,2015,17784,0,0,0,0,8,38,233,275,199,164
LGA16490,131,330,72,192,80,43,77,967,0,0,3,13,8,32,42,22,20,3,14,18,178,0,0,0,0,6,13,30,6,11,3,0,12,89,0,0,0,0,0,6,15,12,18,16,17,11,98,3,0,10,22,29,51,70,15,13,12,9,28,266,0,0,0,0,0,0,0,0,0,5,0,374,384,21,6,31,74,106,416,1224,971,840,1296,837,862,6691,0,0,4,16,50,178,288,74,99,49,4,96,863,3,8,26,62,52,103,49,14,9,10,0,30,372,0,0,7,9,0,19,18,9,3,0,0,9,75,5,0,14,18,4,5,6,6,0,0,0,4,58,12,8,122,104,66,82,65,34,16,5,0,69,590,0,0,0,0,3,5,0,0,0,0,0,28,39,18,24,171,208,182,392,429,127,124,65,7,243,1992,78,30,282,730,572,1466,2674,1781,1432,2015,1225,1496,13770,6,0,0,5,8,38,221,336,272,423
LGA16550,318,598,151,827,258,167,152,2604,3,0,22,72,52,103,135,44,54,50,30,65,628,5,0,7,9,4,17,33,14,42,21,10,35,193,0,0,0,0,0,6,17,20,19,34,36,29,164,34,14,36,81,77,174,219,85,66,87,50,130,1046,0,0,3,0,0,8,10,0,8,6,3,733,770,58,24,100,218,252,959,2064,1429,1997,2559,2014,1745,13411,3,3,11,39,72,293,471,121,211,81,11,169,1485,11,9,56,154,149,238,159,37,37,15,4,110,978,0,4,6,9,9,20,24,9,5,8,0,26,120,11,7,45,23,17,14,13,0,4,0,0,16,159,79,34,210,293,200,309,211,69,60,43,11,223,1734,0,0,4,4,0,4,0,0,0,0,0,58,70,99,61,330,529,445,885,873,230,317,146,28,599,4548,391,127,739,1822,1307,3297,4718,3089,3309,4307,3042,3349,29492,3,0,0,5,7,38,327,722,721,1106
LGA16610,169,137,26,20,5,0,34,436,0,0,4,14,14,52,29,4,0,0,0,16,141,0,0,0,7,3,19,20,4,3,0,0,4,51,0,0,0,0,0,0,6,0,0,0,0,6,26,0,0,9,64,41,71,45,3,3,0,0,26,280,0,0,3,0,5,0,0,0,0,0,0,129,136,11,4,28,123,124,489,693,246,92,66,16,296,2193,0,3,6,14,37,70,50,3,6,0,0,29,219,0,0,22,62,45,39,16,4,0,0,0,23,212,0,0,8,7,0,12,4,0,0,0,0,0,27,3,6,30,31,7,5,0,0,0,0,0,10,95,0,3,94,169,98,101,38,3,5,0,0,62,577,0,0,0,4,0,4,0,0,0,0,0,21,37,9,12,158,287,193,228,103,15,4,0,0,152,1169,44,26,283,1092,619,1279,1213,406,129,106,28,663,5895,4,0,0,5,11,28,112,81,37,20
LGA16700,441,759,164,748,213,117,133,2800,6,5,26,77,64,142,122,41,48,45,12,58,653,3,0,3,12,9,29,34,10,38,10,7,29,187,0,0,0,0,0,12,13,19,8,25,22,28,136,50,7,60,99,82,197,233,84,64,75,33,101,1089,0,0,0,7,0,4,10,7,3,8,0,657,694,84,22,126,312,353,1284,2411,1461,1928,2264,1434,1549,13229,4,0,12,33,78,236,347,110,164,58,24,132,1204,0,11,45,112,117,158,120,25,29,12,4,66,701,0,0,13,11,0,23,19,6,4,0,0,15,100,15,11,37,37,16,17,16,0,3,0,0,11,147,62,37,139,198,118,300,228,70,39,35,13,140,1381,0,0,0,5,0,3,0,0,0,0,0,36,45,83,58,249,398,327,731,737,213,245,101,42,402,3576,458,124,689,1870,1366,3436,4759,2766,2894,3395,1981,2628,26354,4,0,0,5,6,42,408,635,605,767
LGA16900,345,653,149,267,87,20,121,1735,0,5,0,37,39,123,95,18,19,10,0,36,379,0,0,3,8,9,35,39,10,12,4,0,26,147,0,0,0,0,4,11,30,25,18,13,4,8,108,5,0,36,92,80,191,147,32,18,10,0,111,728,0,0,0,0,4,6,7,11,0,0,0,406,438,23,11,65,184,233,1109,2245,1237,924,833,268,1095,8229,0,0,7,32,92,231,232,49,45,24,6,94,812,3,14,66,203,165,174,69,13,5,0,0,70,771,0,0,3,22,11,27,14,5,3,0,0,20,104,3,4,62,54,21,19,5,0,0,0,0,18,200,17,20,238,374,217,241,109,16,5,7,5,156,1403,0,0,4,0,7,0,0,0,0,0,0,47,58,29,30,379,689,509,687,429,78,61,34,9,408,3348,109,64,629,2328,1314,2845,3814,1890,1273,1100,325,1987,17670,0,0,0,3,0,28,228,287,181,161
LGA16950,478,550,91,107,43,8,127,1574,0,0,9,79,66,169,129,24,16,8,0,58,555,0,0,3,9,16,40,47,8,5,3,0,24,166,0,0,0,3,0,13,25,15,13,4,6,18,96,14,3,48,168,134,259,177,22,16,8,9,121,971,0,0,0,0,6,7,9,0,0,0,0,572,599,26,14,95,379,430,1635,2446,965,594,581,164,1382,8715,0,4,22,73,131,287,230,36,25,16,0,124,944,0,12,104,295,226,215,60,8,4,4,0,115,1045,0,0,13,30,20,21,22,3,4,0,0,20,130,4,5,94,94,35,28,3,0,0,0,0,31,301,30,31,335,541,299,323,125,14,11,5,0,197,1911,0,0,3,3,5,7,0,0,0,0,0,61,82,36,61,562,1038,722,880,442,59,41,21,0,552,4413,171,97,1082,4441,2588,5111,4769,1750,961,953,277,3042,25259,3,0,0,11,19,81,372,304,211,188
LGA17000,95,203,39,292,49,20,53,765,0,0,3,8,4,11,19,4,16,3,0,9,80,0,0,0,6,0,9,17,3,12,10,0,21,78,0,0,0,0,0,0,6,4,6,5,3,3,25,0,0,10,13,10,34,28,6,0,4,0,19,131,0,0,0,0,0,0,0,0,0,0,0,179,189,11,4,17,31,43,220,584,303,616,514,223,440,3000,0,0,4,18,24,51,76,22,32,13,6,26,267,0,7,19,35,31,38,22,0,0,6,0,12,174,0,0,3,0,0,6,4,0,3,0,0,4,31,0,0,16,6,0,6,0,0,0,0,0,0,36,0,5,65,60,42,62,26,11,9,0,0,25,306,0,0,0,0,0,0,0,0,0,0,0,12,18,10,15,117,121,95,160,133,30,44,21,7,90,829,36,21,195,435,281,673,1110,545,879,801,334,721,6034,0,0,0,6,0,7,72,88,61,118
LGA17040,95,92,13,43,9,0,30,322,0,0,0,10,14,23,11,5,0,0,0,6,73,0,0,4,0,0,4,0,6,3,0,0,3,19,0,0,0,0,0,3,3,0,0,0,5,6,26,0,5,6,24,12,23,13,5,0,0,0,13,108,0,0,0,0,0,0,0,0,0,0,0,134,136,12,4,29,64,73,321,504,265,172,159,53,335,1977,0,0,4,12,22,56,50,9,5,10,0,36,209,0,3,17,37,31,40,12,0,4,0,0,17,161,0,0,0,3,0,8,4,0,0,0,0,4,19,3,0,9,8,0,0,0,0,0,0,0,4,26,3,6,49,55,52,47,14,4,4,0,0,30,250,0,0,0,0,0,0,0,0,0,0,0,6,10,5,11,81,122,106,145,82,16,10,12,0,88,687,33,18,173,532,380,928,1054,474,282,269,93,610,4858,6,0,0,7,4,50,165,122,84,59
LGA17080,84,112,22,32,6,0,31,305,0,0,0,8,13,18,15,0,5,0,0,8,69,0,0,0,0,4,9,0,0,0,0,0,4,19,0,0,0,0,0,3,4,0,4,3,5,7,19,0,0,9,13,13,27,17,0,5,0,0,5,99,3,0,0,0,0,0,3,0,0,0,0,65,73,6,4,19,42,75,250,446,201,133,97,29,236,1550,0,6,0,10,25,35,32,8,8,0,0,13,143,0,5,11,35,21,26,8,0,0,0,0,14,117,0,0,0,3,0,0,6,0,0,0,0,0,12,0,0,14,15,8,0,0,0,0,0,0,3,39,3,7,47,58,35,42,14,5,4,0,0,24,235,0,0,0,0,0,0,0,0,0,0,0,4,6,3,13,77,112,86,100,66,9,7,4,0,61,538,28,25,163,511,331,678,841,332,218,154,55,469,3803,0,3,0,0,6,23,84,83,42,33
LGA17100,211,296,53,179,65,37,66,1047,0,0,19,55,53,67,39,16,9,16,7,29,321,0,0,8,9,3,16,9,5,5,9,3,10,73,0,0,0,0,0,4,5,5,5,10,5,11,52,27,6,39,52,37,81,75,32,25,35,12,59,471,0,0,4,0,5,4,9,0,0,0,0,249,266,49,18,90,168,209,555,861,445,448,617,557,619,4634,0,3,0,7,26,61,87,31,44,18,5,35,317,0,3,24,67,30,42,33,11,5,5,0,21,239,0,0,6,3,0,8,8,3,3,0,0,6,38,8,0,15,16,0,11,8,0,0,0,0,4,61,55,13,80,97,57,104,71,22,27,12,11,58,609,0,0,0,0,5,5,4,0,0,0,0,16,26,67,20,127,192,114,226,199,64,82,37,11,143,1288,219,43,345,701,545,1209,1575,833,719,896,688,957,8732,0,0,0,0,3,13,128,189,160,170
LGA17150,616,1380,366,1493,492,256,424,5244,0,6,15,67,59,181,230,91,119,110,45,122,1043,5,3,0,13,11,49,76,26,70,25,12,53,341,3,0,0,0,3,19,45,48,46,69,45,51,337,27,10,52,111,95,274,374,179,95,107,45,185,1552,0,0,0,0,6,12,18,8,11,0,0,1445,1498,77,42,140,306,396,1948,5383,4023,4584,5714,3064,4034,29709,3,3,15,64,176,552,877,306,333,179,37,373,2918,3,27,115,307,302,435,326,89,43,43,10,209,1905,0,0,14,17,22,42,49,18,17,8,4,42,235,13,4,60,76,25,34,22,8,0,0,6,33,277,58,42,294,383,251,505,352,115,60,56,15,275,2406,4,0,10,4,3,9,5,0,0,0,0,67,93,88,79,497,848,776,1575,1644,531,447,280,67,992,7826,372,147,1060,3341,2770,6973,10635,6965,6786,8119,4059,6562,57778,0,3,0,8,8,44,508,987,971,1351
LGA17200,251,358,70,523,161,122,75,1693,0,0,29,57,44,70,53,32,33,22,15,34,382,0,0,0,3,8,22,20,5,19,9,4,6,106,0,0,0,3,0,7,16,9,7,13,26,5,85,41,12,40,80,62,120,120,33,47,34,13,75,679,0,0,0,6,0,5,0,0,0,0,0,459,472,51,15,103,212,223,688,1092,685,1076,1376,1170,890,7580,8,8,20,40,67,206,262,70,238,78,17,106,1115,3,16,67,116,99,136,94,15,25,8,0,56,634,0,0,7,8,11,19,23,0,17,5,0,17,103,15,13,44,37,14,24,9,0,0,3,0,21,178,116,44,285,331,188,270,145,37,39,33,7,194,1692,0,0,6,0,4,3,0,0,0,0,0,54,72,141,75,422,535,376,655,529,127,314,126,30,452,3790,570,142,861,1763,1208,3079,4579,3542,3611,5520,4316,3128,32321,5,3,0,5,9,74,780,1695,1807,3002
LGA17310,312,356,49,88,23,19,79,1022,0,0,6,37,36,84,30,11,7,5,0,20,230,0,0,0,3,6,32,27,7,4,3,0,17,100,0,0,0,0,0,9,17,11,0,6,4,14,54,10,0,24,88,65,122,52,20,8,5,0,56,448,0,0,0,3,0,12,3,0,0,0,0,391,411,22,9,54,184,227,1000,1668,807,452,425,152,928,5925,0,5,13,37,77,209,186,36,31,13,0,74,689,3,7,57,160,150,135,45,5,0,0,0,42,615,0,0,7,12,11,15,11,0,0,0,0,14,77,3,4,50,58,28,14,6,0,0,0,0,16,183,12,20,225,354,190,210,67,13,4,0,0,129,1220,0,0,0,3,3,3,0,0,0,0,0,40,50,15,30,356,626,466,580,319,58,44,17,0,313,2839,97,45,605,2041,1314,2842,3140,1403,717,715,240,1829,14989,5,0,0,10,17,87,394,315,205,172
LGA17350,39,27,4,9,0,0,12,109,0,0,0,4,0,7,3,0,0,0,0,0,20,0,0,0,0,0,3,5,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,12,20,11,3,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,46,51,5,0,13,29,36,114,166,61,33,31,8,101,597,0,0,0,4,9,17,12,0,4,0,0,0,53,0,0,0,15,12,12,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,15,0,0,18,27,16,16,11,0,0,0,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,44,45,30,4,5,0,0,14,226,20,9,60,254,161,327,320,99,56,44,11,174,1540,0,0,0,0,4,20,44,27,11,9
LGA17400,21,31,5,7,0,0,6,87,0,0,4,9,7,12,7,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,5,13,0,0,10,21,18,10,12,3,0,0,0,13,83,0,0,0,0,0,0,0,0,0,0,0,47,42,0,3,23,48,43,126,154,44,30,22,4,100,589,0,4,3,5,7,15,0,6,0,0,0,5,43,0,0,6,10,6,12,3,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,10,4,4,0,0,0,0,0,0,0,19,0,5,35,50,21,32,3,0,0,0,0,15,161,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,59,68,43,61,13,3,3,3,0,32,289,16,14,132,355,176,347,304,91,49,34,8,234,1759,3,0,0,7,6,26,41,22,12,9
LGA17420,501,1149,291,1588,484,260,322,4818,5,0,28,49,59,137,194,69,82,70,27,87,806,0,0,3,7,15,43,56,16,39,17,10,43,246,0,0,0,3,3,16,32,25,27,39,46,39,223,49,14,46,92,55,169,298,127,75,84,45,156,1212,3,0,0,0,5,15,19,4,4,6,0,1227,1280,108,30,137,247,313,1486,3871,2660,3854,4794,3110,3095,23713,3,5,12,33,82,240,482,148,267,115,29,160,1570,0,18,57,128,122,220,160,53,36,22,3,97,910,0,3,6,9,8,13,25,14,15,7,0,27,119,14,17,23,30,8,20,19,0,3,0,0,9,145,66,38,154,164,106,228,198,60,59,37,9,121,1239,0,0,0,0,0,0,3,3,0,0,0,27,38,89,81,254,369,329,717,883,275,371,183,41,428,4026,440,138,687,1715,1421,4079,6781,4224,5381,6364,3817,4386,39436,6,0,3,3,13,51,240,475,457,729
LGA17550,420,540,95,148,40,16,112,1492,5,0,14,70,82,192,115,23,21,11,5,51,577,0,0,3,16,7,32,38,3,8,4,3,16,140,0,0,0,3,3,7,22,7,7,7,5,23,87,10,0,52,107,116,230,140,38,11,9,0,98,816,3,0,0,4,0,4,7,0,0,0,0,581,609,31,10,104,287,383,1516,2341,964,631,513,173,1286,8241,6,6,16,52,119,304,262,46,30,12,0,94,952,4,9,99,306,222,246,97,19,8,0,0,104,1113,0,0,10,19,23,22,16,3,3,0,0,19,118,6,7,61,115,29,22,0,0,0,0,0,32,287,34,36,280,478,270,365,97,24,8,5,4,169,1774,0,0,8,0,5,8,0,0,0,0,0,59,83,50,54,470,978,669,966,480,93,54,17,6,481,4320,188,75,896,3668,2376,4666,4605,1747,963,809,284,2725,23000,3,3,0,7,14,57,348,345,226,167
LGA17620,59,119,11,80,8,8,31,339,0,0,0,8,4,13,16,6,3,0,0,3,53,0,0,0,0,3,5,9,0,6,0,0,4,30,0,0,0,0,0,9,5,0,0,3,0,3,19,4,0,0,16,10,18,13,0,0,0,0,8,80,0,0,0,0,0,0,3,0,0,0,0,108,116,11,0,6,52,48,184,397,169,210,181,57,255,1570,0,0,5,7,25,44,36,6,9,6,3,18,159,0,3,12,23,17,27,10,0,3,0,0,13,109,0,0,4,9,4,3,3,0,0,0,0,9,28,0,0,8,3,7,3,0,0,0,0,0,0,23,5,0,30,54,30,35,17,3,0,0,0,22,195,0,0,0,0,0,0,0,0,0,0,0,9,12,7,6,59,92,77,112,64,13,24,7,3,70,523,36,12,114,422,286,564,760,308,327,282,86,477,3665,7,0,0,9,7,30,95,70,48,39
LGA17640,43,38,6,12,0,4,11,141,0,0,0,0,3,4,3,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,12,7,15,8,0,0,0,0,12,57,0,0,0,0,0,4,0,0,0,0,0,35,43,3,6,5,35,39,148,220,101,65,31,17,126,783,0,0,0,10,3,22,16,0,4,0,3,6,68,0,0,3,15,10,11,4,0,0,0,0,9,51,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,17,20,11,25,13,0,0,0,0,11,100,0,0,0,0,0,4,0,0,0,0,0,5,3,3,4,22,51,29,55,27,3,0,0,3,33,251,22,19,77,245,149,392,412,195,106,73,35,273,1990,3,0,0,11,11,21,46,44,22,26
