LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA16150,34,37,36,40,39,28,0,0,0,217,1758,1050,1081,1247,1239,1186,833,621,260,9276,0,0,0,0,0,0,0,0,0,0,64,73,60,54,66,57,41,28,11,458,76,38,44,16,26,17,0,14,8,243,2886,1747,1505,1550,1595,1254,924,596,207,12265,13,3,3,12,16,5,8,4,0,70,27,19,20,37,29,19,29,14,8,206,18,9,10,17,15,10,6,5,4,84,7,11,5,5,9,3,0,0,4,45,21,12,13,19,18,18,8,24,11,134,0,11,5,0,0,0,0,0,0,15,56,19,22,30,24,17,17,0,0,183,92,85,38,61,82,56,24,11,4,460,113,79,81,148,177,191,126,97,56,1065,6,9,9,4,24,15,9,4,9,99,20,11,11,12,8,10,8,3,0,85,477,376,315,315,444,431,318,242,117,3039,278,165,130,131,121,101,52,25,14,1014,4,10,3,9,9,3,0,0,0,38
LGA16200,6,8,13,12,9,4,0,0,0,54,866,433,428,517,617,544,455,323,124,4307,0,0,0,0,0,0,0,0,0,0,102,37,51,54,44,53,49,17,8,408,23,14,9,10,8,6,6,4,0,73,1015,564,441,516,587,465,360,249,105,4303,0,3,0,0,0,0,0,0,0,8,3,0,5,0,0,9,0,0,0,18,3,0,3,6,0,0,3,0,0,19,7,0,0,4,0,0,0,0,0,14,33,15,17,16,20,9,11,12,0,141,3,0,0,0,0,0,4,0,0,14,0,3,0,3,0,0,4,0,0,15,49,17,22,21,18,18,6,11,4,163,84,41,50,92,117,123,98,89,24,722,18,3,5,15,8,10,3,3,6,71,5,0,4,4,0,3,7,0,3,28,193,121,92,136,183,195,132,119,57,1227,68,43,39,33,30,33,18,6,0,265,4,0,3,3,0,0,0,0,0,12
LGA16260,1031,916,1555,1437,1480,968,420,202,47,8059,3058,2168,2560,3127,3153,3339,2817,1943,989,23154,13,4,14,0,14,4,4,0,0,45,715,565,640,591,715,507,319,174,85,4314,126,101,101,40,51,35,38,25,7,530,9786,5940,6855,7151,6286,5317,3578,2207,788,47916,48,31,46,49,35,51,36,16,6,316,777,469,636,796,554,425,417,240,79,4393,46,39,59,62,51,31,32,15,6,341,110,102,97,78,60,57,27,16,6,550,45,46,94,74,91,86,104,77,33,657,198,142,199,129,117,111,68,27,4,1003,116,118,133,79,146,67,24,21,12,713,479,393,458,403,362,200,90,38,6,2425,1139,867,791,1103,1144,847,653,424,221,7202,46,28,30,47,32,31,35,33,14,301,76,38,69,71,60,47,26,18,7,419,1000,767,696,864,897,910,778,567,311,6782,716,559,689,575,471,345,182,76,32,3661,54,33,49,40,43,35,28,21,4,289
LGA16350,246,221,263,290,291,201,49,21,3,1584,7600,5056,5641,6273,6366,5974,3098,1531,659,42198,12,14,11,3,15,22,5,3,0,90,343,274,303,262,318,278,138,68,34,2009,118,65,53,41,34,34,17,7,4,381,14485,9644,8511,8910,8657,6875,3497,1733,521,62836,53,28,47,34,41,53,30,9,7,306,634,433,476,523,439,427,317,134,36,3407,108,90,69,95,102,99,56,24,4,657,228,117,145,103,80,59,34,13,4,781,72,72,69,91,114,171,122,73,35,826,167,139,139,91,103,113,45,13,7,814,63,59,57,44,73,53,27,20,10,412,635,390,380,364,314,256,74,29,8,2442,534,461,531,719,905,1003,530,290,123,5100,107,64,75,69,79,89,55,29,7,559,94,47,60,60,72,53,28,16,5,433,794,802,529,568,740,692,350,182,104,4760,884,602,519,463,451,329,120,47,14,3433,45,37,38,26,33,33,19,6,0,234
LGA16380,75,40,64,94,98,99,26,0,0,500,2566,1504,1329,2529,3044,3435,3534,2425,980,21344,0,0,0,0,0,0,0,0,0,0,80,59,60,77,123,181,156,124,43,906,0,0,0,0,0,0,3,0,0,6,3940,2028,1359,2160,2517,2286,2007,1269,398,17967,10,9,3,5,13,21,19,15,12,109,39,14,12,35,33,22,19,12,5,196,68,27,46,47,51,45,44,21,10,368,18,8,6,3,21,13,9,13,4,100,45,23,15,29,44,59,74,42,8,332,11,0,4,6,3,3,0,0,0,19,44,17,11,32,17,19,18,8,8,170,181,83,83,91,113,113,72,26,0,769,220,131,129,331,477,570,701,498,200,3270,55,40,30,25,42,62,71,45,16,397,79,59,43,51,66,84,64,58,11,515,503,345,258,438,644,741,718,495,222,4365,399,254,169,224,265,191,142,86,22,1758,4,0,3,0,3,13,7,5,5,48
LGA16400,49,36,47,66,75,53,19,13,0,355,3011,1793,1511,2432,2723,3002,2654,1455,503,19078,0,0,0,0,0,0,0,0,0,0,321,178,132,212,211,204,185,89,14,1549,21,0,10,5,0,4,3,0,0,46,3051,1883,1422,1910,2116,1956,1658,853,222,15078,3,15,0,10,9,22,14,10,0,93,69,36,27,38,43,57,35,14,9,329,35,37,36,30,40,26,41,16,3,263,30,13,12,6,14,10,5,6,0,101,37,27,21,35,44,46,49,22,8,290,0,0,0,0,0,0,3,0,0,7,17,7,18,16,16,14,4,7,4,105,184,107,71,94,110,77,48,29,8,719,265,161,165,274,388,476,468,237,76,2494,27,27,11,27,31,49,44,19,7,229,24,8,21,15,16,20,13,11,7,132,531,383,294,462,645,718,600,379,133,4136,433,228,173,202,236,156,123,41,10,1601,5,3,0,9,11,8,3,5,3,50
LGA16490,62,42,82,124,82,74,18,10,0,492,1931,1178,1098,1746,1941,1511,803,438,174,10817,0,0,0,0,0,0,0,0,0,0,98,57,74,63,95,76,33,11,11,503,52,29,17,23,9,4,10,0,3,146,3572,2166,1867,2474,2330,1625,971,512,162,15677,5,4,0,7,5,9,0,0,0,41,339,224,240,341,271,249,177,97,27,1963,21,11,14,26,21,17,9,8,0,119,26,23,20,17,7,6,4,3,0,99,49,36,49,69,76,76,46,41,9,457,0,0,0,0,3,0,0,0,0,17,23,20,11,19,26,12,3,0,3,106,88,50,66,58,53,32,13,4,0,368,135,96,109,223,313,306,176,79,26,1466,17,21,13,21,31,15,14,5,0,138,13,15,17,9,14,9,0,0,4,82,304,207,174,287,341,260,162,71,34,1834,200,120,141,120,121,91,39,10,0,839,6,4,8,7,9,16,7,0,0,62
LGA16550,358,1073,998,601,554,503,203,122,29,4446,2145,1658,2406,2687,2237,1881,1407,1053,558,16036,16,13,9,19,17,13,6,11,0,109,107,178,196,135,112,109,50,31,16,941,3,4,11,4,0,6,0,0,0,28,6863,4790,6691,5547,4646,3675,2717,2044,970,37952,10,8,7,4,5,10,3,4,0,57,1273,823,804,1229,1180,909,992,903,297,8401,16,5,26,28,30,22,23,16,6,179,16,19,17,24,16,12,0,4,0,113,48,42,128,115,50,44,67,36,24,551,44,21,48,38,30,35,54,23,4,300,25,71,81,32,31,24,11,13,4,286,155,178,276,142,93,78,20,4,0,950,193,331,435,383,364,337,265,173,81,2567,3,12,13,5,12,14,0,9,0,74,4,15,13,8,18,12,7,7,0,80,168,271,328,310,221,227,126,66,49,1771,184,312,311,221,187,125,63,25,17,1445,4,18,18,15,14,6,3,3,0,79
LGA16610,16,12,14,26,25,26,9,5,0,117,847,506,457,738,839,970,757,513,182,5804,0,0,0,0,0,0,0,0,0,0,53,36,21,31,52,41,45,24,4,308,0,0,0,0,0,0,0,0,0,7,1383,725,553,687,821,759,589,377,157,6051,0,0,0,0,0,0,0,0,0,9,3,3,4,5,4,4,5,5,0,39,24,9,4,16,18,22,9,8,3,115,0,4,0,0,0,0,0,0,0,9,4,3,5,8,10,12,11,4,0,54,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,3,0,0,0,24,114,52,27,39,42,38,18,10,0,340,135,94,83,147,268,246,240,164,73,1443,24,13,15,10,22,21,12,8,0,115,13,6,8,3,15,9,8,10,0,58,155,116,87,122,157,239,192,164,41,1262,106,68,51,34,83,56,32,13,6,447,26,24,15,11,23,11,0,0,0,114
LGA16700,444,731,981,753,676,516,252,145,41,4536,1764,1084,1219,1822,1782,1733,1252,1106,642,12409,4,0,4,3,4,3,5,0,0,19,411,283,368,323,318,202,157,113,73,2247,21,17,19,6,11,13,7,16,4,118,6016,3619,3844,4497,4014,3264,2322,1901,783,30255,7,14,8,9,7,15,9,4,5,78,593,368,357,587,457,324,311,183,50,3224,27,13,37,30,33,29,14,10,10,201,16,15,15,20,13,6,0,8,9,87,31,26,51,52,64,44,42,41,23,383,274,200,196,208,244,208,142,104,33,1614,59,44,78,45,46,43,21,15,6,359,213,110,171,182,117,60,33,14,5,905,502,427,533,554,587,459,352,284,184,3885,8,3,17,15,14,17,16,4,3,103,12,23,24,26,26,22,21,15,6,169,428,369,392,405,477,452,313,246,160,3233,319,296,378,342,265,227,116,84,52,2073,14,27,26,24,25,17,11,4,7,154
LGA16900,81,55,77,90,77,45,16,5,0,450,2839,1698,1599,2437,2446,2199,1709,973,323,16222,0,0,0,0,0,0,0,0,0,0,70,61,40,78,105,96,56,41,12,571,0,0,0,0,0,0,0,0,0,7,4103,2810,2064,2583,2838,2095,1490,1005,266,19252,8,8,0,10,11,21,8,0,0,76,615,328,444,477,379,429,230,115,28,3057,90,49,53,59,61,42,45,16,10,419,23,9,13,23,17,7,3,3,0,101,55,39,44,54,115,92,92,95,24,605,10,0,3,9,6,0,0,0,0,19,17,6,13,17,16,7,9,5,3,99,186,102,76,76,84,74,35,12,0,660,163,166,103,234,376,332,277,139,53,1844,28,47,22,26,32,28,32,19,10,245,14,3,10,9,10,12,11,5,0,71,498,377,253,290,433,371,286,157,56,2724,253,142,135,132,143,107,52,18,3,984,8,8,4,5,8,4,8,4,0,49
LGA16950,168,66,74,151,150,113,40,6,8,776,3772,2279,1804,2881,3827,4470,4256,2825,1032,27136,0,0,0,0,0,0,0,0,0,0,326,153,144,184,218,262,222,113,54,1688,0,0,0,0,0,0,5,3,0,7,3631,2265,1619,2273,2938,3081,2663,1643,430,20554,22,28,14,14,26,21,28,16,3,171,76,51,38,71,78,108,102,69,15,607,104,56,51,65,87,71,54,40,6,533,45,24,21,22,27,21,16,12,0,183,21,23,16,47,54,89,119,70,23,465,3,0,3,3,0,4,0,0,0,19,23,14,6,17,15,26,24,13,3,136,242,183,102,117,164,154,96,31,4,1085,341,243,204,356,580,730,774,527,213,3969,29,37,15,33,42,56,60,29,6,314,25,9,8,14,14,12,22,8,4,117,602,438,282,393,607,768,769,501,169,4527,495,284,183,220,311,242,167,66,17,1986,5,6,8,8,11,14,17,8,4,74
LGA17000,21,9,16,24,21,9,0,0,0,106,1575,987,909,1186,1202,986,534,349,127,7858,0,0,0,0,0,0,0,0,0,0,63,53,36,48,59,36,20,0,3,318,33,41,15,13,15,0,3,5,0,124,1422,938,745,920,829,545,309,179,57,5945,0,0,0,0,0,0,0,0,0,6,6,4,7,3,8,10,0,0,0,46,5,7,12,10,9,11,0,6,0,48,3,0,5,11,0,0,4,0,0,29,10,11,12,14,17,12,3,6,0,80,0,0,3,0,0,0,0,0,0,6,17,8,8,6,12,7,0,0,0,60,33,23,9,22,18,9,8,0,0,126,65,41,56,97,142,112,74,37,13,641,13,3,5,4,11,7,3,0,3,46,10,0,14,9,5,6,6,0,0,51,184,193,124,208,252,216,126,85,30,1421,120,54,57,59,55,39,20,8,3,411,7,3,6,10,5,12,18,7,0,60
LGA17040,23,18,25,31,25,31,12,0,0,162,794,452,390,619,833,789,564,352,138,4944,0,0,0,0,0,0,0,0,0,5,75,36,28,44,57,27,13,9,0,295,0,0,0,0,0,0,0,0,0,0,1022,609,488,683,826,670,529,277,120,5230,3,0,0,3,0,4,3,0,0,17,31,11,8,19,33,16,10,6,0,144,23,6,5,19,13,12,8,4,5,98,5,3,0,0,3,4,3,0,0,21,25,17,19,17,35,44,43,44,10,256,0,0,6,0,3,0,0,0,0,10,0,0,0,0,4,3,4,0,0,12,49,22,16,18,27,16,9,4,0,155,42,27,35,65,97,137,108,51,31,579,10,9,3,4,17,7,7,4,0,46,0,3,0,0,0,12,0,0,0,17,84,57,49,78,121,135,77,39,15,654,117,43,41,54,55,34,14,8,0,372,4,0,4,7,3,0,0,0,0,17
LGA17080,3,5,10,12,10,3,4,0,0,49,687,469,428,610,744,779,599,394,156,4872,0,0,0,0,0,0,0,0,0,0,44,14,10,19,20,20,16,0,0,158,0,0,0,0,0,0,0,0,0,0,1042,467,432,516,567,436,351,203,86,4107,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,0,0,0,0,19,7,7,5,0,8,19,0,0,4,55,3,0,0,0,0,0,0,0,0,5,9,8,7,13,18,12,19,14,9,95,5,0,3,3,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,12,11,18,3,10,17,16,10,4,3,94,49,36,31,60,122,140,122,68,27,654,7,0,0,5,0,7,0,0,0,26,16,9,0,9,10,3,3,5,0,58,84,65,41,72,123,105,83,53,30,656,58,20,13,35,36,43,14,7,5,236,0,0,0,0,0,0,0,5,0,5
LGA17100,295,353,427,337,474,255,156,71,12,2384,197,202,222,204,248,287,199,166,137,1855,3,0,0,0,0,0,0,0,0,4,46,51,76,49,67,53,20,13,12,374,5,21,5,3,12,3,4,0,0,57,1763,1543,1358,1210,1311,1017,735,539,214,9688,0,3,7,0,0,0,0,0,0,12,266,174,161,214,204,156,169,109,55,1511,3,6,10,9,8,12,0,9,0,63,4,5,10,0,4,0,6,0,0,29,7,8,3,3,12,15,7,10,6,78,57,45,39,33,39,21,25,8,5,268,8,10,18,7,12,7,8,3,0,80,30,43,83,35,28,40,15,3,0,274,264,245,229,209,241,143,81,55,31,1489,0,0,6,3,3,6,3,3,0,23,27,20,17,16,14,7,11,9,0,124,156,138,166,136,138,108,85,46,28,1008,62,104,99,72,72,41,21,10,5,490,22,14,6,13,6,0,6,0,0,74
LGA17150,266,261,333,435,465,335,117,51,9,2282,8396,5622,5811,7787,7870,7960,5406,3797,1772,54433,0,0,0,0,0,0,0,0,0,4,855,588,495,676,661,525,342,216,77,4439,41,49,21,20,25,15,14,4,10,196,14673,9018,7623,9385,9112,7088,4565,2878,1097,65439,94,44,51,49,45,57,36,9,3,392,2103,1145,998,1696,1394,830,539,318,71,9090,60,45,55,54,65,46,36,25,13,406,58,35,43,34,32,31,24,6,6,272,86,77,92,112,147,122,129,93,35,889,152,102,125,86,96,77,52,10,5,696,85,77,66,69,91,86,73,44,20,615,416,290,339,262,261,214,74,37,3,1896,459,427,409,811,1034,1111,794,612,312,5968,130,98,57,86,80,79,65,57,15,663,35,10,27,15,28,10,14,8,0,144,1332,1161,718,1002,1317,1277,930,725,322,8777,753,510,473,437,505,389,177,89,32,3363,36,34,24,43,46,41,29,17,12,284
LGA17200,465,2055,4646,1735,942,687,324,180,56,11083,940,1550,3872,2807,2107,1990,1218,598,213,15297,0,0,8,4,6,0,0,0,0,19,64,206,374,186,121,93,50,36,3,1125,0,0,3,3,0,0,0,0,0,12,2649,4314,10285,5603,3559,2731,1737,1025,374,32282,0,7,9,10,6,15,0,0,0,42,459,334,887,834,547,416,467,377,83,4418,14,22,38,39,27,31,17,8,3,196,17,25,37,23,13,9,3,0,0,135,26,97,224,146,98,94,81,25,14,811,12,11,45,31,22,14,7,0,0,146,5,98,153,49,31,16,28,8,8,395,101,405,534,190,91,83,19,16,0,1439,127,361,705,466,388,335,192,92,50,2729,0,13,28,24,22,18,12,4,0,110,12,22,46,28,23,17,8,11,0,153,123,375,757,433,363,314,161,89,23,2629,135,477,752,289,225,145,77,17,13,2123,8,18,45,40,27,23,19,7,6,191
LGA17310,18,32,28,45,46,19,16,0,0,203,3725,2237,2013,2491,2936,2880,2208,1322,540,20354,0,0,0,0,0,0,0,0,0,0,125,60,80,73,77,91,66,23,23,622,37,40,11,20,12,7,9,9,3,148,3369,1924,1638,1913,1953,1671,1183,754,205,14610,0,0,0,4,6,5,11,0,0,28,15,10,10,14,15,7,9,10,4,95,50,32,35,38,37,25,15,6,4,250,13,14,7,9,12,15,4,6,0,82,21,18,24,26,21,20,17,19,9,173,0,0,0,0,0,0,0,0,0,4,20,3,4,10,11,3,4,3,0,58,91,45,61,33,56,53,21,4,0,368,285,202,196,343,459,521,422,259,123,2813,47,32,15,35,35,49,28,11,0,258,12,17,16,17,26,32,14,9,5,147,497,297,240,318,477,464,409,274,114,3096,293,127,116,148,135,135,75,34,14,1083,6,3,0,5,9,10,0,0,0,28
LGA17350,0,5,0,5,0,0,0,0,0,13,267,169,112,201,260,257,225,175,48,1712,0,0,0,0,0,0,0,0,0,0,14,5,10,9,18,34,17,3,4,122,0,0,0,0,0,0,0,0,0,0,423,186,146,203,230,205,154,105,34,1683,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,3,5,3,0,18,0,0,0,0,3,3,0,5,0,14,0,0,0,0,0,0,0,0,0,4,93,50,20,49,57,53,36,25,9,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,4,12,4,3,3,0,49,38,29,17,41,47,65,53,47,23,360,3,3,0,0,4,3,3,5,0,28,4,0,0,4,7,4,6,0,0,20,70,38,30,43,64,63,61,33,22,424,0,6,4,0,3,7,4,7,0,34,0,0,0,0,0,0,0,0,0,0
LGA17400,0,4,3,0,8,10,7,0,0,34,293,159,138,222,274,336,270,141,64,1882,0,0,0,0,0,0,0,0,0,0,11,0,4,3,4,6,5,0,3,42,0,0,0,0,0,0,0,0,0,0,327,146,126,194,222,282,184,110,28,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,13,14,17,7,7,0,68,9,0,3,0,0,0,0,0,0,14,9,5,0,6,5,5,10,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,28,5,11,9,8,9,8,0,0,79,21,14,15,34,60,92,54,58,17,365,20,5,6,4,11,11,7,3,0,50,8,0,4,3,0,13,11,4,0,40,55,28,19,38,58,82,54,45,13,392,31,16,8,23,22,35,20,0,0,159,7,0,0,3,3,5,5,0,0,17
LGA17420,631,400,463,702,703,533,196,71,22,3722,4967,3045,2215,4201,3963,4196,2796,1197,447,27029,6,0,5,3,8,0,0,0,0,23,528,429,310,421,481,460,263,103,64,3064,99,63,58,38,37,32,29,16,10,386,11309,6799,4425,6863,6636,5290,3064,1229,353,45969,28,32,29,20,51,33,16,12,0,215,732,401,297,608,501,283,211,84,24,3128,55,36,45,53,41,52,24,22,4,329,178,93,73,76,67,45,36,10,6,580,83,60,37,100,108,102,119,45,18,662,183,107,111,113,128,70,38,14,3,780,85,97,52,47,120,77,13,14,0,504,812,776,462,562,460,329,118,27,4,3561,631,393,292,705,668,678,476,181,82,4120,51,22,8,47,34,34,36,10,3,247,164,76,67,132,103,91,55,24,15,720,1072,742,427,746,873,937,571,290,138,5785,665,449,364,412,385,333,165,57,10,2845,40,16,18,28,28,23,8,3,0,177
LGA17550,172,91,148,208,241,185,51,8,4,1110,2483,1642,1296,2265,2992,3176,3017,2536,1147,20552,0,0,0,0,0,0,0,0,0,3,120,79,84,82,136,151,132,79,33,897,14,0,0,4,4,0,0,0,0,27,3962,2525,1763,2605,3027,2629,2350,1653,523,21036,27,16,12,13,27,31,33,20,9,191,40,19,28,44,51,48,24,19,7,282,155,64,118,86,114,106,72,36,15,756,27,15,18,15,24,21,15,11,0,140,31,25,32,53,69,68,87,66,26,443,0,0,0,0,0,3,0,3,0,14,12,10,11,15,17,17,3,10,6,94,138,105,80,73,110,113,54,23,9,710,325,196,185,386,649,775,765,639,262,4192,26,18,7,22,27,34,49,27,8,225,138,70,58,91,99,70,60,62,23,678,416,300,210,375,576,615,590,530,242,3852,480,268,236,247,291,276,185,106,29,2115,4,4,6,5,15,14,17,4,0,71
LGA17620,12,4,32,5,7,6,7,0,0,67,1034,518,565,701,752,755,551,380,162,5407,0,0,0,0,0,0,0,0,0,0,19,12,7,13,14,13,4,0,0,97,0,0,0,0,0,0,0,0,0,0,781,520,427,517,551,400,305,146,44,3695,0,0,0,0,0,4,0,0,0,3,3,0,3,3,3,0,0,0,0,20,11,8,0,3,10,6,4,0,0,42,0,0,0,0,0,3,0,0,0,9,8,3,4,3,7,4,0,4,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,3,0,0,0,19,25,19,40,49,82,98,68,49,18,453,11,5,3,0,4,3,0,0,0,34,0,0,3,0,0,3,7,0,0,15,124,52,86,92,110,131,90,52,30,770,25,23,26,16,21,17,10,9,0,141,0,0,3,0,0,0,0,0,0,9
LGA17640,4,3,3,4,9,10,0,0,0,36,357,201,141,275,370,374,344,189,50,2302,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,11,8,0,0,39,0,0,0,0,0,0,0,0,0,0,524,290,189,281,359,336,232,151,44,2407,0,3,0,0,4,0,0,0,0,3,9,3,0,9,3,8,5,4,0,39,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,4,0,0,0,16,0,0,0,8,4,6,11,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,4,7,0,0,0,17,8,14,7,25,41,44,40,20,11,214,0,0,6,3,0,5,0,0,0,18,0,0,0,0,4,3,0,0,0,18,40,36,31,42,88,91,82,73,22,503,21,6,4,12,9,11,11,0,0,84,0,3,0,5,4,5,0,0,0,20
