LGA_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
LGA16150,5,46,128,96,80,39,31,10,11,444,0,0,7,0,0,0,0,0,0,17,0,6,20,20,26,16,11,9,4,114,88,108,213,201,194,182,178,116,68,1347,136,553,2069,1955,1750,1463,1231,619,206,9988,0,20,51,34,34,15,7,4,0,165,4,5,12,16,22,15,7,0,0,78,0,11,25,24,20,8,3,3,5,104,0,5,13,11,4,3,3,0,0,38,3,24,42,43,33,15,9,4,3,166,14,117,301,299,348,245,125,61,24,1541,0,43,171,213,205,214,95,40,12,994,24,134,432,400,324,273,114,45,16,1763,19,97,255,228,188,136,40,15,6,974,5,19,69,43,38,24,20,7,0,219,31,96,181,123,56,41,14,12,4,561,0,3,0,0,0,0,0,0,0,9,0,0,11,11,4,4,3,0,0,42,128,85,158,221,173,171,188,183,84,1396,237,656,1716,1674,1460,1163,620,380,152,8057
LGA16200,4,9,23,17,15,12,6,4,0,92,0,0,3,0,0,0,0,0,0,4,0,0,5,8,13,15,5,3,0,56,55,36,93,86,84,107,77,46,33,622,81,159,571,497,524,565,373,177,57,3001,0,6,7,7,4,5,0,0,0,28,0,0,5,7,3,8,0,0,0,20,0,4,14,12,5,3,0,6,0,51,0,0,4,0,0,0,0,0,0,9,5,0,12,13,4,6,0,0,0,40,5,17,55,82,104,80,38,17,6,406,0,11,82,79,88,61,31,18,7,383,15,40,131,128,124,91,36,12,3,589,9,24,79,82,64,37,9,7,0,312,0,5,12,4,7,10,4,0,4,39,7,34,44,43,21,16,9,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,10,68,33,58,65,74,88,98,94,48,629,106,174,508,531,504,402,230,164,68,2692
LGA16260,24,177,672,704,297,167,96,43,13,2192,5,29,27,21,10,14,21,4,14,140,11,48,272,283,171,146,98,40,19,1078,252,699,2310,1923,1040,815,555,348,222,8166,482,4590,21264,20686,11416,8842,5865,2871,1010,77029,3,140,694,560,414,244,75,34,11,2168,9,127,884,484,247,64,12,0,0,1832,4,83,520,369,366,143,110,74,18,1698,0,34,152,95,65,22,7,7,0,384,3,16,107,65,60,23,15,3,0,282,11,422,1697,1281,1192,901,413,170,62,6147,8,160,969,1058,999,898,478,212,51,4832,85,1214,4770,3446,2283,1360,657,281,111,14196,44,490,1871,1425,1107,709,281,79,17,6025,17,234,675,456,257,157,66,33,13,1907,44,305,652,489,288,156,76,38,21,2072,7,16,10,11,22,18,11,0,0,95,4,57,250,145,139,70,38,13,4,712,424,550,1246,913,856,711,619,727,597,6637,653,3841,14500,10793,8287,5465,2866,1678,903,48986
LGA16350,34,135,424,493,267,190,100,54,7,1706,3,3,11,7,5,7,0,4,0,48,7,47,137,188,146,141,87,29,0,791,477,615,1548,1425,1081,811,631,467,218,7276,865,3566,11043,11271,8536,6912,4712,1990,510,49408,0,62,166,156,121,73,22,6,0,600,4,20,142,116,91,49,7,0,0,432,6,30,112,148,157,124,65,38,15,687,6,20,70,32,27,11,0,0,0,174,16,50,90,51,41,19,3,4,0,287,30,302,963,904,883,639,241,80,36,4076,9,223,954,813,744,555,174,64,21,3551,198,945,2475,2085,1723,1128,293,102,45,8983,94,619,1352,1000,823,454,106,22,6,4474,25,184,363,172,100,60,37,13,3,960,132,440,786,547,362,218,54,21,3,2559,4,12,10,10,4,12,3,0,0,63,4,25,61,75,43,32,10,5,5,258,584,454,885,853,929,836,690,561,333,6126,1117,3385,8418,6968,6054,4213,1707,920,456,33229
LGA16380,20,64,177,205,181,134,122,62,21,989,4,8,8,6,0,3,0,0,0,33,6,13,25,50,45,51,54,20,12,278,162,154,293,315,337,370,438,379,230,2677,324,866,2597,3122,3582,3788,4143,2379,785,21590,0,0,27,54,50,42,23,7,5,212,3,0,20,45,55,39,19,6,0,180,0,5,22,38,46,37,45,54,22,272,3,8,17,30,20,10,3,0,0,93,11,9,32,45,46,20,5,6,3,182,18,105,333,504,727,564,328,190,48,2812,0,41,198,406,424,430,294,129,16,1943,61,210,552,765,850,627,426,184,64,3740,27,123,324,457,464,323,138,46,9,1899,5,29,71,103,87,52,47,24,8,425,37,117,299,271,242,159,85,34,6,1253,0,5,0,3,0,4,7,3,0,29,0,3,21,29,21,27,12,0,0,116,194,79,128,238,307,356,526,660,489,2990,356,730,2044,2980,3346,2689,1962,1358,677,16142
LGA16400,25,46,143,163,160,106,86,43,0,774,0,5,0,0,3,0,4,3,0,18,6,3,31,50,63,56,57,34,5,317,145,114,275,285,348,371,409,366,137,2450,286,725,2310,2817,3234,3607,3528,1997,433,18934,0,16,35,49,43,38,20,5,0,205,4,5,22,51,35,23,9,3,0,146,3,13,36,56,60,39,40,38,13,289,0,3,13,19,20,0,5,0,0,62,11,22,39,35,31,11,6,0,0,141,15,84,271,453,522,414,251,91,26,2129,0,38,215,282,290,353,175,60,10,1420,59,240,560,690,623,506,318,109,34,3133,33,125,337,330,354,243,97,26,7,1541,6,24,68,78,53,46,31,16,5,331,30,108,237,252,151,131,70,20,7,1002,0,6,0,0,5,0,3,4,3,23,0,0,12,25,20,12,12,6,3,92,174,97,185,289,318,356,408,421,282,2519,328,776,2026,2607,2518,2161,1437,793,389,13029
LGA16490,5,37,141,135,109,68,31,14,0,536,0,0,6,3,0,0,3,0,0,13,3,11,53,87,81,61,27,10,4,333,99,101,362,311,280,300,207,93,32,1783,166,785,3476,3491,3450,2932,1781,693,168,16944,0,14,102,114,102,57,25,3,0,419,9,14,71,72,64,34,4,0,0,258,0,7,52,67,51,33,7,8,5,239,0,5,32,30,18,14,6,0,0,110,0,11,39,58,37,27,9,0,0,171,4,42,241,327,348,254,122,39,9,1393,0,31,210,253,255,233,120,31,10,1140,35,209,678,855,671,362,109,27,18,2974,27,146,493,535,416,267,99,9,8,1996,11,38,145,146,110,47,25,15,0,539,28,98,221,158,103,64,13,0,0,689,3,0,0,6,8,0,0,0,0,11,0,9,32,53,38,21,8,0,0,158,147,112,220,238,261,241,180,155,87,1641,271,740,2533,2900,2484,1642,744,288,138,11744
LGA16550,7,58,228,218,216,143,81,44,16,1007,4,14,3,9,11,6,6,9,14,83,10,45,131,122,140,88,48,41,13,630,178,396,1136,912,724,519,420,372,282,4951,331,2164,10293,8686,7092,5274,3437,1891,745,39915,0,162,497,272,234,141,50,14,12,1392,0,33,219,192,132,46,8,0,0,628,3,125,317,165,154,91,102,62,32,1049,0,72,230,126,68,27,11,0,0,539,0,27,87,45,25,12,4,0,0,201,9,250,1360,1087,840,552,272,141,59,4563,3,99,679,682,652,615,277,162,78,3265,54,882,2925,2357,1400,802,347,155,86,9008,11,452,1770,1387,912,582,185,84,30,5409,16,319,943,667,354,124,49,27,9,2511,23,185,422,363,214,161,81,45,11,1503,21,18,4,8,4,11,0,0,0,71,0,37,125,142,87,55,21,8,3,484,349,586,1031,781,666,614,604,608,373,5618,506,3264,10605,8278,5739,3828,2014,1315,702,36245
LGA16610,3,13,57,46,31,38,27,17,6,238,0,0,9,0,0,4,0,0,0,9,4,4,7,13,13,19,7,6,4,82,94,82,133,174,191,189,184,140,63,1251,130,278,700,729,817,936,883,422,131,5031,0,0,9,8,5,10,4,0,0,34,0,0,0,8,9,5,5,0,0,21,0,0,12,12,9,6,5,7,3,52,0,0,0,0,3,0,0,0,0,3,3,7,16,24,20,7,3,0,0,78,3,13,85,101,184,171,65,28,8,662,0,13,67,92,108,91,43,18,5,432,13,78,147,164,196,108,43,27,7,780,14,35,104,131,123,79,18,6,0,511,0,4,16,13,16,14,9,3,4,79,5,33,55,60,44,30,11,3,0,240,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,6,4,0,0,28,78,34,77,90,100,123,164,166,118,950,123,216,598,698,807,653,361,270,146,3879
LGA16700,13,88,311,315,164,103,71,26,4,1096,8,3,14,9,5,4,8,3,0,55,3,20,107,96,79,61,52,25,16,465,91,214,714,593,375,372,268,216,168,3017,197,2148,10041,9333,6056,5067,3409,1647,697,38597,0,86,308,300,255,118,63,17,4,1150,0,38,374,258,164,41,7,0,0,890,0,29,244,197,167,86,50,54,26,858,0,19,87,69,39,22,9,5,0,247,3,11,58,65,44,26,3,3,0,211,6,160,671,689,661,502,244,138,65,3154,4,90,536,586,546,499,335,154,49,2788,64,967,2538,2112,1471,832,341,179,103,8608,13,312,1105,938,654,452,166,80,23,3744,17,191,470,348,200,94,34,24,11,1394,27,136,312,290,191,110,67,24,13,1171,9,12,0,8,11,7,4,5,3,50,5,34,100,98,62,49,21,9,4,382,211,360,464,377,379,374,354,467,490,3485,362,2441,7278,6341,4839,3220,1694,1171,793,28146
LGA16900,15,59,142,149,153,80,60,38,8,706,0,3,0,0,0,3,3,0,0,12,6,14,37,51,50,37,31,19,3,240,128,147,300,311,262,256,247,270,220,2147,295,1125,3331,3345,3160,2919,2321,1074,431,18005,0,4,38,36,32,20,6,0,0,144,3,3,25,38,28,9,4,0,0,113,3,12,42,57,51,37,34,18,9,260,0,5,12,15,18,4,0,0,0,55,0,7,24,26,20,6,4,4,0,93,18,110,302,389,465,279,106,41,7,1714,0,44,237,271,271,227,60,12,7,1138,73,282,747,795,638,361,147,46,20,3102,48,222,446,454,391,197,46,8,3,1816,6,37,65,74,57,31,21,4,0,299,44,144,257,237,123,68,40,16,0,920,4,0,0,3,4,4,0,0,0,12,3,0,18,26,17,8,7,3,0,76,218,105,173,233,273,291,340,305,121,2065,418,980,2398,2641,2389,1538,807,458,166,11801
LGA16950,14,86,236,221,206,192,162,65,13,1212,4,4,8,6,5,0,4,3,0,31,0,11,51,66,73,86,86,42,17,442,284,283,780,698,681,639,644,517,226,4757,453,1227,4053,4213,4290,5331,5453,2899,794,28716,4,10,51,51,56,63,33,15,3,281,0,3,22,34,50,38,19,4,0,167,3,16,39,71,56,51,63,71,18,392,0,5,15,15,20,14,6,3,0,77,4,12,60,76,62,46,12,3,0,284,22,106,383,539,753,667,350,166,47,3036,5,68,251,352,509,635,334,131,24,2299,59,259,610,800,903,725,507,177,54,4090,35,183,447,556,683,478,167,58,13,2627,7,41,98,131,120,104,67,27,6,595,47,162,306,301,240,152,98,55,9,1366,6,4,5,0,8,3,3,5,5,50,0,9,14,31,35,29,16,11,4,149,335,157,279,402,510,524,710,802,453,4182,534,1042,2578,3377,3993,3528,2390,1533,635,19598
LGA17000,8,13,36,47,38,19,14,7,0,186,4,0,0,0,0,0,0,0,0,8,4,6,26,22,19,16,13,4,0,105,108,126,157,135,153,147,96,60,16,996,182,440,1224,1151,1148,1080,622,256,55,6151,0,10,19,21,12,8,4,0,0,72,0,0,12,16,15,4,5,0,0,45,5,13,38,37,23,8,9,3,0,140,0,0,4,7,6,0,0,0,0,20,5,5,28,26,17,8,0,0,0,96,3,32,95,125,139,111,42,17,8,586,0,10,77,105,117,86,30,13,3,440,27,129,293,290,222,114,34,9,6,1122,10,42,118,104,91,49,12,5,0,437,0,12,20,21,14,11,11,9,0,96,16,64,93,97,51,31,0,3,0,357,0,0,0,0,0,0,0,0,0,4,0,0,9,16,7,4,0,0,0,31,73,43,87,108,87,94,72,61,22,646,145,367,892,966,800,531,221,124,46,4087
LGA17040,3,10,54,52,53,41,17,6,4,250,0,0,0,0,0,0,0,0,0,6,3,0,10,8,13,22,21,8,0,77,59,61,230,186,174,175,128,88,29,1120,88,274,1085,1011,1131,1159,833,387,107,6079,0,4,11,29,19,12,14,3,0,92,0,0,0,15,18,14,5,6,0,56,0,0,10,8,16,17,11,9,0,73,0,0,4,9,6,11,0,0,0,32,0,13,25,36,32,14,0,0,0,118,0,14,59,122,173,139,81,31,14,625,0,11,63,84,126,124,41,20,0,468,12,73,167,243,207,145,61,22,12,933,10,35,101,125,137,74,16,11,0,509,0,13,29,35,33,26,15,7,0,156,9,34,66,68,48,36,26,0,4,288,0,0,3,0,0,0,0,0,0,3,0,0,7,6,9,9,0,0,0,30,76,37,97,130,115,98,105,107,58,830,112,235,637,915,932,718,374,206,97,4221
LGA17080,0,6,17,16,13,21,6,4,0,89,0,0,0,0,6,0,0,0,0,9,0,0,3,4,9,15,9,3,0,47,48,43,111,140,127,125,110,90,33,820,58,163,517,579,596,674,498,279,67,3433,0,4,3,8,6,10,5,0,0,42,0,3,4,4,9,0,0,0,0,13,0,3,13,7,7,8,10,0,0,42,0,0,3,0,5,0,0,5,0,12,0,4,21,18,22,4,0,0,0,79,0,10,54,72,101,87,49,32,7,417,0,13,34,79,82,80,34,12,5,344,5,41,108,115,124,79,40,16,4,528,7,25,75,67,62,45,6,7,0,301,0,4,4,18,11,7,0,0,0,50,6,20,54,34,26,19,13,8,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,45,20,50,68,56,75,97,74,35,520,74,142,430,497,501,414,264,147,60,2530
LGA17100,4,78,200,153,49,30,12,3,3,540,3,9,9,0,0,0,6,0,0,27,0,14,71,46,38,17,12,4,10,213,63,220,550,300,143,143,95,75,33,1611,104,1451,5091,3001,1680,1503,922,484,187,14432,0,22,109,73,81,36,15,4,0,342,0,17,188,95,41,25,0,0,0,368,0,13,83,53,58,21,20,16,11,271,0,11,29,14,13,4,0,0,0,68,0,0,8,9,7,4,0,0,0,35,6,107,275,204,255,178,73,46,13,1156,0,33,161,132,157,145,85,41,22,772,16,264,914,519,432,207,81,33,21,2474,9,90,330,237,199,116,54,15,5,1049,5,45,131,86,58,19,7,8,3,358,17,60,153,95,42,36,11,11,5,406,0,0,0,0,6,4,0,0,0,9,0,13,35,29,26,8,7,10,0,125,115,144,341,206,208,189,139,150,91,1575,165,814,2745,1753,1587,980,483,324,157,9016
LGA17150,25,107,251,372,356,253,130,92,24,1605,4,0,8,8,3,3,4,16,22,80,5,33,112,171,183,128,91,57,23,810,222,238,684,747,739,583,457,480,344,4493,538,3272,10613,12237,12450,10734,7996,4230,1559,63630,6,95,268,356,284,184,65,24,7,1282,6,16,131,226,150,83,22,3,0,640,3,34,158,243,269,160,147,132,56,1203,3,48,132,93,66,41,16,3,6,400,13,29,90,99,55,25,20,0,0,321,27,407,1211,1500,1532,959,469,243,67,6415,7,284,1270,1437,1703,1560,569,217,68,7113,153,1018,3143,3667,3072,2120,967,493,186,14825,81,669,1655,1547,1112,756,266,84,13,6185,34,367,698,481,272,145,103,61,13,2170,101,390,794,766,463,351,176,105,17,3166,3,5,5,5,14,8,3,0,0,52,0,32,98,131,84,68,24,11,4,461,454,314,662,687,774,761,762,1037,704,6151,887,3720,10312,11231,9852,7226,3602,2415,1145,50390
LGA17200,17,271,1216,769,484,279,112,40,3,3199,6,57,59,20,3,7,8,0,0,155,8,122,411,327,204,149,100,30,10,1360,207,1017,3169,1854,1167,905,650,371,154,9487,362,6041,30368,19005,10556,7451,4568,1942,521,80810,0,224,757,325,159,107,50,15,0,1641,3,77,591,269,103,41,9,0,0,1090,3,129,503,192,125,84,52,36,10,1137,8,107,477,239,103,50,18,3,0,1009,3,27,150,56,29,21,5,6,0,286,11,322,1633,784,560,475,246,101,35,4166,3,108,811,550,408,598,266,107,30,2879,68,1700,6749,2808,1217,694,237,77,21,13583,30,822,3811,1893,1085,873,382,99,19,9011,39,890,2802,1036,551,280,98,41,9,5749,38,378,838,402,197,123,51,11,0,2034,27,26,15,11,9,5,4,0,0,99,3,90,335,217,133,96,48,12,6,943,483,1669,3412,1564,1132,958,667,511,375,10773,721,6579,22887,10346,5814,4393,2135,1020,512,54407
LGA17310,15,50,141,128,100,74,46,21,6,590,4,4,9,0,0,0,0,0,0,17,5,10,31,31,47,35,21,8,3,197,200,177,396,358,351,330,291,239,115,2451,320,728,2556,2446,2415,2176,1858,987,293,13780,0,10,33,44,29,11,9,3,0,132,0,15,7,19,16,22,13,5,0,87,0,11,35,27,49,28,19,12,3,187,0,5,19,15,5,4,5,0,0,45,4,21,66,55,46,16,6,3,0,230,8,123,364,417,504,426,219,99,30,2188,6,43,247,281,326,318,144,70,13,1449,43,193,490,556,546,451,199,57,18,2549,28,143,323,313,294,183,64,15,3,1372,4,29,62,62,46,20,24,13,4,261,40,124,217,165,112,73,39,9,5,780,5,0,6,0,0,3,0,0,0,17,0,0,13,24,10,11,3,0,0,67,221,105,196,256,273,273,341,376,217,2270,363,811,2070,2255,2269,1838,1063,658,300,11639
LGA17350,0,8,7,11,3,3,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,15,13,14,21,23,41,32,36,20,219,28,71,181,182,190,226,207,102,39,1234,0,0,4,7,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,5,0,0,21,0,3,18,25,49,44,22,13,7,183,0,11,19,36,31,27,11,3,0,144,3,4,32,57,55,39,11,0,7,218,4,8,24,28,34,3,0,0,0,100,0,0,0,5,0,11,0,0,0,15,0,17,20,12,15,9,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,9,15,23,15,45,45,18,182,21,49,134,194,220,162,104,72,34,986
LGA17400,0,8,8,15,16,4,15,0,0,71,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,6,3,0,27,13,19,22,48,57,74,89,35,12,381,30,54,150,179,252,340,399,146,31,1583,0,0,3,3,5,0,0,0,0,16,0,0,4,0,0,0,0,0,0,9,0,0,3,7,3,3,0,5,0,20,0,0,0,5,0,0,0,0,0,3,4,4,6,4,6,3,0,0,0,34,3,6,20,34,53,62,31,9,0,213,0,3,17,34,33,46,28,5,0,179,4,12,31,55,59,37,21,6,3,231,0,6,31,33,27,34,11,0,0,145,0,4,6,8,5,11,4,0,0,39,0,14,13,24,14,13,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,21,5,22,32,49,52,52,49,22,297,35,47,154,236,266,274,151,78,28,1265
LGA17420,23,53,181,277,226,159,92,39,4,1057,8,7,3,5,7,11,5,4,0,59,11,38,86,149,152,106,72,43,17,675,171,188,410,585,481,358,324,263,221,2998,428,2624,7590,12955,11251,8296,5985,2919,794,52842,0,92,216,376,349,190,62,15,0,1300,6,23,233,315,184,71,8,0,0,838,0,27,144,259,236,122,85,48,20,947,8,32,86,80,56,26,16,5,0,302,8,23,64,73,50,23,13,0,0,256,22,244,681,1114,1094,902,368,110,41,4569,0,171,700,1116,1107,1052,418,122,25,4708,87,690,2057,2961,2265,1561,612,161,51,10446,51,419,879,1057,883,613,165,49,12,4121,20,259,406,380,215,121,59,14,7,1473,74,219,397,511,327,219,94,30,9,1874,4,0,3,7,5,6,4,3,0,30,0,20,93,118,96,59,26,5,4,417,308,178,305,458,438,449,376,271,192,2990,577,2407,6263,8828,7304,5416,2296,829,355,34272
LGA17550,30,56,178,246,215,190,136,50,17,1125,0,0,8,0,0,0,3,0,0,19,5,13,39,62,58,52,62,28,11,329,227,190,447,543,574,555,543,507,357,3943,413,897,3022,4092,4215,4379,4062,2234,859,24186,0,12,40,58,49,42,19,11,0,236,8,0,23,45,64,43,9,0,0,188,0,10,24,60,64,39,41,47,18,297,0,10,34,36,29,20,11,0,0,139,6,8,65,72,34,30,9,0,0,219,9,96,403,566,758,603,337,172,44,2996,4,38,279,437,506,505,231,108,28,2130,45,225,627,743,804,587,333,167,52,3579,42,151,447,537,551,367,143,46,9,2289,11,53,145,181,121,72,32,18,10,634,68,129,312,323,247,183,87,63,7,1420,0,0,3,7,4,0,7,0,0,27,0,10,27,29,34,28,17,4,3,149,220,122,268,324,414,483,570,820,508,3724,419,854,2688,3413,3673,2984,1846,1468,683,18033
LGA17620,3,5,24,25,20,19,16,6,0,120,0,0,0,0,0,0,0,0,0,5,0,0,10,13,14,13,8,0,0,54,36,28,76,72,80,93,92,74,40,590,59,165,563,547,570,582,449,216,80,3238,0,0,7,10,3,3,0,0,0,33,0,3,3,0,0,6,0,0,0,23,0,0,9,14,13,3,0,0,0,44,0,0,0,0,0,5,3,0,0,6,8,27,64,39,32,6,3,0,0,177,5,23,89,80,109,98,53,21,9,476,0,15,63,63,69,59,24,12,5,309,11,54,120,149,130,67,28,14,0,572,7,35,52,54,56,34,12,3,0,253,0,3,13,3,6,6,6,3,0,48,6,18,53,49,19,15,6,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,4,0,0,0,21,49,15,57,57,50,75,99,98,54,560,86,197,543,533,489,383,233,156,68,2698
LGA17640,0,7,8,15,12,16,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,4,7,3,33,17,14,36,30,64,76,72,54,21,389,30,63,223,306,401,497,367,194,45,2139,0,0,0,7,7,3,0,0,0,18,0,0,4,5,0,0,0,0,0,11,0,0,0,0,6,5,3,0,0,22,0,0,4,3,0,0,0,0,0,6,3,6,11,15,12,7,3,0,0,49,0,5,39,46,66,63,39,11,5,275,0,8,18,37,36,46,28,7,0,183,3,15,45,66,55,54,29,9,3,280,3,13,29,58,60,39,15,4,0,220,0,0,8,16,10,5,8,0,0,41,0,5,17,25,10,14,6,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,23,6,22,22,31,26,46,47,7,233,35,58,192,288,301,276,180,87,23,1448
