LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA17200,70,1529,18,3,0,0,0,24,500,24,14,0,0,540,2531,658,243,35,0,3467,1887,1130,938,161,35,4149,517,435,605,240,105,1912,34,11,6,0,0,70,5495,2270,1808,436,150,10161,629,21,6,0,4,663,8518,561,89,10,4,9187,12710,4075,1683,379,141,18989,2170,1319,1011,229,122,4856,99,71,79,35,24,312,180,58,25,11,3,274,24307,6104,2897,665,296,34270,7,0,0,0,0,7,44,6,0,0,0,41,43,17,15,5,0,73,21,14,15,3,5,62,0,4,0,0,3,10,0,0,0,0,0,4,108,42,34,9,5,198,98,18,11,0,3,134,30655,8763,5101,1240,520,46287
LGA17310,718,15211,3,0,0,0,0,3,29,4,0,0,0,42,313,87,34,10,0,436,120,58,27,11,4,226,8,8,12,0,0,28,9,0,0,0,0,12,486,157,74,21,5,739,0,0,0,0,0,0,9,3,0,0,0,9,54,22,17,0,0,93,9,11,3,3,0,27,4,4,0,0,0,4,0,0,0,0,0,0,68,39,25,9,0,136,6,0,0,0,0,6,11,0,0,0,0,9,5,3,0,0,0,6,6,0,0,0,0,11,4,0,0,0,0,8,0,0,0,0,0,0,28,3,0,0,0,36,29,9,10,0,0,46,7641,3316,3068,1417,725,16167
LGA17350,100,1558,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,3,0,0,0,4,881,253,250,119,100,1601
LGA17400,50,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,8,0,0,0,0,12,1116,282,216,108,55,1772
LGA17420,2894,43777,0,0,0,0,0,0,12,0,0,0,0,15,336,110,87,13,3,544,797,686,714,148,27,2377,224,286,387,136,83,1108,10,6,4,3,0,22,1379,1090,1185,295,112,4060,3,0,0,0,0,3,262,34,13,0,0,304,1283,569,355,50,5,2257,453,315,252,56,23,1104,16,22,27,9,10,81,17,11,7,0,0,29,2031,947,646,120,35,3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,6,0,6,28,16,18,5,0,76,15546,11583,15183,6339,3042,51702
LGA17550,901,18957,0,0,0,0,0,0,48,8,0,0,0,59,888,200,76,3,4,1174,1367,588,404,120,27,2508,66,46,55,29,16,208,18,5,5,0,0,32,2399,849,538,153,40,3986,3,0,0,0,0,3,98,9,0,0,0,108,1006,236,72,14,0,1328,416,120,96,22,5,656,27,13,4,0,5,51,19,11,9,0,0,34,1567,378,179,42,10,2178,15,0,0,0,0,20,90,4,0,0,0,102,101,8,3,0,0,116,13,8,3,0,0,26,4,4,4,0,9,19,3,0,0,0,0,3,236,20,10,0,9,276,20,8,8,0,0,43,12839,4869,4766,2008,962,25436
LGA17620,122,3562,0,0,0,0,0,0,11,0,0,0,0,11,43,10,11,0,0,63,27,18,13,0,0,61,3,0,0,0,0,6,0,0,0,0,0,4,89,32,22,3,0,146,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,5,17,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,29,4,0,0,0,0,6,1921,686,666,358,128,3763
LGA17640,116,2272,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,15,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,3,4,0,0,0,9,1261,384,369,174,111,2312
LGA17650,63,1599,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,14,3,0,0,0,0,3,874,280,281,130,63,1630
LGA17750,818,15811,0,0,0,0,0,0,7,0,0,0,0,9,204,32,24,4,0,260,81,26,15,0,0,125,9,6,5,4,3,20,0,0,0,0,0,0,305,60,44,8,8,423,0,0,0,0,0,0,25,4,0,0,0,27,320,114,53,6,3,499,70,31,13,4,0,121,7,5,0,3,0,19,5,6,0,0,0,11,429,159,69,20,6,680,0,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,6,0,5,3,0,0,11,3,0,0,0,5,9,0,0,0,0,0,0,17,6,7,0,5,33,9,3,3,3,0,17,7648,3511,3312,1657,836,16963
LGA17850,23,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,487,134,102,66,23,812
LGA17900,60,834,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,5,17,4,0,0,0,24,21,5,0,0,0,27,14,3,0,5,0,24,4,0,0,0,4,10,7,0,0,0,0,8,64,13,4,5,4,88,24,8,3,0,4,36,514,185,128,81,70,980
LGA17950,37,592,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,310,105,98,61,37,612
LGA18020,104,2153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,9,5,5,6,0,19,1211,394,317,182,108,2210
LGA18050,188,3764,0,0,0,0,0,0,27,6,0,0,0,35,360,160,112,18,0,649,489,442,559,97,12,1597,276,249,593,272,77,1463,15,8,3,4,0,30,1170,855,1267,392,86,3775,79,0,0,0,0,82,1326,55,4,0,0,1391,3564,1325,537,50,6,5473,600,456,418,90,28,1601,48,41,68,46,10,210,47,10,0,0,0,64,5664,1892,1031,189,43,8820,3,0,0,0,0,7,60,5,0,0,0,61,41,28,8,4,0,82,21,13,15,0,0,57,0,0,0,0,4,9,0,0,0,0,0,0,129,51,26,7,5,216,12,6,3,0,0,18,8059,3499,3497,1210,325,16587
LGA18100,36,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,12,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,565,162,137,64,36,963
LGA18200,70,1813,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,0,0,21,0,0,0,0,0,7,4,0,0,0,0,5,0,0,3,0,0,3,22,7,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,22,4,0,0,0,0,5,923,354,350,182,70,1876
LGA18250,461,10534,0,0,0,0,0,0,21,0,0,0,0,21,246,124,99,11,0,481,279,224,270,53,19,842,72,71,108,33,13,300,3,0,4,0,0,4,617,414,484,100,32,1649,30,0,0,0,0,38,1062,153,36,7,0,1251,2357,1497,909,138,26,4918,522,410,518,124,47,1619,8,21,32,9,4,77,26,17,13,5,0,62,4008,2099,1507,282,79,7966,0,0,0,0,0,0,7,0,0,0,0,7,14,0,0,0,0,21,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,10,6,7,0,39,11,8,5,0,0,17,7988,4725,5253,1677,570,20207
LGA18350,547,13701,0,0,0,0,0,0,12,0,0,0,0,16,194,25,17,0,0,234,186,37,17,4,5,239,21,4,3,0,3,36,5,0,0,0,0,5,419,70,36,6,5,536,0,0,0,0,0,0,6,4,0,0,0,17,49,24,18,9,0,95,21,5,3,4,0,31,12,3,5,4,5,27,0,0,0,0,0,0,94,32,25,17,4,178,0,0,0,0,0,0,9,0,0,0,0,10,10,4,4,0,0,14,0,3,3,0,0,11,9,0,0,0,0,14,6,0,0,0,0,6,28,7,3,0,0,44,6,9,0,0,0,18,7470,2591,2640,1216,559,14478
LGA18400,1060,13741,0,0,0,0,0,0,0,0,0,0,0,0,114,14,4,0,0,134,86,16,17,0,0,123,12,10,9,4,0,31,5,0,0,0,0,5,217,48,28,10,0,300,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,3,3,4,0,0,16,7,0,4,3,5,26,0,0,0,0,0,0,43,10,6,7,3,74,4,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,4,23,16,0,5,0,0,25,5181,2733,3344,1825,1067,14163
LGA18450,1915,43588,0,4,0,0,0,4,84,8,0,0,0,91,1175,312,120,20,8,1635,1451,811,553,163,65,3044,111,83,115,57,44,404,31,15,3,0,0,47,2852,1229,789,241,117,5232,7,0,0,0,0,9,340,27,6,0,0,377,2793,761,298,74,15,3940,1224,402,289,71,36,2032,79,35,59,33,34,241,44,10,10,0,0,68,4481,1250,667,190,79,6667,8,0,0,0,0,8,30,0,0,0,0,27,81,14,5,6,0,108,28,20,14,5,0,65,11,3,3,5,3,25,5,0,0,0,0,7,159,41,25,14,8,238,31,11,15,6,9,75,24616,11829,12283,4943,2124,55796
LGA18500,200,4172,0,0,0,0,0,0,46,4,0,0,0,50,473,128,53,8,0,658,740,392,377,68,11,1595,255,174,263,129,24,851,12,7,0,0,0,20,1527,703,696,210,37,3166,33,0,0,0,0,33,521,24,4,0,0,547,2196,644,227,26,0,3093,1195,472,421,86,16,2183,100,52,69,42,7,265,33,9,0,0,0,45,4078,1196,710,157,26,6172,0,0,0,0,0,0,12,0,0,0,0,9,24,13,5,0,0,35,10,10,9,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,45,19,12,0,0,78,14,7,5,4,0,29,7101,2708,2533,1000,267,13611
LGA18710,234,4526,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,49,11,6,3,4,0,32,0,0,0,0,0,3,0,0,0,0,0,0,54,13,8,3,3,83,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,7,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,7,6,3,6,0,0,16,2020,917,982,503,239,4653
LGA19399,11,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,7,0,12,119,49,41,20,11,246
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
