UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL115069,0,13,90,337,166,30,3,18,655,7,5,15,7,0,0,0,4,39,0,0,0,0,0,0,0,0,0,7,5,15,7,0,0,0,4,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,4,0,0,0,3,19,0,0,0,3,3,0,0,4,13,7,18,114,352,175,30,3,29,733
UCL115070,0,11,17,168,299,44,9,5,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,17,168,299,44,9,11,554
UCL115071,0,9,83,364,200,19,3,26,698,0,0,18,0,0,0,0,3,21,0,0,9,0,0,0,0,0,5,0,0,26,0,0,0,0,3,33,0,8,14,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,3,22,0,7,7,8,4,0,0,0,25,0,0,4,0,0,0,0,0,6,3,19,129,375,201,19,3,25,773
UCL115072,0,11,94,337,191,27,3,17,679,0,0,13,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,21,0,4,13,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,14,119,352,193,27,3,15,732
UCL115073,3,8,151,390,146,22,5,34,762,0,3,12,10,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,3,12,10,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,23,0,0,3,0,0,0,0,7,9,6,16,171,402,148,22,7,42,820
UCL115074,3,25,126,508,339,22,3,25,1043,0,6,42,26,3,0,0,7,81,0,0,19,44,19,0,0,0,81,0,6,58,72,21,0,0,8,166,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,16,3,27,15,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,5,64,208,579,359,22,3,40,1279
UCL115075,0,11,125,391,200,29,9,37,801,0,3,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,27,0,3,39,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,6,0,0,0,0,51,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,6,8,25,178,406,201,27,9,48,891
UCL115076,5,3,56,324,247,50,9,18,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,9,56,325,249,50,9,18,714
UCL115077,0,12,42,189,86,15,0,11,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,27,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,23,67,193,86,15,6,12,401
UCL115078,0,10,69,245,101,11,3,14,461,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,12,7,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,4,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,23,87,248,101,11,4,25,505
UCL115079,0,8,71,507,212,28,0,22,853,0,3,13,14,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,13,14,0,0,0,0,33,0,0,26,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,35,0,8,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,17,112,530,210,27,0,24,927
UCL115080,0,14,143,332,94,16,4,9,616,0,0,31,3,0,0,0,0,40,0,0,0,3,0,0,0,0,7,0,3,32,13,0,0,0,3,46,0,9,40,11,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,11,0,0,0,4,68,0,37,23,0,0,0,0,0,63,0,0,0,4,0,0,0,0,6,0,62,238,353,97,20,4,21,803
UCL115081,0,4,23,140,66,15,4,12,273,0,0,12,10,6,0,0,3,35,0,8,35,64,9,3,0,5,128,0,9,46,72,12,3,0,6,163,0,4,52,34,4,0,0,8,102,0,5,18,11,4,0,0,0,46,0,14,3,3,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,24,74,59,15,0,0,3,184,0,3,0,0,0,0,0,3,8,0,0,3,7,3,0,5,0,20,0,47,150,278,103,18,16,29,646
UCL115082,0,0,22,195,135,26,3,6,382,0,0,10,4,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,195,135,26,3,12,399
UCL115083,3,0,18,211,193,26,0,8,466,0,0,5,12,0,0,0,0,17,0,0,0,7,0,0,0,0,7,0,0,5,16,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,35,229,194,26,0,7,494
UCL115084,0,16,187,656,349,46,6,53,1312,0,20,12,10,0,0,0,0,38,0,0,0,4,0,0,0,0,4,0,20,12,11,0,0,0,0,40,0,5,19,0,0,0,0,7,36,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,7,36,0,0,0,3,0,0,0,0,3,0,0,3,4,3,0,0,0,7,3,43,225,679,349,46,3,64,1404
UCL115085,3,8,143,258,58,11,0,18,503,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,10,11,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,23,0,4,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,12,3,22,163,273,62,14,3,22,549
UCL115086,0,11,63,160,111,16,0,9,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,16,3,25,43,7,0,0,0,7,86,0,0,0,0,0,0,0,0,0,3,38,123,172,116,16,0,16,489
UCL115087,0,3,40,337,147,23,3,4,562,0,3,23,17,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,3,23,17,0,0,0,3,45,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,67,355,152,23,3,8,621
UCL115088,0,3,32,126,136,49,7,4,353,0,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,15,0,3,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,135,136,49,7,5,383
UCL115089,3,5,172,551,186,32,3,33,989,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,14,0,10,37,4,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,4,0,0,0,6,65,4,8,5,7,0,0,0,3,28,0,0,3,4,0,0,0,0,8,5,30,227,565,190,34,5,41,1099
UCL115090,0,7,48,160,79,10,14,12,331,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,8,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,0,0,0,5,23,0,0,3,0,0,0,0,0,3,0,3,19,31,11,0,0,3,67,3,13,78,195,94,18,13,18,425
UCL115091,0,11,67,394,404,67,12,17,969,0,5,32,3,0,0,0,0,40,0,0,5,15,3,0,0,0,25,0,5,40,19,3,0,0,0,67,0,9,46,3,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,3,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,23,150,422,409,70,12,23,1103
UCL115092,0,18,119,480,243,28,8,29,925,0,3,7,25,0,0,0,0,37,0,0,3,30,4,0,0,3,42,0,3,6,63,4,0,0,3,81,0,7,9,4,0,0,0,0,18,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,14,6,0,0,0,0,29,0,0,3,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,26,145,562,253,28,8,32,1051
UCL115093,4,35,125,179,79,5,0,26,454,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,28,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,0,3,68,0,10,8,6,0,0,0,0,31,8,4,3,6,3,0,0,3,33,14,83,173,198,82,12,0,32,583
UCL115094,3,11,124,524,221,35,11,36,955,0,3,10,9,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,3,19,5,22,27,6,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,27,6,0,0,0,4,63,0,7,7,3,0,0,0,0,15,0,0,5,0,0,0,0,0,8,8,42,175,540,222,35,11,39,1065
UCL115095,3,10,150,508,188,23,0,20,908,0,8,25,6,0,0,0,9,49,0,0,13,9,0,0,0,0,24,0,11,42,18,0,0,0,9,76,0,4,17,12,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,12,4,0,0,0,40,0,17,3,0,0,0,3,3,36,0,0,8,3,0,0,0,0,11,5,41,217,546,196,23,7,32,1066
UCL115096,0,8,84,367,263,63,12,18,820,0,0,0,0,0,0,0,0,5,0,0,0,8,5,0,0,0,13,0,0,0,9,7,0,0,0,21,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,8,90,384,265,63,19,26,846
UCL115097,0,14,129,410,152,29,9,34,767,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,25,3,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,25,3,0,0,0,4,41,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,3,0,3,4,25,152,419,150,27,11,44,827
UCL115098,0,7,56,167,141,17,0,5,403,0,11,22,0,0,0,0,3,43,0,0,4,7,0,0,0,0,11,0,11,28,8,0,0,0,3,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,85,179,141,18,0,16,461
UCL115099,0,4,75,265,151,30,11,13,552,0,0,10,3,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,5,19,0,3,19,7,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,0,0,0,3,38,4,6,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,6,13,108,268,153,32,11,24,620
UCL115100,0,18,157,460,189,32,8,31,901,0,15,11,0,0,0,0,0,29,0,12,0,0,0,0,0,0,9,0,20,11,3,0,0,0,0,33,0,21,45,25,0,0,0,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,25,0,0,0,5,102,0,12,0,3,0,0,0,3,22,0,0,0,3,4,3,0,0,10,0,73,218,494,195,37,10,44,1065
UCL115101,3,20,156,577,249,34,10,24,1081,0,4,12,15,0,0,0,3,31,3,0,0,3,0,0,0,0,7,3,4,15,12,0,0,0,3,40,3,21,29,11,0,0,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,11,0,0,0,6,76,3,4,3,3,0,0,0,0,13,0,0,4,6,0,0,0,0,13,13,52,202,611,251,36,12,33,1222
UCL115102,0,8,20,119,273,93,11,3,528,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,116,273,93,11,3,529
UCL115103,0,23,192,587,219,41,5,33,1102,3,19,66,55,0,0,0,10,152,0,6,25,12,0,0,0,3,41,3,23,86,65,3,0,0,12,191,0,21,48,10,0,0,3,7,86,0,13,10,6,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,19,4,0,3,7,122,4,18,48,0,3,0,3,0,80,0,0,3,0,0,0,0,0,4,9,91,387,673,232,41,11,49,1493
UCL115104,0,15,239,681,279,51,11,43,1319,0,3,19,7,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,3,19,7,3,0,0,3,36,0,6,41,8,0,0,0,5,57,0,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,8,0,0,0,5,63,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,9,0,29,306,707,287,55,13,54,1440
UCL115105,0,6,157,598,327,56,5,35,1184,0,4,7,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,22,0,25,28,3,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,23,3,0,0,0,4,61,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,0,14,3,37,192,621,328,58,9,40,1287
UCL115106,0,3,120,336,172,19,4,20,673,0,4,17,3,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,5,22,3,0,0,0,0,31,0,10,12,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,28,0,0,3,3,0,0,0,3,14,0,0,0,0,0,0,0,0,7,0,17,158,344,175,19,4,27,753
UCL115107,0,3,107,438,223,24,3,33,834,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,15,17,0,0,0,0,5,35,0,3,7,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,14,31,10,0,0,0,58,0,27,149,473,236,26,3,41,948
UCL115108,10,24,158,865,330,46,12,28,1473,0,4,8,20,0,0,0,4,35,0,3,28,42,3,0,0,4,76,0,4,39,64,3,0,0,5,112,3,7,26,6,0,0,0,4,42,0,12,26,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,21,49,13,0,0,0,5,92,0,4,0,0,0,0,0,0,7,0,0,0,6,3,0,0,3,17,15,59,254,945,338,47,8,41,1703
UCL115109,3,11,108,628,347,47,0,26,1176,0,0,116,83,3,0,0,8,214,0,4,11,12,0,0,0,0,27,0,5,125,96,6,0,0,13,241,0,9,63,37,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,37,0,0,0,3,117,0,3,12,3,0,0,0,0,14,0,0,6,14,8,4,0,3,39,7,23,319,774,363,52,5,45,1587
UCL115110,0,10,170,278,94,15,4,24,586,0,0,13,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,181,285,94,16,4,24,608
UCL115111,0,8,65,220,124,30,3,8,464,0,7,84,21,0,0,0,8,117,0,3,6,16,3,0,0,0,28,0,13,86,37,3,0,0,8,150,0,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9,5,7,5,4,0,0,0,0,20,0,0,0,0,0,0,0,0,3,5,31,161,267,128,30,3,16,647
UCL115112,0,19,65,401,412,98,25,14,1035,3,11,28,23,0,0,0,3,72,0,0,6,12,3,0,0,0,24,3,11,35,36,4,0,0,3,95,0,22,39,4,0,0,0,0,59,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,4,0,0,0,0,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,48,150,443,414,98,26,23,1201
UCL115113,0,3,20,145,448,83,20,16,733,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,25,151,447,89,19,15,759
UCL115114,0,7,125,318,98,7,9,18,586,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,21,0,0,6,88,0,0,3,22,3,4,0,0,32,0,12,148,390,124,17,5,28,714
UCL115115,0,7,132,561,222,20,8,24,972,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,16,36,5,7,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,5,7,0,0,7,65,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,0,25,179,568,228,23,12,33,1068
UCL115116,0,4,50,479,345,75,22,12,988,0,3,93,103,3,0,0,3,208,0,0,30,122,15,0,0,3,170,0,3,117,225,25,0,0,3,374,0,0,34,13,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,204,722,367,77,22,23,1417
UCL115117,0,5,40,191,188,32,9,4,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,40,192,187,32,9,4,470
UCL115118,5,8,111,608,368,79,6,32,1214,0,0,4,6,0,0,0,0,10,0,0,16,14,3,0,0,0,33,0,0,23,16,3,0,0,0,45,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,5,5,11,145,629,376,79,6,33,1284
UCL115119,0,24,211,743,553,84,20,37,1667,0,0,46,20,0,0,0,3,77,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,0,3,77,0,30,65,38,3,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,38,3,0,0,6,157,0,10,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,12,4,63,333,811,560,84,21,55,1924
UCL115120,4,11,114,429,253,47,4,18,886,0,6,88,36,3,0,0,6,135,0,0,0,3,0,0,0,0,3,0,6,88,33,3,0,0,6,133,0,26,35,15,0,0,0,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,15,3,0,0,4,83,7,50,168,19,4,0,0,15,263,0,0,0,0,0,0,0,0,3,9,98,397,505,267,47,4,47,1376
UCL115121,3,8,84,479,567,168,40,32,1379,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,8,92,482,569,168,40,33,1397
