UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL112003,30,494,31,169,65,29,4,18,6,842,94,513,6,94,39,15,3,9,3,776,126,136,16,77,316,81,12,47,7,818,96,416,31,289,141,33,3,36,13,1052,52,201,25,79,50,31,3,23,3,458,30,4,69,74,30,26,0,30,0,271,0,0,0,4,0,0,0,0,0,7,11,28,3,17,14,12,0,0,5,93,7,16,3,15,21,7,0,13,7,91,492,1950,240,861,740,267,27,214,50,4840,51,148,36,30,28,7,3,12,6,320,30,82,27,12,25,16,8,12,3,222,138,169,397,65,62,45,87,98,16,1079,97,96,247,18,23,25,36,48,0,578,32,51,97,14,27,21,22,58,0,327,54,658,43,229,70,35,9,24,9,1122,130,741,20,123,50,21,11,11,4,1110,291,258,55,123,400,138,51,79,14,1411,162,641,58,417,187,60,25,74,26,1645,97,364,59,99,71,43,12,48,7,805
UCL112004,28,334,17,89,49,18,3,14,3,547,44,314,5,35,38,17,0,7,3,460,121,127,11,75,246,94,5,26,7,710,43,191,11,154,73,31,0,19,5,519,34,72,19,24,24,27,4,3,0,197,27,3,56,47,32,31,0,25,0,226,0,0,0,0,0,0,0,0,0,3,6,6,0,6,8,0,0,5,0,36,7,6,3,7,17,10,0,11,4,67,344,1112,158,453,515,241,16,123,28,2987,35,76,12,5,13,5,4,8,5,160,20,39,15,3,3,7,0,6,3,88,139,148,328,31,27,33,52,62,9,830,88,38,244,6,6,13,22,34,4,465,37,14,82,14,19,6,4,32,0,209,41,454,27,110,52,24,6,14,8,724,60,430,11,42,44,21,8,7,8,629,308,266,32,99,293,151,23,43,15,1235,95,332,29,206,87,37,9,26,11,831,61,124,32,30,28,37,3,8,6,319
UCL112005,19,210,9,125,30,21,6,17,4,447,10,154,0,51,13,0,3,0,0,242,80,47,12,53,251,106,6,44,3,615,18,57,7,161,36,20,0,25,3,326,8,9,4,10,12,5,0,0,0,57,26,3,77,68,28,39,3,32,3,274,0,0,0,4,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,12,3,10,4,16,9,18,0,18,7,85,180,516,143,507,400,229,43,169,18,2200,17,23,6,4,6,5,3,3,0,71,6,11,8,12,4,7,4,12,0,66,90,54,582,38,23,24,242,105,26,1166,29,5,121,4,3,9,53,23,3,254,6,9,40,6,3,12,27,30,0,126,30,256,18,147,30,22,9,24,5,534,24,183,4,57,13,0,8,5,0,297,158,78,18,59,276,147,43,64,7,855,23,82,10,214,41,22,8,36,4,443,9,16,8,12,12,11,3,4,0,83
UCL112006,70,840,41,276,98,44,8,23,11,1411,74,591,6,155,61,20,0,15,4,935,204,219,29,157,852,263,5,63,17,1820,76,280,20,474,167,67,3,57,19,1169,31,61,8,22,33,25,5,5,4,193,51,25,164,110,87,66,0,52,3,556,0,3,0,3,0,0,0,3,0,8,9,14,3,9,13,3,3,0,0,51,6,19,10,27,28,31,0,19,9,151,562,2139,320,1274,1412,555,42,274,64,6638,21,92,30,19,22,14,6,6,3,213,32,86,42,4,32,22,7,24,4,243,196,175,724,54,81,101,182,203,27,1741,147,60,452,27,30,42,52,109,7,937,42,41,102,29,34,18,31,82,3,383,102,1174,58,336,102,54,16,31,11,1889,100,799,22,185,69,26,7,20,9,1239,473,434,76,209,973,381,36,117,30,2729,135,426,42,645,198,84,24,102,21,1672,48,110,27,25,46,32,13,21,3,329
UCL112007,41,614,27,246,67,33,3,28,6,1074,66,571,0,129,42,13,0,9,0,839,189,170,21,120,618,168,6,74,13,1374,65,236,7,390,132,50,3,40,18,931,10,48,7,13,22,9,0,8,0,116,30,11,117,100,59,54,3,41,7,432,0,0,0,0,0,0,0,0,0,3,3,5,0,7,9,4,0,3,0,28,7,19,5,31,20,23,0,18,21,139,449,1741,228,1070,1018,395,24,242,65,5239,22,76,23,18,9,6,0,5,0,155,22,26,36,13,21,22,3,17,0,164,154,122,736,52,60,81,177,184,14,1582,132,20,396,22,17,14,40,74,8,726,65,62,79,28,44,36,28,50,5,404,67,783,43,289,67,42,8,36,13,1344,106,733,15,153,46,23,5,13,3,1089,388,333,52,176,717,310,44,154,20,2180,101,348,23,546,155,60,11,53,19,1330,15,59,15,16,27,19,4,15,0,173
UCL112008,24,308,26,108,35,18,0,8,5,530,37,230,3,59,13,4,0,3,9,362,95,81,12,52,328,69,3,29,4,684,33,121,9,346,68,26,3,26,3,634,7,22,6,14,22,15,0,3,0,83,27,5,72,52,29,32,0,18,3,242,0,0,0,0,0,0,0,0,0,3,3,3,0,5,9,0,0,0,0,20,9,15,3,24,7,14,0,13,12,93,245,835,151,688,531,206,16,124,34,2817,11,36,10,12,11,3,3,4,0,77,5,19,12,12,21,4,3,8,0,87,92,51,435,47,37,43,150,95,14,963,80,27,212,20,3,16,31,46,6,433,22,18,52,12,15,9,17,31,0,174,35,405,27,148,37,22,7,15,5,703,58,318,8,82,18,12,6,13,9,521,181,148,41,97,367,126,43,48,14,1056,66,181,10,517,80,43,13,39,9,962,20,40,13,22,20,14,3,10,0,133
UCL112009,31,460,22,162,47,37,0,29,3,792,40,362,6,91,49,16,0,16,0,575,85,129,22,72,451,121,9,43,8,939,32,190,7,342,104,33,0,36,8,753,17,41,11,29,26,22,0,15,0,158,16,5,80,65,31,32,0,35,4,261,0,3,0,0,0,0,0,0,0,7,0,3,0,8,0,4,0,3,0,17,3,5,4,15,14,11,0,10,12,78,236,1260,193,813,748,291,30,198,41,3807,13,58,38,10,8,9,0,5,3,141,14,41,30,7,19,8,7,13,7,142,61,54,435,30,28,37,129,104,11,896,57,10,270,15,6,12,39,54,0,470,35,45,52,22,20,22,13,58,3,271,52,633,37,209,54,40,7,39,3,1066,66,497,12,103,53,21,4,22,0,782,186,230,43,100,518,197,37,68,13,1403,51,302,21,459,124,44,5,59,8,1082,24,88,31,41,38,27,12,32,4,295
UCL112010,3,32,4,12,9,0,0,0,0,63,4,33,0,3,3,0,0,3,0,50,17,15,5,14,31,8,0,3,0,89,0,13,0,23,4,5,0,0,0,48,0,3,0,3,0,0,0,0,0,7,4,0,7,5,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,30,103,22,56,57,20,0,17,3,313,0,3,4,0,5,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,17,8,66,3,3,11,12,9,0,125,15,0,34,0,0,0,5,7,3,62,11,10,5,0,0,3,0,4,0,34,5,43,7,14,9,0,0,3,0,79,4,47,0,6,7,0,0,3,0,66,26,20,3,9,40,14,5,4,0,127,7,18,3,34,4,5,0,0,0,75,0,4,0,3,0,0,0,0,0,5
UCL112011,19,415,31,187,30,25,3,15,3,740,30,249,5,106,22,17,0,4,3,441,130,107,16,86,435,124,4,49,8,948,41,132,7,384,80,37,3,21,10,718,6,28,3,13,15,18,3,3,0,86,25,3,89,71,39,42,3,35,0,308,0,0,0,0,0,0,0,0,0,4,5,4,0,9,11,7,0,3,0,38,8,7,0,25,17,26,0,18,14,130,291,1000,212,906,691,307,18,187,41,3650,16,37,21,14,10,9,4,6,0,115,15,20,15,12,10,11,6,14,0,97,150,152,802,75,53,58,132,147,24,1590,73,24,278,21,16,15,32,60,4,524,17,18,47,15,13,12,16,44,0,181,35,540,40,239,39,30,10,24,3,960,49,324,13,122,28,15,6,13,4,574,221,185,52,110,481,171,28,90,14,1351,61,205,24,493,92,55,11,40,13,991,13,34,13,20,16,21,3,19,0,132
UCL112012,53,824,41,226,80,31,8,13,4,1288,77,546,15,105,62,14,3,4,4,830,154,178,27,90,637,167,6,54,15,1325,61,231,16,418,115,37,3,27,7,916,25,76,6,25,37,18,0,7,3,191,41,13,110,99,66,58,9,36,4,424,0,0,0,4,0,3,0,5,0,10,11,7,3,3,14,0,0,3,0,36,4,14,11,32,20,26,3,26,8,144,466,2034,276,1022,1087,378,43,210,51,5560,38,150,33,12,25,5,0,14,5,286,27,40,40,6,18,22,6,18,0,182,153,190,807,30,69,55,206,137,12,1658,132,43,388,16,15,25,66,77,6,772,60,89,81,14,48,17,31,38,4,381,94,1116,59,290,81,40,14,31,4,1726,113,709,21,122,61,19,17,12,7,1082,354,364,77,118,726,267,39,103,22,2072,93,354,32,544,135,54,24,51,8,1299,27,110,24,36,35,30,5,16,4,293
UCL112013,48,812,45,234,90,32,3,18,4,1298,65,587,13,109,69,17,0,5,0,866,226,229,24,127,764,222,5,49,13,1669,57,240,10,451,149,65,5,51,3,1027,20,53,6,31,25,18,0,3,0,166,46,11,140,111,78,63,3,37,0,486,0,0,0,0,0,0,0,0,0,3,0,17,0,10,8,0,0,3,0,44,8,15,10,20,22,25,3,18,11,138,516,2071,305,1115,1266,471,20,218,49,6033,25,107,19,11,22,13,0,9,3,211,26,48,43,16,31,11,5,13,6,204,216,273,645,66,70,80,123,156,14,1648,162,55,508,22,27,24,37,88,9,930,29,44,79,10,13,15,15,34,3,250,79,1169,60,311,96,37,13,29,8,1803,108,862,27,129,72,17,11,11,3,1240,465,462,66,175,890,362,42,97,32,2597,92,387,32,613,176,94,17,72,12,1499,30,86,30,36,30,35,8,3,6,268
UCL112014,28,630,34,213,52,26,3,30,3,1020,54,425,3,95,29,9,0,13,7,634,121,159,22,78,513,154,7,80,13,1145,38,165,10,365,92,53,3,47,5,782,13,49,8,19,14,18,0,11,0,131,28,11,109,77,39,34,4,23,4,338,3,0,0,0,3,0,0,3,0,10,11,5,0,10,7,7,0,0,0,40,4,22,6,32,26,17,0,31,13,155,328,1524,224,890,809,354,33,285,46,4490,16,56,28,7,13,10,3,10,0,133,19,23,24,3,22,12,0,25,0,123,113,131,702,29,57,47,169,190,18,1459,101,29,311,19,19,17,35,66,6,602,29,49,38,11,19,18,26,43,4,239,51,816,44,250,59,32,11,35,7,1307,93,574,10,109,28,10,11,18,6,872,291,312,62,99,571,231,38,134,16,1755,66,266,19,468,112,61,18,77,14,1096,22,76,21,24,14,24,4,22,0,209
UCL112015,56,1021,46,283,82,41,3,33,12,1584,92,752,12,166,73,23,0,3,3,1118,287,255,34,126,919,194,10,70,15,1924,89,319,17,521,137,53,4,55,12,1206,22,93,5,29,34,33,0,6,0,222,40,14,170,114,93,84,3,53,3,576,0,0,0,3,0,3,0,3,0,7,19,9,3,14,26,7,0,7,0,81,20,17,13,36,30,24,3,26,10,175,659,2640,369,1330,1461,502,49,278,63,7356,60,171,62,14,20,18,5,6,3,362,28,71,50,14,30,17,16,18,6,256,225,198,1097,93,91,95,205,201,23,2223,182,46,640,30,30,36,45,96,7,1115,76,123,132,29,20,45,36,69,0,537,91,1351,60,357,93,50,12,54,11,2081,147,1018,39,187,81,31,13,18,8,1541,596,518,94,175,1066,314,80,133,31,3016,156,496,39,684,163,71,24,74,13,1718,39,168,41,44,45,45,7,18,3,403
UCL113001,16,225,14,102,25,15,0,7,5,415,23,204,3,57,17,7,0,5,4,319,65,71,10,34,210,72,4,20,4,493,24,101,10,170,46,23,4,19,3,391,3,27,3,9,9,3,0,4,0,63,13,5,43,36,23,25,0,4,3,162,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,18,3,3,5,16,5,11,0,7,4,58,164,664,111,447,354,176,8,84,27,2032,9,29,8,5,4,3,0,4,0,68,12,14,8,3,8,6,0,8,0,56,55,75,236,22,24,25,44,66,4,559,64,9,170,10,5,13,18,37,7,341,16,17,37,11,5,4,4,35,4,140,23,302,23,129,31,16,3,9,12,553,36,292,3,65,23,4,4,7,7,434,137,145,18,52,230,106,16,50,8,764,37,150,15,222,52,26,5,28,8,537,9,38,15,12,18,10,0,3,0,106
UCL113002,11,102,10,51,21,8,0,3,0,206,9,70,0,19,13,3,0,0,4,121,48,24,6,31,102,65,0,6,3,286,14,41,3,101,36,17,0,9,3,230,4,9,0,3,8,3,0,0,0,25,15,4,27,26,18,19,0,8,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,4,0,3,4,10,0,9,6,39,111,270,61,241,201,124,4,45,19,1073,4,9,0,3,5,3,0,0,3,26,8,3,4,0,0,0,0,4,0,25,35,14,110,17,16,23,29,35,8,283,40,6,130,9,4,14,9,26,8,238,10,8,17,4,6,4,11,12,3,69,14,126,12,62,20,12,0,4,3,257,14,102,4,23,15,4,0,3,3,177,90,44,15,41,109,90,6,11,7,411,25,60,7,127,41,26,0,15,4,308,4,12,4,3,8,8,0,3,0,49
UCL113003,29,295,19,129,23,19,0,11,0,518,17,201,0,58,16,3,0,0,0,306,71,49,9,40,232,42,3,23,4,453,24,94,10,184,37,20,0,12,4,386,3,15,0,4,3,0,0,0,0,27,12,7,56,47,15,8,0,12,0,161,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,11,3,12,3,28,7,11,0,11,5,77,169,687,101,493,371,105,11,78,18,2033,3,23,3,3,7,0,3,0,0,43,8,16,21,7,12,5,3,10,3,73,69,44,492,30,35,16,130,63,9,901,32,6,97,18,9,5,35,21,3,224,6,12,16,3,5,3,18,9,0,70,29,375,21,150,28,16,3,13,3,640,36,275,8,70,20,3,5,7,6,428,121,79,15,53,257,65,30,28,7,663,31,122,11,263,40,26,6,15,4,522,7,24,0,4,9,0,0,0,0,50
UCL113004,5,86,4,13,12,6,0,4,0,134,10,97,0,24,3,4,0,0,0,138,23,20,3,15,51,13,0,10,0,134,13,19,0,44,12,9,0,9,0,102,3,8,0,0,3,0,0,3,0,17,3,4,30,22,13,17,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,0,8,3,3,0,3,0,22,71,245,40,126,101,55,0,39,7,687,9,3,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,3,0,13,48,29,88,10,11,11,25,18,0,237,31,3,79,0,5,6,14,23,4,156,19,10,9,0,3,8,0,21,0,75,13,105,4,22,12,8,0,7,0,163,20,113,0,23,3,4,0,0,0,166,65,40,10,11,54,30,3,13,0,232,17,31,0,64,12,7,0,11,0,146,3,12,3,3,3,0,0,4,0,29
UCL113005,10,230,12,109,21,14,0,3,3,402,20,192,3,46,17,10,0,4,0,290,55,56,11,48,205,114,3,32,3,524,31,77,9,164,38,22,0,10,4,353,6,5,0,9,11,3,0,3,0,38,11,3,68,33,17,28,3,18,3,186,0,0,0,0,4,0,0,0,0,5,3,3,0,0,3,3,0,0,0,10,3,9,0,11,6,27,0,8,5,70,143,608,111,441,342,217,9,91,22,1989,7,18,5,3,3,0,0,0,0,44,4,9,11,9,10,9,0,6,0,53,59,38,193,17,16,30,53,70,11,489,73,17,176,3,0,14,9,54,3,346,10,18,34,4,8,13,6,20,3,113,13,324,11,139,24,17,3,8,7,538,36,258,12,51,22,15,3,3,7,403,125,109,18,58,229,135,16,46,4,740,44,125,14,209,49,27,4,21,7,502,4,19,6,11,11,9,0,10,0,66
UCL113006,9,206,8,80,22,10,0,4,0,337,19,154,0,53,16,8,0,3,0,246,51,54,7,44,224,72,0,30,6,484,25,57,6,223,43,30,0,20,0,403,3,13,3,4,9,4,0,0,0,39,9,0,44,39,11,24,0,15,0,139,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,0,0,15,0,5,6,6,14,12,0,9,4,62,123,509,88,452,362,165,10,89,12,1802,6,12,3,3,7,4,0,3,0,41,7,9,12,3,7,3,0,8,0,43,60,51,267,21,25,28,75,51,10,571,40,7,106,14,14,3,21,34,4,248,8,8,25,0,14,3,8,16,4,97,17,263,12,107,25,15,0,12,3,448,26,212,4,65,17,7,0,6,0,342,99,79,18,57,256,100,12,42,8,676,32,101,13,311,50,35,5,31,5,575,4,34,3,11,13,11,0,3,0,80
UCL113007,16,222,10,93,16,17,0,19,0,395,29,243,0,46,18,6,0,14,0,363,70,78,14,54,275,89,3,56,0,646,18,74,0,162,44,11,0,29,3,351,5,28,3,4,6,3,0,5,0,55,12,3,65,42,29,24,0,24,0,195,0,0,0,0,3,0,0,0,0,7,3,4,0,9,0,3,0,11,3,33,3,4,0,14,14,12,0,22,10,89,179,689,127,430,443,164,16,216,30,2294,24,28,29,4,8,3,4,28,3,140,16,16,22,0,4,7,3,16,3,86,123,52,473,22,36,38,96,99,19,954,95,14,160,6,6,10,25,62,0,383,39,52,37,0,10,11,12,24,3,190,24,290,13,109,22,14,5,21,0,506,44,319,3,53,21,6,3,22,0,471,163,146,24,61,302,134,25,94,4,948,38,106,4,215,52,19,13,47,9,506,12,34,10,7,3,4,0,13,0,94
UCL113008,7,102,5,43,8,4,0,6,0,177,10,59,0,32,5,0,0,3,0,113,26,27,10,29,101,42,0,12,0,251,7,36,7,123,20,11,0,11,3,219,0,3,3,0,0,3,0,0,0,12,0,0,15,29,3,5,0,4,0,57,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,3,5,0,15,8,4,0,3,3,44,62,238,47,280,162,71,6,51,13,920,0,0,7,0,0,0,0,0,0,9,6,4,5,0,3,7,0,9,0,38,22,10,114,15,12,12,38,43,7,265,11,0,65,10,4,5,3,23,5,122,4,0,11,10,4,0,13,16,0,55,12,129,10,61,11,3,0,6,0,234,11,82,3,41,5,0,0,6,0,153,48,37,10,35,115,64,4,29,0,334,12,55,4,155,22,11,7,20,4,293,0,5,3,3,0,4,4,3,0,20
UCL113009,17,287,15,69,27,13,0,3,3,431,41,277,3,43,23,6,0,8,3,406,82,71,3,46,225,60,0,5,6,502,21,113,5,115,62,12,0,7,10,341,12,26,8,8,19,10,0,0,0,83,12,7,48,27,18,14,3,8,0,133,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,3,14,7,0,0,3,5,3,0,0,4,19,203,840,102,318,407,133,8,43,27,2082,17,60,17,11,11,6,0,6,0,118,10,16,16,3,8,3,0,3,0,59,110,107,295,26,40,23,82,49,7,743,62,33,220,10,8,8,23,27,5,389,16,20,39,4,4,5,0,9,3,104,31,383,19,94,31,14,3,3,3,584,77,378,10,55,26,7,8,9,7,574,182,152,19,61,259,88,17,19,13,813,50,156,14,165,61,26,6,15,13,504,15,48,7,10,24,16,4,0,0,133
UCL113010,8,135,28,118,23,16,3,9,0,333,9,106,0,31,7,6,3,9,0,167,59,55,10,43,274,76,6,39,7,566,9,56,5,161,28,8,0,18,5,291,5,9,3,3,9,0,0,4,0,43,12,6,65,46,19,18,4,21,0,199,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,14,3,5,0,5,10,7,3,7,5,49,116,380,138,409,375,137,35,122,16,1737,3,10,5,4,3,0,0,0,0,28,5,16,11,3,4,3,3,0,0,50,68,50,552,25,24,23,223,100,14,1070,17,4,138,4,5,3,30,27,3,243,10,5,24,3,5,3,18,19,0,82,14,163,28,127,28,13,12,16,0,398,10,136,0,36,8,6,10,10,5,220,90,77,29,44,293,97,36,57,7,736,14,62,6,185,31,16,11,28,3,351,7,18,7,6,7,4,3,7,0,57
UCL113011,6,108,10,74,12,9,3,6,0,223,10,99,0,39,8,4,3,9,0,168,23,21,3,28,149,39,3,16,0,287,16,44,9,85,33,13,0,9,0,207,3,8,3,3,6,3,0,4,0,38,3,6,37,17,18,10,0,14,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,4,4,0,8,10,8,0,10,3,40,67,302,76,256,252,86,12,77,12,1144,3,5,11,0,6,0,0,0,0,32,3,12,3,4,3,4,0,3,0,34,57,37,330,29,23,12,139,63,8,696,21,0,65,5,3,3,26,18,0,145,4,5,19,7,0,3,5,13,0,50,9,134,16,84,12,9,5,8,0,276,18,124,7,43,9,4,6,10,0,211,48,39,12,34,166,50,14,26,0,400,22,68,8,109,32,17,5,14,0,283,4,20,3,10,9,6,0,5,4,65
UCL113012,13,302,29,139,44,16,6,15,3,564,24,241,3,37,33,7,0,3,0,353,81,93,9,44,280,74,5,34,5,630,20,97,9,173,52,22,8,17,3,397,8,37,10,3,20,7,0,3,0,90,16,4,53,40,24,24,0,20,0,183,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,0,0,0,0,12,0,4,6,7,8,9,4,9,6,57,174,813,142,460,491,174,29,109,26,2422,13,32,16,13,6,3,0,12,0,85,9,29,19,7,10,4,0,5,3,86,71,94,462,19,34,43,103,73,22,903,53,12,220,9,9,14,26,58,3,402,11,5,35,0,10,0,10,25,4,106,38,384,32,165,40,18,9,20,6,716,44,327,7,42,34,9,4,11,0,480,165,167,35,56,309,106,27,49,13,934,34,158,23,237,64,29,13,31,7,598,16,57,21,7,24,10,0,14,3,156
UCL113013,8,112,13,55,20,12,4,7,0,230,7,166,5,35,5,4,4,3,0,229,69,40,5,30,129,45,5,14,0,346,16,48,0,85,20,15,3,7,0,197,10,13,0,0,8,9,0,0,0,43,7,5,43,45,18,20,6,7,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,4,8,13,9,0,3,8,59,133,430,98,274,238,123,21,62,14,1386,6,29,0,8,5,4,0,0,0,47,0,4,6,0,11,0,3,7,0,23,69,66,371,3,14,12,164,42,8,759,39,14,109,3,6,0,34,23,0,245,23,22,18,9,11,16,18,26,3,149,20,141,14,64,20,11,3,8,0,275,16,203,12,34,12,3,9,5,0,293,98,64,18,33,135,66,20,26,0,473,21,65,6,109,31,15,10,17,4,277,12,25,6,0,13,13,0,0,0,63
