UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL122067,..,0,3,15,19,25,26,9,3,98,..,0,0,3,3,3,3,0,0,13,..,0,0,0,0,0,0,0,0,0,37,..,..,..,..,..,..,..,..,37,..,14,..,..,..,..,..,..,..,14,..,4,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,8,0,0,11,0,0,0,0,3,0,0,0,0,4,39,16,7,20,34,34,31,13,8,191,..,0,6,19,24,33,22,5,0,95,..,0,0,4,3,3,0,0,0,17,..,0,0,0,0,3,0,0,0,4,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,9,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122068,..,0,0,3,11,14,10,13,4,59,..,0,3,5,4,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,6,0,3,0,5,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,6,9,11,3,0,31,0,3,0,0,0,0,0,0,0,4,18,16,7,11,24,30,24,21,7,161,..,0,3,3,7,18,11,10,3,55,..,0,0,3,3,0,0,0,0,16,..,0,0,0,0,3,3,0,0,11,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122069,..,0,8,14,18,17,17,3,3,82,..,3,0,0,5,0,3,0,0,14,..,0,0,0,3,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,7,..,..,..,..,..,..,..,7,..,8,0,0,0,0,0,0,0,12,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,36,18,16,23,25,18,23,3,3,167,..,0,12,25,14,16,16,5,4,85,..,0,0,0,5,0,0,0,0,8,..,0,0,3,0,5,0,0,0,5,34,..,..,..,..,..,..,..,..,34,..,15,..,..,..,..,..,..,..,15,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122070,..,0,5,10,10,18,16,3,0,76,..,0,4,3,3,9,0,0,0,21,..,0,0,3,4,0,0,0,0,7,35,..,..,..,..,..,..,..,..,35,..,9,..,..,..,..,..,..,..,9,..,11,0,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,4,0,3,0,7,..,0,0,0,3,8,10,0,0,25,0,0,0,0,0,0,0,0,0,3,35,23,17,29,21,37,27,9,0,198,..,0,6,18,17,17,16,3,4,73,..,3,4,5,3,7,0,0,0,23,..,0,3,0,3,0,0,0,0,9,30,..,..,..,..,..,..,..,..,30,..,12,..,..,..,..,..,..,..,12,..,9,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122071,..,0,0,3,9,3,0,0,0,18,..,0,0,0,0,6,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,9,0,0,11,0,0,0,0,0,0,0,0,0,6,9,4,4,4,10,13,7,3,0,60,..,0,3,3,3,3,0,0,0,19,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122072,..,0,3,12,13,12,14,8,0,61,..,0,0,3,7,8,0,0,0,18,..,0,0,0,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,6,0,0,15,0,0,0,0,0,0,0,0,0,5,30,6,7,9,22,26,26,12,3,136,..,0,4,11,10,16,20,3,0,60,..,0,5,9,3,0,0,0,0,15,..,0,0,0,5,0,0,0,0,4,26,..,..,..,..,..,..,..,..,26,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL122073,..,0,5,17,23,20,14,4,0,84,..,0,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,34,..,..,..,..,..,..,..,..,34,..,15,..,..,..,..,..,..,..,15,..,10,5,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,34,23,24,18,26,24,22,6,3,178,..,0,11,22,23,20,11,3,0,88,..,0,7,0,0,0,0,0,0,10,..,0,0,0,10,0,6,0,0,11,33,..,..,..,..,..,..,..,..,33,..,13,..,..,..,..,..,..,..,13,..,4,6,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122074,..,0,3,3,6,5,14,3,0,39,..,0,0,3,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,9,3,0,0,24,0,0,0,0,0,0,0,3,0,5,13,6,3,7,12,22,15,7,0,99,..,0,4,0,7,13,12,3,0,38,..,0,0,0,3,0,0,0,0,7,..,0,0,3,4,0,0,0,0,5,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122075,..,0,0,0,4,17,11,14,5,47,..,0,3,5,0,3,0,0,0,17,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,4,0,3,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,8,0,0,0,0,0,0,8,..,0,0,3,6,9,8,0,0,31,0,0,0,0,0,0,7,0,0,7,10,8,8,8,23,30,22,13,3,131,..,0,0,3,4,11,12,4,3,47,..,0,3,3,3,4,0,0,0,17,..,0,3,0,0,0,0,0,0,7,9,..,..,..,..,..,..,..,..,9,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122076,..,0,5,14,13,11,8,6,3,59,..,4,3,6,6,3,0,0,0,21,..,0,0,0,0,0,0,0,0,3,38,..,..,..,..,..,..,..,..,38,..,9,..,..,..,..,..,..,..,9,..,11,9,4,3,0,0,0,0,25,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,7,41,20,22,27,23,19,14,9,3,178,..,0,5,16,10,10,6,3,0,58,..,0,9,3,3,4,0,0,0,16,..,0,5,4,3,3,0,0,0,17,41,..,..,..,..,..,..,..,..,41,..,6,..,..,..,..,..,..,..,6,..,13,3,0,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122077,..,0,0,3,6,11,14,10,0,38,..,0,0,0,6,0,0,0,0,14,..,0,0,3,0,0,0,0,0,5,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,5,0,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,5,0,5,..,0,0,4,4,12,3,5,0,30,0,0,0,0,0,0,0,0,0,0,25,17,3,12,21,21,19,19,0,135,..,0,3,4,9,8,13,4,0,39,..,0,0,0,8,0,0,0,0,13,..,0,0,3,3,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL122078,..,0,6,3,13,12,12,5,0,50,..,0,4,4,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,14,0,0,0,0,0,0,0,15,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,36,19,18,9,22,14,14,5,0,134,..,0,7,13,13,14,11,3,0,56,..,0,3,3,0,0,0,0,0,14,..,0,0,3,3,0,0,0,0,10,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,4,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL122079,..,0,0,6,8,11,10,0,0,36,..,0,4,0,3,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,5,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,16,6,6,11,11,11,16,0,0,94,..,0,4,6,5,15,11,0,0,34,..,0,3,0,0,3,0,0,0,9,..,0,0,0,3,0,0,0,0,7,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122080,..,0,0,5,8,33,31,17,6,102,..,0,0,0,3,3,0,0,0,9,..,0,0,0,0,3,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,3,4,3,4,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,5,3,6,5,11,0,32,0,0,0,0,0,0,4,3,0,10,17,10,5,7,20,49,40,23,6,191,..,0,3,8,11,29,35,13,3,99,..,0,0,3,3,0,0,0,0,10,..,0,0,3,0,0,0,0,0,6,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,3
UCL122081,..,0,3,14,16,7,7,6,0,47,..,0,0,0,3,0,0,0,0,6,..,0,0,0,3,0,0,0,0,0,37,..,..,..,..,..,..,..,..,37,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,37,17,5,12,22,8,12,4,0,116,..,0,4,13,19,8,6,0,0,45,..,0,0,0,4,0,0,0,0,7,..,0,0,0,3,0,0,0,0,3,24,..,..,..,..,..,..,..,..,24,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3
UCL122082,..,0,8,10,9,19,6,12,0,60,..,0,0,0,7,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,4,3,0,0,0,0,0,0,10,..,0,0,0,0,4,3,0,0,4,..,0,0,3,0,0,0,0,0,3,..,0,0,0,4,3,0,0,0,11,..,0,3,0,0,3,3,3,0,16,0,0,0,0,0,0,3,0,0,9,35,12,15,14,19,31,23,13,0,160,..,0,11,12,11,23,6,7,0,61,..,0,0,8,3,0,0,3,0,13,..,0,5,9,6,0,0,0,0,15,37,..,..,..,..,..,..,..,..,37,..,17,..,..,..,..,..,..,..,17,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122083,..,0,0,5,5,17,13,10,4,55,..,0,0,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,3,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,3,3,5,0,19,0,0,0,0,0,0,0,0,0,6,4,10,3,6,16,26,16,15,4,103,..,0,0,6,11,11,14,12,0,56,..,0,0,0,0,5,0,0,0,10,..,3,0,0,3,0,0,0,0,13,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122084,..,0,3,7,11,15,10,5,0,57,..,0,4,0,0,0,3,0,0,14,..,0,0,0,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,6,4,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,8,30,12,19,17,18,22,19,9,0,138,..,0,4,14,19,14,9,0,0,60,..,0,3,4,0,0,3,0,0,14,..,0,0,0,3,3,3,0,0,9,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,3,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122085,..,0,10,16,18,26,18,7,0,93,..,0,7,4,4,0,0,0,0,14,..,0,0,0,0,0,0,3,0,3,31,..,..,..,..,..,..,..,..,31,..,14,..,..,..,..,..,..,..,14,..,11,6,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,5,4,5,0,0,0,16,0,0,0,0,0,3,0,0,0,7,31,33,25,22,22,36,20,11,0,207,..,0,9,14,16,30,17,3,0,95,..,3,4,3,0,0,0,0,0,16,..,0,0,10,6,0,0,3,0,19,29,..,..,..,..,..,..,..,..,29,..,12,..,..,..,..,..,..,..,12,..,5,5,0,0,0,0,0,0,13,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3
UCL122086,..,0,3,10,20,13,6,4,5,64,..,0,6,4,3,6,3,0,0,18,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,3,3,0,0,0,0,7,..,4,4,3,0,4,3,3,0,20,0,0,0,3,4,0,0,0,0,14,25,5,21,27,27,26,7,10,3,164,..,0,9,13,10,16,4,6,0,58,..,0,3,5,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL122087,..,0,15,18,24,21,14,4,0,103,..,3,4,4,0,4,0,0,0,10,..,0,0,0,3,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,15,..,..,..,..,..,..,..,15,..,9,10,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,7,0,4,0,0,0,0,0,0,0,6,47,29,24,25,31,19,24,6,0,219,..,0,17,24,21,22,14,0,0,100,..,0,3,3,6,0,0,0,0,16,..,0,0,0,4,0,0,0,0,6,42,..,..,..,..,..,..,..,..,42,..,11,..,..,..,..,..,..,..,11,..,7,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122088,..,0,3,9,4,8,12,3,0,48,..,0,3,3,5,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,3,20,8,6,12,16,14,17,5,0,112,..,0,9,3,9,6,6,7,0,47,..,0,0,4,4,0,0,0,0,6,..,0,3,0,3,0,0,0,0,13,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL122089,..,0,3,13,6,18,23,7,0,81,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,23,..,..,..,..,..,..,..,..,23,..,9,..,..,..,..,..,..,..,9,..,5,0,3,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,3,0,0,17,0,0,3,0,0,0,0,0,0,3,24,17,14,15,17,28,35,14,3,165,..,0,3,12,7,20,22,8,0,76,..,3,0,0,4,3,4,0,0,12,..,0,3,3,3,0,3,3,0,14,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,3,3,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL122090,..,0,7,19,16,17,16,8,0,87,..,0,9,3,3,0,3,0,0,19,..,0,0,0,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,12,3,0,0,3,0,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,6,0,3,0,0,0,0,6,..,0,4,7,3,4,5,7,0,25,3,0,0,0,0,0,0,0,0,3,43,20,22,29,31,26,29,15,3,208,..,0,14,14,16,23,15,4,0,82,..,0,9,3,0,0,3,0,0,15,..,0,3,5,0,0,0,0,0,15,46,..,..,..,..,..,..,..,..,46,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122091,..,0,0,3,4,16,15,13,3,46,..,0,0,0,8,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,7,0,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,12,10,3,6,30,0,0,0,0,0,0,0,0,0,4,6,10,0,8,12,24,22,13,8,108,..,0,0,3,12,10,13,8,3,45,..,0,0,0,4,0,0,0,0,5,..,0,0,0,3,0,3,0,0,8,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122092,..,0,3,11,21,24,8,5,0,72,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,14,..,..,..,..,..,..,..,14,..,9,0,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,26,22,6,12,31,25,12,3,0,143,..,0,4,13,28,18,5,3,0,68,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,9,..,..,..,..,..,..,..,9,..,11,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122093,..,0,0,6,3,6,4,3,0,32,..,0,6,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,5,8,4,0,3,0,0,0,15,..,0,0,0,0,0,0,3,0,9,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,14,17,10,10,13,4,10,0,108,..,0,9,10,6,7,3,3,0,34,..,3,3,0,0,3,0,0,0,11,..,0,3,0,3,0,0,0,0,8,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL122094,..,0,6,3,6,7,11,7,0,35,..,0,0,3,3,7,0,0,0,10,..,0,0,0,3,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,3,0,3,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,7,5,3,0,26,0,0,0,0,0,0,0,0,0,4,24,14,11,10,15,23,22,12,0,129,..,0,4,3,5,6,7,4,0,42,..,0,3,3,0,4,0,0,0,15,..,0,0,7,3,0,0,0,0,10,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
