LGA_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
LGA17420,89,320,591,614,401,297,88,25,12,2433,3,4,7,11,13,11,10,0,0,59,6,69,146,171,163,111,30,11,4,699,973,567,944,1092,1121,979,623,519,215,7031,1456,4509,11887,15116,14414,9924,3627,1612,459,63020,0,151,347,636,642,460,216,57,6,2521,14,188,909,1075,673,280,46,3,0,3189,32,356,1229,2472,2753,2238,1349,461,117,11018,32,303,592,924,726,538,347,111,23,3602,16,92,213,250,178,110,55,12,10,938,21,320,901,1461,1438,1190,530,167,57,6097,0,215,857,1355,1376,1363,584,185,40,5980,122,1178,3392,5006,4371,3251,1292,323,78,19019,79,616,1278,1566,1367,1006,353,101,24,6388,36,422,627,541,350,199,101,31,7,2320,89,310,532,709,488,307,149,54,7,2647,3,3,3,11,12,16,3,7,3,58,5,47,139,187,182,126,62,21,7,781,644,385,660,933,919,882,709,485,280,5905,1103,4587,11688,17132,15467,11969,5805,2028,669,70451
LGA17550,56,199,449,451,364,229,118,85,20,1964,0,3,7,0,10,3,3,7,7,48,7,9,30,61,53,47,40,31,7,286,617,333,597,884,985,914,1260,1649,603,7845,918,1527,4173,5892,6504,4856,3885,3175,909,31833,0,21,72,108,100,116,57,34,15,517,24,45,105,131,130,100,16,8,0,560,21,175,538,825,1141,1086,932,599,200,5514,22,143,481,673,677,523,359,223,50,3160,12,42,183,240,189,125,50,32,7,887,17,111,512,771,962,747,404,211,58,3794,3,51,349,582,699,787,392,176,48,3078,64,311,867,1049,1134,926,539,286,90,5272,59,205,560,723,742,552,253,87,13,3193,18,96,210,256,189,134,66,43,12,1027,89,189,509,504,448,313,169,101,24,2348,3,9,3,11,5,8,4,3,4,51,4,13,48,57,79,68,34,33,21,345,496,298,552,706,890,943,1075,1425,779,7163,835,1705,4993,6647,7391,6421,4342,3249,1318,36905
LGA17620,11,34,64,49,39,31,11,3,0,244,4,0,0,0,0,0,0,0,0,6,0,6,3,13,3,5,3,3,0,36,113,52,108,120,135,150,168,156,85,1091,194,390,850,905,959,680,402,281,110,4777,0,3,12,14,5,10,4,4,0,55,0,8,6,7,9,12,0,0,0,40,17,110,231,220,222,166,79,34,13,1082,3,31,61,50,72,48,28,3,5,305,7,53,136,103,82,48,26,17,0,466,0,26,98,105,128,111,63,25,9,558,4,13,69,73,84,99,37,15,3,401,13,60,151,184,167,102,47,17,6,756,3,34,68,80,68,42,19,6,0,328,0,6,16,14,4,9,7,6,0,67,4,22,72,76,38,38,13,3,0,277,0,0,4,0,0,0,0,0,0,4,3,0,10,15,10,6,7,0,0,55,95,45,109,133,122,161,182,169,76,1095,157,415,1053,1073,1010,850,511,313,106,5487
LGA17640,3,14,24,25,21,15,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,11,9,0,0,35,61,19,32,70,92,99,93,83,13,557,93,116,347,536,585,527,286,158,27,2681,0,0,4,8,9,9,12,3,0,43,3,0,9,3,9,9,0,0,0,28,3,24,46,71,105,91,67,19,8,434,0,11,29,42,47,39,19,0,0,189,4,15,33,68,68,64,51,16,0,326,0,12,43,56,78,72,43,14,4,319,0,6,22,49,46,61,38,11,6,236,3,21,55,94,87,95,51,16,6,415,3,19,35,86,79,64,30,9,4,326,0,0,6,15,19,18,14,0,0,68,3,7,27,30,22,18,5,3,0,110,0,0,0,0,0,0,0,0,0,3,0,0,4,10,6,17,3,3,0,41,43,22,36,53,70,54,91,91,17,479,61,140,343,576,634,609,418,195,41,3021
LGA17650,3,5,21,30,19,13,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,8,4,0,0,28,40,16,33,47,52,56,48,52,14,365,71,116,304,483,546,442,181,99,31,2265,0,3,14,21,21,28,17,3,0,108,0,3,8,3,4,5,0,0,0,28,3,11,36,60,64,83,42,16,5,323,3,12,25,24,43,26,11,5,0,162,3,17,38,50,42,44,24,6,3,228,5,6,29,50,62,63,30,9,0,250,0,4,26,44,67,90,24,7,0,265,3,21,49,80,93,69,25,7,0,339,9,11,54,79,74,62,25,8,0,314,0,3,7,14,19,17,9,3,0,72,3,7,21,32,26,14,3,0,0,119,3,0,0,0,3,0,0,0,0,6,0,0,3,5,6,4,3,0,0,22,36,16,35,50,48,79,57,37,20,370,68,113,344,512,574,579,273,99,33,2599
LGA17750,76,225,334,244,178,100,47,26,3,1225,0,9,3,10,12,6,4,0,0,41,8,29,65,52,70,30,22,4,4,279,414,249,410,470,495,414,484,537,220,3706,817,2195,4546,4511,4479,2701,1541,1101,334,22223,3,50,133,124,102,67,33,10,6,525,19,43,144,76,62,46,12,0,0,394,79,343,713,720,714,590,284,139,45,3639,38,206,338,271,315,269,106,69,17,1629,33,93,209,236,192,174,89,39,17,1075,29,233,581,587,573,423,192,110,50,2769,0,70,403,521,487,490,189,91,26,2286,63,408,1068,983,905,650,242,109,33,4464,37,218,569,532,451,286,117,40,10,2264,15,108,218,113,99,53,35,11,0,657,56,221,343,288,217,128,61,21,10,1346,4,6,0,3,9,5,0,0,0,37,3,20,60,65,64,51,17,12,0,299,395,304,398,423,516,460,437,473,242,3654,778,2324,5177,4947,4713,3697,1810,1126,454,25034
LGA17850,0,3,9,21,9,4,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,13,30,5,19,26,21,27,34,35,12,209,40,45,159,227,238,218,99,63,22,1104,0,0,3,3,3,3,0,0,0,11,0,0,0,4,3,0,0,0,0,10,0,12,16,31,38,38,21,9,0,153,0,3,14,8,10,11,4,0,0,50,3,13,37,44,29,28,21,8,0,186,3,9,9,17,31,28,26,0,3,126,0,3,9,12,22,38,10,9,0,94,7,5,29,42,29,27,19,3,3,163,4,7,8,20,15,23,7,0,0,85,0,0,3,0,3,4,0,0,0,10,0,8,9,13,8,9,7,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,0,16,23,8,15,15,31,28,37,31,7,195,44,71,154,199,223,244,149,62,15,1154
LGA17900,0,10,18,15,20,20,5,3,0,88,0,0,0,0,4,0,0,0,0,3,0,3,0,3,6,0,3,0,0,17,41,56,107,126,156,143,105,61,4,800,50,138,427,428,498,431,230,104,18,2320,0,4,0,11,5,9,4,0,0,28,0,0,3,3,4,0,0,0,0,17,0,9,43,42,58,64,52,25,10,303,0,3,12,16,18,38,16,7,0,110,7,12,35,41,27,15,9,10,0,156,0,0,29,47,50,44,12,6,3,192,0,12,50,38,48,32,17,3,0,202,0,12,45,49,45,38,19,0,0,211,5,13,41,50,24,37,17,4,0,177,0,0,7,3,11,14,3,0,0,34,0,12,18,20,15,20,9,8,0,100,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,19,58,42,71,113,128,150,119,79,23,790,71,126,370,424,421,464,281,141,32,2345
LGA17950,0,3,10,3,5,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,12,11,27,26,24,27,36,26,5,197,21,55,165,177,168,115,80,38,12,835,0,0,3,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,7,18,14,37,20,11,3,3,125,0,0,7,0,6,8,7,0,0,31,3,9,30,25,37,16,6,5,0,122,3,8,12,12,31,13,19,3,0,97,0,8,11,11,16,14,3,0,0,73,3,8,22,28,26,13,6,3,0,110,3,12,18,13,13,6,0,0,0,67,0,3,0,3,0,0,0,0,0,3,0,3,5,6,9,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,18,9,31,29,27,31,35,31,3,206,33,66,157,158,203,131,94,54,4,898
LGA18020,3,21,40,23,26,18,6,3,0,140,0,0,0,0,0,0,0,0,0,7,3,4,4,0,9,11,5,0,3,31,67,31,78,93,129,140,158,135,42,875,85,144,474,636,705,609,390,230,58,3350,0,0,0,11,12,16,10,3,0,45,0,3,4,4,9,4,3,0,0,33,12,8,44,104,108,108,86,35,14,518,0,3,23,18,26,31,28,10,0,148,4,19,38,53,78,55,36,13,0,300,3,4,60,56,80,102,43,20,9,373,0,18,49,62,81,76,34,17,3,335,6,19,67,91,103,81,34,14,6,417,5,19,43,61,50,41,13,4,0,223,0,0,4,13,6,5,8,0,0,42,16,12,36,33,16,27,18,3,0,160,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,4,0,3,26,90,46,61,98,127,136,151,131,56,899,142,159,423,607,701,691,459,249,96,3526
LGA18050,10,139,428,273,141,139,41,36,13,1226,7,7,5,3,4,6,4,8,4,50,5,34,174,160,97,54,23,13,3,570,534,927,2960,1742,1261,1050,772,886,463,10612,609,2565,12386,8493,5527,4029,2117,1732,744,38197,0,59,359,291,176,133,70,40,13,1134,0,32,393,331,186,65,12,0,0,1025,3,89,724,550,422,446,312,181,81,2812,0,120,558,383,278,182,106,53,8,1694,0,13,118,97,46,23,13,4,0,309,4,100,778,603,529,394,199,136,48,2788,3,43,444,379,421,421,221,96,22,2053,18,455,3527,2626,1242,732,319,171,102,9187,16,270,1926,1601,930,736,298,126,36,5934,14,288,1562,996,443,199,76,44,20,3635,17,126,446,338,189,114,83,25,22,1358,0,3,11,3,0,8,12,6,5,41,0,47,178,202,116,54,30,12,6,650,277,630,2226,1343,865,701,647,505,358,7551,364,2265,13250,9735,5850,4194,2395,1386,718,40171
LGA18100,3,6,10,5,12,10,3,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,24,10,26,31,32,52,45,45,28,298,28,49,184,214,279,242,130,86,37,1242,3,0,4,3,0,3,0,0,0,18,0,0,0,0,4,3,0,0,0,14,3,15,37,25,30,37,30,22,3,198,0,0,8,7,8,11,10,4,0,52,0,10,22,37,37,30,24,3,0,157,0,0,11,20,32,29,11,6,3,121,0,4,21,34,34,29,15,9,0,146,3,8,26,36,40,42,11,4,0,182,0,6,15,12,19,8,3,3,0,76,0,0,0,11,0,0,8,0,0,19,0,5,12,19,7,7,10,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,22,5,15,27,46,49,65,46,22,292,32,59,187,220,275,264,183,96,26,1339
LGA18200,3,10,36,27,19,13,8,3,0,122,0,3,0,0,0,0,0,0,0,0,0,3,7,3,4,0,0,0,0,13,66,30,64,64,96,79,87,78,27,592,89,150,407,413,452,336,210,116,38,2210,0,0,7,5,6,6,4,0,0,36,0,0,0,3,0,0,4,0,0,12,3,26,72,65,75,69,49,9,3,377,0,17,15,31,37,21,23,8,0,141,0,7,34,56,27,29,3,4,0,158,0,9,33,51,59,46,26,3,3,226,0,4,37,55,46,46,25,12,0,219,3,21,75,76,63,48,17,3,3,306,7,16,20,49,38,37,8,8,0,176,0,0,9,3,8,10,6,0,0,27,3,16,24,42,24,18,10,3,0,135,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,3,4,0,0,27,70,32,62,42,88,75,78,65,29,545,99,147,390,481,463,400,257,119,40,2394
LGA18230,36,142,237,212,147,98,40,26,10,935,0,3,0,0,3,0,0,3,0,10,7,10,29,26,27,22,9,8,0,130,497,306,489,596,600,534,504,500,144,4176,714,1336,3217,3631,3459,2264,1352,883,225,17072,0,12,53,49,55,44,15,3,0,233,9,30,70,43,46,17,11,0,0,217,38,201,470,529,597,478,272,132,25,2747,27,120,233,204,226,170,108,41,11,1134,21,61,192,230,212,121,85,36,9,959,17,117,404,403,472,371,193,89,25,2091,0,66,384,390,339,354,149,52,21,1757,50,259,642,729,687,445,172,52,16,3051,39,165,373,406,377,231,86,27,7,1704,10,25,78,51,47,39,20,4,4,282,37,142,279,228,153,103,63,26,4,1042,4,0,0,4,9,3,0,0,0,29,0,9,20,44,35,22,10,4,0,159,423,317,556,562,556,446,474,398,158,3889,670,1512,3752,3874,3823,2865,1662,863,285,19296
LGA18250,20,110,260,233,124,93,30,12,10,900,11,19,7,6,4,6,3,4,0,57,0,39,107,125,95,62,21,20,5,467,453,501,1030,816,695,517,392,442,286,5124,570,2592,9009,8667,6567,4369,2101,1573,658,36103,4,90,346,378,320,231,150,72,23,1619,6,88,881,725,350,130,13,4,0,2203,3,127,656,757,715,585,368,248,102,3559,3,49,204,310,247,215,106,59,18,1211,0,12,82,87,58,44,24,12,9,313,0,118,683,701,691,531,329,213,91,3353,0,37,335,401,482,485,262,154,43,2200,30,666,3126,3259,2145,1336,513,260,136,11477,12,276,1077,1466,1132,801,363,144,53,5330,19,221,615,442,346,182,80,52,19,1989,17,131,313,260,161,95,37,14,4,1031,5,3,0,6,7,4,7,7,0,46,0,39,114,157,102,72,24,14,9,523,303,342,689,597,518,452,347,345,251,3836,410,2198,9123,9535,7276,5162,2620,1594,763,38686
LGA18350,25,119,229,234,138,111,51,30,3,935,0,0,3,9,6,4,0,3,0,21,3,12,27,32,46,44,25,18,12,215,301,126,277,435,454,480,505,467,253,3301,426,756,2327,3770,3920,3545,2387,1332,439,18907,0,16,42,68,108,102,80,42,11,477,0,15,36,48,50,35,18,5,0,204,22,134,311,554,770,632,564,296,63,3350,18,69,182,276,296,214,179,72,10,1318,18,55,123,175,151,110,68,22,9,717,7,62,172,342,523,519,340,223,39,2227,0,29,144,330,467,542,337,148,20,2013,17,144,353,655,702,763,592,231,65,3524,16,105,241,451,450,466,329,115,16,2191,4,47,108,180,162,136,115,44,10,809,43,134,222,258,199,112,91,21,13,1083,0,3,5,0,7,0,3,0,0,16,0,7,20,45,53,49,38,17,3,239,264,120,212,349,432,465,489,485,358,3169,418,930,2169,3743,4365,4143,3246,1717,613,21332
LGA18400,36,107,225,176,105,67,24,11,5,748,0,0,0,0,5,9,3,0,0,19,5,9,34,32,28,17,7,3,0,143,427,198,324,432,489,363,316,251,74,2865,619,1138,3026,3689,3594,2158,984,504,140,15849,3,23,59,84,83,67,21,5,3,346,7,21,63,44,45,33,9,0,0,215,36,254,582,1002,946,723,406,153,26,4127,17,145,302,364,287,197,91,32,7,1447,16,41,125,126,96,60,27,4,0,504,7,70,223,343,355,269,108,46,11,1433,0,65,252,362,366,354,93,34,8,1534,59,222,495,712,673,476,157,36,11,2838,41,144,372,404,310,199,68,20,7,1567,13,68,91,81,70,47,18,4,0,389,46,131,213,229,138,100,35,6,3,895,3,3,4,3,3,3,0,0,0,21,6,13,18,44,42,34,14,7,0,176,317,174,288,419,422,344,304,251,116,2640,579,1361,3100,4209,3848,2900,1352,607,194,18136
LGA18450,138,569,977,808,498,337,131,102,28,3599,8,38,13,13,19,11,11,11,0,112,12,73,163,178,159,108,45,33,11,775,1413,1169,1758,2140,1981,1840,2199,2397,848,15743,2166,6700,16089,16635,15585,10249,6480,4639,1359,79899,3,226,568,494,456,375,197,51,15,2386,42,301,810,491,353,156,38,10,0,2200,86,947,2729,3329,3860,3117,1950,1034,333,17382,72,400,1084,1165,977,663,476,290,77,5197,20,89,333,331,256,142,50,25,7,1248,57,467,1534,1651,1706,1130,516,234,71,7361,11,270,1291,1398,1642,1663,653,279,79,7286,215,1455,3402,3490,2811,1898,881,361,112,14617,116,906,2100,2097,1770,1208,464,182,41,8888,52,372,734,614,453,260,121,57,15,2672,133,498,1136,909,652,394,219,92,33,4072,13,57,16,12,9,16,17,6,6,149,11,66,158,177,178,125,56,38,14,819,1099,1002,1511,1580,1818,1738,1784,2174,916,13616,1920,7046,17394,17732,16938,12879,7428,4822,1726,87890
LGA18500,8,65,232,192,102,92,36,40,17,781,3,3,8,7,0,3,3,3,3,24,3,47,155,134,102,115,38,34,10,629,455,435,1285,1076,881,915,598,638,371,6656,526,1767,7855,6385,5149,4894,2369,1803,776,31523,0,67,234,230,141,133,94,39,29,958,0,18,201,155,104,38,14,0,0,533,3,39,333,266,264,270,230,155,98,1653,0,58,279,270,179,178,113,39,24,1145,0,6,57,47,41,27,17,14,5,216,3,80,482,469,558,594,453,270,117,3022,0,33,267,231,310,475,226,114,40,1696,15,413,2424,1955,1435,914,531,216,89,7992,10,277,1545,1258,1138,1018,612,241,68,6165,10,239,978,604,407,228,112,52,27,2651,3,84,223,197,119,101,40,30,13,816,5,3,3,4,0,5,0,6,3,21,0,40,123,140,119,94,57,23,5,602,321,366,1187,938,753,653,566,438,362,5590,364,1714,8329,6755,5573,4737,3063,1636,879,33047
LGA18710,6,23,48,57,37,26,8,3,0,205,0,0,0,0,3,0,0,0,0,8,0,0,13,17,11,16,6,6,0,75,101,28,57,119,115,127,99,84,29,756,150,240,816,1300,1294,1024,464,233,53,5570,0,5,28,81,67,58,41,4,0,287,3,6,31,64,52,34,4,0,0,192,11,38,125,211,236,151,97,48,3,924,4,23,70,123,93,65,42,9,5,437,3,20,56,101,94,70,39,19,4,406,0,21,63,137,123,125,62,24,8,569,0,12,69,101,112,143,76,20,3,533,7,38,174,348,256,195,84,29,8,1137,9,39,127,230,204,201,86,17,0,911,3,12,27,69,48,31,11,5,0,215,8,30,65,66,41,36,18,0,0,256,0,0,0,0,0,0,0,0,0,6,0,0,12,22,24,18,13,3,0,95,101,42,99,153,152,107,116,143,104,1017,156,288,949,1705,1511,1235,684,319,135,6984
LGA19399,5,0,12,3,3,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,5,11,12,9,3,0,58,10,21,60,86,86,70,31,13,0,384,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,9,13,15,21,5,10,0,71,0,6,0,4,3,5,5,0,0,25,0,10,6,22,17,8,0,0,0,61,0,3,11,3,12,6,9,0,0,48,0,0,3,7,9,3,7,0,0,31,0,3,10,15,16,8,4,0,0,56,0,0,6,4,9,6,4,0,0,22,0,0,0,0,0,3,0,0,0,4,0,3,14,8,4,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,6,6,3,0,48,7,27,76,85,92,72,48,16,6,423
LGA19499,12,40,98,41,38,22,3,0,0,254,0,4,4,3,0,0,3,0,0,12,5,8,22,14,9,9,3,0,0,76,63,157,349,268,211,184,128,77,20,1454,126,582,1586,1069,795,652,307,119,33,5250,0,22,59,33,17,12,11,4,0,150,0,21,67,28,15,12,4,0,0,143,0,62,197,121,143,144,106,13,3,799,8,21,83,76,57,45,42,3,0,336,7,18,30,29,16,14,11,0,0,121,3,33,123,70,79,83,27,5,4,426,3,14,79,36,50,63,19,10,3,273,14,111,279,179,118,110,42,4,3,863,11,72,192,104,86,73,28,3,0,569,0,50,113,52,37,17,11,0,0,287,18,47,101,45,38,20,16,0,0,286,0,0,0,3,0,3,0,0,0,13,0,8,25,23,9,9,4,0,0,83,143,222,592,623,602,406,243,93,56,2983,213,692,1941,1417,1270,1020,562,139,74,7324
LGA19799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,6,3,0,0,17,3,8,15,10,4,6,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,19,0,0,3,7,7,12,15,14,0,63
