LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA18100,17,0,16,4,0,43,12,0,5,0,0,19,9,0,17,3,0,36,8,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,48,4,56,4,4,118,17,3,14,0,0,33,11,0,0,0,0,10,14,6,10,0,0,34,8,0,19,0,4,31,4,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,50,6,50,5,7,119,17,0,15,0,0,34,0,0
LGA18200,33,3,36,0,5,82,11,0,8,0,0,17,44,5,29,3,10,96,17,3,18,3,0,46,10,3,10,0,0,15,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,19,109,17,124,10,18,280,25,0,26,3,0,57,4,0,4,0,0,6,34,0,12,0,3,49,44,5,36,0,3,88,6,3,8,3,3,25,8,3,14,0,0,25,0,0,9,0,0,14,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,127,15,123,8,9,283,30,9,13,3,0,61,0,0
LGA18230,89,13,64,3,12,182,36,3,26,3,3,75,174,17,130,4,27,357,238,35,228,11,12,519,91,15,118,7,6,246,47,14,97,4,7,172,25,12,44,4,3,86,9,3,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,20,0,20,0,3,45,734,111,742,44,83,1709,83,4,57,8,10,164,11,0,8,0,0,22,120,16,73,4,12,232,157,20,98,8,19,306,87,11,96,5,10,218,154,14,175,5,18,372,90,23,149,19,11,293,41,21,81,6,11,160,3,0,5,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,27,3,27,3,4,65,781,120,778,67,94,1842,48,6,35,7,9,100,14,0
LGA18250,58,11,49,7,11,132,8,0,3,0,0,14,41,3,4,0,0,50,42,0,19,0,0,54,26,0,6,0,3,41,106,5,33,9,11,158,610,10,245,27,24,914,700,25,344,29,36,1131,253,31,278,43,32,641,78,14,190,17,13,313,37,11,116,19,9,192,22,11,59,8,5,111,10,11,28,0,0,52,13,18,66,6,3,103,38,3,26,6,4,85,2042,149,1459,177,158,3987,58,9,49,11,7,134,3,0,0,0,0,3,31,0,3,3,0,35,29,3,13,0,0,40,17,0,17,0,3,35,37,0,13,0,8,51,73,0,29,9,3,107,453,7,187,29,24,704,730,27,443,51,28,1285,329,20,287,22,30,684,171,23,258,30,16,496,84,17,184,12,12,311,36,12,107,15,8,181,54,36,233,37,8,374,46,7,43,6,3,109,2147,159,1877,227,150,4559,72,8,69,10,9,163,0,0
LGA18350,56,11,47,6,9,127,13,0,3,0,0,13,62,0,39,3,3,106,123,13,83,9,17,246,98,8,106,5,10,234,108,9,140,4,11,269,69,12,115,13,13,227,39,4,60,10,3,118,10,3,15,3,0,34,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,4,27,3,22,0,0,55,610,75,634,59,76,1449,55,9,47,4,7,129,9,0,0,0,0,9,27,0,5,0,0,34,75,4,18,3,3,99,40,4,41,0,4,91,82,20,102,5,16,225,134,24,156,13,26,349,109,31,157,10,23,337,47,20,58,3,11,134,8,4,28,3,5,55,3,0,5,3,0,14,3,0,5,0,0,10,4,0,0,0,0,7,0,4,5,0,0,11,28,0,18,0,7,48,623,118,652,45,103,1550,53,7,44,6,9,111,0,0
LGA18400,55,12,36,3,7,115,5,0,4,0,3,15,44,3,18,3,9,76,56,14,57,9,3,132,66,6,84,4,6,170,67,14,126,8,13,224,27,12,48,4,11,105,19,9,26,3,8,62,3,0,3,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,6,3,3,24,355,68,424,34,59,934,37,7,53,4,8,113,0,0,5,0,0,4,16,0,12,4,0,29,36,0,16,4,3,63,35,6,27,0,4,66,67,7,67,10,8,154,75,13,125,4,11,225,51,26,105,11,27,214,20,16,46,8,13,96,5,6,13,3,6,40,3,3,5,0,3,12,0,0,3,0,0,3,0,0,0,0,0,0,6,0,6,0,0,7,21,7,19,4,0,53,365,83,497,56,90,1090,36,5,39,3,9,87,3,0
LGA18450,151,7,114,7,18,292,115,3,31,8,12,170,688,40,225,26,58,1032,603,54,393,37,108,1196,430,56,362,43,98,985,584,74,608,54,95,1417,402,64,440,45,62,1009,114,24,164,21,20,344,28,6,37,7,4,85,6,3,10,3,3,23,3,0,3,0,0,10,0,0,4,0,4,8,0,0,0,0,0,0,16,0,9,0,4,30,81,10,38,6,14,155,3215,344,2436,259,504,6756,132,15,100,12,14,277,30,0,10,0,0,39,435,9,64,19,37,559,376,29,165,32,50,649,283,17,148,18,54,524,548,45,437,53,89,1172,816,84,720,77,109,1810,574,102,667,76,69,1480,176,54,244,22,29,532,52,7,84,10,16,171,19,6,19,3,3,56,3,4,4,0,0,17,0,0,3,0,0,7,21,0,10,0,3,29,107,7,57,13,17,206,3568,391,2739,335,479,7516,112,10,85,12,19,240,16,0
LGA18500,67,3,48,9,3,131,3,0,0,0,0,5,11,0,3,0,0,20,27,0,3,0,3,31,40,0,5,0,0,40,72,0,13,0,4,88,284,3,47,4,9,349,440,12,137,9,15,619,326,7,102,4,5,447,162,9,79,9,10,269,115,7,68,15,7,204,63,15,74,9,7,166,49,5,54,9,3,120,83,39,213,38,12,402,43,3,28,4,3,78,1789,104,881,120,92,2974,59,4,43,5,3,120,0,0,0,0,0,0,7,0,3,0,0,17,5,0,3,0,0,12,13,0,4,0,0,16,35,0,11,0,0,42,78,0,14,0,0,93,300,3,66,3,11,381,405,3,114,10,7,539,393,6,138,8,3,544,185,6,89,10,8,300,144,6,91,9,6,257,86,4,81,6,9,184,249,63,439,48,35,832,51,7,25,3,3,98,2004,110,1127,109,87,3440,55,4,40,18,7,121,0,0
LGA18710,31,4,43,0,6,90,8,0,10,0,3,18,27,0,24,6,0,63,32,3,19,0,4,64,17,0,21,0,3,46,24,4,29,0,0,53,16,3,26,0,0,40,10,0,8,0,0,24,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,8,3,3,21,188,27,194,16,27,444,30,6,32,3,0,69,3,0,5,0,0,8,10,0,14,3,0,27,16,0,10,0,0,28,7,0,14,0,3,28,29,4,27,0,6,62,32,6,59,6,11,108,26,6,43,6,6,82,14,0,19,7,3,42,0,0,11,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,18,187,24,234,19,29,500,27,3,24,3,5,72,3,0
LGA19399,24,0,22,0,0,49,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,39,0,36,0,0,79,12,3,12,0,0,29,3,0,3,0,0,4,0,0,8,0,0,8,0,0,0,0,0,6,0,0,4,0,0,7,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,21,3,36,0,0,59,12,0,11,0,0,21,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
