LGA_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
LGA17200,1016,2798,4616,28,16,8477,801,3762,8361,41,26,12984,587,3480,19889,113,27,24101,393,1298,4606,31,11,6340,218,1381,3682,64,23,5361,23,155,440,6,0,621,21,65,381,10,0,478,36,171,379,6,0,589,1282,6549,29364,232,66,37490,41,62,238,0,3,340,704,2767,15462,455,119,19507,3837,15933,58039,759,232,78798,1013,3169,6366,25,15,10587,817,4398,11989,22,45,17272,656,4104,24707,108,107,29694,177,1573,4472,13,266,6503,242,1591,5115,64,45,7053,23,173,597,0,4,803,25,79,561,10,12,677,25,115,343,4,4,494,1159,7639,35795,189,439,45222,26,109,292,0,25,452,296,1718,8989,544,67,11613,3310,17032,63432,793,587,85150,735,3584,7876,47,45,12286,478,4544,12065,42,55,17190,243,4745,31659,190,163,36994,62,1576,4876,0,21,6532,92,1617,6489,71,75,8342,14,125,1106,11,18,1270,10,88,917,13,28,1060,11,91,373,3,5,484,432,8235,45422,287,310,54686,12,119
LGA17310,7053,121,266,100,0,7540,6112,57,82,46,4,6308,1686,218,874,4,0,2788,656,12,175,0,0,847,1039,61,139,15,0,1257,34,9,72,0,0,117,283,3,41,60,0,384,193,0,24,11,0,232,3895,309,1322,93,0,5625,141,10,45,3,0,199,727,38,126,40,0,934,17937,534,1841,283,10,20601,6975,235,156,80,12,7458,6588,109,75,27,9,6807,2305,246,816,12,3,3381,597,96,138,0,3,833,1128,59,147,23,4,1364,30,34,42,0,0,104,271,9,41,38,3,360,145,4,35,5,0,191,4466,452,1213,83,12,6235,130,43,7,3,0,181,901,128,207,99,5,1334,19059,965,1653,292,34,22009,7017,241,25,117,37,7432,6593,94,10,57,33,6787,2707,977,238,77,21,4019,383,188,86,107,5,762,1213,120,35,16,19,1408,48,47,3,3,3,101,262,29,15,42,12,345,146,20,9,3,0,179,4758,1383,382,245,57,6822,141,21
LGA17350,1029,24,17,12,0,1086,601,3,0,0,0,607,120,3,21,5,0,148,53,0,8,0,0,64,143,5,22,3,0,175,24,0,11,0,0,30,27,0,10,0,0,37,36,3,0,0,0,41,404,14,69,7,0,496,23,0,3,0,0,23,93,3,10,0,0,106,2151,53,100,27,0,2330,1050,0,21,22,0,1093,590,5,7,4,0,611,139,0,27,0,0,167,50,0,8,0,0,57,151,0,15,0,0,175,25,0,25,0,0,44,27,0,8,0,0,39,27,0,3,0,0,34,422,8,84,0,3,517,23,0,0,0,0,24,95,0,7,3,0,113,2181,13,123,34,3,2356,1056,8,21,18,6,1106,609,7,7,5,4,622,169,14,29,3,0,216,41,3,3,0,0,52,170,0,20,0,0,194,0,4,25,0,0,32,26,3,0,5,0,32,27,3,0,0,0,24,437,22,83,6,0,554,19,0
LGA17400,1210,12,4,61,3,1291,577,4,0,20,0,607,142,12,34,4,0,187,47,14,0,0,0,58,186,9,9,9,0,213,49,8,7,0,0,59,52,3,0,4,0,65,42,0,0,3,0,53,518,42,50,18,0,629,41,0,0,8,0,46,122,0,5,15,0,142,2470,64,59,123,4,2719,1221,4,3,63,4,1297,666,3,0,25,3,694,170,25,29,0,0,223,47,0,12,0,0,61,191,3,10,11,0,214,34,0,7,0,0,38,52,0,7,5,0,66,37,0,3,3,0,46,529,29,63,16,0,645,37,0,0,3,0,39,170,3,5,13,0,194,2626,37,76,118,5,2867,1332,5,5,30,10,1381,609,4,0,14,3,623,199,32,16,5,3,254,33,0,7,0,0,42,207,3,0,3,0,218,40,9,0,0,0,47,29,0,3,8,0,41,40,0,0,3,0,44,548,50,24,21,3,648,28,0
LGA17420,13181,786,355,44,3,14371,18446,1169,251,22,0,19886,2674,1187,560,7,0,4425,37,89,13,0,0,136,883,170,87,7,0,1148,22,6,51,0,0,75,119,123,5,9,0,253,124,16,19,3,0,165,3862,1594,729,22,0,6207,95,26,117,0,0,238,1189,176,128,23,0,1523,36776,3750,1582,110,5,42226,13969,1045,481,27,3,15531,19054,1713,554,4,6,21330,2861,970,714,0,0,4539,48,98,0,0,0,151,1011,213,116,12,0,1350,24,89,4,0,5,130,138,108,11,10,3,272,117,22,12,0,0,151,4205,1505,845,19,11,6593,139,113,41,0,7,311,1017,171,159,3,0,1356,38384,4553,2083,57,30,45111,14669,1312,560,24,24,16590,19097,2168,602,13,27,21910,3765,1396,1107,20,27,6315,41,75,11,0,4,127,946,210,153,6,10,1325,27,67,41,0,3,139,130,71,9,11,4,229,99,20,9,0,7,134,5008,1842,1337,33,58,8276,194,186
LGA17550,8988,2431,968,1663,21,14071,6879,861,335,59,4,8132,1856,1136,1138,21,3,4154,282,267,282,3,0,836,1435,693,420,71,0,2625,62,61,41,0,0,164,151,85,70,302,5,616,188,49,63,18,0,315,3979,2290,2021,415,11,8714,152,66,44,20,0,284,1248,422,373,256,7,2309,21245,6072,3742,2419,43,33517,9470,2438,1071,1015,13,14013,7629,1271,527,60,6,9486,2155,1368,1520,17,7,5063,266,390,265,4,0,928,1555,652,533,55,12,2808,67,61,55,3,0,180,165,85,81,245,4,581,142,43,45,23,0,256,4352,2597,2500,341,30,9821,149,133,65,24,0,372,1108,435,456,188,7,2194,22703,6877,4620,1626,59,35880,9745,2365,1291,1263,148,14809,8295,1176,455,66,44,10046,2229,1411,1498,15,23,5181,239,405,265,0,0,908,1553,589,416,47,38,2647,51,87,25,3,0,161,168,64,55,213,31,532,142,44,38,11,6,244,4385,2600,2296,302,105,9674,166,159
LGA17620,1861,15,17,47,4,1940,1399,4,12,5,0,1418,317,34,125,3,0,481,107,6,33,0,0,152,379,14,21,5,0,413,12,10,17,0,0,41,214,4,5,36,0,255,142,0,6,0,0,153,1166,67,212,39,3,1496,58,0,0,0,0,64,226,8,25,12,0,272,4718,99,265,110,5,5195,1802,8,18,57,0,1884,1597,10,10,9,4,1627,393,59,88,3,0,540,107,14,30,0,0,147,418,8,25,8,0,460,29,4,15,0,0,48,215,7,14,55,0,290,128,0,0,0,0,133,1287,93,168,63,0,1609,60,0,0,3,0,70,273,14,24,15,3,325,5018,117,224,145,11,5515,1759,7,27,54,19,1869,1618,7,13,7,11,1652,478,52,117,0,4,652,87,3,45,0,0,140,363,6,24,3,8,405,25,0,8,0,0,35,169,5,7,18,7,210,75,0,0,0,3,79,1207,77,200,21,21,1521,41,0
LGA17640,1367,14,0,20,3,1409,662,0,0,11,3,678,82,0,0,0,0,88,19,0,0,0,0,21,173,5,0,5,0,180,3,13,0,0,0,17,62,0,0,0,0,69,84,0,0,3,3,95,430,25,10,10,3,474,35,3,0,0,0,39,156,3,0,0,0,166,2652,39,8,47,14,2760,1364,23,0,21,0,1406,819,3,3,13,0,834,115,5,0,0,0,123,14,0,0,0,0,15,214,0,3,0,0,217,7,7,4,0,0,22,63,0,0,0,0,66,46,0,0,3,0,55,463,11,7,4,0,495,30,0,0,3,0,36,136,3,0,3,0,143,2809,42,15,40,4,2915,1344,26,0,27,16,1407,893,7,0,9,11,915,150,8,3,0,0,157,14,3,0,0,0,21,205,12,0,4,3,219,9,14,0,0,0,17,45,0,0,0,0,45,47,0,0,0,0,49,475,28,3,10,3,515,32,3
LGA17650,928,0,4,13,0,946,700,0,3,3,0,702,106,0,21,0,0,131,19,0,10,0,0,26,132,5,9,0,0,151,17,0,0,0,0,24,60,0,0,6,0,69,38,0,3,0,0,41,373,11,50,9,0,444,21,0,0,0,0,21,94,0,3,12,0,111,2115,9,61,38,0,2218,930,0,11,15,0,957,726,0,0,4,0,734,132,3,35,0,0,170,10,0,7,0,0,16,162,0,8,6,0,177,0,0,0,0,0,0,61,0,0,15,0,73,25,0,0,0,0,26,397,3,48,23,0,465,21,0,0,0,0,23,83,3,3,0,0,90,2160,7,64,44,4,2275,945,4,0,18,6,969,753,0,0,7,3,762,162,7,19,0,0,194,15,0,3,0,0,22,150,0,8,3,7,164,0,0,0,0,0,3,59,0,0,10,0,70,34,0,0,0,0,39,435,8,29,13,5,489,27,0
LGA17750,5969,198,280,42,0,6489,6785,121,120,29,0,7056,1736,349,1204,24,0,3303,1105,20,165,0,0,1292,991,59,180,18,0,1252,48,5,29,0,0,87,396,21,29,56,0,497,131,8,35,0,0,171,4409,465,1631,97,0,6596,81,24,90,3,0,193,596,55,190,11,0,852,17828,856,2313,184,0,21188,5980,215,289,49,0,6538,7125,134,186,18,0,7466,2215,328,1211,33,13,3802,963,67,150,0,0,1180,1096,72,185,16,0,1371,34,16,49,0,0,109,483,29,25,35,0,570,115,8,15,10,0,149,4902,521,1638,90,21,7178,89,45,55,3,0,196,677,68,184,45,0,969,18781,990,2352,203,18,22345,6076,198,242,54,17,6582,7238,76,132,38,23,7508,2793,397,1311,55,11,4562,804,36,190,0,0,1029,1114,74,131,22,11,1344,38,22,60,0,0,126,373,23,22,23,6,446,93,4,22,3,3,125,5218,549,1736,98,28,7632,108,67
LGA17850,596,3,4,7,0,606,275,0,0,5,0,287,24,0,7,0,0,35,21,0,10,0,0,26,107,0,9,3,0,121,5,0,0,0,0,5,48,3,10,3,0,61,43,0,0,3,0,47,256,5,27,8,0,302,19,0,0,0,0,18,41,0,3,8,0,53,1190,5,37,31,0,1271,561,0,3,5,0,570,275,0,3,3,0,275,39,4,11,0,0,57,21,0,11,0,0,35,106,3,0,5,0,110,4,0,0,0,0,4,56,0,3,8,0,63,50,0,3,0,0,48,273,14,27,12,0,321,23,0,0,3,0,27,53,3,4,16,0,74,1181,15,36,36,0,1265,571,0,4,12,10,593,243,0,0,3,7,254,47,0,9,0,0,60,25,0,3,0,3,31,95,0,6,0,0,100,4,0,0,0,0,3,58,0,0,6,3,71,40,0,0,3,0,43,272,0,18,11,3,303,15,0
LGA17900,920,5,11,263,0,1197,331,3,8,16,0,359,56,10,23,4,0,98,123,6,16,0,0,144,214,0,32,24,0,270,105,0,12,3,0,123,205,12,36,29,0,276,108,3,3,22,0,140,815,32,119,85,0,1053,74,0,0,30,0,100,252,0,16,89,0,370,2388,44,157,482,0,3072,916,3,6,264,12,1193,329,0,4,9,4,351,60,3,16,4,0,82,151,0,20,3,0,173,179,0,14,16,3,204,106,0,20,0,0,125,196,10,31,27,0,267,91,0,3,17,0,110,781,15,97,64,3,963,59,0,0,23,0,88,231,3,21,69,0,321,2320,24,126,433,17,2922,747,0,3,246,53,1047,278,0,0,9,12,307,84,0,19,3,3,111,151,0,19,0,10,186,173,0,15,12,13,211,129,0,16,0,6,151,151,0,44,12,14,223,64,0,5,6,3,72,750,4,119,37,55,953,53,0
LGA17950,419,4,0,14,0,444,260,3,0,8,0,268,14,3,0,0,0,12,43,0,3,0,0,49,112,3,5,4,0,123,14,9,0,0,0,25,91,0,5,3,0,100,42,0,0,3,0,42,310,17,16,10,0,346,9,0,0,0,0,9,46,0,3,4,0,54,1041,22,20,35,0,1124,449,4,3,12,0,471,223,4,0,0,0,230,21,0,3,0,0,30,51,3,0,0,0,51,102,8,8,8,0,132,12,0,12,0,0,25,70,5,3,4,0,90,42,0,0,3,0,44,299,22,34,23,0,370,13,0,0,0,0,17,54,0,4,3,0,60,1038,35,44,37,0,1149,424,0,6,9,5,439,224,0,0,0,4,228,27,3,7,0,0,41,31,0,0,0,0,31,109,3,5,0,0,118,19,0,13,0,3,30,60,0,5,3,3,65,17,0,0,0,0,16,263,7,31,6,5,310,13,0
LGA18020,1803,11,6,53,0,1880,816,0,3,8,0,834,138,5,46,0,0,191,95,3,11,0,0,104,319,7,17,7,0,350,21,3,13,0,0,32,144,0,13,18,0,172,95,3,0,8,0,107,804,21,96,31,0,948,48,3,0,0,3,52,209,0,8,21,0,235,3686,39,114,112,4,3950,1710,5,12,49,3,1786,812,0,3,6,3,831,165,3,35,0,0,204,85,0,9,0,0,90,359,8,19,6,0,395,14,0,13,0,0,28,124,0,13,7,0,138,70,0,0,0,0,78,811,14,85,17,3,930,42,0,6,3,0,53,238,0,21,38,0,297,3620,24,128,107,11,3900,1598,9,0,47,33,1683,790,5,3,3,14,819,205,6,33,3,3,253,84,0,10,0,0,86,332,0,14,3,7,355,11,13,0,0,0,28,107,3,7,14,3,134,62,0,6,0,0,68,801,24,70,15,10,924,45,0
LGA18050,2467,1479,2647,37,3,6636,1691,1319,2151,26,0,5188,582,725,5771,59,0,7132,9,24,359,0,0,387,331,368,1709,17,0,2426,14,18,83,0,0,112,26,13,97,0,0,137,40,42,154,3,0,233,997,1184,8164,82,3,10433,30,28,87,0,0,144,614,571,3740,56,3,4988,5807,4580,16790,200,9,27388,2329,1590,2587,18,11,6534,1716,1642,2588,14,17,5983,504,853,6911,78,22,8370,14,22,419,0,0,456,266,427,1892,35,7,2620,8,9,93,0,0,110,15,13,108,4,4,141,24,27,154,0,0,210,821,1348,9571,124,32,11894,19,19,101,0,0,140,384,428,2622,37,4,3473,5275,5027,17472,190,62,28028,2025,1649,2577,81,35,6361,1512,1896,2593,32,23,6058,343,790,7689,165,19,8999,4,6,389,0,0,405,156,299,1818,58,18,2352,8,14,87,0,0,105,6,9,90,4,0,119,28,19,115,3,0,161,543,1138,10191,226,43,12144,28,19
LGA18100,764,0,11,10,0,790,347,0,0,4,0,352,52,0,11,3,0,62,24,0,6,0,0,30,105,0,5,0,0,110,0,0,29,0,0,24,24,0,0,3,0,29,25,0,0,0,0,32,232,0,47,6,0,285,25,0,0,0,0,21,66,0,4,4,0,74,1434,0,65,21,0,1521,759,3,11,6,0,788,342,0,4,0,0,348,49,11,14,0,0,75,19,0,3,0,0,19,132,0,8,0,0,145,0,14,13,0,0,29,27,0,3,0,0,33,20,0,0,0,0,25,248,23,40,0,0,320,14,0,0,0,0,14,75,3,4,0,0,85,1438,34,62,7,0,1545,705,14,0,5,4,730,357,0,0,3,3,363,58,20,5,0,0,88,14,0,0,0,0,14,99,3,0,3,0,107,34,3,0,0,0,34,21,0,0,0,0,27,21,0,0,0,0,25,248,28,4,3,0,292,15,0
LGA18200,851,10,14,97,0,975,794,5,9,3,0,812,121,5,39,0,0,168,46,0,0,0,0,49,164,4,10,8,0,189,56,7,3,0,0,62,97,3,7,34,0,146,44,0,3,12,0,57,527,23,66,47,0,663,17,3,0,7,0,31,127,3,12,19,0,167,2316,48,104,177,0,2648,868,3,17,128,0,1022,786,4,3,6,3,809,150,3,50,0,0,207,35,3,0,0,0,40,171,4,7,7,0,185,60,9,3,0,0,74,83,0,11,30,0,120,25,3,0,9,0,38,529,20,71,51,0,667,23,0,0,3,0,27,169,3,10,31,0,209,2374,34,102,216,6,2734,871,3,20,103,9,1005,752,0,5,7,3,772,131,12,50,0,0,193,36,0,0,0,0,40,174,8,8,3,0,198,45,11,12,0,0,69,67,5,3,15,7,98,28,0,3,6,0,37,479,29,84,30,7,629,24,0
LGA18230,5181,219,89,120,0,5618,5087,126,57,42,4,5313,1664,264,587,20,0,2527,692,33,141,0,0,868,715,44,60,13,0,828,101,8,57,0,4,179,132,3,22,35,0,193,135,10,15,3,0,164,3433,370,880,75,5,4758,86,76,15,3,0,177,935,93,203,80,0,1306,14721,884,1242,322,15,17183,5216,114,140,63,3,5534,5757,95,61,13,0,5930,1757,415,600,18,0,2798,575,83,217,0,0,874,841,61,85,16,0,1001,90,28,51,0,0,168,142,12,36,36,0,219,124,9,10,3,0,145,3526,604,999,75,0,5206,77,15,80,5,0,184,685,65,122,147,0,1024,15272,894,1402,304,9,17876,5073,154,168,213,20,5617,5671,92,49,112,15,5942,2020,523,536,45,12,3136,480,110,188,3,3,779,913,77,58,31,12,1082,81,46,33,0,0,155,111,17,16,55,13,209,84,9,11,0,3,104,3689,770,845,128,40,5465,72,26
LGA18250,5957,522,1689,14,0,8179,4272,628,1799,8,0,6710,1185,475,4367,27,0,6055,32,30,314,0,0,374,485,143,717,27,0,1368,25,10,67,0,0,101,24,14,81,3,0,125,67,17,74,0,0,157,1816,683,5622,55,0,8180,61,5,104,0,0,176,594,141,1231,13,0,1989,12704,1982,10447,94,3,25228,5938,535,1955,7,0,8437,4328,691,2235,9,3,7277,1190,451,4765,17,0,6425,30,44,323,0,0,399,524,141,815,11,0,1489,20,13,64,0,0,102,28,15,104,4,0,150,65,5,60,0,0,132,1859,674,6124,37,0,8695,63,15,155,0,0,235,465,90,804,8,0,1362,12655,2000,11275,59,3,25997,5674,640,2073,9,10,8402,4490,725,2209,4,13,7439,1149,505,5876,32,18,7577,16,12,355,0,0,382,463,147,893,20,6,1525,16,14,66,0,0,100,38,20,132,4,3,192,52,6,61,0,0,121,1727,699,7383,63,30,9897,60,7
LGA18350,5885,393,66,75,0,6420,5155,166,24,14,0,5359,1492,271,172,9,0,1945,305,26,64,0,0,400,564,36,45,9,0,657,60,24,17,0,0,110,127,8,11,19,0,163,121,9,11,3,0,140,2669,374,324,45,0,3414,66,33,40,3,0,143,740,76,46,23,0,879,14510,1048,500,165,0,16222,6536,375,64,50,9,7026,5427,234,14,10,3,5688,1501,330,98,21,3,1952,277,78,39,0,0,389,695,61,29,12,0,805,91,48,23,0,0,156,146,15,3,17,0,189,113,11,7,3,0,134,2823,541,188,50,9,3621,130,7,20,3,0,165,701,82,27,20,3,833,15614,1244,319,135,19,17337,7217,429,45,76,58,7824,5728,96,28,10,23,5882,1567,285,151,6,16,2026,259,75,36,0,0,370,686,67,30,8,9,799,64,41,18,0,0,114,114,9,0,11,10,144,101,8,3,3,3,110,2780,477,238,29,37,3560,162,29
LGA18400,3936,122,26,30,3,4116,6363,43,19,15,0,6444,943,71,45,12,0,1079,115,15,19,0,0,143,459,13,16,8,0,491,50,4,0,0,0,53,101,14,4,31,0,152,97,6,7,6,0,113,1766,122,96,60,0,2039,76,4,4,3,0,82,665,21,10,14,0,702,12802,307,151,122,3,13382,4064,189,44,29,3,4322,6846,51,17,13,0,6937,1099,76,52,15,0,1237,96,15,22,0,0,134,526,31,24,13,0,592,42,5,33,0,0,88,117,0,6,26,0,153,87,4,9,5,0,100,1963,134,139,56,3,2294,65,38,10,5,0,112,629,21,25,30,0,706,13571,431,238,132,5,14372,4382,250,17,25,14,4682,7468,78,16,13,17,7591,1222,97,54,10,10,1402,98,35,13,0,0,141,469,20,11,14,7,519,33,23,0,0,0,52,78,3,0,45,3,133,66,0,0,3,0,70,1965,183,76,73,20,2313,79,105
LGA18450,21598,1689,1781,566,13,25641,17489,1279,1387,57,12,20226,3510,1671,4203,78,6,9463,2672,1211,1918,12,0,5809,2019,500,1078,39,0,3638,149,111,119,4,0,381,204,53,137,82,0,468,270,59,133,10,0,467,8811,3610,7577,220,7,20226,214,150,205,16,0,579,2519,510,1388,157,7,4584,50622,7243,12338,1013,40,71262,21513,1904,1698,416,12,25543,19041,1747,1593,33,7,22419,4078,1920,4617,104,19,10732,2436,1607,1772,3,3,5826,2216,545,1135,57,4,3964,122,115,138,0,0,376,257,46,152,85,0,543,212,37,109,4,0,366,9326,4277,7922,262,33,21810,269,118,205,19,0,605,2161,519,1172,183,0,4027,52300,8550,12589,911,50,74400,21321,2146,2074,223,117,25880,19593,1670,1742,51,60,23117,4583,2376,5278,106,69,12418,2188,1569,1550,10,10,5325,2037,615,950,46,33,3679,90,134,147,10,3,383,180,67,108,68,8,436,176,52,93,10,4,335,9251,4821,8130,242,133,22570,222,247
LGA18500,2741,1589,3013,32,13,7390,1304,1184,1772,21,3,4291,422,935,3698,33,16,5095,3,10,57,0,0,75,239,387,1228,25,6,1883,3,8,56,0,0,59,33,16,38,5,0,88,50,33,107,0,0,190,755,1380,5178,63,26,7394,33,30,131,3,0,196,601,518,2033,45,5,3199,5435,4699,12132,159,48,22478,2641,1725,2935,11,15,7323,1482,1285,2033,7,5,4815,426,1085,4136,19,24,5694,3,9,68,0,0,77,210,370,1237,20,3,1840,4,7,51,0,0,66,29,17,41,7,3,102,39,36,97,0,0,174,717,1523,5632,44,28,7943,20,30,137,0,0,190,459,499,1678,14,3,2659,5315,5062,12417,76,47,22932,2514,1770,3186,24,36,7530,1470,1423,2147,25,28,5093,263,1034,4587,69,23,5980,0,5,49,0,4,62,144,308,1186,29,9,1673,4,17,12,3,0,29,26,18,69,3,4,117,21,39,80,0,0,142,454,1426,5984,108,42,8010,27,44
LGA18710,1692,17,10,25,0,1744,1812,21,0,25,0,1852,274,22,34,8,0,340,98,4,0,3,0,104,286,7,12,12,0,324,16,0,28,0,0,40,88,0,5,12,0,106,54,0,3,3,0,63,826,34,81,38,0,974,29,9,0,6,0,49,174,3,5,26,0,214,4529,82,104,115,0,4834,1747,45,10,17,0,1821,2204,31,3,12,0,2250,286,43,28,3,0,357,66,0,0,0,0,71,349,22,10,5,0,393,34,4,0,0,0,42,88,0,3,13,0,110,40,0,0,0,0,48,871,64,42,24,0,1009,31,19,0,0,0,48,260,10,8,20,0,302,5117,170,63,73,0,5427,1826,52,6,21,18,1923,2407,29,6,9,19,2465,329,62,3,0,0,396,72,4,0,0,0,71,348,19,8,0,10,384,16,14,0,0,0,35,73,8,0,9,3,91,45,4,0,3,0,54,875,113,17,11,12,1028,34,20
