LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA17750,55,40,21,9,7,4,11,182,8,3,8,0,3,19,39,112,688,521,248,111,89,38,184,2068,0,0,0,3,0,3,4,21,94,76,46,26,6,8,28,319,3,0,0,9,3,59,120,179,464,154,36,64,24,7,91,1222,0,0,5,3,9,43,30,27,51,10,3,4,0,0,16,200,0,0,0,0,3,16,9,12,28,10,3,3,0,0,14,89,0,0,0,0,0,3,0,3,10,14,6,4,0,0,16,61,3,11,12,9,46,78,30,50,75,21,6,3,0,3,45,399,0,0,0,0,0,0,3,5,10,3,0,0,0,3,416,434,22,21,31,25,75,256,250,442,1764,1226,640,421,269,105,1005,6551,0,3,0,18,0,89,111,123,219,70,22,10,0,0,88,757,0,8,25,72,10,158,80,50,55,13,0,0,0,0,44,522,0,0,0,8,0,17,3,11,8,6,0,0,0,0,17,68
LGA17850,3,0,3,0,0,0,0,13,0,0,0,3,0,5,6,10,29,16,6,5,3,5,20,111,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,3,0,8,9,14,20,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,9,0,0,3,0,8,10,0,3,8,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0,8,4,9,35,24,36,93,38,26,8,12,3,61,369,0,0,4,0,0,0,5,3,4,0,0,0,0,0,4,22,0,0,0,5,0,10,5,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA17900,8,0,0,0,0,0,8,29,0,0,0,0,0,3,3,14,38,15,4,5,0,0,14,106,0,0,0,0,0,0,0,0,5,7,3,0,0,0,3,23,0,0,0,0,0,11,17,26,29,9,0,6,0,0,16,107,0,0,3,4,3,7,0,3,9,0,0,0,0,0,4,37,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,3,9,3,30,22,8,10,16,3,0,0,0,0,19,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,7,7,14,7,43,66,26,55,144,46,24,15,15,3,156,632,0,0,0,3,0,10,7,10,3,0,4,0,0,0,9,40,0,0,3,15,0,23,3,0,7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8
LGA17950,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,4,32,13,5,6,0,0,17,97,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,3,4,0,0,0,3,16,7,9,6,0,0,0,0,10,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,7,3,0,4,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,5,4,5,0,7,23,16,21,79,30,24,10,0,0,76,303,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,22,0,0,0,4,0,4,5,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18020,11,3,3,0,0,0,6,36,0,0,3,3,4,15,14,26,102,40,14,3,5,3,32,282,0,0,0,0,0,4,3,3,10,3,3,0,0,0,0,28,0,0,3,3,0,19,40,25,42,4,3,9,0,0,17,163,0,0,0,3,3,16,12,5,5,0,0,0,0,0,9,55,0,0,0,0,0,3,6,0,3,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,9,0,0,7,7,23,42,10,19,14,3,0,0,0,0,15,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,7,9,14,23,39,116,96,91,260,90,52,24,16,13,176,1011,0,0,0,7,0,16,14,15,15,4,0,0,0,0,9,79,0,3,4,14,3,23,5,3,4,0,0,0,0,0,3,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA18050,40,40,24,21,23,8,25,214,8,3,3,0,0,13,15,32,191,229,206,232,421,156,194,1687,0,0,0,0,0,0,0,4,24,38,29,41,66,53,33,299,4,3,0,3,3,18,40,62,171,90,50,374,112,54,99,1081,0,0,0,3,3,10,13,19,41,22,13,24,12,10,31,207,0,0,0,0,0,3,0,7,9,5,7,12,3,0,21,72,0,0,0,0,0,0,0,3,12,3,3,11,11,5,12,57,7,8,3,8,8,24,7,23,48,43,25,18,14,12,56,298,3,0,0,0,0,0,4,0,10,3,0,3,0,0,338,368,21,15,15,16,20,89,93,163,633,595,477,884,859,517,930,5323,0,0,3,7,0,27,42,34,164,79,31,65,19,3,60,540,6,3,5,21,3,78,63,38,72,15,9,9,9,5,39,389,0,0,0,0,0,8,5,6,14,0,3,3,3,0,13,60
LGA18100,6,0,0,0,0,0,0,7,0,0,0,0,3,11,4,8,37,14,6,3,4,0,11,101,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,18,0,0,0,0,0,14,10,17,18,4,3,0,0,0,4,80,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,7,19,5,8,4,0,0,0,0,0,4,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,32,3,5,10,8,17,47,31,47,99,43,16,7,8,5,69,405,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,20,0,0,0,4,0,9,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18200,14,0,3,0,0,0,4,23,0,0,0,0,0,11,3,20,84,46,21,9,6,0,18,224,0,0,0,0,0,3,0,3,9,3,4,3,3,0,6,32,0,0,0,5,4,16,18,36,41,14,0,3,6,0,13,151,0,0,0,0,0,11,3,3,5,0,0,0,0,0,0,21,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,3,4,4,11,15,8,7,11,3,0,0,0,0,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,5,3,8,8,20,61,40,82,198,102,66,26,19,7,141,784,0,0,3,3,0,4,15,7,10,0,0,0,0,0,7,57,0,0,0,12,0,15,6,0,3,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
LGA18230,57,23,11,4,0,0,16,160,3,3,0,3,3,31,29,97,491,330,167,85,53,12,142,1438,3,0,0,0,0,5,11,20,79,55,34,16,14,3,25,261,0,3,0,6,3,62,87,106,285,89,24,42,5,5,69,784,3,0,4,7,12,34,19,30,41,13,7,0,0,0,19,184,0,0,0,0,0,7,12,14,29,5,3,4,0,0,15,86,0,0,0,0,0,0,3,4,16,8,9,0,5,0,15,57,3,11,7,16,61,74,31,33,45,18,6,7,0,0,63,377,0,0,0,0,3,0,3,3,4,4,0,0,0,0,402,426,14,18,22,32,86,244,202,350,1322,826,484,290,170,45,929,5038,4,0,8,7,3,63,96,63,168,48,7,10,0,0,65,538,0,5,21,85,0,143,70,23,47,9,0,3,0,0,43,452,0,0,4,5,0,15,8,13,13,0,0,0,0,0,17,76
LGA18250,53,51,26,31,29,23,23,270,7,3,0,0,0,18,11,26,217,257,200,374,640,251,158,2165,4,0,0,0,0,3,4,4,20,30,33,54,94,71,26,352,3,0,8,9,3,53,73,77,256,187,53,767,192,111,154,1948,0,3,13,3,3,33,21,31,64,33,25,30,26,19,39,344,0,0,0,3,3,3,5,5,17,10,3,36,13,4,16,133,0,0,0,0,0,0,0,0,3,14,8,9,9,11,18,79,41,13,16,18,17,28,31,45,90,69,34,41,26,27,104,607,0,0,0,0,3,5,0,0,7,7,3,8,3,0,572,603,55,26,42,43,40,177,170,212,849,804,563,1524,1345,969,1269,8090,3,0,0,4,0,30,44,49,165,91,40,102,26,4,87,646,8,3,13,32,4,55,48,39,71,32,12,18,9,0,58,397,0,0,0,6,0,6,7,3,10,5,6,7,4,0,4,54
LGA18350,46,29,22,11,6,3,29,186,3,0,0,3,3,20,35,74,513,399,212,138,104,19,149,1680,0,0,0,0,0,4,0,13,47,32,25,12,13,0,28,176,4,0,5,6,5,30,65,124,321,129,33,94,31,3,92,938,0,3,4,5,3,33,28,30,44,25,3,10,3,0,19,218,0,0,0,0,0,4,3,13,33,10,3,6,0,0,20,99,0,0,0,0,0,0,3,0,9,8,10,0,6,0,14,48,4,10,3,5,25,38,21,25,45,25,4,4,0,3,35,254,0,0,0,0,0,0,6,9,6,3,3,0,0,0,287,308,15,21,18,19,44,161,182,332,1225,817,452,389,251,61,800,4787,4,7,3,9,3,36,55,43,120,35,11,12,5,0,45,391,0,5,15,67,11,133,64,48,42,15,4,3,0,0,71,471,0,0,3,4,0,14,3,4,8,0,0,0,0,0,9,50
LGA18400,52,35,19,11,13,4,18,195,4,3,0,0,5,24,25,58,547,510,270,167,129,35,159,1933,0,0,0,3,0,5,8,16,63,70,57,31,22,7,32,317,0,3,0,3,3,35,83,127,468,160,66,124,33,15,127,1242,0,0,5,6,7,36,31,28,49,17,8,12,8,0,21,225,0,3,0,0,0,6,12,9,23,12,7,4,3,0,24,101,0,0,0,0,0,3,0,0,11,13,15,6,6,0,24,81,4,12,8,10,22,44,23,38,59,39,11,11,0,0,63,348,0,0,0,0,0,3,3,7,11,3,0,0,0,3,267,288,13,25,16,29,41,176,192,323,1465,1104,693,538,366,116,912,6024,0,0,0,4,0,44,44,52,117,50,24,16,5,0,47,400,0,5,9,35,0,98,54,30,47,12,3,3,0,0,18,315,0,0,0,6,0,12,5,3,3,0,0,0,0,0,10,38
LGA18450,203,140,66,49,32,11,56,702,11,10,6,12,6,49,95,222,1601,1616,1052,659,612,109,523,6591,4,0,3,3,0,12,18,29,217,237,189,144,105,26,100,1083,3,6,5,19,16,139,285,483,1450,834,252,508,130,47,455,4619,3,8,13,41,40,155,97,119,217,107,35,32,13,8,103,983,0,3,0,3,10,36,38,46,124,62,19,30,8,0,73,443,0,0,0,0,0,0,7,12,59,66,40,26,20,12,48,292,37,20,69,40,222,410,231,267,452,238,79,38,23,12,296,2453,3,3,0,3,4,14,13,12,33,13,4,6,3,0,1137,1249,76,62,102,130,314,874,812,1306,4864,3995,2499,2050,1448,430,3242,22205,0,3,10,36,3,139,203,243,572,232,90,78,21,0,238,1875,3,16,62,252,22,488,253,127,233,52,17,14,6,0,166,1715,0,0,6,24,0,36,23,18,47,19,8,3,0,0,33,226
LGA18500,21,13,11,17,32,35,26,169,0,0,0,0,0,6,4,12,71,107,106,169,375,230,155,1241,0,0,0,0,0,3,0,0,11,20,13,28,62,42,24,202,9,0,3,0,0,6,20,24,87,83,45,477,165,136,149,1204,0,0,0,0,0,5,9,10,22,8,11,27,24,37,29,194,0,0,0,0,0,0,5,3,7,10,0,28,10,7,21,83,0,0,0,0,0,0,0,0,3,0,4,4,13,14,16,59,8,0,3,5,5,8,9,15,27,28,15,18,15,37,43,230,0,0,0,0,0,0,0,0,3,3,0,11,0,4,355,381,17,7,13,12,14,39,51,69,281,321,298,860,893,834,950,4660,0,0,0,4,0,14,29,24,84,51,21,97,30,14,68,436,0,0,7,12,3,46,36,17,64,27,12,27,4,0,52,310,0,0,0,3,0,0,0,3,11,3,4,9,3,0,11,45
LGA18710,9,4,6,3,0,0,4,47,0,0,0,0,3,12,12,28,162,128,76,62,48,9,33,570,0,0,0,0,0,0,3,3,18,8,17,10,11,4,17,90,0,3,0,5,0,21,21,36,84,43,12,35,13,3,22,291,0,0,4,0,0,9,8,11,11,4,3,6,0,0,11,71,0,0,0,0,0,3,0,4,8,3,3,0,0,0,6,39,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,23,0,0,0,0,9,11,7,9,15,3,4,0,0,0,16,84,0,0,0,0,0,0,0,3,4,0,0,0,0,0,80,88,4,7,8,4,15,67,54,101,368,261,198,181,148,66,258,1735,0,0,0,0,0,13,6,16,41,20,3,3,3,0,16,118,0,0,6,22,0,19,17,11,14,0,0,3,3,0,0,95,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,0,0,0,0,0,3,5,5,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,0,0,7,13,4,7,21,6,6,6,0,0,41,123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
