SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL14283,261,209,83,21,1922
SAL14284,45,46,42,9,215
SAL14285,248,168,104,30,1707
SAL14286,14,7,0,0,50
SAL14287,5,7,0,0,30
SAL14288,45,39,9,0,177
SAL14289,22,22,7,0,110
SAL14290,21,13,5,0,58
SAL14291,13,17,11,0,77
SAL14292,71,46,26,9,377
SAL14293,259,195,91,22,1587
SAL14294,17,12,5,0,85
SAL14295,12,0,3,4,25
SAL14296,42,23,7,0,203
SAL14297,31,22,8,0,193
SAL14298,13,8,5,0,54
SAL14299,6,3,3,0,15
SAL14300,18,12,0,0,67
SAL14301,3,0,0,0,9
SAL14302,139,103,26,3,1102
SAL14303,5,8,0,0,50
SAL14304,9,8,0,0,44
SAL14305,255,158,43,11,1410
SAL14306,3,4,0,0,17
SAL14307,51,28,10,3,296
SAL14308,0,0,0,0,0
SAL14309,50,38,22,0,159
SAL14310,385,194,82,27,4473
SAL14311,4,6,0,0,23
SAL14312,20,13,8,0,75
SAL14313,11,0,0,0,58
SAL14314,0,7,0,0,10
SAL14315,3,6,3,0,42
SAL14316,62,75,44,7,352
SAL14317,3,6,0,0,30
SAL14318,12,7,4,0,39
SAL14319,101,75,34,3,805
SAL14320,637,366,197,130,4129
SAL14321,174,125,49,15,1008
SAL14322,33,17,6,0,137
SAL14323,9,7,0,0,37
SAL14324,93,61,27,8,437
SAL14325,0,7,0,0,19
SAL14326,0,0,0,0,0
SAL14327,0,0,0,0,0
SAL14328,58,46,10,3,313
SAL14329,248,154,46,3,1835
SAL14330,14,11,5,0,51
SAL14331,3,0,0,0,8
SAL14332,0,0,0,0,0
SAL14333,173,143,59,20,1184
SAL14334,213,230,151,54,1225
SAL14335,64,53,17,0,452
SAL14336,45,42,9,0,227
SAL14337,28,21,3,0,146
SAL14338,3,0,0,0,21
SAL14339,68,33,17,8,341
SAL14340,35,15,7,3,92
SAL14341,0,0,0,0,5
SAL14342,240,197,89,34,1638
SAL14343,152,124,71,18,955
SAL14344,165,69,30,10,616
SAL14345,0,0,0,0,0
SAL14346,5,0,0,0,13
SAL14347,0,3,0,0,14
SAL14348,55,64,27,0,354
SAL14349,31,24,0,0,145
SAL14350,492,386,199,59,2399
SAL14351,5,3,0,0,21
SAL14352,610,488,178,48,3423
SAL14353,893,705,479,140,6324
SAL14354,25,14,9,0,100
SAL14355,32,20,6,0,216
SAL14356,0,0,0,0,0
SAL14357,0,0,0,0,9
SAL14358,11,8,0,3,28
SAL14359,14,14,4,0,84
SAL14360,6,4,0,0,40
SAL14361,11,6,5,0,51
SAL14362,34,15,4,0,143
SAL14363,3,6,0,0,31
SAL14364,0,0,0,0,0
SAL14365,4,0,0,0,11
SAL14366,0,0,0,0,0
SAL14367,4,4,0,0,40
SAL14368,0,0,0,0,0
SAL14369,3,0,0,0,27
SAL14370,0,0,0,0,0
SAL14371,278,135,40,4,8033
SAL14372,5,6,0,0,26
SAL14373,54,62,16,0,197
SAL14374,3,6,5,0,52
SAL14375,290,243,120,21,1687
SAL14376,1602,1269,743,328,13059
SAL14377,655,612,318,94,5995
SAL14378,5,4,0,0,10
SAL14379,6,3,0,0,23
SAL14380,95,58,28,4,390
SAL14381,137,95,22,9,604
SAL14382,28,13,11,0,122
SAL14383,0,0,0,0,0
SAL14384,12,3,6,0,41
SAL14385,8,6,0,0,41
SAL14386,0,0,0,0,0
SAL14387,13,21,4,0,68
SAL14388,0,0,0,0,0
SAL14389,0,0,0,0,3
SAL14390,13,3,4,0,47
SAL14391,84,41,15,0,381
SAL14392,69,22,3,0,590
SAL14393,3,5,0,0,28
SAL14394,4,3,3,0,32
SAL14395,166,104,54,11,1105
SAL14396,178,165,44,5,1183
SAL14397,57,36,22,7,366
SAL14398,5,8,0,0,38
SAL14399,650,476,103,22,3763
SAL14400,43,37,13,9,192
SAL14401,271,182,50,13,1166
SAL14402,47,20,10,0,163
SAL14403,22,13,6,3,65
SAL14404,4,0,0,0,14
SAL14405,5,5,3,0,36
SAL14406,30,31,18,3,179
SAL14407,5,5,0,0,21
SAL14408,70,49,19,5,651
SAL14409,86,59,16,0,550
SAL14410,12,13,0,0,40
SAL14411,6,3,0,0,24
SAL14412,73,85,40,4,366
SAL14413,3,6,0,0,14
SAL14414,35,34,10,0,141
SAL14415,14,18,3,0,81
SAL14416,42,41,17,4,237
SAL14417,0,0,0,0,0
SAL14418,21,10,3,3,99
SAL14419,4,8,0,0,19
SAL14420,466,495,239,84,2945
SAL14421,68,81,36,4,263
SAL14422,660,620,430,212,4897
SAL14423,108,65,28,6,391
SAL14424,335,237,105,25,2747
SAL14425,0,0,0,0,11
SAL14426,21,23,16,0,129
SAL14427,6,3,0,0,19
SAL14428,477,326,148,47,2957
SAL14429,81,61,5,0,276
SAL14430,100,96,86,33,537
SAL14431,22,13,5,0,86
SAL14432,109,121,46,14,500
SAL14433,305,228,138,57,2649
SAL14434,1044,794,458,228,6669
SAL14435,46,33,6,0,128
SAL14436,17,12,3,5,93
SAL14437,0,0,0,0,3
SAL14438,232,158,67,14,1185
SAL14439,0,0,0,0,0
SAL14440,370,193,40,5,1529
SAL14441,290,225,121,32,2428
SAL14442,31,123,149,64,387
SAL14443,847,763,468,188,5251
SAL14444,52,41,12,3,254
SAL14445,0,0,6,0,5
SAL14446,15,15,4,6,83
SAL14447,7,0,0,0,14
SAL14448,49,17,3,5,813
SAL14449,53,34,5,4,270
SAL14450,4,0,0,0,12
SAL14451,14,8,3,3,32
SAL14452,34,25,10,0,112
SAL14453,4,3,0,0,32
SAL14454,6,0,3,0,51
SAL14455,0,0,0,0,0
SAL14456,219,199,154,65,1366
SAL14457,83,94,30,6,548
SAL14458,0,0,0,0,3
SAL14459,9,3,0,0,31
SAL14460,3,3,5,0,24
SAL14461,79,39,20,4,239
SAL14462,0,5,0,0,22
SAL14463,723,629,435,249,5049
SAL14464,333,292,176,28,2101
SAL14465,67,29,20,0,251
SAL14466,178,90,38,13,924
SAL14467,64,39,13,3,267
SAL14468,3,4,0,0,12
SAL14469,0,0,0,0,8
SAL14470,0,0,0,0,0
SAL14471,986,609,266,119,7805
SAL14472,3,4,0,0,11
SAL14473,12,5,4,0,63
SAL14474,10,4,0,0,31
SAL14475,0,0,0,0,0
SAL14476,658,717,396,116,3303
SAL14477,0,0,0,0,0
SAL14478,32,37,6,0,216
SAL14479,35,37,17,0,315
SAL14480,0,0,0,0,8
SAL14481,0,0,0,0,0
SAL14482,3,4,0,0,13
SAL14483,3,0,0,0,12
SAL14484,4,8,0,0,15
SAL14485,4,0,0,0,5
SAL14486,16,13,3,0,79
SAL14487,0,0,0,0,19
SAL14488,13,13,0,0,41
SAL14489,0,0,0,0,3
SAL14490,0,4,4,0,24
SAL14491,17,13,3,0,44
SAL14492,29,33,12,0,109
SAL14493,35,27,6,4,192
SAL14494,0,0,0,0,3
SAL14495,86,58,15,4,444
SAL14496,31,13,3,0,98
SAL14497,0,0,0,0,0
SAL14498,5,0,0,0,9
SAL14499,3,0,0,0,24
SAL14500,0,0,0,0,0
SAL14501,125,98,30,11,558
SAL14502,4,4,7,0,46
SAL14503,284,241,80,10,1555
SAL14504,49,33,12,0,205
SAL14505,33,38,14,3,212
SAL14506,19,12,0,0,44
SAL14507,0,0,0,0,0
SAL14508,11,9,0,0,49
SAL14509,14,17,6,0,81
SAL14510,25,14,8,0,94
SAL14511,520,436,233,94,3346
SAL14512,67,26,15,3,287
SAL14513,17,12,5,0,98
SAL14514,56,45,20,8,314
SAL14515,29,29,8,0,105
SAL14516,7,0,6,0,28
SAL14517,3,10,6,0,50
SAL14518,0,0,0,0,0
SAL14519,11,3,0,0,25
SAL14520,132,70,25,0,582
SAL14521,29,25,4,0,130
SAL14522,103,55,27,7,657
SAL14523,0,0,0,0,0
SAL14524,72,66,58,98,675
SAL14525,19,3,9,5,110
SAL14526,46,22,7,3,159
SAL14527,0,3,0,0,3
SAL14528,94,65,21,7,574
SAL14529,3,6,0,0,25
SAL14530,12,23,0,0,71
SAL14531,32,21,4,0,131
SAL14532,15,15,9,0,82
SAL14533,36,51,16,6,351
SAL14534,103,54,21,26,581
SAL14535,32,28,4,6,150
SAL14536,744,615,305,104,4432
SAL14537,363,222,117,65,1673
SAL14538,23,17,5,0,78
SAL14539,0,0,0,0,11
SAL14540,0,0,0,0,0
SAL14541,11,12,0,0,40
SAL14542,391,218,59,8,9368
SAL19494,1165,680,173,28,7237
SAL19797,0,0,0,0,0
