SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL13403,42,2080,654,380,1843,0.8,1678,2.8
SAL13404,61,1673,687,0,1375,1.6,1187,2.2
SAL13405,48,1387,671,220,1847,0.7,1343,2.4
SAL13406,44,3350,1099,750,3568,0.9,2953,2.8
SAL13407,51,1950,687,300,1571,0.9,1292,2.7
SAL13408,61,1842,560,280,1375,0.9,1375,2.4
SAL13409,51,0,824,243,1874,0.7,1874,2.5
SAL13410,37,2167,742,420,2112,0.9,2001,3.2
SAL13411,31,2300,958,480,2317,0.9,2216,3.3
SAL13412,40,3250,1398,630,3510,0.9,2539,2.3
SAL13413,43,1828,1062,300,2333,0.7,2150,2.9
SAL13414,44,1625,774,310,2250,1,1874,2.6
SAL13415,49,2000,694,435,2017,0.9,1660,2.4
SAL13416,58,498,384,60,899,0.7,754,1.9
SAL13417,42,1387,550,210,1625,0.8,1124,2.3
SAL13418,61,1210,472,300,1291,0.8,1083,1.8
SAL13419,33,2600,1158,580,2722,1.1,2274,2.3
SAL13420,46,2140,1312,0,2849,0.7,2583,2.8
SAL13421,53,1825,780,340,1718,0.8,1531,2.4
SAL13422,32,1997,899,390,2011,1.2,1763,2.5
SAL13423,38,2281,666,410,1900,1,1685,3
SAL13424,34,1933,703,380,1841,0.9,1708,3
SAL13425,53,1517,762,400,2166,0.5,1874,2
SAL13426,40,3651,1203,600,3689,0.9,3200,2.9
SAL13427,45,4000,1197,925,4399,0.8,4026,3.1
SAL13428,52,1338,727,315,1775,0.7,1728,2.6
SAL13429,45,1400,654,200,1593,0.8,1312,2.6
SAL13430,55,1400,656,330,1562,0.7,1416,2.5
SAL13431,61,1083,524,300,1208,0.7,1281,2.1
SAL13432,62,0,1124,7,2999,0.5,1749,1.5
SAL13433,32,2058,1083,458,2666,0.9,2650,3.2
SAL13434,40,1950,611,500,1838,0.9,1827,3.4
SAL13435,55,2584,1270,325,2333,0.7,2250,2.4
SAL13436,37,0,1125,200,2250,0.7,2166,2.9
SAL13437,46,2875,966,343,2321,0.7,2031,2.4
SAL13438,56,3734,1062,243,1874,0.8,1583,2.1
SAL13439,47,2817,769,300,2536,0.8,1624,2.8
SAL13440,50,2167,640,338,1874,0.8,1375,2.6
SAL13441,63,2061,374,0,687,1.2,687,2.1
SAL13442,48,2500,794,440,1715,0.8,1687,2.8
SAL13443,49,2492,816,410,2150,0.8,1562,2.7
SAL13444,34,2730,1089,500,2935,0.9,2643,3
SAL13445,43,1650,1212,350,2625,0.8,2416,3.2
SAL13446,31,0,916,50,2071,0.9,1731,2.6
SAL13447,59,1192,661,231,1625,0.8,833,1.8
SAL13448,22,0,825,390,1625,1.1,1875,3.3
SAL13449,41,2840,1285,530,3580,0.8,3655,3.4
SAL13450,40,3500,1652,650,4372,1,3196,2.3
SAL13451,58,1142,545,340,1458,0.8,1291,2.4
SAL13452,47,0,900,30,1874,0.7,1187,2.3
SAL13453,53,1387,780,105,1531,0.7,1437,2.3
SAL13454,52,2000,899,350,2124,0.8,1625,2
SAL13455,46,2167,881,475,2358,0.7,2229,2.9
SAL13456,61,1300,575,215,1292,0.7,959,1.9
SAL13457,50,2275,1208,0,2625,0.7,1749,2
SAL13458,38,2000,759,410,2002,0.8,1797,2.8
SAL13459,38,2600,1480,450,3413,1.1,1877,1.5
SAL13460,48,2039,669,190,2083,0.6,1281,2.3
SAL13461,47,1515,643,420,1649,0.7,1524,2.7
SAL13462,43,3290,1133,520,3256,0.9,2658,2.6
SAL13463,39,2167,769,400,2201,0.8,1715,2.7
SAL13464,35,1733,711,360,1774,0.8,1475,2.6
SAL13465,40,2192,900,313,2200,0.9,2208,2.9
SAL13466,42,2500,669,69,1875,0.9,1625,3.2
SAL13467,53,1300,657,200,2049,0.6,1325,2.1
SAL13468,37,2500,792,430,2199,0.9,1871,2.8
SAL13469,36,2500,983,465,2445,1.1,2024,2.4
SAL13470,50,1400,612,170,1687,0.8,1300,2.5
SAL13471,49,2817,474,0,2124,0.6,1375,2.8
SAL13472,54,1300,579,280,1674,0.7,1113,2.1
SAL13473,46,2550,973,415,2428,0.8,2178,2.8
SAL13474,41,3000,1017,400,2643,0.9,2833,3.3
SAL13475,59,4333,900,350,1937,0.8,1916,2.5
SAL13476,33,1878,446,250,1154,0.9,946,3
SAL13477,46,2058,787,500,2006,0.7,1837,2.7
SAL13478,57,1733,600,380,1466,0.7,1107,2.1
SAL13479,55,3250,833,0,2166,0.7,1875,2.5
SAL13480,57,559,788,42,2124,0.7,1916,2.5
SAL13481,53,0,649,0,850,0.8,1125,2
SAL13482,46,1950,610,310,1705,0.8,1461,2.7
SAL13483,58,0,575,0,1875,0.7,1875,3
SAL13484,41,2107,921,350,2343,0.7,2178,2.9
SAL13485,34,1625,658,380,1487,0.8,1375,2.7
SAL13486,45,1900,765,400,2107,0.8,2050,2.9
SAL13487,47,1545,558,360,1325,0.7,1068,2.3
SAL13488,0,0,0,0,0,0,0,0
SAL13489,69,1684,541,288,1208,0.8,687,2
SAL13490,41,1400,1075,100,2214,0.7,1625,2.6
SAL13491,51,0,687,200,900,0.9,1374,3
SAL13492,62,867,687,0,1125,1,874,1.8
SAL13493,47,2981,978,550,2808,0.8,2101,2.5
SAL13494,35,1810,763,420,1716,0.8,1567,2.7
SAL13495,42,0,724,160,1249,0.9,2250,3.5
SAL13496,48,2000,825,260,2374,0.7,2249,2.6
SAL13497,32,1690,380,0,1374,1.1,1624,3.8
SAL13498,48,800,624,285,1562,0.8,1333,2.5
SAL13499,60,1200,900,0,1437,0.5,1437,1.9
SAL13500,59,759,664,0,1333,0.8,1281,1.9
SAL13501,44,1509,681,240,2437,0.7,1300,2.4
SAL13502,41,2754,1234,510,3166,0.8,2986,2.9
SAL13503,59,0,774,0,1249,0.4,1249,2
SAL13504,44,2700,859,500,2421,0.8,1863,2.5
SAL13505,47,6500,589,330,2249,0.9,1375,2.8
SAL13506,46,2174,955,475,2357,0.7,2056,2.6
SAL13507,43,2167,869,485,2304,0.8,1989,2.7
SAL13508,61,3337,491,0,1874,0.8,900,1.5
SAL13509,60,1820,680,303,1687,0.6,1468,2.2
SAL13510,46,1733,900,425,2261,0.7,2045,2.7
SAL13511,40,1000,1025,0,1875,0.9,1666,2.7
SAL13512,62,1365,749,200,1399,0.6,1375,1.6
SAL13513,47,1733,750,380,1866,0.8,1405,2.3
SAL13514,42,2167,699,405,1887,0.9,1847,3.2
SAL13515,41,2500,953,575,2528,1,2571,3.1
SAL13516,35,0,1625,310,5250,1.3,6999,5
SAL13517,32,2600,1162,540,2771,0.9,2696,3.2
SAL13518,39,1603,802,290,2056,0.7,1507,2.4
SAL13519,61,0,725,176,2249,0.3,575,1.4
SAL13520,48,2600,1101,490,2912,0.8,2397,2.5
SAL13521,47,2513,575,200,2624,0.8,725,2.4
SAL13522,32,3467,866,233,1666,0.6,1312,2.1
SAL13523,54,1300,581,330,1453,0.7,1212,2.2
SAL13524,42,4333,1263,875,4620,0.8,4184,3.1
SAL13525,41,2149,839,360,2454,0.8,2312,3.1
SAL13526,37,1647,818,403,1774,0.8,1625,2.7
SAL13527,46,3350,774,250,2499,0.7,1416,2.1
SAL13528,42,564,860,150,2874,0.7,2250,2.6
SAL13529,37,2557,886,600,2555,0.8,2656,3.3
SAL13530,53,1438,623,340,1640,0.7,1468,2.6
SAL13531,35,2000,555,425,1674,1,1528,3.3
SAL13532,39,1500,969,240,1724,0.7,1478,2.4
SAL13533,37,2200,780,400,2133,0.9,1892,2.8
SAL13534,46,2000,627,340,1718,0.7,1874,2.6
SAL13535,48,1300,556,200,1624,0.7,1124,2.5
SAL13536,49,1950,1016,255,2625,0.8,2374,2.6
SAL13537,50,1450,487,350,1374,0.8,1166,2.4
SAL13538,32,1950,550,300,1345,0.9,1180,3
SAL13539,39,1909,752,440,1968,0.8,1531,2.9
SAL13540,39,1344,758,270,2035,0.8,1575,2.8
SAL13541,45,1278,752,300,1562,0.7,1458,2.5
SAL13542,36,1300,762,380,1781,0.9,1375,3.2
SAL13543,54,1817,840,0,2062,0.8,1875,2
SAL13544,56,1668,593,100,1624,0.9,933,1.8
SAL13545,42,0,1125,0,2250,0.9,2250,4.5
SAL13546,47,2178,695,340,2031,0.8,1625,2.5
SAL13547,40,2386,931,600,2657,0.8,2452,3
SAL13548,46,2167,741,420,2066,0.8,1596,2.5
SAL13549,71,1798,506,400,1305,0.8,949,1.6
SAL13550,47,2200,801,423,2146,0.7,1646,2.5
SAL13551,43,0,450,0,1375,0.9,900,2.4
SAL13552,55,1820,575,300,1428,0.8,1303,2.5
SAL13553,56,1717,420,200,1125,0.8,749,2.3
SAL13554,59,1700,623,338,1441,0.7,1007,2
SAL13555,56,1950,612,365,1524,0.7,1066,2.1
SAL13556,48,1720,1062,200,2750,0.7,2749,2.6
SAL13557,33,1679,681,377,1629,0.8,1344,2.3
SAL13558,67,0,450,0,1249,0.8,1249,2.3
SAL13559,35,2600,1024,500,2677,0.8,2654,3.3
SAL13560,58,1300,725,60,1875,0.7,1375,2
SAL13561,51,1625,578,380,1593,0.7,1387,2.4
SAL13562,35,2167,857,450,2055,1.1,1875,2.7
SAL13563,38,1278,833,300,1625,0.9,1625,3
SAL13564,40,1733,736,300,2076,0.8,1517,2.3
SAL13565,33,1733,796,320,2220,0.8,1925,2.6
SAL13566,21,0,936,0,3374,1,1625,3.3
SAL13567,60,0,725,190,0,1,725,1
SAL13568,0,0,0,0,0,0,0,0
SAL13569,47,2297,794,550,2175,0.8,1674,2.5
SAL13570,49,1300,695,450,1687,0.9,1562,2.7
SAL13571,40,3033,735,460,2083,1.2,1874,2.8
SAL13572,47,2650,664,325,1437,0.9,1375,2.5
SAL13573,49,2917,762,150,1399,0.9,899,1.3
SAL13574,27,0,900,0,0,0,0,0
SAL13575,38,2167,479,400,1476,1,1300,3.1
SAL13576,43,3142,383,0,949,1.6,450,3.3
SAL13577,57,1083,850,0,1624,0.9,1333,1.9
SAL13578,47,1850,486,345,1728,0.8,1187,2.5
SAL13579,49,1473,615,380,1377,0.7,1210,2.3
SAL13580,43,1244,662,320,1406,0.8,1178,2.4
SAL13581,40,0,1625,160,3750,0.6,1875,1.8
SAL13582,73,0,612,0,1625,0.5,1199,1.5
SAL13583,46,0,725,0,1125,1.3,1874,2
SAL13584,52,1730,833,365,2600,0.7,1937,2.3
SAL13585,60,1300,455,194,1107,0.7,668,1.8
SAL13586,56,2152,719,400,1684,0.7,1350,2.2
SAL13587,47,2800,867,380,2316,0.8,2215,3
SAL13588,38,1387,811,285,2028,0.8,1455,2.6
SAL13589,40,1408,775,200,1797,0.8,1147,1.8
SAL13590,56,1441,560,275,1593,0.8,1452,2.5
SAL13591,49,921,450,178,1028,0.8,900,2.5
SAL13592,56,1242,687,385,1625,0.6,1124,1.7
SAL13593,38,1394,723,310,1581,0.7,1222,2.2
SAL13594,48,2167,727,370,2187,0.7,1608,2.4
SAL13595,42,4000,958,207,3625,0.9,2105,2.6
SAL13596,57,1633,788,320,1476,0.7,1398,2.1
SAL13597,40,2037,785,509,1864,0.8,1620,2.5
SAL13598,40,1144,526,280,1206,0.8,975,2.4
SAL13599,32,2167,441,263,1326,1.1,1104,3.3
SAL13600,45,1300,710,225,1733,0.8,1279,2.5
SAL13601,47,1733,765,300,1660,0.7,1381,2.4
SAL13602,40,1083,644,230,1339,0.8,827,2.1
SAL13603,40,2383,721,500,2059,1,1867,2.8
SAL13604,42,1300,527,270,1301,0.8,1074,2.6
SAL13605,39,1300,638,300,1522,0.8,1252,2.4
SAL13606,39,1733,721,268,2178,0.8,1317,2.3
SAL13607,44,1300,561,280,1446,0.8,995,2.1
SAL13608,41,2600,920,400,2607,0.9,2424,3.1
SAL13609,48,1687,589,390,1496,0.8,1292,2.4
SAL13610,33,2000,830,398,2029,0.8,1789,2.8
SAL13611,42,1613,762,350,1759,0.8,1608,2.7
SAL13612,37,2167,828,420,2116,0.8,1870,2.7
SAL13613,37,1170,626,260,1322,0.8,1029,2.2
SAL13614,42,3500,1058,795,3781,0.8,3447,3.1
SAL13615,35,2260,726,450,2017,1,1793,3
SAL13616,58,1517,533,323,1230,0.7,980,2.1
SAL13617,34,2000,763,360,1896,0.8,1466,2.5
SAL13618,48,1717,636,350,1625,0.8,1471,2.6
SAL13619,44,1777,833,0,1875,1,1999,2.6
SAL13620,51,1777,628,300,1354,0.7,1321,2.4
SAL13621,45,2167,851,393,2321,0.8,1766,2.4
SAL13622,45,1156,602,220,1452,0.9,1375,2.9
SAL13623,52,1395,497,295,1350,0.8,913,2
SAL13624,51,2167,916,150,1499,0.6,1125,2.8
SAL13625,60,1268,474,580,1375,0.8,1375,2.2
SAL13626,47,2084,1141,168,3020,0.7,2968,2.9
SAL13627,54,2817,974,250,2437,0.7,2050,2.6
SAL13628,30,2500,1118,510,2501,0.8,2403,3
SAL13629,36,2540,1025,375,3156,0.8,2974,3
SAL13630,43,2059,825,350,2088,0.8,1837,2.9
SAL13631,38,1651,900,348,2222,0.8,1971,2.8
SAL13632,38,2167,919,500,2187,0.9,1937,2.9
SAL13633,50,0,466,274,1375,1,1562,3.2
SAL13634,34,0,1031,100,1937,0.7,1666,2.6
SAL13635,40,852,774,231,1875,0.7,1312,2.2
SAL13636,50,1943,693,238,2083,0.7,1812,2.5
SAL13637,49,1000,778,200,1800,0.8,1562,2.5
SAL13638,37,1517,656,253,1555,0.8,1202,2.4
SAL13639,37,2120,805,390,2267,0.8,2008,2.8
SAL13640,48,1600,825,168,2750,0.8,1749,2.5
SAL13641,43,2958,972,550,2949,0.8,2750,3.2
SAL13642,45,2862,1052,300,2805,0.7,2250,2.7
SAL13643,41,2232,1148,420,3215,0.8,3185,3.4
SAL13644,48,2143,855,400,2333,0.7,1778,2.4
SAL13645,56,1733,604,275,1521,0.7,919,2.1
SAL13646,36,2000,743,400,1963,0.8,1837,3
SAL13647,36,2167,849,440,2183,0.8,2067,3
SAL13648,36,1857,1041,250,2125,1.8,2125,3
SAL13649,43,1800,685,330,2222,0.8,1775,2.7
SAL13650,0,0,0,0,0,0,0,0
SAL13651,53,1690,545,350,1399,0.7,1113,2.3
SAL13652,33,1966,794,400,1988,0.8,1850,3
SAL13653,58,2800,753,560,2038,0.6,1605,2.3
SAL13654,43,3467,1077,688,3306,0.8,2888,2.9
SAL13655,42,4223,1025,950,3355,0.8,3306,3.2
SAL13656,43,2089,485,450,1570,0.9,1567,3.3
SAL13657,34,2600,1627,600,3415,1.2,2475,1.9
SAL13658,34,1847,754,365,1747,0.9,1437,2.5
SAL13659,35,2860,1465,650,3397,1,2924,2.3
SAL13660,48,1352,682,260,1593,0.8,1531,2.7
SAL13661,38,867,758,175,1562,0.7,1125,2.5
SAL13662,41,1539,627,310,1476,0.7,1337,2.5
SAL13663,42,2167,771,385,2187,0.8,2200,3
SAL13664,37,2700,1050,580,3068,0.8,2868,3.2
SAL13665,36,3000,1283,490,3373,1,2395,2.3
SAL13666,50,867,472,138,1292,0.8,840,2.2
SAL13667,54,1170,492,250,1812,0.9,1312,2.5
SAL13668,45,2675,1110,460,3137,0.8,2798,2.9
SAL13669,38,2625,962,650,2769,0.9,2663,3
SAL13670,59,0,725,0,1374,0.6,1374,1.8
SAL13671,56,0,2150,0,0,0,0,0
SAL13672,52,2550,459,0,1375,0.7,1312,2.4
SAL13673,59,759,519,300,1874,1.3,1375,2.5
SAL13674,49,1777,657,320,1656,0.8,1406,2.5
SAL13675,53,1013,519,155,1199,0.7,986,2.2
SAL13676,37,2817,919,520,2624,0.8,1958,3.2
SAL13677,47,2000,753,370,2089,0.8,1535,2.3
SAL13678,54,1300,419,350,875,0.9,900,2.3
SAL13679,48,1800,647,350,1601,0.8,1492,2.6
SAL13680,55,1300,641,200,1531,0.7,1406,2.4
SAL13681,47,1889,1089,0,2583,0.9,2374,2.6
SAL13682,53,1192,458,200,1428,0.9,919,2.2
SAL13683,48,1517,794,330,1812,0.8,1542,2.7
SAL13684,35,2383,1100,250,2625,0.9,2249,3.1
SAL13685,55,0,574,0,1624,0.9,1624,3.1
SAL13686,48,0,833,100,1375,1.1,1749,2.8
SAL13687,47,1062,586,250,1468,0.7,979,2.1
SAL13688,42,1842,481,410,1392,1,1354,2.9
SAL13689,47,1406,571,300,1575,0.7,1235,2.4
SAL13690,32,2765,815,480,2423,1.1,2262,2.8
SAL13691,38,2400,870,460,2341,1,2045,2.8
SAL13692,48,1560,606,320,1768,0.8,1310,2.5
SAL13693,53,2167,619,400,1625,0.7,780,2.4
SAL13694,49,1500,677,223,1775,0.8,1483,2.5
SAL13695,51,802,531,200,1166,0.8,909,2.3
SAL13696,55,1083,478,283,1056,0.7,777,2
SAL13697,46,1690,619,325,1875,0.8,1305,2.6
SAL13698,35,2000,850,195,1792,0.7,1625,2.8
SAL13699,39,2383,894,700,2164,0.8,2020,2.6
SAL13700,57,1517,900,335,2200,0.7,1375,2.2
SAL13701,43,2550,850,300,1968,0.9,1906,3
SAL13702,36,2708,1317,460,3076,1,2260,2.1
SAL13703,40,2400,966,360,2874,0.8,2562,3
SAL13704,41,2752,919,450,2150,0.8,2100,3.1
SAL13705,48,1730,646,400,1570,0.7,1312,2.5
SAL13706,47,3000,942,400,2583,0.8,2374,2.9
SAL13707,59,1083,591,163,1812,0.6,1281,1.8
SAL13708,63,585,439,95,762,0.6,537,1.5
SAL13709,50,1733,729,400,1687,0.8,1575,2.5
SAL13710,56,1650,605,370,1355,0.6,1138,2.1
SAL13711,47,1775,871,270,2333,0.7,2250,2.7
SAL13712,53,1517,612,330,1395,0.7,1099,2.1
SAL13713,47,1500,607,350,1419,0.7,1168,2.4
SAL13714,35,2839,1442,550,3551,1.1,2308,1.8
SAL13715,61,1511,494,310,1218,0.7,887,2
SAL13716,37,2167,1109,450,2432,0.9,1949,2.1
SAL13717,44,2668,1182,450,3204,0.9,3044,2.9
SAL13718,50,2859,1002,300,2374,0.7,2069,2.5
SAL13719,52,1400,495,350,1333,0.9,1156,2.5
SAL13720,43,1916,659,310,2047,0.8,1833,2.9
SAL13721,37,752,533,310,1416,1,900,2.8
SAL13722,45,1300,575,237,2125,0.9,1874,3.2
SAL13723,55,867,450,0,2124,0.7,2124,2.8
SAL13724,65,1560,462,280,1023,0.7,809,1.8
SAL13725,0,0,0,0,0,0,0,0
SAL13726,53,1908,569,330,1423,0.8,1037,2.2
SAL13727,46,1992,804,380,2274,0.8,2083,2.7
SAL13728,58,1517,537,305,1312,0.9,1125,2.3
SAL13729,36,2817,954,580,2545,1,2245,2.5
SAL13730,32,2691,971,600,2342,1.3,2227,2.1
SAL13731,31,2400,1135,520,2258,1.2,1975,2
SAL13732,46,2730,840,530,2358,0.8,1961,2.6
SAL13733,43,3000,920,600,2643,0.8,2371,2.9
SAL13734,38,1867,974,405,1687,1,1718,3.6
SAL13735,56,1729,455,0,899,0.8,599,1.7
SAL13736,34,1975,1025,200,2583,0.8,2750,3.3
SAL13737,42,2167,1052,380,2589,0.8,2475,3
SAL13738,51,1062,405,138,878,0.9,701,2.2
SAL13739,40,1733,688,390,1788,0.8,1679,3
SAL13740,43,2000,860,440,2094,0.8,1781,2.6
SAL13741,28,0,340,210,1124,1.1,966,2.4
SAL13742,34,2167,792,410,2030,0.8,1739,2.7
SAL13743,50,1300,612,300,1518,0.8,1292,2.5
SAL13744,59,1275,537,0,1625,0.5,949,1.9
SAL13745,61,1365,531,190,1224,0.7,969,1.9
SAL13746,38,1842,738,400,1833,0.8,1449,2.8
SAL13747,30,3000,1137,575,2785,0.8,2759,3.2
SAL13748,41,650,762,100,2083,0.8,1202,2.7
SAL13749,48,2015,689,385,1788,0.8,1579,2.7
SAL13750,0,0,0,0,0,0,0,0
SAL13751,60,2762,550,100,1312,0.6,387,1.6
SAL13752,61,1300,919,200,1875,0.6,2036,2.2
SAL13753,60,1997,663,400,1409,0.6,1314,2.2
SAL13754,57,1000,942,210,1937,0.6,1375,1.9
SAL13755,47,4100,777,300,3312,0.9,3062,2.6
SAL13756,47,1338,466,325,1562,1.1,1292,2.7
SAL13757,36,4109,1788,850,4771,1,4522,2.5
SAL13758,55,1083,575,270,1174,0.8,949,2.2
SAL13759,50,80,570,183,1437,0.7,1013,2.1
SAL13760,60,1416,419,50,1125,0.8,687,1.8
SAL13761,34,2000,725,290,1542,0.9,1375,2.2
SAL13762,49,1950,608,248,1406,1,697,1.7
SAL13763,43,1345,850,463,2299,0.8,1875,2.2
SAL13764,48,1517,582,380,1388,0.7,1131,2.4
SAL13765,58,1500,586,203,1399,0.8,1042,2
SAL13766,45,2454,695,250,2125,0.7,1833,2.7
SAL13767,0,0,0,0,0,0,0,0
SAL13768,52,1402,587,340,1575,0.8,1333,2.4
SAL13769,61,0,687,1731,1249,0.5,1375,1.9
SAL13770,52,2167,779,510,2210,0.7,2062,2.7
SAL13771,39,350,668,265,1437,1,1437,3.3
SAL13772,51,820,899,0,1874,0.6,1312,2.2
SAL13773,40,1993,934,400,2206,0.8,2027,2.6
SAL13774,53,1365,738,231,1821,0.7,1166,2.1
SAL13775,48,1845,939,280,2449,0.7,1875,2.5
SAL13776,68,2167,700,0,1999,0.6,1149,1.9
SAL13777,48,1192,510,430,1291,0.7,1021,2.4
SAL13778,43,1083,730,205,1762,0.7,1265,2.4
SAL13779,45,1300,544,289,1290,0.7,968,2.2
SAL13780,53,1929,497,345,1361,0.7,1067,2.2
SAL13781,58,3000,757,650,2057,0.7,1463,2.3
SAL13782,53,2167,840,260,2071,0.7,1562,2.6
SAL13783,50,1742,793,270,2053,0.7,1612,2.4
SAL13784,48,2167,674,340,1982,0.8,1449,2.4
SAL13785,46,924,942,275,2125,0.8,2125,2.8
SAL13786,45,1517,623,340,1472,0.8,1167,2.3
SAL13787,43,2000,819,450,2327,0.7,1882,2.5
SAL13788,41,1993,737,245,1649,0.8,1575,2.6
SAL13789,56,1603,746,320,1562,0.7,1221,2
SAL13790,40,1939,1009,385,2694,0.7,2337,2.8
SAL13791,54,867,466,225,1062,0.8,885,2.2
SAL13792,51,1450,742,370,2062,0.7,1625,2.3
SAL13793,57,1625,458,0,900,0.7,966,2.1
SAL13794,69,1420,529,365,1181,0.6,991,1.9
SAL13795,36,1500,689,300,1583,0.8,1311,2.3
SAL13796,47,1560,680,350,1639,0.8,1514,2.7
SAL13797,40,2300,699,370,1875,0.9,1465,2.5
SAL13798,53,1144,556,255,1410,0.8,1087,2.3
SAL13799,48,1183,645,240,1588,0.7,1165,2.3
SAL13800,39,3000,1067,600,2846,1,2452,2.7
SAL13801,46,0,0,0,0,0,0,0
SAL13802,41,1625,638,345,1610,0.7,1251,2.4
SAL13803,34,1578,843,320,2125,0.8,1875,3.5
SAL13804,47,2500,884,468,2319,0.7,2133,2.8
SAL13805,42,4000,1142,700,3616,0.8,3232,3.1
SAL13806,44,2700,749,0,1833,0.8,1218,2.4
SAL13807,55,1192,517,250,1260,0.7,933,2.1
SAL13808,37,2167,843,363,2346,0.8,2060,2.6
SAL13809,49,1213,515,260,1416,1,949,2.2
SAL13810,59,1600,558,210,1281,0.9,825,1.8
SAL13811,10,2600,900,150,1875,1.1,1749,4
SAL13812,53,1858,657,250,1520,0.8,1390,2.5
SAL13813,36,8750,1625,0,3250,0.7,3250,2.7
SAL13814,46,2530,366,250,762,0.5,824,2.1
SAL13815,44,2167,637,300,2100,1.1,2062,3
SAL13816,38,1950,957,216,2365,0.8,2172,2.8
SAL13817,42,2167,831,540,2230,0.7,2120,3
SAL13818,68,0,450,240,0,0.6,450,1
SAL13819,47,3033,973,600,3097,0.8,2778,3
SAL13820,43,2492,906,520,2445,0.8,2056,2.6
SAL13821,51,5394,675,55,1875,0.9,1749,2.4
SAL13822,46,2379,759,400,1906,0.8,1825,2.8
SAL13823,56,1977,527,350,1375,0.7,933,2.3
SAL13824,50,4167,575,100,1312,0.8,1062,2.5
SAL13825,38,1517,731,150,1575,0.8,1395,2.8
SAL13826,42,1083,803,231,2125,0.8,1912,2.9
SAL13827,47,2084,870,231,2125,0.7,1875,2.8
SAL13828,0,0,0,0,0,0,0,0
SAL13829,57,700,493,320,1375,0.7,1062,2.2
SAL13830,44,2266,738,495,1875,0.9,1187,2.9
SAL13831,45,2350,959,200,2250,0.7,2250,2.8
SAL13832,48,1603,656,250,1708,0.8,1300,2.4
SAL13833,62,0,0,0,0,0.2,0,1
SAL13834,50,1733,599,360,1327,0.8,971,1.9
SAL13835,46,2167,688,380,1835,0.8,1331,2.3
SAL13836,63,1993,699,0,1749,0.6,1749,2
SAL13837,0,0,0,0,0,0,0,0
SAL13838,36,853,850,240,2062,0.8,2125,3.1
SAL13839,48,1517,824,0,1375,0.7,1375,2
SAL13840,0,0,0,0,0,0,0,0
SAL13841,60,2643,524,0,1625,0.8,1375,2.5
SAL13842,34,2167,1147,390,2774,0.9,1849,2
SAL13843,43,2383,968,470,2410,0.8,1916,2.4
SAL13844,39,2167,1060,350,2399,0.7,2303,2.8
SAL13845,48,2167,871,150,2416,0.8,2083,2.9
SAL13846,42,3300,575,0,3749,0.8,1899,2.4
SAL13847,37,2383,910,400,2386,0.8,2265,3.1
SAL13848,0,0,0,0,0,0,0,0
SAL13849,57,2110,444,300,1625,0.8,1437,2.4
SAL13850,44,1950,660,470,1791,0.9,1812,2.9
SAL13851,35,3000,1207,643,3281,0.9,3285,3.5
SAL13852,52,2245,1170,625,2805,0.6,2791,2.6
SAL13853,50,433,674,0,1875,0.8,1812,2.6
SAL13854,42,1300,636,245,1754,0.8,1358,2.6
SAL13855,49,2084,833,200,3374,0.7,3333,3.2
SAL13856,43,4333,1911,850,4764,1,4374,1.7
SAL13857,68,0,374,0,725,1.5,649,1.5
SAL13858,45,2383,900,480,2225,0.8,2272,3.1
SAL13859,44,1855,640,415,1916,0.8,1770,2.7
SAL13860,51,805,478,250,1062,0.8,833,2.3
SAL13861,40,2909,900,610,2462,0.8,2522,3.4
SAL13862,25,1474,450,125,1625,1.4,1625,3.7
SAL13863,38,2300,782,420,2054,0.8,1708,2.7
SAL13864,43,2600,974,540,2751,0.8,2281,2.7
SAL13865,49,1344,580,260,1553,1,1271,2.7
SAL13866,40,2800,1025,530,3016,0.9,2681,2.9
SAL13867,32,1800,887,400,2223,0.8,2051,2.8
SAL13868,37,2659,1031,400,2388,1.1,1666,2
SAL13869,32,2080,882,460,2118,0.8,1988,2.9
SAL13870,50,1051,777,245,1718,0.7,1525,2.6
SAL13871,61,1408,725,0,1416,0.4,1416,2
SAL13872,53,1834,450,95,1812,1.1,725,2.1
SAL13873,34,1625,906,360,2169,0.8,1953,2.8
SAL13874,35,650,725,200,1625,0.9,1625,3.2
SAL13875,49,2817,1125,0,1749,1.7,1749,2.7
SAL13876,47,2140,593,130,1375,0.8,949,2.6
SAL13877,47,286,857,120,2166,0.9,1833,2.5
SAL13878,39,1447,708,0,2062,0.8,1542,2.7
SAL13879,73,0,150,0,75,0.5,75,2
SAL13880,36,1810,914,400,2433,0.9,2084,2.4
SAL13881,51,622,654,200,1333,0.9,1125,2.4
SAL13882,50,2600,637,550,2625,0.6,2562,2.8
SAL13883,0,0,0,0,0,0,0,0
SAL13884,42,1218,612,0,1624,0.7,1187,2.5
SAL13885,35,975,545,0,2083,1,1833,3.1
SAL13886,50,1300,574,0,749,2,900,3
SAL13887,47,2156,946,513,2457,0.7,2291,2.7
SAL13888,43,1717,724,235,1437,0.8,1531,2.7
SAL13889,39,5000,966,0,2250,0.8,2250,3.4
SAL13890,55,1500,1062,200,2249,0.8,1916,2.2
SAL13891,47,867,456,180,1016,0.8,897,2.4
SAL13892,40,1887,826,400,2194,0.8,1947,2.7
