SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC13107,0,0,0,5,0,0,6,15,3,29
SSC13108,0,0,0,3,0,0,3,0,0,7
SSC13109,3,0,3,53,16,3,75,150,18,239
SSC13110,20,6,30,494,181,24,701,1490,256,2443
SSC13111,64,31,94,600,233,30,867,1697,304,2861
SSC13112,85,8,95,1226,360,31,1622,2413,148,4176
SSC13113,0,0,0,14,4,3,22,41,8,72
SSC13114,0,0,0,12,0,0,15,39,11,68
SSC13115,145,24,170,1738,560,44,2340,7643,1209,11186
SSC13116,0,0,0,4,0,0,3,3,0,8
SSC13117,0,0,0,0,0,0,0,0,0,0
SSC13118,0,0,0,3,0,0,3,16,3,19
SSC13119,0,0,0,5,0,0,5,21,5,33
SSC13120,331,40,378,2092,721,61,2872,7472,679,11029
SSC13121,202,33,239,547,228,11,786,2010,151,2957
SSC13122,0,0,0,0,0,0,0,3,0,3
SSC13123,0,0,0,0,0,0,0,3,0,3
SSC13124,0,0,0,0,0,0,0,0,0,0
SSC13125,77,23,106,628,239,19,883,1986,208,3078
SSC13126,0,0,0,4,3,0,9,34,4,43
SSC13127,0,0,0,0,0,0,0,0,0,0
SSC13128,0,0,0,3,3,0,7,3,0,16
SSC13129,0,0,0,0,0,0,0,7,3,14
SSC13130,0,0,0,13,0,0,16,46,6,65
SSC13131,3,0,3,56,36,4,100,203,50,353
SSC13132,36,0,42,201,172,5,377,921,102,1405
SSC13133,0,3,3,12,10,0,21,67,13,99
SSC13134,5,0,5,10,10,0,19,63,5,91
SSC13135,0,0,0,22,21,0,41,55,4,103
SSC13136,0,0,7,84,28,0,110,240,36,386
SSC13137,0,0,0,3,3,0,10,9,8,26
SSC13138,0,0,0,14,7,0,23,36,9,71
SSC13139,4,0,4,23,6,0,26,29,18,80
SSC13140,53,8,64,139,45,7,185,531,76,793
SSC13141,21,3,23,94,50,0,141,370,45,558
SSC13142,4,0,4,38,16,0,58,227,45,335
SSC13143,0,0,0,7,0,0,7,14,0,21
SSC13144,253,21,275,2186,628,81,2896,6467,534,9893
SSC13145,0,0,0,3,0,0,3,3,0,6
SSC13146,0,0,0,17,8,0,18,27,0,47
SSC13147,0,0,0,10,3,0,15,34,12,62
SSC13148,0,0,0,0,0,0,0,0,0,0
SSC13149,0,0,0,5,0,0,5,5,3,15
SSC13150,0,0,0,3,0,0,3,10,3,16
SSC13151,250,93,346,1746,671,84,2506,5432,1077,9013
SSC13152,3,0,3,21,10,0,32,108,10,150
SSC13153,3,0,3,535,93,10,642,1134,1109,2878
SSC13154,3,0,3,51,21,0,71,134,19,224
SSC13155,4,0,4,35,10,0,45,88,11,140
SSC13156,184,61,251,4572,591,43,5205,14322,2085,21614
SSC13157,0,0,0,12,0,0,12,17,0,29
SSC13158,0,0,0,8,4,0,14,25,24,57
SSC13159,11,0,14,142,77,8,235,408,61,700
SSC13160,9,0,9,12,33,0,42,136,16,192
SSC13161,0,0,0,0,0,0,0,8,0,13
SSC13162,12,0,16,184,54,10,245,404,71,719
SSC13163,0,0,0,6,3,0,10,41,42,94
SSC13164,0,0,0,14,6,4,24,40,14,80
SSC13165,0,0,0,3,3,0,6,13,3,22
SSC13166,34,3,42,123,42,0,167,659,110,936
SSC13167,0,0,3,3,0,0,3,30,9,43
SSC13168,508,106,615,1762,666,53,2479,5536,564,8580
SSC13169,43,3,49,365,199,13,574,1271,86,1927
SSC13170,3,0,3,36,11,3,51,78,10,139
SSC13171,23,3,28,38,56,3,96,328,51,476
SSC13172,6,0,11,50,19,4,76,189,34,302
SSC13173,0,0,0,0,0,0,0,3,0,3
SSC13174,0,0,0,49,20,0,72,117,26,210
SSC13175,0,0,0,5,0,0,3,24,0,32
SSC13176,0,0,0,4,3,0,4,29,10,48
SSC13177,8,0,8,172,88,12,266,502,51,820
SSC13178,22,9,24,142,80,10,226,493,38,762
SSC13179,0,0,0,15,3,0,19,49,0,69
SSC13180,0,0,0,17,15,0,34,67,14,112
SSC13181,18,0,21,1221,212,23,1454,2000,213,3668
SSC13182,262,57,322,1283,258,20,1556,3798,514,5871
SSC13183,155,26,183,1273,477,36,1780,3935,249,5967
SSC13184,403,54,458,1943,694,66,2700,7341,1066,11110
SSC13185,4,0,8,47,20,0,67,128,16,212
SSC13186,222,36,268,2212,608,50,2870,7178,637,10679
SSC13187,0,0,0,0,0,0,0,10,3,13
SSC13188,0,0,0,0,0,0,0,0,0,0
SSC13189,3,0,8,108,46,4,162,287,56,500
SSC13190,68,5,78,1191,308,54,1558,4702,729,6984
SSC13191,0,0,0,126,41,3,169,325,53,543
SSC13192,3,0,3,79,19,5,103,217,31,357
SSC13193,15,3,20,118,48,3,175,364,40,574
SSC13194,0,0,0,13,8,0,23,45,7,76
SSC13195,4,0,4,61,14,0,77,105,21,195
SSC13196,0,0,0,24,7,0,30,68,13,112
SSC13197,0,0,0,28,11,0,35,73,16,126
SSC13198,5,0,3,52,12,3,60,92,6,165
SSC13199,120,18,136,1155,394,40,1590,2939,306,4834
SSC13200,46,6,59,892,337,33,1261,2295,257,3818
SSC13201,0,0,0,0,0,0,0,9,0,9
SSC13202,3,0,3,59,27,0,84,154,22,256
SSC13203,0,0,0,0,0,0,0,0,0,0
SSC13204,0,0,0,37,15,0,52,180,25,258
SSC13205,4,0,5,28,9,0,44,93,27,168
SSC13206,0,0,0,0,0,0,0,0,0,0
SSC13207,5,0,7,47,14,0,64,158,29,256
SSC13208,0,0,0,0,0,0,0,0,0,0
SSC13209,0,0,0,0,0,0,0,0,0,0
SSC13210,0,0,0,9,0,0,7,22,3,31
SSC13211,0,0,3,40,18,0,61,210,32,300
SSC13212,0,0,0,0,3,0,3,8,9,18
SSC13213,0,0,0,0,0,0,0,4,3,9
SSC13214,0,0,0,3,3,0,8,3,0,8
SSC13215,0,0,0,7,5,0,12,28,4,49
SSC13216,0,0,0,15,3,0,26,49,17,88
SSC13217,0,0,0,11,0,0,6,18,3,24
SSC13218,0,0,0,10,5,0,15,29,11,55
SSC13219,0,3,3,7,0,0,10,23,15,49
SSC13220,0,0,0,4,3,0,6,27,0,32
SSC13221,0,0,0,6,0,0,6,16,4,25
SSC13222,0,0,0,0,0,0,0,0,0,0
SSC13223,0,0,0,12,3,0,15,50,3,77
SSC13224,0,0,0,4,5,0,11,44,9,60
SSC13225,0,0,0,9,0,0,9,26,0,38
SSC13226,25,0,23,664,189,27,884,1286,119,2286
SSC13227,0,0,0,13,3,0,20,44,18,87
SSC13228,0,0,0,19,3,0,29,60,16,101
SSC13229,0,0,0,114,34,4,146,230,8,393
SSC13230,101,3,104,1601,490,53,2143,4538,389,7074
SSC13231,105,16,122,643,228,27,905,1948,163,3018
SSC13232,62,22,89,253,130,11,391,1075,195,1668
SSC13233,36,5,48,201,104,3,311,788,134,1234
SSC13234,0,0,0,0,0,0,0,0,0,0
SSC13235,0,0,0,3,0,0,3,7,0,6
SSC13236,3,0,9,120,82,8,209,491,134,837
SSC13237,0,0,0,9,6,0,14,40,3,55
SSC13238,0,0,0,7,0,0,3,14,3,20
SSC13239,0,0,0,11,14,0,28,46,11,89
SSC13240,0,0,0,24,15,0,42,64,21,127
SSC13241,0,0,0,13,3,3,16,15,3,39
SSC13242,0,0,0,29,7,0,34,69,39,143
SSC13243,0,0,0,0,0,0,0,0,0,0
SSC13244,20,0,19,205,81,7,293,534,28,863
SSC13245,152,27,178,661,354,28,1045,2788,342,4181
SSC13246,1664,285,1965,6490,2489,291,9274,25056,3055,37383
SSC13247,0,0,0,0,0,0,0,0,0,0
SSC13248,0,0,0,0,0,0,0,0,0,0
SSC13249,0,0,0,3,3,0,7,34,4,50
SSC13250,34,12,44,314,171,13,506,1219,291,2015
SSC13251,3,0,3,17,3,0,27,92,8,123
SSC13252,0,0,0,35,16,0,50,163,34,248
SSC13253,3,0,3,16,16,0,29,84,22,126
SSC13254,0,0,0,15,10,0,31,64,15,113
SSC13255,3,0,3,168,25,3,199,435,76,709
SSC13256,52,15,74,285,174,6,466,5802,2942,9208
SSC13257,67,94,161,1335,415,59,1804,2873,411,5093
SSC13258,56,3,59,463,166,6,639,1889,129,2660
SSC13259,0,0,0,11,0,0,19,34,14,61
SSC13260,148,18,168,3056,694,66,3812,6966,609,11390
SSC13261,3,0,3,61,32,3,96,170,22,288
SSC13262,0,0,0,0,0,0,0,0,0,0
SSC13263,0,0,0,11,0,0,11,28,7,56
SSC13264,40,11,47,235,112,7,354,887,144,1384
SSC13265,0,0,0,27,14,0,40,61,14,114
SSC13266,29,5,39,774,295,30,1104,2426,272,3803
SSC13267,0,0,0,7,0,0,3,22,3,33
SSC13268,0,0,0,7,0,0,7,23,0,38
SSC13269,0,0,0,0,3,0,3,3,8,12
SSC13270,0,0,0,6,3,0,10,26,0,39
SSC13271,4,0,4,13,4,0,16,52,6,66
SSC13272,0,0,0,23,17,0,37,115,23,171
SSC13273,251,35,291,3073,776,71,3922,10498,1240,15663
SSC13274,0,0,0,0,0,0,0,3,0,3
SSC13275,3,0,3,5,0,0,8,90,0,103
SSC13276,0,0,4,10,8,0,11,63,22,96
SSC13277,82,15,99,722,232,17,976,2187,143,3299
SSC13278,3,0,10,21,19,4,45,117,17,177
SSC13279,0,0,0,7,15,0,19,49,69,136
SSC13280,0,0,0,3,0,0,3,3,4,15
SSC13281,165,13,193,2296,633,52,2985,5346,367,8692
SSC13282,0,0,0,9,6,0,11,48,0,63
SSC13283,3,0,5,12,4,0,17,61,8,92
SSC13284,51,11,62,1358,504,21,1879,8540,1205,11623
SSC13285,0,0,0,40,14,3,55,176,18,244
SSC13286,167,27,192,5616,1407,149,7175,12717,939,20825
SSC13287,0,0,3,23,3,0,29,74,30,131
SSC13288,0,0,0,0,0,0,0,4,3,9
SSC13289,0,0,0,10,0,0,11,20,4,30
SSC13290,4,0,4,26,15,0,36,88,29,157
SSC13291,213,20,234,889,329,34,1253,3572,515,5345
SSC13292,41,3,48,668,153,19,844,2168,241,3254
SSC13293,24,3,26,524,176,18,720,1579,206,2500
SSC13294,32,13,43,591,155,22,765,1419,220,2410
SSC13295,0,0,0,4,0,0,7,15,0,21
SSC13296,34,7,41,486,156,19,669,2010,250,2930
SSC13297,3,0,3,44,9,4,54,129,12,203
SSC13298,0,0,0,3,0,0,3,3,3,7
SSC13299,0,0,0,0,0,0,0,0,0,0
SSC13300,0,0,0,27,8,0,42,85,14,142
SSC13301,98,12,107,505,184,21,710,1806,273,2785
SSC13302,3,0,4,74,35,0,114,274,43,433
SSC13303,31,6,40,1015,443,36,1494,2961,253,4711
SSC13304,8,0,11,255,96,12,362,512,43,908
SSC13305,11,0,11,74,47,6,130,414,24,576
SSC13306,4,0,4,9,7,0,10,57,5,77
SSC13307,49,5,51,99,43,6,149,373,44,562
SSC13308,0,0,0,18,12,0,31,116,27,168
SSC13309,21,0,18,170,68,5,243,623,53,914
SSC13310,66,14,75,230,95,3,337,908,175,1416
SSC13311,4,3,3,33,10,3,44,103,11,159
SSC13312,659,138,807,4695,1149,159,6006,17014,2409,25427
SSC13313,0,0,0,7,3,0,11,18,3,36
SSC13314,0,0,0,6,0,0,10,12,0,19
SSC13315,25,3,31,438,277,25,745,1170,82,1995
SSC13316,3,0,3,25,5,3,32,99,7,137
SSC13317,0,0,0,10,3,0,13,21,4,45
SSC13318,3,0,3,19,9,0,28,87,15,132
SSC13319,28,0,28,293,172,7,473,1050,69,1595
SSC13320,0,0,0,9,3,0,10,26,14,52
SSC13321,22,5,25,42,29,4,72,255,97,422
SSC13322,0,0,0,3,0,0,3,3,0,8
SSC13323,0,0,0,14,5,8,20,52,3,83
SSC13324,0,0,0,4,5,0,6,5,4,19
SSC13325,7,0,7,398,108,23,530,722,62,1315
SSC13326,0,0,0,11,4,0,17,15,7,36
SSC13327,207,39,251,2068,887,114,3073,6026,966,10063
SSC13328,3,0,3,197,102,0,299,465,58,826
SSC13329,5,0,8,74,33,3,115,276,33,425
SSC13330,0,0,0,0,0,0,0,0,0,0
SSC13331,0,0,0,0,0,0,0,13,3,18
SSC13332,0,0,0,4,0,0,4,3,0,3
SSC13333,0,0,0,25,12,3,37,104,15,159
SSC13334,3,0,3,59,23,5,88,231,32,351
SSC13335,0,0,0,3,0,0,3,0,0,3
SSC13336,8,0,8,49,29,3,79,207,21,307
SSC13337,4,0,5,39,22,0,59,116,10,190
SSC13338,0,0,0,3,0,0,3,38,3,43
SSC13339,129,40,177,988,401,39,1423,9358,1523,12305
SSC13340,92,62,151,567,303,21,889,1756,224,2864
SSC13341,0,0,0,4,3,0,8,21,0,31
SSC13342,4,0,4,24,11,0,38,84,21,149
SSC13343,0,0,0,15,3,0,22,33,13,65
SSC13344,0,0,0,7,3,0,13,23,0,31
SSC13345,65,8,77,793,212,16,1019,2685,249,3955
SSC13346,3,3,7,151,67,3,222,377,49,648
SSC13347,0,0,0,9,3,0,13,55,13,78
SSC13348,0,3,3,16,12,0,30,63,13,104
SSC13349,0,0,0,6,0,0,6,27,4,37
SSC13350,0,0,0,108,43,5,156,279,26,463
SSC13351,0,0,0,17,9,3,29,50,12,88
SSC13352,6,0,6,107,44,5,162,326,31,522
SSC13353,0,0,0,13,17,0,32,65,10,105
SSC13354,0,0,0,6,3,0,14,26,11,45
SSC13355,339,87,437,2231,690,61,2980,7788,782,11551
SSC13356,41,8,53,331,81,7,412,804,48,1269
SSC13357,3,0,3,6,0,0,8,21,6,36
SSC13358,55,4,64,1609,286,12,1900,8059,653,10610
SSC13359,0,0,0,6,3,0,11,19,0,31
SSC13360,240,75,317,669,336,22,1026,3165,559,4750
SSC13361,14,0,13,126,65,7,197,442,45,689
SSC13362,0,0,0,3,5,0,9,20,9,37
SSC13363,0,0,0,9,4,0,14,41,19,67
SSC13364,0,0,0,27,10,5,39,94,8,149
SSC13365,0,0,0,3,0,0,9,20,3,30
SSC13366,0,0,0,7,3,0,8,30,3,35
SSC13367,5,0,5,35,16,0,54,184,42,286
SSC13368,60,14,78,1280,398,49,1723,3450,527,5706
SSC13369,0,0,0,4,0,0,4,4,0,15
SSC13370,66,3,66,640,195,29,857,1626,69,2557
SSC13371,221,34,259,1698,514,49,2262,7075,843,10180
SSC13372,0,0,0,0,0,0,0,13,0,22
SSC13373,0,0,0,5,8,0,12,39,0,54
SSC13374,23,0,23,290,120,18,425,912,156,1494
SSC13375,3,0,6,158,68,3,233,470,30,738
SSC13376,0,0,0,5,9,0,18,43,3,69
SSC13377,0,0,0,41,26,0,66,88,11,165
SSC13378,3,0,3,23,19,0,45,161,31,233
SSC13379,202,48,258,2179,577,33,2784,9657,1019,13460
SSC13380,0,0,0,23,13,0,36,91,32,161
SSC13381,0,0,0,12,0,0,14,44,7,69
SSC13382,0,0,0,0,0,0,4,16,0,23
SSC13383,3,0,3,11,0,0,11,29,5,43
SSC13384,0,0,0,0,0,0,0,9,0,11
SSC13385,0,0,0,11,4,3,13,41,17,65
SSC13386,0,0,0,3,0,0,6,22,13,38
SSC13387,0,0,0,15,6,0,16,28,0,41
SSC13388,4,0,7,52,25,0,71,124,14,212
SSC13389,0,0,0,3,0,0,8,14,0,22
SSC13390,3,0,3,37,22,0,61,145,23,224
SSC13391,32,3,38,303,87,10,395,657,26,1084
SSC13392,4,0,4,27,10,0,37,80,19,133
SSC13393,0,0,0,4,11,0,11,27,11,56
SSC13394,0,0,0,0,0,0,0,0,0,0
SSC13395,350,21,378,2368,762,67,3194,7876,699,11761
SSC13396,0,0,0,6,0,0,6,8,3,10
SSC13397,26,3,31,1496,255,43,1792,2334,242,4367
SSC13398,243,59,309,1767,574,47,2388,5099,752,8235
SSC13399,0,0,0,13,4,0,17,31,14,55
SSC13400,0,0,0,5,0,0,5,13,0,25
SSC13401,3,0,3,54,26,8,85,227,41,355
SSC13402,0,0,0,5,3,0,8,19,0,23
SSC13403,0,0,0,3,6,0,8,19,7,35
SSC13404,0,0,0,3,0,0,3,27,0,34
SSC13405,124,13,147,1361,451,29,1841,6188,741,8763
SSC13406,0,0,0,18,0,0,18,45,0,59
SSC13407,3,0,6,20,27,0,48,120,27,190
SSC13408,15,3,18,649,100,14,760,2019,390,3164
SSC13409,204,19,226,1987,520,31,2536,5843,674,9058
SSC13410,18,11,30,1287,478,61,1825,3722,480,6026
SSC13411,0,0,0,3,0,0,0,13,4,16
SSC13412,168,63,232,1979,563,57,2603,4868,433,7904
SSC13413,36,0,36,335,102,14,458,763,38,1252
SSC13414,3,0,3,27,9,0,38,155,15,201
SSC13415,0,0,0,32,17,0,47,110,19,173
SSC13416,0,0,0,11,9,0,22,45,5,72
SSC13417,0,0,0,6,4,0,15,28,8,45
SSC13418,0,0,0,0,0,0,0,3,0,3
SSC13419,0,0,0,20,9,0,31,33,5,72
SSC13420,24,3,34,326,150,10,487,1152,200,1838
SSC13421,0,0,0,8,3,0,13,16,6,31
SSC13422,3,0,3,28,15,0,40,61,18,120
SSC13423,0,0,0,5,3,0,3,9,9,21
SSC13424,0,0,0,22,11,0,33,48,7,87
SSC13425,0,0,0,22,12,0,38,78,12,123
SSC13426,0,0,0,3,0,0,0,10,3,15
SSC13427,4,0,4,35,10,0,47,124,10,177
SSC13428,3,0,3,29,8,3,41,111,10,168
SSC13429,30,0,37,1779,382,74,2230,3404,245,5873
SSC13430,0,0,0,23,5,3,28,29,5,56
SSC13431,3,0,0,19,8,0,34,92,30,149
SSC13432,0,0,3,0,9,3,14,37,12,66
SSC13433,0,0,0,4,0,0,3,12,6,26
SSC13434,3,0,3,189,67,7,262,439,63,766
SSC13435,40,9,48,1552,378,47,1973,4560,684,7216
SSC13436,0,0,0,5,4,0,8,42,6,52
SSC13437,0,0,0,0,0,0,0,10,6,24
SSC13438,0,0,0,4,0,0,7,61,0,68
SSC13439,3,0,3,0,0,0,0,27,3,30
SSC13440,3,0,3,75,41,8,119,239,28,383
SSC13441,6,0,10,13,5,0,21,71,23,113
SSC13442,0,0,0,0,0,0,0,19,0,19
SSC13443,29,10,37,943,492,35,1474,2766,237,4478
SSC13444,67,23,92,153,95,4,253,1764,383,2406
SSC13445,3,0,8,4,0,0,8,67,18,88
SSC13446,3,0,3,40,19,3,64,106,16,183
SSC13447,152,17,171,927,253,21,1204,2560,255,4017
SSC13448,22,6,30,292,113,15,423,718,59,1204
SSC13449,181,51,231,2173,802,125,3108,5298,737,9136
SSC13450,3,0,3,17,3,0,17,69,4,92
SSC13451,0,0,0,4,0,0,4,4,0,8
SSC13452,4,0,3,26,15,0,39,97,39,175
SSC13453,97,21,114,1191,309,30,1533,3512,302,5345
SSC13454,592,111,709,4473,1177,104,5747,14861,1450,22062
SSC13455,3,0,3,35,10,0,42,134,35,215
SSC13456,0,0,0,0,0,0,0,20,0,23
SSC13457,19,0,25,112,58,9,179,516,80,780
SSC13458,0,0,0,38,20,3,55,138,62,262
SSC13459,0,0,3,52,28,3,85,127,36,244
SSC13460,0,0,0,9,3,0,12,36,11,56
SSC13461,34,5,39,411,112,14,541,1591,229,2363
SSC13462,16,0,21,139,76,5,220,516,36,772
SSC13463,211,38,246,651,304,30,982,2697,364,4046
SSC13464,0,0,0,4,3,0,8,40,7,54
SSC13465,0,0,0,13,11,0,25,48,5,71
SSC13466,0,0,0,0,0,0,0,5,3,14
SSC13467,9,7,18,169,74,15,250,585,92,926
SSC13468,0,0,0,0,0,0,0,0,0,3
SSC13469,7,3,8,50,45,3,94,197,32,331
SSC13470,41,11,52,754,277,30,1056,2098,242,3392
SSC13471,3,0,3,84,42,0,126,308,44,474
SSC13472,130,29,156,970,409,54,1437,4032,530,5999
SSC13473,0,0,0,0,0,0,0,0,0,0
SSC13474,3,86,82,25,9,0,37,77,162,273
SSC13475,0,0,0,9,8,0,26,40,10,69
SSC13476,0,0,0,3,0,0,3,3,0,8
SSC13477,0,0,0,0,3,0,3,13,0,11
SSC13478,22,0,27,185,93,3,288,693,55,1034
SSC13479,23,0,20,387,122,17,522,1119,141,1781
SSC13480,0,0,0,4,0,0,4,16,4,24
SSC13481,0,0,0,0,0,0,3,14,3,21
SSC13482,0,0,0,3,3,0,3,14,6,23
SSC13483,3,0,3,6,4,0,12,55,5,74
SSC13484,0,0,0,3,4,0,3,13,0,16
SSC13485,0,0,0,3,0,0,3,22,4,31
SSC13486,0,0,0,25,8,0,32,73,21,124
SSC13487,3,0,3,109,46,3,151,304,28,485
SSC13488,0,0,0,0,0,0,0,7,0,7
SSC13489,331,60,395,1675,597,43,2322,5558,677,8550
SSC13490,0,0,0,7,0,0,10,27,0,37
SSC13491,29,4,33,362,112,10,488,1062,135,1684
SSC13492,58,8,69,714,315,35,1064,1851,209,3119
SSC13493,0,0,0,0,3,0,4,22,3,31
SSC13494,3,0,3,19,7,0,24,45,6,78
SSC13495,0,0,0,81,20,5,107,216,17,338
SSC13496,0,0,0,15,0,0,17,53,12,84
SSC13497,0,0,0,0,0,0,0,10,4,9
SSC13498,77,15,95,539,267,33,836,2020,203,3068
SSC13499,4,0,4,71,60,0,131,247,38,421
SSC13500,3,0,3,72,21,5,95,140,9,239
SSC13501,0,0,0,0,0,0,0,11,0,10
SSC13502,31,3,35,1074,272,25,1377,2166,218,3761
SSC13503,141,41,181,931,315,36,1280,2726,442,4450
SSC13504,0,3,3,0,0,0,0,11,18,26
SSC13505,0,0,0,117,29,8,156,269,34,457
SSC13506,0,0,0,3,0,0,3,14,3,19
SSC13507,0,0,0,4,0,0,5,25,4,31
SSC13508,13,0,13,120,45,3,171,527,47,745
SSC13509,125,6,138,1565,349,60,1970,3116,249,5332
SSC13510,0,0,0,172,85,3,269,485,41,787
SSC13511,0,0,0,66,18,6,90,112,14,222
SSC13512,3,0,3,8,0,0,7,17,10,37
SSC13513,0,0,0,3,3,0,7,43,3,52
SSC13514,0,0,0,37,12,3,49,73,11,136
SSC13515,3,0,3,45,30,6,78,229,49,356
SSC13516,123,5,131,869,238,19,1123,3096,310,4537
SSC13517,7,0,7,36,11,0,39,110,27,178
SSC13518,255,39,297,3365,1093,76,4541,10013,1055,15608
SSC13519,3,0,3,7,4,0,15,34,14,57
SSC13520,0,0,0,3,0,0,3,17,0,19
SSC13521,3,0,3,15,4,0,19,47,3,64
SSC13522,0,0,0,3,3,0,4,32,3,43
SSC13523,14,3,18,471,209,28,709,1566,305,2578
SSC13524,3,0,3,54,28,3,88,219,32,337
SSC13525,3,0,3,22,11,0,31,97,22,144
SSC13526,3,0,3,18,13,0,25,90,15,137
SSC13527,0,0,0,18,0,0,20,31,5,56
SSC13528,0,0,0,15,9,0,22,47,4,70
SSC13529,0,0,0,0,0,0,0,9,9,18
SSC13530,0,0,0,4,0,0,4,0,0,7
SSC13531,3,0,5,5,11,0,11,57,7,86
SSC13532,26,3,27,1266,397,45,1711,2291,163,4167
SSC13533,51,4,57,528,312,32,878,1837,252,2964
SSC13534,68,3,71,15,8,0,22,197,7,226
SSC13535,46,9,56,198,111,10,316,693,75,1086
SSC13536,0,0,0,4,4,0,10,29,9,49
SSC13537,0,0,0,26,12,0,37,85,9,131
SSC13538,0,0,0,0,3,0,3,14,0,20
SSC13539,133,50,181,172,89,16,284,1069,280,1634
SSC13540,98,29,128,372,230,24,621,1744,281,2644
SSC13541,0,0,0,5,0,0,8,20,0,31
SSC13542,71,12,83,564,268,29,861,2217,182,3263
SSC13543,0,0,0,0,0,0,0,13,7,21
SSC13544,19,3,22,705,215,23,941,1747,163,2848
SSC13545,0,0,0,6,0,0,9,33,6,47
SSC13546,12,0,15,49,27,0,76,145,13,239
SSC13547,7,0,10,440,72,5,517,1177,1979,3670
SSC13548,0,0,0,0,3,0,5,10,0,15
SSC13549,144,15,161,786,341,25,1152,2631,313,4095
SSC13550,74,17,85,924,263,49,1240,2081,280,3604
SSC13551,0,0,0,3,4,0,5,306,11,319
SSC13552,0,0,0,0,0,0,0,3,3,7
SSC13553,0,0,0,0,0,0,0,0,0,0
SSC13554,15,0,24,188,71,9,267,625,67,963
SSC13555,0,0,0,7,9,0,12,42,12,70
SSC13556,0,0,0,16,4,0,21,57,32,116
SSC13557,0,0,0,13,11,0,17,59,13,85
SSC13558,0,0,0,0,0,0,0,17,0,15
SSC13559,204,32,241,1597,560,45,2207,6688,703,9592
SSC13560,0,0,0,0,0,0,0,7,0,7
SSC13561,0,0,0,5,0,0,9,37,12,51
SSC13562,7,0,7,48,18,0,66,140,35,245
SSC13563,16,3,19,196,80,12,281,616,78,973
SSC13564,11,3,13,93,31,0,128,290,50,465
SSC13565,0,0,0,5,0,0,5,3,0,8
SSC13566,0,0,0,0,0,0,0,0,0,0
SSC13567,0,0,0,0,0,0,0,0,0,0
SSC13568,0,0,0,8,4,0,16,34,6,54
SSC13569,3,0,3,13,7,0,19,72,23,114
SSC13570,22,5,27,157,118,14,285,828,111,1229
SSC13571,10,6,16,164,86,9,260,543,92,891
SSC13572,6,0,5,37,20,3,56,131,43,233
SSC13573,21,6,28,185,67,9,260,780,138,1178
SSC13574,3,0,4,26,10,4,44,146,18,202
SSC13575,3,3,6,30,20,3,53,177,19,252
SSC13576,0,0,0,7,7,0,6,22,0,35
SSC13577,59,3,66,228,106,15,342,840,107,1295
SSC13578,39,5,40,196,98,6,306,553,77,931
SSC13579,128,25,151,994,260,20,1278,2751,360,4390
SSC13580,0,0,5,40,24,0,68,175,49,290
SSC13581,0,0,0,170,33,13,218,338,81,640
SSC13582,149,30,184,813,430,55,1289,3088,486,4872
SSC13583,61,7,69,809,196,8,1012,2654,446,4111
SSC13584,4,0,6,110,47,0,158,434,65,649
SSC13585,6,0,10,58,22,3,81,163,14,261
SSC13586,7,0,4,50,18,0,69,174,31,268
SSC13587,153,8,160,866,250,14,1129,2836,241,4213
SSC13588,23,14,32,289,138,9,439,1061,297,1795
SSC13589,24,3,27,276,116,14,400,988,142,1524
SSC13590,4,0,3,58,26,3,80,137,14,235
SSC13591,8,0,8,49,30,6,87,232,76,400
SSC13592,3,0,3,100,25,0,129,245,63,435
SSC13593,34,0,31,156,59,4,219,605,104,927
SSC13594,35,0,35,383,107,20,509,811,142,1464
SSC13595,0,0,0,77,25,3,108,242,38,387
SSC13596,103,20,117,2078,871,98,3050,5670,590,9309
SSC13597,128,47,173,889,418,44,1355,3272,700,5329
SSC13598,64,11,77,647,197,21,872,1378,104,2355
SSC13599,98,10,110,1080,271,23,1373,3142,363,4874
SSC13600,171,23,193,489,209,26,720,2896,357,3973
SSC13601,48,13,61,888,355,48,1287,2973,420,4683
SSC13602,0,0,4,29,9,4,41,75,20,138
SSC13603,3,0,3,3,3,0,3,16,0,22
SSC13604,0,0,0,20,11,0,32,113,18,162
SSC13605,76,15,91,512,303,29,839,1779,168,2787
SSC13606,0,0,0,12,13,0,26,43,10,80
SSC13607,7,0,7,23,6,0,35,164,84,278
SSC13608,0,0,0,11,0,0,13,34,6,54
SSC13609,0,0,0,3,6,0,8,26,3,34
SSC13610,0,0,0,49,23,0,67,136,5,215
SSC13611,3,0,3,25,7,0,35,63,12,113
SSC13612,8,0,13,1086,231,33,1344,1641,150,3139
SSC13613,0,0,0,33,10,0,39,105,18,158
SSC13614,3,0,3,92,37,0,126,193,12,335
SSC13615,0,0,4,110,28,3,145,187,32,364
SSC13616,0,0,0,0,0,0,0,0,0,0
SSC13617,0,0,0,0,0,0,0,12,11,20
SSC13618,0,0,0,11,0,0,16,21,15,55
SSC13619,0,0,0,49,9,0,53,141,9,206
SSC13620,0,0,0,19,10,0,28,59,5,99
SSC13621,0,0,0,13,10,0,27,74,19,121
SSC13622,23,3,31,308,136,19,461,1015,132,1614
SSC13623,40,6,44,790,278,33,1095,1909,184,3197
