SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC10849,887,2713,8,19,6,16,10,35,11,21,0,0,0,0,0,0,11,21,0,0,0,0,0,0,3,9,3,9,4,14,917,2788,91,..,1007,2788
SSC10850,315,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,13,325,1075,6,..,333,1075
SSC10851,547,1764,0,4,147,348,147,352,79,160,68,148,0,0,0,0,150,308,0,4,0,0,0,0,0,0,0,4,7,11,852,2433,271,..,1125,2433
SSC10852,3355,11667,264,540,861,2482,1125,3021,32,42,28,69,0,8,15,19,71,143,0,0,0,0,0,0,0,3,0,3,16,34,4575,14861,229,..,4803,14861
SSC10853,771,1863,72,99,30,41,107,146,28,43,0,0,0,0,3,3,28,45,0,0,0,0,0,0,0,0,0,0,0,0,900,2057,216,..,1113,2057
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,..,5,8
SSC10855,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,38,98,17,..,55,98
SSC10856,405,1417,4,4,0,0,4,4,0,4,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,18,418,1445,26,..,447,1445
SSC10857,64,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,149,40,..,103,149
SSC10858,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,3,..,15,41
SSC10859,227,725,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,5,9,234,739,13,..,253,739
SSC10860,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,15,..,23,25
SSC10861,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,18,..,28,43
SSC10862,1270,3522,103,170,20,50,117,217,26,39,29,42,0,0,0,0,50,75,0,0,0,0,0,0,0,4,0,4,3,6,1445,3824,178,..,1620,3824
SSC10863,133,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,404,7,..,139,404
SSC10864,73,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,81,166,18,..,96,166
SSC10865,1720,6448,6,17,78,227,85,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,5,1813,6702,58,..,1863,6702
SSC10866,202,718,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,12,208,733,16,..,222,733
SSC10867,41,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,98,9,..,53,98
SSC10868,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,..,11,26
SSC10869,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC10870,137,325,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,136,332,11,..,151,332
SSC10871,61,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,160,8,..,70,160
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10873,102,362,5,8,103,253,104,255,93,172,213,420,562,893,3,7,875,1484,0,0,0,0,0,0,0,0,0,0,8,11,1092,2114,83,..,1173,2114
SSC10874,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,3,5,8,26,3,..,13,26
SSC10875,10,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,16,40,4,..,21,40
SSC10876,91,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,255,10,..,94,255
SSC10877,102,216,0,3,0,0,0,3,3,10,0,0,0,0,0,0,3,10,0,3,0,3,0,0,3,4,8,13,0,0,115,241,24,..,142,241
SSC10878,4512,11631,548,905,96,137,643,1038,124,172,0,0,0,0,0,3,125,176,3,0,0,0,0,0,10,27,17,27,19,44,5317,12912,563,..,5875,12912
SSC10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10880,1018,2264,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,3,12,14,0,0,0,3,11,16,0,0,1032,2279,109,..,1141,2279
SSC10881,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,12,..,30,39
SSC10882,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,0,..,22,47
SSC10883,57,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,128,8,..,63,128
SSC10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10885,3884,10289,310,518,447,830,754,1348,111,184,49,72,160,279,12,22,333,549,0,0,0,0,4,3,0,4,3,8,9,14,4986,12214,422,..,5405,12214
SSC10886,29,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,52,17,..,46,52
SSC10887,53,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,161,75,..,128,161
SSC10888,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,..,6,15
SSC10889,802,2225,51,108,0,4,54,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,8,0,3,861,2343,70,..,927,2343
SSC10890,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,4,..,17,25
SSC10891,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,9,15,0,0,28,73,17,..,49,73
SSC10892,2633,8384,233,599,175,536,400,1136,333,805,1240,3062,4255,10244,3,6,5827,14116,3,3,0,0,0,3,5,7,6,14,14,23,8891,23677,972,..,9861,23677
SSC10893,460,1392,0,0,25,72,25,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1468,51,..,537,1468
SSC10894,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,156,10,..,72,156
SSC10895,36,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,13,..,44,88
SSC10896,660,2167,3,14,6,15,14,31,0,3,0,6,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,672,2204,31,..,702,2204
SSC10897,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,11,..,25,52
SSC10898,4677,15438,161,350,761,2204,921,2557,179,244,0,0,0,0,3,7,185,252,0,3,0,0,0,0,3,8,6,14,9,31,5797,18289,243,..,6044,18289
SSC10899,2847,9522,171,372,392,1259,564,1632,277,563,103,272,0,0,13,31,394,865,0,0,0,0,0,7,19,49,15,51,18,48,3840,12126,291,..,4125,12126
SSC10900,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,23,14,..,28,23
SSC10901,611,1905,16,34,236,739,249,770,105,180,0,0,90,154,0,0,195,339,0,3,0,0,0,0,3,11,4,9,5,15,1065,3041,94,..,1157,3041
SSC10902,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,3,3
SSC10903,77,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,213,6,..,83,213
SSC10904,89,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89,215,4,..,97,215
SSC10905,298,714,3,4,7,21,9,22,0,3,0,0,0,0,0,0,0,3,331,485,121,181,0,0,3,9,459,676,18,26,785,1438,37,..,822,1438
SSC10906,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,5,19
SSC10907,11,40,19,51,352,951,366,1000,69,115,404,844,2456,4827,0,0,2922,5790,0,0,0,0,0,0,24,39,24,39,27,52,3354,6923,306,..,3661,6923
SSC10908,2315,7431,44,103,275,744,316,847,6,13,162,316,0,0,0,0,166,325,0,0,0,4,0,0,4,6,3,6,3,3,2808,8611,145,..,2958,8611
SSC10909,454,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,460,1413,50,..,512,1413
SSC10910,195,554,19,63,44,123,63,183,21,42,283,550,646,1260,0,0,945,1854,0,0,0,0,0,0,0,3,0,3,3,8,1211,2608,121,..,1334,2608
SSC10911,661,1859,13,27,3,3,12,37,12,21,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,683,1913,61,..,742,1913
SSC10912,316,893,0,0,3,3,3,3,8,14,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,325,908,46,..,371,908
SSC10913,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,..,18,18
SSC10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10915,329,890,0,3,7,20,6,20,6,8,8,11,0,0,0,0,16,21,0,0,3,3,0,0,0,0,3,3,3,5,358,938,61,..,416,938
SSC10916,61,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,162,22,..,92,162
SSC10917,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,8,..,17,22
SSC10918,1340,4378,37,100,53,154,89,258,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,3,5,3,6,1433,4651,59,..,1491,4651
SSC10919,69,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,71,175,10,..,82,175
SSC10920,658,1793,4,8,0,0,4,8,7,9,0,0,0,0,0,0,7,9,6,15,0,0,10,20,0,0,10,32,0,6,675,1845,46,..,725,1845
SSC10921,32,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,32,114,6,..,43,114
SSC10922,173,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,0,0,183,498,16,..,198,498
SSC10923,276,701,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,280,710,82,..,370,710
SSC10924,131,385,97,317,377,1349,474,1670,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,609,2057,71,..,677,2057
SSC10925,40,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,110,8,..,50,110
SSC10926,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,3,..,15,27
SSC10927,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,..,3,10
SSC10928,412,1262,4,4,91,231,99,239,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,521,1511,22,..,538,1511
SSC10929,68,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,192,3,..,69,192
SSC10930,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,..,4,25
SSC10931,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,..,9,18
SSC10932,228,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,819,28,..,257,819
SSC10933,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,3,..,19,27
SSC10934,269,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,814,18,..,287,814
SSC10935,498,1554,3,14,25,63,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1631,60,..,583,1631
SSC10936,84,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,244,13,..,95,244
SSC10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10938,433,1381,260,711,210,591,464,1299,293,609,460,908,86,158,3,3,837,1676,0,0,0,0,0,0,36,98,36,98,8,15,1786,4469,202,..,1983,4469
SSC10939,293,753,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,38,13,36,7,15,316,808,30,..,346,808
SSC10940,53,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,142,3,..,54,142
SSC10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10942,23,72,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76,0,..,28,76
SSC10943,630,1542,4,3,5,17,10,25,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,645,1573,119,..,765,1573
SSC10944,64,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,174,18,..,86,174
SSC10945,22,55,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,65,5,..,24,65
SSC10946,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,..,39,6
SSC10947,60,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,190,6,..,72,190
SSC10948,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,..,14,32
SSC10949,1262,3176,22,40,0,0,22,40,100,133,0,0,0,0,0,0,99,131,8,13,0,0,0,0,14,34,22,49,0,7,1416,3405,392,..,1811,3405
SSC10950,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,3,..,18,31
SSC10951,291,646,3,4,3,9,4,11,11,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,3,3,3,3,11,21,319,689,38,..,360,689
SSC10952,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,6,..,26,43
SSC10953,34,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,90,3,..,42,90
SSC10954,639,1904,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,649,1930,29,..,673,1930
SSC10955,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,..,15,32
SSC10956,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,..,4,20
SSC10957,24,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,66,0,..,21,66
SSC10958,80,180,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,81,192,11,..,93,192
SSC10959,5849,15644,890,1626,865,1719,1753,3344,1472,2640,221,396,263,427,4,0,1957,3464,69,84,100,167,0,0,11,22,177,271,153,303,9891,23030,1062,..,10955,23030
SSC10960,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC10961,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,10,13,..,19,10
SSC10962,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,25,37,3,..,29,37
SSC10963,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,3,..,23,46
SSC10964,418,1079,0,0,0,0,0,0,28,41,0,0,0,0,0,0,28,41,0,5,3,3,0,0,4,9,9,22,0,0,460,1138,148,..,613,1138
SSC10965,526,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,534,1891,103,..,630,1891
SSC10966,375,1084,3,4,16,46,23,48,5,20,0,0,0,0,0,0,10,25,0,5,0,0,0,0,0,0,0,5,4,12,409,1172,75,..,487,1172
SSC10967,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,4,..,18,59
SSC10968,34,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,9,0,0,42,114,3,..,48,114
SSC10969,210,545,0,0,0,0,0,0,12,15,0,0,0,0,0,4,13,17,0,0,0,0,0,3,0,0,0,3,0,0,223,565,96,..,318,565
SSC10970,1182,3764,13,26,115,297,127,323,169,320,644,1287,676,1397,3,8,1498,3014,0,0,0,0,0,0,18,55,21,56,12,26,2838,7183,265,..,3104,7183
SSC10971,1297,4326,4,13,33,84,42,97,23,74,9,30,0,0,0,5,37,101,0,0,0,0,0,0,0,0,0,0,3,4,1378,4529,72,..,1453,4529
SSC10972,99,279,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,9,0,3,99,288,11,..,116,288
SSC10973,45,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,103,12,..,55,103
SSC10974,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,21,..,42,52
SSC10975,68,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,168,4,..,75,168
SSC10976,71,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,185,6,..,80,185
SSC10977,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,3,..,26,39
SSC10978,49,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,107,21,..,68,107
SSC10979,207,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,13,207,557,11,..,227,557
SSC10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10981,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,..,11,22
SSC10982,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SSC10983,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,0,..,18,52
SSC10984,89,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,87,281,14,..,102,281
SSC10985,516,1495,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,521,1516,45,..,564,1516
SSC10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10987,2588,7741,46,78,62,122,102,201,23,41,0,0,0,0,0,0,27,47,0,0,0,0,0,0,0,3,0,3,9,9,2726,7999,192,..,2920,7999
SSC10988,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,12,..,26,15
SSC10989,29,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,97,4,..,38,97
SSC10990,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,0,..,19,52
SSC10991,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,..,5,23
SSC10992,175,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,4,9,179,427,38,..,219,427
SSC10993,45,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,47,117,31,..,74,117
SSC10994,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,..,15,11
SSC10995,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,21,52,0,..,26,52
SSC10996,1142,3575,15,35,70,182,85,220,0,0,0,0,0,0,3,9,3,9,0,0,0,0,3,4,7,19,10,17,3,11,1247,3834,74,..,1317,3834
SSC10997,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,0,..,17,46
SSC10998,46,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,102,19,..,66,102
SSC10999,3400,10703,207,488,276,676,485,1164,319,688,219,479,239,510,5,10,783,1686,0,0,0,0,0,0,107,279,107,279,23,45,4796,13880,313,..,5110,13880
SSC11000,1547,4823,18,62,124,306,143,367,97,180,96,221,0,0,0,7,189,400,0,0,0,0,0,0,12,23,12,23,7,18,1896,5643,125,..,2020,5643
SSC11001,2204,7785,214,599,744,2513,957,3110,26,62,0,0,0,0,7,25,39,87,0,0,0,0,0,0,11,36,11,36,19,62,3221,11085,263,..,3485,11085
SSC11002,1194,2949,7,10,0,0,8,8,40,51,0,0,0,0,0,0,40,52,0,3,0,0,0,0,8,19,13,24,3,7,1253,3046,209,..,1464,3046
SSC11003,98,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,279,11,..,112,279
SSC11004,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,..,10,10
SSC11005,113,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,308,11,..,119,308
SSC11006,119,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,335,16,..,139,335
SSC11007,72,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,161,25,..,94,161
SSC11008,84,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,93,208,53,..,142,208
SSC11009,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,..,7,12
SSC11010,440,1273,54,112,97,213,150,326,153,266,77,180,0,0,0,0,235,448,0,0,0,0,0,0,3,13,9,14,7,11,834,2069,80,..,917,2069
SSC11011,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,45,127,22,..,68,127
SSC11012,131,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,133,314,87,..,222,314
SSC11013,809,2509,34,87,58,162,99,244,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,5,0,3,909,2775,51,..,964,2775
