SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
107031141,266,868,509,756,334,127,2858,107,126,32,22,6,0,305,92,124,50,35,8,7,317,202,251,81,61,21,7,625,47,19,6,3,0,0,74,9,18,3,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,3,54,40,11,3,0,0,101,49,6,0,0,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,5,49,13,0,0,3,0,61,0,5,4,7,3,0,16,573,1178,601,828,357,136,3662,388,1118,613,940,434,168,3653,115,98,24,16,0,0,259,54,85,50,29,8,6,236,169,183,77,48,14,6,498,68,76,24,21,3,3,196,26,32,3,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,110,31,19,3,3,262,38,10,0,0,0,0,46,0,0,0,0,0,0,0,0,7,0,5,0,3,15,38,17,0,5,0,3,60,0,0,0,0
107031142,388,871,485,634,260,89,2721,102,92,39,19,4,0,256,94,84,24,9,0,0,202,195,177,55,23,3,3,460,59,37,15,7,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,34,18,11,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,6,0,3,0,0,0,11,0,0,0,0,0,0,0,658,1081,556,668,264,93,3328,477,921,534,587,233,118,2865,108,99,24,13,5,0,251,47,59,26,21,4,0,154,160,155,53,34,12,0,410,117,55,11,0,0,0,187,20,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,18,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,3,0,0,0,0,10,0,0,0,0
107031143,1034,2146,1195,1022,489,210,6091,129,66,19,6,12,0,241,93,75,25,11,0,0,206,228,142,42,17,8,0,447,382,191,54,28,6,0,661,21,7,3,0,0,0,29,18,5,0,0,0,0,29,7,3,3,0,0,0,13,428,207,61,30,6,0,729,110,81,7,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,9,105,86,8,0,3,0,207,0,0,0,0,0,0,0,1790,2579,1304,1068,513,219,7477,1168,2192,1152,957,417,238,6124,227,145,41,15,4,4,428,187,123,42,19,9,0,384,414,267,82,34,15,6,817,318,110,34,8,9,5,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,314,112,36,8,9,5,482,139,87,11,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,6,140,87,10,0,0,0,244,3,0,0,0
107041144,999,1787,841,987,439,144,5196,219,171,32,25,6,0,450,181,181,89,42,6,9,517,401,355,120,65,15,11,966,394,193,37,16,3,0,643,15,13,0,0,0,0,33,80,73,33,6,0,0,188,6,8,3,0,3,0,18,493,277,71,24,9,0,880,50,36,9,5,0,0,98,3,0,0,0,0,0,3,16,13,9,7,0,0,41,72,47,14,5,3,0,141,0,0,0,0,0,0,0,1966,2467,1047,1088,467,153,7187,1057,1817,905,1062,429,154,5414,259,168,46,29,10,3,509,204,182,95,43,13,4,546,454,358,136,77,25,11,1057,404,227,59,28,8,0,730,21,33,14,3,3,0,72,79,76,27,12,0,0,194,0,3,0,0,0,0,3,499,339,96,45,13,3,997,42,25,5,3,0,0,83,0,0,0,0,0,0,0,13,7,9,3,0,0,32,54,38,11,8,0,0,114,3,0,0,0
107041145,690,1217,628,689,282,119,3631,283,197,61,32,4,15,587,214,240,115,74,24,20,690,497,434,178,105,29,33,1275,564,340,78,37,8,0,1025,29,23,7,0,0,0,60,34,25,5,0,0,0,62,0,0,0,0,0,0,0,627,389,98,34,8,0,1156,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,3,0,10,0,0,0,0,0,0,0,1815,2047,899,831,326,157,6072,712,1240,650,673,283,120,3668,273,205,63,31,11,4,590,276,272,136,84,34,9,816,550,482,196,115,47,18,1410,499,215,48,23,4,3,789,99,40,21,0,0,0,160,14,14,0,0,0,0,28,7,0,0,0,0,0,10,622,266,68,21,10,3,987,6,3,0,0,0,0,8,0,0,0,0,0,0,0,18,7,0,0,0,0,26,21,11,0,0,0,0,41,3,0,0,0
107041146,818,1941,967,1127,478,176,5508,161,125,33,22,7,3,343,75,87,42,19,13,3,239,238,210,74,37,18,4,582,329,199,51,26,18,5,626,27,23,19,18,7,0,88,0,4,0,0,0,0,8,9,0,0,0,0,0,15,364,223,69,45,25,5,726,96,47,9,4,0,0,156,0,0,0,0,0,0,0,3,0,0,0,0,0,3,100,53,9,4,0,0,157,0,0,0,0,0,0,3,1516,2426,1112,1212,528,190,6976,894,1931,996,1177,509,192,5687,152,104,36,27,11,0,329,80,105,47,30,4,4,269,236,210,86,55,11,7,597,312,159,57,54,25,12,618,8,13,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,177,64,51,25,13,648,114,47,7,0,3,0,172,0,0,0,0,0,0,0,3,9,0,0,0,0,12,117,53,8,0,3,0,183,3,6,0,0
107041147,294,580,439,601,279,106,2301,30,41,14,7,3,0,92,7,19,3,4,0,0,39,40,57,22,16,5,4,138,6,13,3,0,0,0,25,0,9,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,24,3,0,0,0,40,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,6,0,0,0,0,0,0,4,347,665,469,620,283,108,2488,336,620,432,650,275,92,2407,40,44,17,6,0,0,106,15,29,20,3,3,0,67,50,74,32,12,0,0,175,13,10,3,0,0,0,23,17,28,15,3,3,0,63,0,0,0,0,0,0,0,9,0,0,3,0,0,8,29,36,13,5,3,0,87,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0
107041148,478,963,512,615,253,94,2909,66,58,16,10,3,0,153,65,98,34,19,6,0,231,135,154,54,32,9,0,388,100,67,27,6,0,0,193,30,18,0,3,0,0,54,4,3,0,0,0,0,7,10,8,3,3,0,0,25,139,95,29,11,0,0,284,4,0,0,0,0,0,3,0,0,0,0,0,0,3,11,11,3,0,3,0,28,14,9,7,0,0,0,34,0,0,0,0,0,0,0,768,1223,600,661,267,95,3612,511,999,502,640,278,118,3042,65,54,13,10,0,0,153,92,88,38,28,9,0,262,162,150,58,43,12,0,413,76,72,18,11,0,0,185,40,26,11,3,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,4,118,108,33,19,3,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,5,0,3,0,0,0,11,0,0,0,0
107041150,692,1484,816,964,449,147,4553,174,158,50,40,7,3,429,245,237,109,67,14,3,684,421,393,161,108,20,3,1109,340,173,42,18,3,0,578,76,31,5,4,0,0,116,6,0,0,0,0,0,10,10,3,0,0,0,0,18,433,211,48,23,5,0,716,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,10,8,5,0,0,0,0,12,0,0,0,0,0,0,0,1552,2092,1023,1097,472,155,6391,762,1562,899,1050,451,171,4892,248,187,59,18,6,0,524,321,302,132,77,22,0,852,564,485,194,94,27,3,1371,252,103,30,6,3,0,392,89,52,4,4,0,0,149,6,6,3,0,0,0,20,8,4,0,0,0,0,13,357,163,39,17,3,0,576,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,13,8,3,3,0,3,0,18,0,3,0,0
107041548,170,231,108,100,39,27,684,27,23,3,5,0,0,58,61,72,30,17,4,0,180,83,89,37,22,4,0,235,352,212,48,25,0,3,643,658,461,110,33,4,0,1276,707,835,194,96,18,3,1850,5,3,0,0,0,0,7,1718,1508,352,157,21,5,3770,3,5,0,0,0,0,6,10,0,0,0,0,0,10,13,6,7,3,3,0,34,29,7,7,3,3,0,51,0,3,0,0,0,0,4,2001,1846,505,288,69,38,4747,196,197,140,128,58,26,749,21,16,3,3,4,0,48,58,130,55,21,11,3,272,79,150,56,24,11,3,315,378,290,63,32,7,0,770,690,560,146,50,16,0,1459,864,1039,305,118,22,3,2357,14,7,4,3,0,0,23,1948,1893,521,207,40,3,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,9,4,0,0,48,25,15,9,4,0,0,50,3,0,4,0
107041549,615,1009,521,530,246,85,3010,109,110,45,30,11,4,312,140,190,79,39,9,6,464,245,303,127,74,21,14,775,541,322,105,81,15,9,1074,335,199,58,28,4,0,626,124,65,21,8,4,0,225,20,7,0,0,0,0,28,1022,594,181,120,27,9,1949,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,3,0,0,0,16,0,0,0,0,0,0,0,1886,1907,833,724,289,106,5749,600,1001,566,598,242,113,3116,152,134,58,24,9,6,377,205,241,136,80,24,20,700,354,375,192,110,35,20,1079,401,252,119,41,13,3,825,300,216,68,36,7,0,631,148,80,39,7,4,0,280,22,13,5,0,0,0,47,872,563,231,81,28,8,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,13,3,4,0,3,0,0,13,3,0,0,0
108011151,337,572,206,185,112,39,1450,3,4,5,0,0,0,12,0,5,3,0,0,0,7,3,8,8,0,0,0,17,14,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,7,0,0,0,0,25,13,9,0,0,3,0,28,3,0,3,0,0,0,5,6,3,7,0,0,0,16,26,9,10,5,3,0,46,0,0,0,0,0,0,0,378,593,221,193,112,42,1544,410,672,253,232,105,51,1714,18,3,0,0,0,0,20,0,0,0,0,0,0,0,18,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,4,0,0,0,22,3,0,0,0,0,0,5,3,4,0,0,0,0,9,21,8,4,3,3,0,32,0,0,0,0
108011152,768,1779,505,501,237,75,3868,340,374,77,40,5,0,828,19,34,9,0,0,0,61,354,399,79,42,5,0,889,224,109,28,14,0,3,373,51,48,3,0,0,0,102,50,32,0,0,0,0,82,6,3,0,0,0,0,7,322,187,28,13,0,3,561,65,29,0,0,0,0,100,0,0,0,0,0,0,0,3,8,0,0,0,0,12,69,37,4,0,0,0,113,0,0,0,0,0,0,0,1512,2408,622,559,248,83,5433,860,1817,499,456,234,75,3942,387,289,42,24,4,3,757,58,37,15,4,3,0,108,444,322,55,28,11,3,869,275,187,39,13,6,0,511,62,37,6,4,0,0,119,54,62,5,4,0,0,124,6,0,4,0,0,0,11,395,284,60,22,6,0,768,61,35,3,0,0,0,104,0,0,0,0,0,0,0,8,9,3,3,0,0,19,67,41,7,3,0,0,123,0,3,0,0
108011153,404,825,266,260,123,70,1946,10,3,6,3,0,0,20,3,3,0,0,0,0,9,10,10,6,3,0,0,27,17,15,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,17,15,3,3,0,0,37,60,40,0,0,0,0,103,11,3,3,3,3,0,14,0,3,0,0,0,0,8,63,48,4,4,3,0,125,0,0,0,0,0,0,0,499,891,278,271,125,75,2131,465,820,276,255,107,65,1982,5,7,6,4,0,0,21,11,17,3,0,0,0,32,22,21,5,3,0,0,55,3,5,0,0,0,0,10,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,12,0,0,0,0,20,50,38,0,0,0,0,94,0,0,0,0,0,0,3,0,4,0,0,3,0,10,52,41,0,0,3,0,103,0,0,0,0
108011154,356,705,187,124,70,22,1461,221,198,29,17,4,0,468,18,21,6,3,0,0,51,244,217,40,22,4,0,522,149,62,10,4,7,0,228,65,47,8,0,0,0,125,70,47,4,3,0,0,120,0,0,3,0,0,0,3,287,156,22,7,6,0,480,58,45,0,3,0,0,110,0,0,0,0,0,0,0,9,3,0,0,0,0,11,65,51,0,3,0,0,119,0,0,0,0,0,0,0,954,1125,246,159,80,24,2577,363,662,150,128,58,30,1393,282,227,33,9,0,0,554,74,56,24,15,3,0,169,350,285,59,22,3,0,715,87,30,7,3,3,0,127,49,59,10,3,0,0,121,116,62,5,3,0,0,189,4,0,0,0,0,0,7,262,144,27,6,4,4,449,60,59,0,0,3,0,126,0,0,0,0,0,0,0,3,9,3,0,3,0,13,67,65,3,0,6,0,145,3,0,0,0
108021155,1002,1596,704,597,329,177,4408,57,22,6,7,3,0,95,7,3,0,0,0,0,13,62,26,6,4,3,0,109,203,57,11,5,0,0,276,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,207,58,11,5,0,0,284,47,12,10,0,4,0,66,0,0,0,0,0,0,0,8,12,3,3,3,0,25,57,22,7,3,7,0,95,0,0,0,0,0,0,0,1327,1709,736,612,339,178,4896,1090,1597,710,519,297,219,4434,118,90,35,38,11,10,312,21,12,0,0,0,0,27,136,101,35,45,13,11,341,141,53,13,0,4,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,50,13,0,4,3,213,50,9,3,3,0,3,71,0,0,0,0,0,0,0,3,0,0,0,0,0,5,55,13,3,3,0,3,76,0,3,0,0
108021156,738,1298,476,420,203,114,3249,7,5,0,0,0,0,8,3,5,0,0,0,0,11,12,8,0,0,0,0,20,56,29,4,4,0,0,101,3,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,64,32,9,4,0,0,112,50,17,5,0,3,0,77,23,12,3,4,0,0,43,3,3,3,6,0,0,14,69,39,12,10,3,0,131,0,0,0,0,0,0,0,878,1381,497,434,204,114,3513,815,1336,450,355,164,121,3250,26,21,8,5,6,0,67,0,3,0,0,0,0,7,27,22,8,4,8,0,77,37,20,8,0,0,0,62,4,3,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,4,49,20,9,0,0,0,77,26,19,3,0,0,0,48,5,7,4,6,0,0,17,4,4,0,0,0,0,6,37,26,7,4,0,3,76,0,0,0,0
108021157,352,625,201,189,84,48,1501,29,15,4,0,0,0,48,8,3,0,0,0,0,12,37,19,4,0,0,0,59,32,8,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,8,3,0,0,0,54,41,13,0,0,0,0,60,3,0,0,0,0,0,6,5,0,0,0,0,0,8,47,21,0,3,0,0,69,0,0,0,0,0,0,0,464,668,216,190,82,51,1680,430,676,216,175,102,46,1648,18,6,0,3,0,0,26,12,4,0,0,0,0,13,26,12,0,3,0,0,41,76,20,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,20,0,0,0,0,103,3,3,0,0,0,0,5,0,0,0,0,0,0,3,3,3,0,0,0,0,8,6,3,0,4,0,0,13,0,0,0,0
108021158,494,809,287,224,85,40,1936,95,51,9,5,0,0,161,12,10,9,0,0,0,31,107,58,12,6,3,0,196,205,104,23,12,0,0,349,31,18,0,0,0,0,50,25,24,0,0,0,0,51,22,11,0,3,0,0,38,282,148,30,14,0,0,479,156,102,6,0,0,0,257,4,0,0,0,0,0,3,3,0,8,0,0,0,14,163,102,10,3,0,0,272,7,0,0,0,0,0,9,1051,1121,341,248,91,42,2893,655,870,261,207,95,54,2150,135,79,11,3,0,0,230,22,18,4,0,0,0,47,159,94,13,3,0,0,271,211,93,17,3,3,0,333,25,13,0,0,0,0,37,17,21,5,0,0,0,47,3,0,0,0,0,0,3,256,126,25,7,3,0,419,74,27,0,0,0,0,97,0,0,0,0,0,0,0,18,8,3,3,0,0,37,88,41,3,4,0,0,135,0,0,0,0
108021159,593,988,364,318,147,101,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,20,10,0,3,0,0,35,14,4,0,0,0,0,20,3,4,3,0,0,0,10,7,0,0,0,0,0,13,17,13,6,3,0,0,37,0,0,0,0,0,0,0,637,1015,364,327,149,105,2598,641,1147,339,333,175,107,2746,17,9,0,4,0,0,30,0,3,0,0,0,0,8,17,8,3,4,0,0,35,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,19,12,3,0,0,0,0,15,4,3,0,0,0,0,8,6,3,0,4,0,0,12,21,4,0,4,0,0,30,0,0,0,0
108021160,329,715,182,174,73,19,1501,87,48,15,5,0,0,155,0,3,3,0,0,0,10,90,52,18,3,0,0,164,79,60,3,3,0,0,146,12,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,63,4,3,0,0,169,18,34,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,51,0,0,0,0,0,0,0,529,871,209,177,73,23,1884,491,828,211,150,94,32,1808,40,40,8,3,0,0,85,5,3,3,0,0,7,19,47,49,8,3,0,4,110,80,38,15,5,0,0,137,14,6,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,36,15,10,0,0,158,11,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,15,0,0,0,0
108031161,25,35,23,17,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,15,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,20,17,6,0,134,28,42,16,22,3,0,111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,14,12,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
108041162,910,2258,678,661,299,106,4908,219,142,16,3,0,0,387,70,34,5,0,0,0,106,288,174,19,3,0,0,492,209,88,25,7,0,0,327,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,9,216,96,23,7,0,0,343,170,121,4,0,0,0,297,0,0,0,0,0,0,0,14,14,3,5,0,0,33,184,139,8,6,0,0,337,3,3,0,0,0,0,4,1598,2667,731,679,301,109,6082,1155,2421,721,654,342,121,5418,199,99,18,9,0,0,326,65,36,10,0,0,0,105,259,138,25,9,0,0,432,161,96,12,10,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,10,163,97,12,10,0,0,293,139,101,0,0,0,3,242,0,0,0,0,0,0,0,5,7,5,0,0,0,17,141,106,5,0,0,3,263,3,0,0,0
108041163,1226,2979,1076,1242,492,190,7205,522,509,86,31,7,0,1148,118,117,33,10,3,3,289,644,624,120,42,16,4,1444,429,205,62,15,4,0,710,130,106,12,3,0,0,255,145,134,16,3,3,0,294,10,3,0,0,0,0,16,712,442,88,21,3,3,1274,46,42,3,0,0,0,96,0,0,0,0,0,0,0,10,3,0,0,0,0,12,52,49,3,0,0,0,109,0,0,0,0,3,0,3,2629,4097,1287,1300,509,196,10023,1283,3135,1086,1224,513,216,7453,576,471,114,40,12,5,1219,133,147,59,20,3,4,362,710,621,175,57,15,3,1582,403,173,57,15,0,0,650,186,123,25,9,0,0,346,191,212,32,14,4,0,454,12,0,0,0,0,0,12,794,509,114,30,9,0,1461,43,46,0,3,0,0,96,0,0,0,0,0,0,0,75,40,3,0,3,0,122,121,84,6,3,3,0,210,3,3,0,0
