SA3_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
12405,3,0,15,28,0,0,46,117,146,126,15,397,334,27,57,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,3,6,3,23,3,3,4,0,10,3,6,3,23,0,0,0,0,0,0,0,0,3,3430,6910,2928,232,13496,3006,425,606,17529,3188,6102,2445,209,11943,2260,357,689,15258,88,97,101,8,298,253,24,49,623,225,379,258,21,885,260,48,121,1316,318,479,356,26,1184,510,77,172,1938,41,51,50,8,146,138,16,39,333,68,56,43,9,177,162,19,49,411,28,18,34,5,87,68,5,18,181,0,3,0,0,3,7,0,3,16,145,126,126,13,417,382,35,105,943,0,0,0,0,0,0,0,0,4,3,0,0,0,3,6,0,0,6,3,4,4,0,11,4,0,4,25,7,4,4,0,11,15,3,4,31,9,5,3,0,16,26,0,3,51,3658,6726,2941,258
12501,3,0,17,3,4,4,25,2179,2556,856,272,5862,1816,653,780,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,10,13,3,0,29,17,4,9,57,10,15,3,0,29,17,4,20,75,4,7,0,0,13,7,3,0,24,4660,9492,2663,542,17353,3791,1134,1391,23671,1947,5501,1302,241,8993,1359,613,463,11432,94,143,53,13,301,119,27,58,499,556,1346,358,39,2296,286,163,105,2847,655,1485,411,48,2593,402,190,157,3348,506,783,266,57,1613,605,305,174,2701,505,788,230,69,1591,388,265,154,2393,2197,1874,557,161,4795,1587,578,726,7686,8,24,8,0,41,19,4,3,66,3215,3477,1054,286,8036,2589,1162,1063,12846,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,4,13,26,61,25,3,110,37,20,9,171,22,65,25,3,120,38,20,13,187,24,23,5,6,61,50,15,12,142,5862,10551,2798,588
12502,0,0,10,11,3,3,26,513,491,237,22,1270,1183,99,190,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,19,26,5,3,52,9,6,0,0,19,28,5,3,53,6,25,7,3,48,12,0,0,61,4535,8558,2310,245,15647,3951,513,701,20807,3047,6770,1548,167,11531,1828,278,359,13987,135,217,84,3,436,360,31,57,889,852,2042,487,39,3424,714,154,142,4434,984,2261,572,45,3858,1072,187,200,5322,106,71,41,10,226,393,10,49,674,157,225,112,10,500,338,28,82,943,340,509,137,9,999,336,86,99,1521,3,8,3,0,7,8,0,0,14,599,809,294,33,1732,1068,121,224,3150,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,12,16,3,0,25,16,3,3,50,12,14,3,0,29,16,3,8,53,14,25,5,0,47,31,0,4,86,4657,9875,2424,240
12503,27,0,79,59,4,12,149,1507,1767,1075,182,4543,2674,350,740,8307,0,0,0,0,0,0,0,0,4,0,3,0,0,7,11,0,3,19,14,46,25,3,88,29,14,24,151,13,51,30,3,99,39,13,26,174,11,19,9,3,38,37,9,4,83,8313,17454,6347,778,32885,8832,1091,2044,44853,5433,14028,4086,565,24101,4265,779,1226,30378,357,518,274,37,1185,923,80,164,2353,825,2150,682,74,3734,830,141,218,4926,1182,2669,957,106,4915,1756,217,385,7276,381,447,316,49,1194,1033,128,234,2600,800,1204,582,98,2682,1208,259,345,4496,483,719,335,66,1610,582,143,224,2550,15,18,10,0,51,30,6,5,92,1688,2385,1245,217,5535,2857,530,810,9736,0,5,0,0,9,0,0,0,14,0,5,4,0,7,0,0,30,40,37,96,32,9,167,33,13,30,244,38,105,35,9,183,36,16,67,300,26,61,16,5,111,61,12,22,205,8359,19253,6335,900
12504,11,0,41,41,0,6,92,4669,4704,1479,429,11277,5382,1214,1477,19347,0,0,0,0,0,9,0,3,12,0,0,0,0,0,0,0,58,54,3,7,3,0,19,6,4,7,36,3,7,3,0,19,16,4,62,105,5,9,0,0,15,23,12,8,54,10701,15658,4402,794,31554,10207,1957,2432,46145,4313,8967,2099,272,15645,2820,576,612,19662,416,846,242,30,1537,820,77,162,2587,825,1873,511,75,3277,833,209,222,4547,1241,2720,752,108,4814,1655,287,386,7138,1113,1631,367,88,3201,1724,235,398,5552,1760,2756,693,162,5371,1942,504,593,8406,2240,2842,525,163,5774,1729,673,864,9044,8,9,3,0,19,14,0,7,43,5123,7235,1592,416,14363,5417,1416,1857,23048,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,27,27,25,83,11,6,121,40,20,22,198,22,84,14,6,123,43,27,46,239,47,77,12,3,131,108,12,21,275,10743,19081,4465,798
12601,0,0,5,16,0,3,28,518,549,221,66,1359,888,177,89,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,11,7,6,4,29,4,5,4,0,11,7,6,4,29,0,3,0,0,3,0,0,0,4,3503,6679,1250,205,11627,2621,385,308,14944,2627,5850,906,103,9490,1276,270,202,11235,116,145,39,4,316,152,12,53,523,205,410,114,9,736,185,36,25,979,323,556,157,15,1052,330,47,74,1505,40,40,12,4,93,169,7,38,301,301,481,147,31,956,365,134,50,1508,365,388,103,21,878,269,131,58,1332,6,3,0,0,7,8,3,3,21,705,907,269,58,1934,811,272,149,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,3,3,0,14,3,7,0,0,10,5,3,3,21,10,9,0,0,22,9,4,0,40,3670,7337,1331,175
12602,3,0,11,12,3,0,30,3445,2111,986,282,6831,5536,1126,786,14280,3,0,0,0,3,7,0,65,75,0,0,0,0,0,0,0,3,3,15,17,7,3,44,28,3,7,86,18,17,7,3,50,36,3,75,166,12,6,0,0,17,7,0,5,27,10373,15324,3959,672,30328,10922,2177,1650,45066,5155,11397,2188,325,19069,3209,780,710,23768,628,898,300,33,1857,776,103,131,2873,1137,1678,474,63,3350,1369,253,189,5165,1765,2574,774,102,5211,2140,359,320,8031,378,252,141,26,792,837,74,131,1835,1821,1430,588,176,4025,2608,614,381,7623,2381,1490,463,169,4504,1993,639,411,7551,9,8,0,0,12,11,0,3,33,4586,3181,1195,377,9335,5451,1322,928,17036,5,0,0,0,3,7,0,41,54,0,0,0,0,0,0,0,3,3,23,22,6,3,57,42,17,10,117,29,24,5,3,64,48,17,54,180,41,72,23,0,133,81,14,17,251,11576,17248,4180,811
12701,7,0,13,13,0,0,30,68,37,124,3,230,498,13,110,854,21,7,6,0,28,75,3,3,111,0,0,0,0,0,3,0,4,3,3,3,0,0,11,0,0,0,10,22,10,8,0,40,77,3,10,122,3,6,3,0,12,5,0,0,15,3723,11733,3537,256,19255,2930,301,1124,23607,4668,13941,3624,334,22570,2580,318,1435,26893,112,181,101,10,404,140,14,37,590,169,539,326,16,1050,237,18,92,1397,283,716,427,23,1447,381,38,131,1990,41,29,68,10,157,282,12,70,526,21,19,34,0,76,190,4,70,340,3,0,0,0,7,3,0,0,9,3,3,0,0,3,5,0,3,13,63,57,106,15,238,479,24,144,886,3,0,0,0,3,11,0,6,20,0,5,3,0,11,5,0,7,20,5,3,3,0,12,9,4,3,23,11,9,7,0,25,18,3,15,61,32,46,9,3,83,86,3,47,220,5052,14769,4179,377
12702,24,4,88,57,3,11,156,961,1584,1119,151,3825,1674,257,314,6065,9,0,3,0,18,55,3,5,72,0,0,0,0,0,0,0,0,3,15,24,11,3,45,17,3,4,73,26,25,11,3,67,74,7,5,146,11,20,9,0,36,9,3,3,54,9075,23673,9532,993,43268,7795,1043,1678,53785,7042,18973,6821,714,33555,4673,686,1337,40254,216,419,351,36,1023,453,19,85,1583,737,2321,1369,123,4554,796,128,191,5676,953,2742,1719,159,5576,1256,153,275,7254,295,537,384,43,1260,776,74,129,2244,465,674,537,89,1764,637,145,169,2710,394,645,382,69,1483,498,76,100,2159,12,31,18,3,68,35,8,3,113,1163,1895,1318,201,4580,1937,298,407,7227,8,0,4,3,16,56,3,22,93,0,10,6,0,22,10,3,3,41,48,123,55,8,244,61,13,53,375,63,141,66,13,278,134,19,74,507,48,80,47,7,176,77,10,11,274,9265,23826,9973,1100
12703,11,0,17,3,0,0,25,998,1744,912,93,3745,2071,222,822,6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,7,5,0,12,11,3,0,31,3,7,8,0,16,11,3,10,41,0,10,7,0,20,18,3,4,41,6252,14747,4509,358,25860,5908,702,1881,34357,4493,12715,3021,298,20519,2718,335,990,24570,137,124,102,8,367,337,17,69,798,625,1369,681,47,2725,860,86,325,3992,758,1490,783,56,3095,1202,103,393,4785,147,202,125,20,494,547,30,185,1260,582,1056,572,62,2271,1155,151,593,4164,495,830,366,38,1730,502,109,516,2855,8,12,11,3,36,19,4,6,67,1236,2094,1075,127,4536,2217,291,1300,8340,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,3,10,25,4,0,47,18,3,16,76,10,30,7,0,47,18,3,20,88,17,31,8,0,55,44,3,6,113,6509,16363,4897,483
12801,15,0,33,34,3,3,71,2972,1251,1151,147,5518,5070,766,814,12163,14,7,15,0,36,49,3,18,102,0,0,0,0,3,0,0,3,8,21,17,10,0,46,35,4,16,102,39,22,20,0,84,85,4,34,209,6,3,0,0,6,3,0,0,10,10455,13307,3980,407,28152,10067,1239,1507,40967,5494,11021,2065,184,18769,2904,336,546,22548,290,214,116,4,631,629,26,105,1384,1403,1325,585,49,3362,1405,97,211,5076,1690,1541,703,53,3987,2037,123,321,6460,585,272,206,20,1080,1167,130,239,2615,1503,847,683,79,3117,2111,351,408,5985,1098,518,309,45,1973,1469,171,308,3922,0,0,0,0,0,3,3,0,7,3184,1645,1197,151,6172,4752,653,951,12527,22,7,9,0,28,36,3,11,82,0,0,0,0,0,0,0,7,4,31,28,13,0,73,48,12,26,154,47,30,20,0,104,86,20,41,247,31,26,4,0,63,37,6,13,112,10451,14263,3998,394
12802,3,0,20,25,0,0,55,1133,637,512,77,2357,2085,231,318,4991,12,8,11,0,22,46,0,19,92,0,0,0,0,0,0,0,17,17,8,12,14,0,30,16,5,0,55,18,18,22,0,54,64,4,38,169,3,0,0,0,4,0,0,0,5,8855,16123,3588,294,28854,6223,627,931,36632,6707,14145,2363,225,23434,2804,279,464,26974,251,325,160,11,747,412,17,46,1222,688,999,508,24,2219,749,80,115,3155,943,1326,662,35,2966,1155,95,159,4382,241,179,130,4,557,650,35,89,1332,783,477,370,40,1676,1150,139,144,3115,284,164,89,11,553,326,41,39,956,5,0,3,0,12,3,0,0,17,1316,821,597,63,2797,2131,211,276,5416,14,12,8,0,36,61,7,28,127,0,0,0,0,0,5,0,7,15,13,5,11,0,32,17,5,3,61,29,18,16,0,66,84,13,40,201,17,27,8,3,55,31,8,0,95,9020,16329,3641,321
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
