SA3_CODE_2016,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Sep_M,C16_45_49_Sep_F,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Married_M,C16_85o_Married_F
12503,780,1477,2257,27092,26968,1672,2214,3320,4438,1216,5092,19214,15236,52521,53949,106475,12,65,0,4,0,7,0,3,4829,4551,4843,4627,9475,435,1078,9,53,17,32,0,0,5528,4261,5988,5427,11419,2107,3243,81,174,106,138,10,12,4167,2742,6461,6311,12772,3860,4151,189,306,200,320,7,21,2303,1416,6561,6207,12774,3872,3597,230,341,294,428,10,33,1288,923,5699,5324,11018,3245,3096,226,316,346,526,17,57,952,704,4790,4703,9495,3036,2876,245,303,450,647,23,112,831,607,4586,4553,9134,2928,2729,248,276,502,740,37,155,704,510,4422,4416,8833,2658,2383,219,252,552,690,52,280,524,405,4002,4004,8002,2303,2045,197,180,459,578,86,416,384,270,3422,3493,6912,2089,1753,178,153,382,404,103,483,234,166,2986,2957,5948,1582,1113,99,76,226,261,126,622,154,87,2189,2155,4340,1047,787,61,30,128,147,163,755,108,54,1506,1768,3275,709,437,25,11,77,103,175,785,52,48,1041,1374,2421,525,261
12504,642,1655,2291,27688,27108,1216,1432,2957,4277,944,4228,18131,13823,50936,50874,101812,21,22,0,0,0,0,0,0,3177,2890,3205,2919,6122,241,656,5,22,3,16,0,0,4406,3238,4659,3928,8596,2242,4133,56,71,59,86,7,7,4264,2841,6623,7140,13759,6453,6882,114,157,168,243,9,10,2267,1592,9013,8884,17891,6019,4680,136,192,215,294,3,24,1280,997,7652,6195,13847,3752,3081,144,167,295,457,12,47,988,849,5185,4604,9792,2655,2322,137,207,328,553,14,70,746,633,3882,3784,7662,2290,2178,167,190,415,615,31,110,588,473,3492,3562,7053,2035,1957,136,144,442,654,36,200,469,411,3118,3377,6493,1821,1697,131,135,381,551,50,324,272,271,2645,2979,5625,1605,1473,94,104,313,487,85,394,194,188,2289,2649,4938,1314,1153,67,46,219,270,96,484,139,107,1834,2058,3899,997,743,42,26,113,186,150,606,84,63,1386,1627,3010,636,409,23,18,76,84,183,741,36,38,953,1292,2246,475,225
12601,333,641,976,10237,10387,224,336,583,1089,358,1455,5537,5115,16933,18380,35314,9,7,0,0,0,0,3,0,1686,1571,1702,1571,3275,30,64,0,0,0,3,0,3,1769,1669,1803,1738,3537,293,434,7,7,5,15,0,0,1199,953,1504,1412,2911,859,1004,22,26,19,28,0,3,489,356,1389,1418,2807,1134,1335,26,38,47,60,0,0,289,233,1492,1659,3150,1312,1418,33,48,55,90,6,4,185,164,1590,1741,3332,1244,1367,31,59,57,141,6,14,194,127,1534,1704,3238,1344,1411,41,49,91,170,6,29,133,121,1630,1783,3415,1284,1253,37,43,102,176,21,45,102,99,1541,1609,3154,1103,1066,25,34,93,176,12,72,78,67,1307,1424,2728,942,800,20,14,72,137,40,99,68,52,1145,1105,2247,648,564,17,17,57,94,30,143,34,56,780,869,1650,492,413,10,6,26,80,40,207,20,36,581,742,1323,359,265,7,8,19,25,60,245,13,15,453,554,1012,286,135
12602,1049,2166,3215,25199,25368,892,1141,2461,3960,1045,4689,18197,16705,47797,51866,99665,10,11,0,0,0,4,3,0,4095,3429,4116,3449,7565,112,284,7,3,11,12,0,5,5138,5134,5263,5434,10696,1363,2098,28,44,38,63,0,6,4078,3751,5508,5955,11466,3409,3762,63,82,89,181,4,10,2184,1881,5745,5914,11668,3643,3656,99,131,158,260,3,14,1152,1118,5058,5181,10245,3230,3232,127,170,200,358,13,27,910,879,4476,4666,9139,2857,3148,118,146,316,543,18,47,715,672,4029,4556,8577,2952,2870,111,178,395,566,23,85,669,556,4150,4256,8404,2539,2656,117,158,387,585,37,141,521,473,3594,4020,7613,2242,2253,128,108,358,609,52,254,411,373,3184,3606,6788,2091,1848,86,83,307,495,76,331,260,274,2808,3028,5839,1490,1229,56,61,198,316,77,435,157,195,1982,2230,4214,1127,896,58,43,132,208,132,685,93,128,1547,1961,3512,847,575,27,19,76,131,185,764,70,103,1203,1590,2796,755,369
12701,186,341,528,16065,16112,884,1330,1596,2314,489,2059,10904,9317,29937,31132,61071,14,25,4,0,0,0,0,4,4063,3810,4085,3834,7919,149,402,7,24,3,19,3,0,3521,3291,3682,3737,7418,1017,1668,49,96,31,86,4,5,2402,1924,3501,3781,7283,2186,2675,95,190,91,179,3,14,1362,955,3739,4017,7756,2417,2656,179,230,188,273,7,19,784,626,3579,3806,7382,2534,2623,149,233,223,350,11,31,598,470,3508,3703,7218,2468,2398,140,221,322,437,9,58,436,369,3376,3488,6864,2504,2313,146,222,315,466,26,90,405,311,3406,3406,6807,2119,1977,179,154,310,427,38,193,269,192,2907,2947,5854,1753,1518,101,129,251,339,37,252,126,97,2279,2344,4620,1345,1096,74,80,160,270,61,324,82,51,1719,1814,3530,992,656,70,45,104,124,69,328,39,20,1270,1176,2440,633,426,33,19,58,62,82,414,20,18,828,945,1772,353,172,14,9,26,51,83,375,12,7,487,621,1103,175,62
12702,803,1382,2187,34989,35060,2239,3029,4365,6418,1346,6603,25359,20826,68294,71933,140228,28,81,0,6,9,5,3,4,6838,6335,6871,6431,13302,411,940,16,60,12,45,4,9,6978,5903,7421,6959,14377,1488,2502,80,227,116,260,4,23,4750,3602,6439,6606,13049,2696,3551,200,308,242,459,3,32,2672,1888,5811,6245,12056,3014,3539,259,374,397,620,7,43,1605,1290,5282,5870,11145,3436,3921,306,397,537,897,25,80,1324,1083,5622,6383,12005,4077,3981,293,417,666,1117,32,149,1057,932,6122,6595,12712,4308,4037,352,389,822,1064,49,239,849,690,6373,6427,12797,4375,4086,281,341,798,1119,73,408,748,603,6275,6549,12825,3764,3498,234,283,632,814,98,619,371,425,5092,5649,10742,3118,2636,229,185,460,534,143,777,258,239,4213,4366,8581,2217,1600,107,93,244,292,154,856,136,132,2862,2962,5827,1647,1138,78,62,169,146,219,1051,91,87,2202,2493,4686,1096,636,49,37,87,88,238,1083,38,40,1511,1882,3392,775,323
12703,369,717,1082,21256,21288,1247,1596,2465,3409,694,3239,13843,11186,39508,40720,80222,11,37,0,3,0,0,4,3,4055,3697,4066,3740,7812,211,608,9,45,6,24,3,3,3874,3301,4105,3974,8082,1236,1989,60,142,51,107,0,10,2810,2163,4165,4407,8565,2718,3304,131,215,138,211,6,10,1530,1162,4517,4906,9425,3108,3214,163,256,190,324,0,27,977,695,4444,4521,8965,3018,3058,163,257,276,460,16,40,760,520,4224,4331,8561,2758,2601,173,226,374,543,17,64,548,465,3864,3900,7770,2628,2246,200,226,401,586,26,137,525,340,3789,3537,7332,2169,2030,190,192,409,549,37,229,345,263,3151,3263,6415,1821,1586,127,150,329,433,54,306,172,157,2514,2628,5142,1543,1281,116,96,251,349,79,415,132,88,2118,2225,4348,1130,909,66,64,166,190,101,488,49,34,1500,1691,3193,799,530,45,33,97,124,107,540,42,26,1094,1255,2345,473,270,16,18,49,60,119,528,32,27,693,901,1592,318,138
12801,982,1860,2840,21876,22089,985,1209,2793,4219,1092,4449,14387,12570,41135,44543,85682,5,11,0,0,0,3,0,0,3128,3070,3136,3078,6213,46,97,5,8,3,4,0,0,3096,2917,3150,3024,6176,572,958,12,43,15,26,4,3,2612,2496,3218,3535,6753,1668,2070,55,85,65,97,0,8,1667,1413,3461,3667,7132,2174,2407,83,112,156,209,3,16,1025,813,3438,3566,7000,2544,2718,136,196,287,377,8,19,846,692,3812,4002,7822,2499,2632,152,187,354,554,8,43,698,562,3716,3982,7695,2368,2448,187,201,464,576,24,60,630,475,3669,3754,7426,2412,2319,134,153,505,702,41,143,484,316,3581,3644,7219,2201,2119,110,128,404,619,62,191,266,215,3042,3275,6314,2029,1821,93,118,335,519,76,318,194,131,2725,2907,5640,1605,1441,64,64,232,434,127,484,102,65,2126,2481,4607,1252,1026,38,31,124,220,132,599,68,43,1611,1919,3529,924,682,28,20,83,148,179,801,42,41,1251,1696,2946,780,422
12802,580,1173,1753,23815,23874,847,1165,2119,3473,832,3221,13391,11604,41005,43335,84338,4,3,0,0,0,0,0,0,3573,3288,3586,3293,6879,78,134,4,6,3,5,0,0,3256,3010,3341,3152,6495,619,954,17,27,14,17,0,0,2348,1933,3003,2932,5941,1750,2178,46,74,50,94,3,4,1179,984,3024,3341,6358,2489,2764,72,115,113,183,6,13,777,652,3455,3733,7190,2893,2992,102,178,214,361,8,21,658,634,3876,4190,8064,2677,2818,144,182,292,491,11,30,550,449,3681,3979,7657,2634,2675,121,170,347,574,37,80,435,334,3576,3837,7417,2694,2748,106,139,341,570,40,113,303,235,3478,3803,7277,2496,2349,85,119,305,454,56,164,204,152,3140,3245,6390,2200,1960,76,76,234,407,79,300,111,80,2698,2825,5523,1631,1329,48,50,165,315,99,406,59,54,2013,2155,4164,981,741,35,26,104,146,112,479,46,34,1273,1425,2698,599,398,14,9,56,79,139,528,27,29,834,1039,1874,448,245
19797,0,0,0,31,28,0,0,10,6,0,16,10,3,51,55,110,0,0,0,0,0,0,0,0,3,7,3,7,12,0,0,0,0,0,0,0,0,5,3,9,4,9,0,3,0,0,0,0,0,0,3,10,5,12,12,6,8,0,0,0,0,0,0,3,0,6,14,20,3,3,0,0,0,0,0,0,0,3,3,3,9,9,10,0,0,0,0,0,0,0,4,10,12,21,6,4,0,0,0,0,0,0,4,4,10,7,16,6,14,0,0,4,3,0,0,3,0,15,22,35,10,14,0,0,0,5,0,0,0,3,12,23,35,16,17,0,0,0,5,0,0,0,0,16,26,42,20,26,0,0,0,8,3,3,0,0,26,36,63,11,14,0,0,3,4,0,11,0,0,21,28,46,5,4,0,0,0,0,0,6,0,0,5,14,22,10,3,0,0,0,0,0,4,0,0,10,10,19,0,3
19999,50,71,122,1354,1218,613,342,954,570,150,229,3884,2418,6955,4779,11739,0,0,0,0,4,0,0,0,279,228,285,232,517,6,24,3,4,0,3,3,0,737,585,746,615,1358,70,75,32,17,9,6,6,0,801,539,928,635,1559,116,105,41,27,23,17,0,0,507,304,687,457,1142,100,65,64,27,33,29,0,6,417,212,625,338,955,80,61,98,29,87,37,6,6,382,162,644,290,940,65,72,84,52,112,62,4,4,309,122,572,310,881,86,94,103,27,135,110,12,17,245,85,585,338,919,112,136,68,32,148,90,14,17,166,69,514,341,850,153,214,62,17,156,87,15,13,95,51,477,391,866,187,190,47,12,141,73,28,25,59,21,458,326,779,111,87,23,3,77,35,25,19,26,9,266,154,413,44,39,9,0,31,19,19,18,14,4,121,78,199,9,11,3,0,17,3,10,19,3,3,43,38,83,13,4
