LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA15950,180,0,0,0,182,15,0,202,0,0,0,0,3,0,0,0,3,0,0,3,885,94,20,14,1006,12,4,16,1027,46,3,1076,259,22,6,0,286,3,0,6,291,12,0,301,131,17,5,0,151,4,0,4,156,10,0,166,16,0,0,0,16,0,0,0,16,0,0,14,0,0,0,0,6,0,0,0,6,0,0,4,402,42,13,5,456,7,4,11,464,20,0,496,6,0,0,0,11,0,0,0,11,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,12,0,0,0,12,0,0,16,415,40,10,5,470,7,4,11,478,27,0,508,82,10,4,0,98,4,0,4,102,20,0,120,0,0,0,0,0,0,0,0,0,0,0,0,494,54,12,7,567,16,4,15,583,39,0,624,320,32,4,0,355,9,3,10,370,27,0,392,154,29,4,0,187,3,0,3,192,8,0,201
LGA15990,1190,15,6,17,1210,131,0,1343,13,5,0,16,32,0,0,0,32,0,14,41,7016,1073,225,73,8386,106,20,126,8514,451,22,8990,1954,252,52,8,2260,44,4,45,2310,129,0,2442,1777,305,49,4,2143,22,8,32,2169,89,0,2263,184,30,23,0,234,6,0,5,240,10,0,251,12,0,0,18,34,0,0,0,32,3,3,36,3935,583,128,25,4677,69,13,84,4759,231,3,4999,32,0,0,0,28,5,0,5,36,0,0,38,49,5,3,0,56,0,0,0,56,3,0,52,71,5,3,0,83,5,0,5,92,9,0,95,4008,595,133,25,4756,77,13,92,4851,235,3,5091,623,101,17,10,754,15,0,18,774,101,0,871,8,0,0,4,13,0,0,0,13,0,4,21,4640,695,148,49,5532,90,16,109,5640,335,18,5989,2453,361,86,4,2912,50,7,59,2974,181,3,3164,2106,405,68,10,2592,33,3,34,2627,126,0,2756
LGA16100,14,0,4,3,16,6,0,25,6,0,0,0,6,0,0,0,6,0,0,6,100,10,7,0,112,0,4,3,114,16,0,133,29,3,0,0,34,0,0,0,34,0,0,33,25,0,4,3,33,0,0,0,39,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,4,3,74,0,0,0,71,5,0,80,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,62,3,4,3,73,4,0,4,73,5,0,82,10,0,0,0,6,0,0,4,11,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,4,4,3,82,6,0,4,90,7,0,98,33,0,0,0,32,0,0,0,32,0,0,39,18,3,0,5,22,0,0,0,22,0,0,23
LGA16150,132,0,0,4,134,28,0,163,0,0,0,0,0,0,0,0,0,0,0,3,990,123,25,20,1156,6,5,18,1169,69,6,1242,304,31,3,0,341,0,0,5,343,10,0,353,254,29,3,4,293,0,0,0,291,9,0,304,10,3,0,0,16,0,0,0,16,4,0,16,3,0,0,0,5,0,0,0,5,6,0,12,566,66,13,8,653,5,4,8,658,25,3,690,3,0,0,0,4,0,0,0,9,0,0,5,7,3,0,0,9,0,0,0,12,0,0,12,6,3,0,0,11,0,0,4,12,0,0,16,575,71,13,8,668,4,6,5,675,27,3,702,59,14,5,0,79,0,0,4,84,19,0,100,0,0,0,0,0,0,0,0,0,0,4,5,638,89,14,9,749,4,6,9,758,48,11,814,374,45,7,0,427,8,4,6,433,18,0,451,224,35,7,3,269,0,0,0,269,16,0,276
LGA16200,48,0,0,0,50,10,0,58,0,0,0,0,0,0,0,0,0,0,5,5,289,46,8,7,348,6,4,6,354,17,5,375,108,6,6,0,114,0,0,0,119,3,0,123,59,3,3,0,71,0,4,4,72,10,0,80,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,178,8,9,0,192,0,4,3,199,7,0,208,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,7,178,8,9,0,192,5,4,4,201,7,0,210,31,0,0,0,31,0,0,0,37,16,0,54,0,0,0,0,0,0,0,0,0,0,0,0,207,10,9,3,232,3,4,7,238,27,0,266,117,10,0,0,127,0,0,0,130,7,0,137,67,6,5,0,80,0,0,0,77,0,0,80
LGA16260,1330,47,12,58,1392,485,3,1882,13,0,0,17,25,0,0,0,25,0,20,48,4463,879,508,106,5955,174,40,216,6172,792,43,7012,1136,140,93,6,1374,28,9,36,1407,116,4,1531,666,193,85,10,950,20,8,22,970,89,3,1061,87,32,64,0,183,0,0,0,191,21,0,205,12,0,0,13,18,0,0,0,18,0,3,26,1895,365,242,26,2527,47,10,62,2590,217,9,2818,42,3,4,0,55,11,0,11,67,0,0,68,33,5,4,0,46,11,0,17,57,8,0,65,76,13,4,0,99,24,0,24,122,9,0,134,1974,379,249,31,2631,76,11,88,2711,229,9,2956,468,120,66,12,662,28,9,39,704,264,8,971,3,4,0,8,13,0,0,0,13,6,13,30,2445,501,313,51,3299,103,21,124,3427,492,32,3952,1340,191,90,12,1628,32,4,36,1667,143,3,1809,862,262,84,6,1206,25,9,30,1235,120,0,1360
LGA16350,1096,39,6,46,1145,298,4,1443,5,0,0,13,20,0,0,0,20,7,18,43,4108,869,430,98,5506,110,14,119,5620,562,38,6225,1192,166,77,12,1449,21,0,19,1471,84,0,1552,788,190,67,6,1048,7,0,7,1063,74,7,1142,146,48,51,0,241,0,0,0,242,10,0,254,14,8,4,14,33,0,0,0,33,0,3,41,2133,403,199,34,2775,27,0,36,2807,174,8,2984,34,8,3,0,38,4,0,3,48,5,0,53,24,5,0,6,30,3,0,3,40,5,0,40,56,7,3,3,76,8,6,12,89,8,0,88,2196,414,200,33,2848,40,6,40,2891,179,8,3077,455,123,39,18,641,22,7,26,666,207,0,871,6,3,0,10,13,0,0,0,13,5,21,35,2651,543,244,61,3500,60,8,72,3571,385,32,3986,1508,207,93,15,1822,44,8,51,1874,98,0,1979,931,212,70,6,1217,7,0,12,1224,72,3,1307
LGA16380,205,5,3,9,210,77,0,288,0,0,0,0,5,0,0,0,5,0,9,9,1577,284,52,19,1935,22,4,32,1965,155,11,2134,465,78,9,0,548,8,0,8,560,36,0,597,423,85,13,4,520,7,0,8,531,25,4,557,26,3,3,0,27,0,0,0,27,0,0,27,3,0,0,9,13,0,0,0,13,0,0,13,917,166,26,7,1112,18,0,15,1129,65,4,1196,3,0,0,0,3,3,0,3,10,0,0,10,9,0,0,0,13,0,0,0,12,4,0,16,17,3,0,0,18,4,0,4,23,7,0,24,935,167,26,11,1135,21,0,22,1156,67,4,1222,87,28,5,6,125,5,0,6,136,52,0,184,0,0,0,0,6,0,0,0,6,0,0,7,1017,196,32,10,1259,24,0,28,1289,117,8,1409,658,129,16,3,804,5,4,3,816,46,0,858,473,105,15,6,595,3,0,3,602,47,0,644
LGA16400,241,6,0,8,248,78,3,326,0,0,0,0,5,0,0,0,5,0,5,9,1370,205,53,43,1684,26,8,33,1712,154,17,1877,367,39,19,4,429,8,0,12,433,25,0,463,408,53,13,3,477,3,0,8,481,29,0,513,29,3,4,0,41,0,0,0,43,0,0,46,4,0,0,9,14,0,0,0,14,0,0,17,808,98,39,16,962,8,5,14,975,59,4,1032,8,0,0,0,8,0,0,0,11,0,0,11,14,0,0,0,13,0,0,0,14,0,0,17,22,0,0,0,22,0,0,0,28,0,0,30,828,98,41,16,987,14,4,17,998,62,4,1063,134,18,4,3,163,4,0,5,170,64,0,223,0,0,0,0,3,0,0,0,3,0,10,16,971,117,44,26,1147,18,4,21,1171,118,10,1299,451,58,17,3,534,3,0,3,536,44,0,578,474,67,8,4,551,6,0,6,556,31,0,590
LGA16490,142,0,0,0,141,20,0,163,0,0,0,0,0,0,0,0,0,0,6,6,1537,149,47,20,1754,17,3,18,1774,76,9,1861,587,40,14,8,641,4,3,7,646,25,0,675,278,40,3,0,319,0,0,0,320,10,0,336,22,0,0,0,26,0,0,0,26,0,0,30,7,0,0,3,3,0,0,0,3,0,0,3,891,79,18,8,992,8,3,11,1001,34,0,1039,11,0,0,0,12,0,0,0,12,0,0,12,7,0,0,0,7,0,0,0,7,0,0,9,15,0,0,0,17,0,0,0,17,0,0,19,906,77,22,8,1012,8,3,11,1023,34,5,1061,84,6,3,0,88,0,0,0,91,13,0,106,0,0,0,0,0,0,0,0,0,0,4,4,983,83,23,8,1105,12,3,11,1112,51,3,1171,750,70,10,0,835,6,0,10,846,39,0,882,313,38,11,0,366,4,0,4,370,11,0,379
LGA16550,417,4,0,4,418,84,0,502,6,0,0,4,9,0,0,0,9,0,12,22,2450,412,104,37,3000,49,11,57,3063,214,12,3292,696,96,25,0,817,17,8,17,832,54,0,895,507,117,13,5,646,13,3,8,657,21,0,676,55,7,6,0,66,0,0,0,66,5,0,80,5,0,0,8,5,0,0,0,5,0,0,5,1263,220,51,8,1537,26,10,30,1568,82,0,1657,8,0,0,0,13,0,0,0,12,4,0,15,9,3,0,0,9,0,0,0,17,4,0,20,19,3,0,0,27,0,0,0,28,11,0,34,1280,222,53,13,1562,29,10,34,1598,89,0,1689,199,43,8,7,257,4,0,4,262,58,0,322,0,0,0,0,6,0,0,0,6,0,0,6,1484,266,58,25,1829,35,10,38,1864,144,0,2010,897,132,27,4,1056,12,4,17,1075,86,0,1159,640,139,26,9,810,12,0,12,823,40,6,867
LGA16610,96,3,0,3,100,22,0,124,0,0,0,0,0,0,0,0,0,0,0,0,412,82,17,12,514,9,0,9,526,61,0,583,103,20,3,0,124,0,0,5,133,13,0,143,108,25,3,5,140,0,0,0,143,13,3,158,7,3,0,0,11,0,0,0,11,0,0,13,0,0,0,4,4,0,0,0,4,0,0,4,220,52,3,9,283,7,0,4,289,23,0,313,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,221,52,3,9,286,7,0,4,290,26,0,318,35,15,0,0,53,6,0,6,57,20,0,75,0,0,0,0,0,0,0,0,0,0,3,3,258,64,11,9,339,4,0,6,345,41,5,395,137,29,0,0,164,0,0,0,167,20,0,186,106,15,4,0,120,4,0,4,125,15,0,140
LGA16700,475,9,0,8,479,104,6,591,7,0,0,4,9,0,0,0,9,0,14,22,2214,403,123,33,2775,60,6,61,2837,232,21,3097,616,66,28,0,710,21,3,20,725,55,3,782,409,120,25,0,560,5,0,6,569,30,0,601,52,8,25,0,89,3,0,3,88,3,0,95,6,0,0,4,12,0,0,0,12,0,0,12,1081,192,74,9,1370,22,3,29,1395,90,3,1486,16,5,0,0,26,4,0,4,33,5,0,34,24,4,0,0,25,0,0,0,26,0,0,28,40,9,0,0,48,12,0,12,55,5,0,62,1126,203,79,9,1415,33,3,35,1455,91,3,1551,201,55,16,3,273,0,0,3,276,79,0,354,0,0,0,3,4,0,0,0,4,0,4,9,1329,258,91,16,1699,29,5,38,1732,172,10,1915,800,102,38,6,943,28,3,31,973,85,0,1062,552,135,20,4,713,12,3,19,727,43,0,775
LGA16900,299,10,0,12,308,75,0,384,0,0,0,0,8,0,0,0,8,0,10,15,1445,289,121,28,1889,21,0,24,1911,149,18,2075,370,50,26,4,439,3,5,6,448,35,0,482,394,73,28,3,492,5,0,7,500,28,0,528,54,20,12,0,87,3,0,3,88,10,0,92,0,0,0,9,10,0,0,0,10,0,4,16,817,142,63,10,1031,11,0,11,1048,69,5,1116,4,0,0,0,3,0,0,0,7,0,0,7,10,0,0,0,12,0,0,0,14,0,0,14,15,5,3,0,16,0,0,0,17,0,0,17,834,146,62,10,1045,15,0,15,1067,69,5,1138,130,27,12,4,174,0,4,7,175,50,3,229,0,0,0,0,0,0,0,0,0,0,0,0,964,166,81,18,1227,14,5,19,1246,117,9,1370,437,67,25,3,540,11,5,13,548,32,0,576,481,82,38,10,609,11,0,6,618,19,0,642
LGA16950,300,9,6,15,318,105,0,422,4,0,0,0,6,0,0,0,6,0,10,15,1574,313,70,30,1985,32,20,51,2036,210,10,2257,412,63,19,0,496,3,0,12,505,31,0,534,449,103,10,0,566,7,0,11,574,46,0,622,33,14,6,3,53,0,0,0,49,7,0,59,5,0,0,11,10,0,0,0,10,0,0,10,899,181,30,14,1123,15,3,14,1143,78,0,1225,11,0,0,0,14,0,0,0,15,0,0,20,16,0,0,0,17,0,0,0,17,3,0,20,22,0,0,0,27,0,0,0,32,5,0,36,923,184,36,14,1155,14,3,21,1176,82,0,1260,127,28,6,6,175,5,0,5,183,90,0,274,3,0,0,0,3,0,0,0,3,0,3,9,1054,211,41,26,1339,23,3,28,1362,173,7,1546,558,72,13,3,647,0,9,3,657,49,0,703,577,98,7,3,692,7,5,12,701,50,0,752
LGA17000,118,0,3,3,117,21,0,140,0,0,0,0,0,0,0,0,0,0,0,0,612,53,28,20,712,5,6,9,719,31,5,755,161,13,5,0,177,3,0,3,182,3,0,183,166,16,5,0,185,0,0,0,185,14,0,203,14,4,9,0,25,0,0,0,25,0,0,25,3,0,0,0,5,0,0,0,5,0,3,7,343,29,13,10,397,3,0,3,400,22,3,417,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,4,0,0,7,5,0,0,0,5,0,0,0,8,0,0,11,349,29,13,10,406,0,0,0,404,17,3,429,48,10,0,4,66,0,0,0,64,14,0,79,3,0,0,0,4,0,0,0,4,0,0,3,402,46,19,14,472,10,0,4,480,35,4,512,179,12,7,0,196,6,0,5,201,8,0,213,188,23,9,0,215,0,0,0,215,10,0,223
LGA17040,66,0,0,0,66,19,0,79,0,0,0,0,0,0,0,0,0,0,0,0,450,60,10,5,525,0,0,0,529,46,4,578,152,11,7,4,173,0,0,0,173,11,0,182,108,20,5,0,133,0,0,0,135,7,4,146,7,3,0,0,11,0,0,0,11,0,0,11,3,0,0,4,6,0,0,0,6,0,0,7,270,38,9,5,320,0,0,3,324,18,4,343,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,272,38,9,5,325,0,0,3,323,18,4,343,28,7,0,0,35,0,0,0,35,8,0,37,0,0,0,0,0,0,0,0,0,0,4,4,298,44,9,7,356,0,0,3,359,24,4,387,177,13,6,6,198,0,0,0,196,15,0,218,107,27,3,0,137,0,0,0,137,9,0,142
LGA17080,35,3,0,7,40,26,0,65,0,0,0,0,0,0,0,0,0,0,3,3,304,34,5,7,352,8,0,8,361,38,3,406,69,4,3,0,78,0,0,0,78,6,0,84,76,6,0,0,85,0,0,0,85,4,0,85,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,4,0,0,0,4,3,0,7,152,15,8,0,167,0,0,0,167,13,0,186,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,152,11,8,0,173,0,0,0,175,13,0,188,16,3,0,0,19,0,0,0,21,12,0,35,0,0,0,0,0,0,0,0,0,0,0,5,171,17,8,0,191,0,9,8,199,24,3,225,88,6,0,0,96,0,0,0,96,5,0,103,97,10,3,0,112,0,0,0,116,5,0,121
LGA17100,188,8,5,13,200,61,4,267,3,0,0,3,7,0,0,0,7,0,12,21,601,167,53,17,835,23,12,34,869,108,19,1000,169,21,13,0,200,9,0,12,208,21,0,231,101,54,6,0,161,4,3,6,169,15,0,181,17,5,21,0,38,0,0,0,44,4,0,42,3,0,0,4,7,0,0,0,9,0,0,12,291,81,32,3,406,17,4,18,420,40,0,463,8,0,0,0,8,3,0,3,15,0,0,10,4,0,0,0,9,3,0,3,15,0,0,15,14,0,0,0,16,3,0,3,24,0,0,21,298,77,36,3,421,16,4,20,443,44,0,488,91,21,3,5,117,0,3,8,122,47,6,173,0,0,0,3,3,0,0,0,3,0,3,9,390,95,39,10,541,20,6,26,572,93,10,670,217,24,12,4,250,4,5,5,255,14,0,272,138,72,9,0,214,4,0,3,222,20,0,239
LGA17150,808,14,0,14,830,120,3,949,7,0,0,9,14,0,0,0,14,3,18,29,5347,950,301,66,6665,70,11,80,6750,365,29,7138,1442,193,77,6,1718,28,3,28,1752,75,5,1824,1469,289,75,3,1843,17,3,20,1864,55,0,1924,207,52,39,0,299,0,0,0,299,13,0,313,10,3,0,18,36,0,0,0,36,0,3,40,3129,542,192,26,3895,44,4,52,3946,153,5,4099,12,0,0,0,12,0,0,0,19,0,0,19,21,3,0,0,28,0,0,0,28,3,0,32,37,4,0,0,45,7,0,4,46,3,0,50,3166,549,197,26,3935,47,6,55,3992,153,5,4151,405,69,31,11,512,11,3,8,528,95,0,619,0,0,0,0,8,0,0,0,8,0,12,16,3570,613,222,38,4452,55,8,64,4522,247,23,4791,1998,277,97,7,2378,34,9,43,2420,119,6,2546,1754,355,99,11,2216,23,9,30,2251,89,0,2340
LGA17200,221,6,4,8,227,95,0,324,0,0,0,0,4,0,0,0,4,0,8,7,1023,219,58,12,1310,28,10,35,1348,176,10,1531,302,53,11,3,366,3,0,3,372,28,0,397,172,46,11,0,229,3,0,7,236,25,0,262,19,3,13,0,34,0,0,0,34,0,0,35,0,0,0,3,3,0,0,0,3,0,0,3,489,104,33,7,635,9,3,9,645,52,0,702,6,0,0,0,9,0,0,0,11,0,0,11,15,4,0,0,18,0,0,0,18,0,0,18,19,3,0,0,25,0,0,0,26,0,0,26,509,103,33,7,659,7,3,9,667,52,0,722,93,18,0,4,120,4,0,3,124,41,0,165,5,0,0,0,5,0,0,0,5,0,0,5,605,121,36,9,776,10,3,14,791,96,0,884,329,67,8,0,399,11,0,14,418,36,0,458,186,55,4,0,247,3,0,3,252,28,0,282
LGA17310,152,3,0,4,166,50,0,207,0,0,0,0,0,0,0,0,0,3,5,11,1337,147,39,18,1541,17,4,24,1568,103,5,1677,461,47,6,0,514,0,4,4,521,29,0,548,328,34,8,0,369,8,0,3,372,12,0,386,16,4,4,0,26,0,0,0,26,5,0,24,0,0,0,6,4,0,0,0,6,0,0,6,809,82,12,6,908,9,3,13,921,43,5,971,4,0,0,0,9,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,9,5,0,0,0,11,0,0,0,13,0,0,12,821,81,12,6,921,11,5,15,931,48,5,981,79,5,5,4,89,5,0,11,97,40,0,144,0,0,0,0,0,0,0,0,0,0,4,8,895,89,13,8,1006,16,3,20,1035,88,9,1131,566,39,7,0,612,4,3,9,619,30,0,647,339,44,4,0,389,0,0,0,393,18,0,406
LGA17350,15,0,0,0,15,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,150,14,5,0,167,0,0,0,167,13,0,173,36,4,0,0,43,0,0,0,43,0,0,43,47,0,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,0,3,93,0,0,0,93,0,0,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,3,0,3,92,0,0,0,92,0,0,95,10,3,0,0,14,0,0,0,13,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,103,4,0,3,107,0,0,0,108,8,0,115,41,6,0,0,44,0,0,0,44,6,0,51,32,8,0,0,38,0,0,0,38,0,0,38
LGA17400,24,0,0,0,25,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,82,14,0,6,100,0,0,0,100,8,0,114,20,0,0,0,26,0,0,0,26,3,0,26,25,9,0,6,36,0,0,0,36,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0,3,65,0,0,0,65,12,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,8,0,3,67,0,0,0,67,13,0,77,13,0,0,0,11,0,0,0,15,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,4,76,0,0,0,81,22,0,103,31,6,0,0,42,0,0,0,42,8,0,44,13,7,0,0,18,0,0,0,18,3,0,22
LGA17420,1203,23,0,23,1226,223,0,1451,12,0,0,17,28,0,0,0,28,5,14,46,5933,862,283,82,7153,129,18,138,7294,441,36,7772,1771,192,64,10,2035,34,0,37,2071,78,0,2155,1153,209,56,6,1427,26,0,23,1453,54,0,1502,172,42,39,8,255,5,0,5,257,8,0,268,6,4,0,10,21,0,0,0,21,0,8,27,3104,439,156,36,3740,63,6,70,3806,143,8,3956,28,7,0,0,39,5,0,5,39,4,0,39,37,5,4,0,44,0,0,0,47,6,0,46,71,10,4,0,81,3,0,4,89,3,0,93,3170,452,163,36,3821,69,0,75,3894,144,8,4048,583,93,38,12,725,16,0,16,750,134,0,880,3,0,0,5,8,0,0,0,8,0,8,15,3753,543,200,57,4559,86,0,88,4647,273,18,4941,2297,258,90,12,2647,66,5,73,2717,129,5,2847,1400,292,53,11,1752,30,3,32,1785,89,0,1872
