LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA15950,..,123,10,133,0,133,..,4279,677,4956,33,4991,..,59,0,67,0,67,..,608,9,614,12,630,..,373,5,375,4,382,..,239,5,248,0,248,..,102,8,114,0,114,..,85,3,91,0,91,..,603,9,613,4,615,..,288,4,289,5,293,..,91,3,96,0,97,..,80,3,82,0,82,..,81,3,89,0,87,..,150,0,152,6,152,..,1482,39,1517,13,1529,..,479,14,492,6,496,..,853,158,1010,5,1014,..,13,0,14,0,14,..,455,73,526,8,527,..,64,3,61,0,61,..,77,0,81,0,81,..,376,19,397,4,400,..,251,9,253,0,262,..,612,34,645,9,654,..,412,32,450,6,455,..,13,0,13,0,13,..,122,3,127,3,134,..,182,0,189,0,191,..,163,4,164,0,167,..,258,4,264,3,268,..,52,7,58,0,58,..,656,11,670,4,676,..,1016,71,1079,20,1098,..,160
LGA15990,..,120,34,151,0,151,..,4222,1225,5449,25,5479,..,660,87,747,3,751,..,2430,61,2487,32,2521,..,2165,59,2224,35,2256,..,877,69,940,9,950,..,118,7,125,0,125,..,77,3,76,0,82,..,500,18,517,0,521,..,956,41,994,3,999,..,583,43,627,0,625,..,44,0,45,0,45,..,87,4,88,0,88,..,34,0,35,3,34,..,2403,114,2514,8,2519,..,2833,321,3150,26,3176,..,1018,109,1126,8,1139,..,51,9,64,0,67,..,534,198,730,11,742,..,119,10,131,0,132,..,87,4,93,3,94,..,577,49,627,6,635,..,496,22,524,5,530,..,3230,205,3435,55,3492,..,660,68,728,7,737,..,64,7,72,0,74,..,1078,144,1218,3,1220,..,446,13,460,0,459,..,384,30,411,3,418,..,758,17,773,8,782,..,116,10,123,6,124,..,1693,76,1765,17,1779,..,2900,178,3077,45,3128,..,95
LGA16100,..,0,0,0,0,0,..,14,3,19,0,19,..,3,0,6,0,6,..,14,0,14,0,14,..,12,0,12,0,12,..,10,0,9,4,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,3,29,0,29,..,10,3,13,0,13,..,0,0,0,0,0,..,4,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,10,..,0,0,0,0,0,..,5,4,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,13,..,8
LGA16150,..,4,3,10,0,10,..,186,73,265,6,265,..,32,4,35,0,37,..,36,4,39,0,39,..,64,3,68,0,68,..,58,3,63,0,62,..,32,6,31,0,30,..,21,0,19,0,19,..,87,6,97,0,96,..,222,10,227,8,233,..,116,9,126,0,126,..,38,0,43,0,42,..,103,12,113,0,120,..,5,0,9,0,9,..,622,43,662,10,673,..,86,19,103,0,103,..,26,4,29,0,29,..,4,6,7,0,7,..,44,28,71,4,72,..,5,0,5,0,5,..,246,29,277,6,280,..,23,0,29,0,29,..,19,3,18,0,18,..,16,0,16,0,16,..,61,10,64,0,70,..,17,0,17,0,17,..,16,4,17,0,17,..,86,0,89,0,91,..,25,0,25,0,27,..,138,0,139,0,139,..,35,0,35,0,35,..,281,3,285,4,284,..,76,6,85,0,88,..,53
LGA16200,..,0,0,0,0,0,..,33,23,60,0,60,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,26,0,28,0,28,..,6,0,6,0,6,..,10,0,10,0,10,..,15,0,15,0,15,..,0,0,0,0,0,..,69,0,69,0,68,..,15,3,19,0,19,..,8,0,6,0,6,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,8,0,8,..,9,0,9,0,9,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,22,0,24,0,29,..,8,0,13,0,14,..,24,0,25,0,25,..,6,0,6,0,6,..,72,4,70,5,77,..,11,0,11,0,11,..,0
LGA16260,..,760,267,1028,8,1032,..,36306,12577,48883,373,49257,..,446,43,490,0,493,..,426,12,440,11,449,..,330,8,336,5,345,..,1135,189,1328,17,1342,..,1947,98,2044,13,2061,..,3984,309,4295,32,4325,..,9118,394,9511,85,9590,..,4128,114,4241,27,4271,..,3087,194,3281,29,3308,..,1315,56,1369,10,1383,..,3017,153,3168,33,3194,..,2193,107,2299,25,2322,..,28779,1420,30206,258,30465,..,1159,116,1269,19,1294,..,576,80,656,6,665,..,122,25,147,0,147,..,9656,4447,14104,83,14190,..,93,12,101,0,101,..,1800,96,1894,28,1919,..,2825,746,3573,19,3590,..,445,49,494,3,497,..,517,53,575,5,581,..,631,66,701,9,704,..,199,34,237,4,240,..,412,42,455,3,461,..,1581,42,1618,18,1637,..,1376,118,1497,12,1508,..,2116,48,2166,17,2183,..,393,15,413,3,417,..,5464,225,5692,54,5750,..,1882,222,2104,28,2129,..,5277
LGA16350,..,80,20,99,0,99,..,1821,728,2549,33,2581,..,848,101,950,15,961,..,277,10,286,6,293,..,265,10,275,3,278,..,1017,167,1186,6,1190,..,610,48,663,7,668,..,998,89,1089,6,1096,..,2242,109,2351,10,2367,..,989,137,1126,15,1147,..,2759,319,3076,28,3105,..,573,22,601,9,605,..,1209,101,1314,17,1330,..,318,14,335,7,340,..,9712,846,10552,102,10656,..,1011,116,1125,7,1133,..,141,15,159,0,159,..,113,42,152,5,154,..,436,209,641,0,641,..,146,26,175,3,176,..,922,41,965,0,964,..,442,105,549,3,547,..,315,38,360,0,362,..,194,35,226,6,227,..,242,32,272,0,272,..,1208,126,1334,9,1343,..,362,30,394,0,402,..,1408,41,1449,10,1462,..,341,27,367,11,375,..,2552,82,2635,8,2646,..,283,20,296,5,306,..,4582,165,4749,33,4784,..,1145,145,1291,12,1306,..,812
LGA16380,..,18,0,18,0,18,..,236,57,294,5,293,..,46,3,44,0,44,..,145,3,146,0,150,..,192,4,195,0,195,..,53,5,57,0,57,..,17,0,20,0,20,..,47,4,49,0,49,..,47,7,48,0,48,..,128,7,135,0,135,..,78,7,81,0,87,..,21,0,23,0,23,..,36,3,35,0,38,..,14,0,15,0,15,..,390,28,416,3,423,..,118,11,129,0,129,..,58,12,67,0,67,..,6,0,5,0,5,..,40,16,58,0,58,..,8,0,8,0,8,..,85,7,89,0,89,..,19,0,21,0,23,..,52,4,58,0,58,..,61,5,62,0,62,..,32,8,41,0,41,..,9,0,9,0,9,..,10,4,12,0,12,..,108,3,109,4,114,..,21,0,21,0,21,..,130,4,135,3,140,..,35,5,35,0,35,..,294,13,302,8,306,..,150,14,165,4,168,..,38
LGA16400,..,6,0,10,0,10,..,175,48,230,0,232,..,82,10,93,0,89,..,120,0,123,0,123,..,137,3,137,5,143,..,131,13,149,0,148,..,21,0,21,0,23,..,10,0,10,0,10,..,34,5,42,0,42,..,91,0,100,0,96,..,46,7,51,0,51,..,3,0,6,0,6,..,22,6,29,0,29,..,8,0,8,0,12,..,248,19,261,3,264,..,161,10,171,0,171,..,39,4,46,0,46,..,4,0,4,0,4,..,28,14,38,0,38,..,32,0,38,0,38,..,29,10,37,0,37,..,8,4,12,0,12,..,45,8,49,0,49,..,55,0,53,3,57,..,44,9,53,4,56,..,22,0,22,0,22,..,11,4,15,0,15,..,45,0,48,0,49,..,26,3,30,0,30,..,119,6,124,0,124,..,39,9,46,0,46,..,239,18,250,0,255,..,155,9,163,0,162,..,6
LGA16490,..,6,0,6,0,6,..,304,79,388,6,390,..,206,27,236,0,236,..,175,0,171,0,171,..,157,6,169,4,169,..,185,30,212,4,215,..,177,19,192,0,188,..,121,3,126,0,126,..,277,10,285,0,292,..,513,25,543,0,544,..,726,66,793,3,796,..,59,4,63,0,63,..,192,15,203,3,206,..,61,4,61,0,66,..,2131,138,2265,15,2285,..,525,47,574,0,578,..,35,3,37,0,44,..,13,6,18,0,18,..,57,14,71,0,71,..,767,132,896,3,901,..,133,17,147,4,150,..,48,0,50,0,50,..,88,0,90,3,96,..,104,15,120,0,118,..,77,4,76,0,76,..,49,0,48,0,48,..,280,36,316,4,319,..,183,8,188,0,188,..,79,10,84,0,84,..,279,12,292,3,293,..,59,3,67,0,67,..,595,30,625,3,630,..,200,21,228,8,228,..,87
LGA16550,..,278,52,329,0,329,..,6905,1473,8378,43,8421,..,241,28,272,6,278,..,2295,106,2401,26,2424,..,791,18,810,9,822,..,3560,494,4050,18,4075,..,346,21,366,0,370,..,92,0,91,0,94,..,531,5,541,4,546,..,175,9,182,0,182,..,114,3,120,0,120,..,118,0,117,0,118,..,136,0,141,0,139,..,139,4,140,0,140,..,1653,48,1697,10,1706,..,1319,109,1432,18,1443,..,449,38,491,3,491,..,27,17,43,0,43,..,345,70,418,0,420,..,61,0,66,0,66,..,148,0,148,0,148,..,309,24,328,0,328,..,517,54,568,8,576,..,2108,181,2294,17,2307,..,1416,256,1669,4,1673,..,39,4,39,0,39,..,315,40,363,4,360,..,301,11,309,3,313,..,1646,210,1854,10,1866,..,495,23,513,7,522,..,312,13,325,0,324,..,2747,255,3001,23,3027,..,2289,220,2510,21,2534,..,204
LGA16610,..,0,0,0,0,0,..,31,11,36,0,36,..,0,0,0,0,0,..,5,0,5,0,5,..,26,0,35,0,37,..,14,3,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,21,0,21,0,21,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,39,0,39,..,36,0,37,3,41,..,0,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,26,0,26,..,3,0,3,0,3,..,42,0,44,0,44,..,9,5,13,0,13,..,86,9,94,0,94,..,10,0,10,0,10,..,0
LGA16700,..,495,159,659,3,661,..,21265,6225,27492,227,27719,..,361,36,397,5,407,..,337,14,348,0,356,..,306,9,316,4,318,..,998,134,1130,3,1132,..,696,29,722,14,733,..,258,10,263,4,269,..,2004,41,2044,14,2060,..,715,22,740,0,740,..,429,29,460,3,466,..,405,17,420,6,424,..,671,34,709,8,709,..,426,8,432,0,432,..,5601,189,5790,47,5836,..,1926,267,2194,20,2216,..,704,89,800,3,805,..,40,7,48,0,48,..,4019,1729,5748,45,5792,..,146,21,162,0,162,..,354,10,367,10,370,..,1497,183,1676,12,1685,..,272,21,292,4,293,..,402,33,439,3,445,..,534,58,588,8,599,..,16,0,21,0,21,..,279,30,306,7,312,..,869,16,879,8,889,..,1105,89,1191,11,1207,..,1152,23,1172,16,1187,..,299,17,312,3,311,..,3416,145,3557,38,3594,..,1335,114,1447,13,1455,..,884
LGA16900,..,8,9,17,0,17,..,204,84,285,0,285,..,201,30,226,0,226,..,57,0,60,0,61,..,203,5,210,4,215,..,286,40,324,3,330,..,23,0,22,0,22,..,19,0,19,0,19,..,79,3,83,0,83,..,34,4,35,0,36,..,38,7,50,0,50,..,18,0,14,0,14,..,111,5,116,0,113,..,12,0,12,0,12,..,328,22,350,0,353,..,375,45,424,6,425,..,40,3,45,0,45,..,22,3,24,0,28,..,27,14,42,0,42,..,1323,240,1567,3,1570,..,133,13,147,0,150,..,47,3,50,0,50,..,102,9,104,0,104,..,206,25,230,0,234,..,30,9,38,0,38,..,17,0,17,0,15,..,252,41,295,0,298,..,100,4,104,0,104,..,38,5,40,0,44,..,151,6,157,0,159,..,31,0,31,0,31,..,324,12,338,7,343,..,596,95,698,10,705,..,16
LGA16950,..,10,3,11,0,11,..,276,113,391,4,397,..,138,15,155,0,153,..,133,7,139,0,137,..,263,4,270,0,277,..,295,43,337,6,343,..,34,0,39,0,39,..,67,9,80,0,80,..,117,7,123,0,123,..,155,5,157,0,160,..,98,11,111,0,111,..,45,0,48,0,46,..,62,0,69,0,69,..,12,0,7,0,7,..,590,32,625,3,634,..,301,22,318,4,322,..,72,13,86,0,86,..,13,0,14,3,20,..,44,19,63,0,63,..,56,4,59,0,60,..,89,20,103,0,103,..,35,6,44,0,44,..,63,4,62,0,62,..,72,4,75,0,79,..,58,8,68,0,71,..,23,0,23,0,23,..,38,9,53,0,53,..,118,0,121,3,127,..,57,5,57,0,57,..,226,5,227,3,232,..,47,3,50,0,50,..,447,11,461,3,464,..,295,38,326,5,330,..,40
LGA17000,..,0,0,0,0,0,..,46,27,76,0,76,..,3,0,3,0,7,..,18,0,16,0,16,..,14,0,19,0,22,..,4,4,6,0,6,..,12,3,15,0,15,..,8,3,13,0,13,..,22,0,26,0,26,..,7,0,6,0,8,..,5,3,14,0,14,..,7,3,12,0,12,..,10,0,9,0,9,..,5,0,5,0,5,..,78,17,94,3,96,..,18,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,7,0,7,0,10,..,0,0,0,0,0,..,3,0,4,0,4,..,5,0,5,0,5,..,13,0,16,0,16,..,0,0,0,0,0,..,4,0,3,0,3,..,49,0,55,0,55,..,9,0,9,0,9,..,85,6,93,0,93,..,4,0,8,0,8,..,147,9,156,0,156,..,28,5,33,0,33,..,3
LGA17040,..,9,3,7,0,7,..,139,44,182,4,189,..,3,0,8,0,8,..,40,0,44,0,44,..,146,6,144,0,145,..,32,3,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,20,0,23,..,32,0,33,0,35,..,17,3,21,0,21,..,24,0,24,0,24,..,23,3,31,0,31,..,3,0,3,0,3,..,124,11,130,3,134,..,79,10,89,0,89,..,21,0,18,0,18,..,0,0,4,0,4,..,14,3,19,0,19,..,4,3,9,0,9,..,18,0,20,0,20,..,6,0,6,0,6,..,24,0,25,0,25,..,20,0,20,0,20,..,34,0,32,0,35,..,6,0,6,0,6,..,15,0,17,0,17,..,12,0,15,0,15,..,12,0,12,0,12,..,23,4,26,0,26,..,11,0,11,0,11,..,59,4,58,0,58,..,95,12,105,0,104,..,3
LGA17080,..,5,0,5,0,5,..,59,15,71,0,71,..,10,0,10,0,10,..,13,0,13,0,13,..,22,4,27,0,27,..,13,0,10,0,10,..,0,0,0,0,0,..,11,0,8,0,8,..,10,0,10,0,10,..,6,0,6,0,6,..,13,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,46,0,39,0,39,..,15,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,7,3,9,0,9,..,5,0,5,0,5,..,8,0,8,0,8,..,3,0,3,0,3,..,11,0,11,0,11,..,11,0,11,0,11,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,32,0,30,0,30,..,4,0,4,0,4,..,14,0,14,0,17,..,3,0,3,0,3,..,51,0,52,0,55,..,14,0,14,0,14,..,15
LGA17100,..,195,58,256,0,256,..,5502,2410,7911,52,7966,..,133,14,141,0,147,..,52,0,54,0,54,..,34,5,34,0,34,..,480,68,553,0,554,..,380,24,408,0,403,..,188,11,195,3,200,..,1329,59,1384,8,1393,..,2976,60,3031,19,3046,..,334,16,347,0,351,..,109,3,117,0,117,..,613,42,662,4,667,..,257,23,282,0,283,..,6195,224,6417,44,6464,..,538,75,614,0,618,..,85,16,102,0,97,..,28,8,30,0,30,..,1758,1092,2854,14,2867,..,13,3,17,0,17,..,291,18,308,4,311,..,66,8,71,0,70,..,66,3,72,0,72,..,64,13,82,0,85,..,135,19,149,0,149,..,29,4,26,0,26,..,63,3,69,0,69,..,233,0,233,5,242,..,276,25,298,0,306,..,306,7,313,3,314,..,93,11,105,0,106,..,914,39,954,7,961,..,375,56,427,0,426,..,2040
LGA17150,..,169,38,208,0,208,..,4816,1422,6246,45,6291,..,600,51,651,7,662,..,599,13,620,6,620,..,633,5,640,5,646,..,3843,372,4216,29,4245,..,143,7,146,0,146,..,162,10,165,3,170,..,405,8,411,3,419,..,273,18,285,3,292,..,160,10,168,0,172,..,81,0,83,0,82,..,102,9,104,0,110,..,55,0,58,0,58,..,1369,55,1424,16,1445,..,1446,130,1575,9,1583,..,412,33,446,10,453,..,59,22,79,0,79,..,211,63,278,3,278,..,1198,121,1313,5,1320,..,119,10,127,0,129,..,186,16,198,0,198,..,542,43,584,0,582,..,959,98,1054,16,1074,..,1197,183,1380,5,1382,..,62,0,62,0,62,..,398,32,435,5,433,..,326,12,341,3,344,..,358,31,392,5,396,..,460,15,482,6,480,..,80,0,81,0,76,..,1224,62,1285,11,1298,..,1787,164,1953,31,1979,..,99
LGA17200,..,716,175,889,0,894,..,20143,4816,24963,146,25109,..,224,15,246,5,245,..,1989,73,2061,21,2086,..,1037,25,1065,7,1074,..,1588,260,1850,24,1867,..,420,11,425,0,425,..,188,9,190,0,192,..,1576,16,1590,5,1600,..,359,9,369,0,368,..,229,0,235,0,236,..,196,3,200,0,200,..,301,8,306,0,309,..,285,0,289,6,292,..,3545,63,3605,16,3617,..,1812,77,1881,17,1898,..,1325,202,1533,17,1549,..,105,11,114,0,114,..,1686,468,2147,17,2167,..,211,23,235,0,237,..,278,7,285,0,287,..,766,34,803,4,810,..,563,31,591,4,603,..,2023,158,2187,19,2203,..,1455,391,1848,7,1855,..,59,0,59,0,62,..,445,33,477,0,477,..,583,11,598,9,607,..,3936,419,4348,31,4376,..,768,7,779,5,781,..,753,71,823,3,831,..,6042,513,6550,45,6597,..,4601,423,5018,35,5054,..,360
LGA17310,..,0,0,0,0,0,..,266,260,528,9,534,..,3,0,3,0,3,..,54,0,54,0,54,..,45,0,49,0,50,..,30,4,32,0,32,..,36,0,41,0,41,..,47,4,45,0,45,..,86,8,94,0,95,..,198,14,206,3,213,..,202,16,218,3,224,..,17,0,19,0,19,..,76,4,82,0,81,..,12,3,13,0,13,..,677,42,720,10,730,..,35,4,33,0,37,..,19,4,21,0,24,..,8,3,12,0,12,..,22,0,20,0,20,..,5,0,5,0,5,..,123,11,133,5,136,..,28,0,29,0,29,..,8,0,8,0,8,..,13,0,13,0,13,..,13,0,18,0,18,..,12,0,11,0,11,..,9,0,9,0,9,..,145,3,146,5,150,..,24,0,24,0,24,..,285,8,293,0,290,..,34,0,38,4,38,..,489,17,504,6,516,..,59,5,62,0,59,..,24
LGA17350,..,0,0,0,0,0,..,6,3,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,8,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,19,0,19,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,34,0,34,0,34,..,0,0,0,0,0,..,35,0,35,0,35,..,4,0,5,0,5,..,0
LGA17400,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,8,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,23,7,30,0,30,..,10,4,16,0,16,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,13,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,21,0,20,0,23,..,0,0,0,0,0,..,0
LGA17420,..,438,91,523,3,526,..,17443,4991,22431,221,22654,..,604,49,655,10,667,..,315,6,319,4,323,..,336,7,340,5,342,..,929,81,1010,5,1017,..,1051,38,1090,12,1095,..,1541,77,1619,10,1632,..,5202,177,5374,40,5418,..,660,41,706,7,713,..,2760,207,2968,13,2980,..,1873,61,1933,16,1948,..,2255,74,2327,18,2341,..,892,29,923,5,927,..,16235,705,16936,115,17050,..,1313,120,1429,11,1440,..,286,35,320,0,319,..,58,7,64,0,64,..,3075,959,4032,19,4052,..,80,9,90,3,90,..,740,12,748,6,759,..,3137,400,3536,37,3573,..,474,22,499,4,501,..,320,29,347,4,352,..,471,55,522,0,524,..,45,0,44,0,44,..,326,26,352,0,352,..,984,13,997,9,1003,..,991,84,1078,11,1088,..,1599,32,1631,10,1642,..,197,7,201,0,204,..,3772,134,3910,31,3933,..,1534,119,1647,13,1659,..,2729
