LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA17310,0,6,4,11,14,7,18,22,3,83,0,0,0,0,0,3,0,9,7,16,0,3,0,18,3,0,7,0,0,33,14,35,25,367,28,19,15,0,3,502,0,3,7,31,4,5,0,4,0,59,0,0,0,17,9,0,0,0,0,30,0,0,3,3,3,0,0,0,0,9,0,3,0,10,7,10,8,6,0,53,0,3,0,4,0,3,5,8,6,35,3,4,0,13,3,0,0,0,0,22,0,0,4,18,6,5,0,0,0,28,0,0,0,0,3,3,3,3,0,20,0,3,8,29,27,7,3,0,0,83,0,0,0,0,0,4,11,4,0,23,0,0,0,0,3,0,0,0,0,0,0,5,4,36,9,9,4,0,0,64,0,4,16,200,0,0,0,0,0,219,0,0,0,9,5,3,28,27,8,79,0,18,28,117,87,78,72,40,3,437,0,0,0,0,0,3,0,0,0,3
LGA17350,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,12,5,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,11,0,3,0,0,3,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,4,4,7,11,6,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,10,3,5,3,4,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,15,0,0,0,0,0,3,4,9,5,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,20,0,0,0,13,12,32,34,8,0,96,0,0,0,0,0,0,0,0,0,0
LGA17420,0,10,30,76,80,67,133,137,26,562,0,3,4,18,15,47,85,71,37,283,19,118,122,675,298,612,505,81,23,2439,68,983,691,6337,2084,1126,814,366,108,12577,3,24,72,502,218,131,140,67,22,1174,3,144,188,1462,547,353,202,59,24,2985,0,4,4,92,40,46,17,3,10,227,5,32,45,163,109,94,89,49,10,601,0,0,10,80,76,174,354,241,127,1061,3,31,32,72,53,26,15,15,0,250,13,194,286,1044,891,421,223,95,22,3197,0,0,14,139,231,241,168,84,18,907,7,100,134,553,304,358,405,171,23,2058,0,0,0,20,26,70,174,133,40,457,0,3,4,43,26,44,47,18,11,209,0,3,12,77,52,33,44,16,5,229,0,16,47,394,71,19,19,0,0,571,4,5,26,30,33,46,84,82,27,336,21,193,347,588,431,427,233,97,19,2354,0,0,5,15,13,15,11,3,4,58
LGA17550,0,6,12,65,37,72,136,111,35,478,0,0,0,0,5,8,9,11,3,36,4,5,9,16,6,9,7,6,0,59,7,23,41,269,53,37,33,29,21,508,3,5,0,27,12,9,15,10,0,89,0,0,0,3,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,8,9,52,36,14,28,34,12,194,0,0,3,44,13,13,49,43,30,196,7,12,8,92,49,21,15,3,0,206,0,0,3,24,16,3,0,0,0,48,0,0,0,3,5,4,4,0,0,14,0,0,3,20,23,34,27,7,0,123,0,0,0,0,0,9,34,22,10,76,0,0,0,3,0,4,11,4,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,51,0,0,0,0,0,50,0,3,0,21,15,29,101,81,29,289,7,63,113,619,479,518,522,277,94,2691,0,0,0,0,0,5,4,0,0,11
LGA17620,0,0,0,8,0,7,10,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,5,0,30,0,6,0,0,0,45,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,11,7,11,5,0,73,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,20,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,15,0,0,3,3,0,0,5,9,0,33,6,0,12,45,36,53,39,13,6,204,0,0,0,0,0,0,0,0,0,0
LGA17640,0,0,0,3,5,3,14,10,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,8,0,0,0,4,0,20,0,0,0,12,14,22,18,5,0,78,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,10,14,8,20,0,0,61,0,0,0,0,0,0,0,0,0,0
LGA17750,0,0,0,18,3,13,31,26,19,112,0,0,0,4,0,9,6,12,4,34,0,0,0,20,8,13,4,0,0,47,9,90,89,635,101,38,18,8,0,999,4,0,8,19,3,0,0,0,0,38,0,10,14,32,10,5,3,0,0,71,15,205,212,256,74,40,24,8,0,826,0,22,5,21,23,3,9,4,5,94,0,4,0,12,0,3,18,10,10,67,0,0,3,10,5,0,0,0,0,22,0,5,7,29,9,0,0,0,0,47,0,6,0,3,0,5,0,0,0,19,15,48,10,23,28,23,6,0,0,152,0,0,0,0,0,0,5,0,0,8,0,0,0,6,0,0,0,0,0,7,0,8,19,146,33,11,0,0,0,224,4,9,25,143,12,4,3,0,0,189,0,0,0,9,3,12,29,19,9,90,8,33,28,147,73,93,63,25,3,474,0,0,0,0,0,0,0,0,0,5
LGA17850,0,0,0,0,0,3,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,4,0,8,8,6,8,4,0,26,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,3,3,12,4,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,4,13,6,14,10,0,6,47,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,0,18,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,7,4,10,3,3,4,29,0,0,0,0,0,0,0,8,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,11,7,0,20,0,0,0,7,7,11,16,14,0,57,0,0,0,0,0,0,0,0,0,0
LGA18050,7,7,21,286,66,47,52,45,30,566,0,3,5,21,6,22,45,73,47,224,4,30,33,101,52,33,17,12,3,289,0,5,9,154,23,35,42,37,18,326,0,4,11,83,22,28,26,18,9,192,0,0,3,66,19,17,17,9,4,127,0,0,0,7,6,4,7,12,7,38,0,5,17,843,130,60,23,18,8,1107,0,4,40,541,59,37,53,75,58,871,3,4,11,88,78,34,18,4,3,252,0,9,9,110,32,16,9,7,0,183,0,0,0,17,24,30,15,7,9,95,0,12,5,49,41,33,22,16,5,191,0,0,0,3,7,5,23,21,9,58,0,0,3,15,7,6,0,0,3,39,0,0,0,6,0,0,0,0,0,13,0,0,12,23,8,0,0,0,0,36,0,10,5,134,24,12,11,9,12,217,19,24,78,698,339,245,128,52,15,1594,0,0,0,14,6,7,6,0,0,37
LGA18100,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,5,4,8,3,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,16,8,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,4,0,16,0,0,0,13,12,13,12,3,0,61,0,0,0,0,0,0,0,0,0,0
LGA18250,0,11,9,69,43,29,38,32,23,248,0,0,0,0,7,11,34,72,22,152,37,234,183,845,441,405,460,142,49,2788,31,311,100,1408,253,107,79,38,18,2350,4,12,65,398,118,78,58,27,16,772,0,16,18,229,81,72,91,37,25,561,0,0,4,12,9,9,4,0,4,37,0,8,8,80,66,48,28,11,10,268,0,4,8,86,20,51,82,131,83,461,29,132,98,478,360,177,62,26,7,1370,12,76,135,728,313,172,98,36,8,1582,0,3,5,24,47,56,60,39,15,246,4,39,74,432,251,154,158,81,24,1209,0,0,0,3,3,0,8,4,0,18,0,0,0,21,10,4,9,6,0,43,0,0,3,20,8,4,7,6,3,48,0,7,143,290,17,7,3,0,0,461,0,15,7,20,27,10,19,27,10,131,5,55,112,316,314,255,153,68,17,1303,0,0,0,0,9,11,5,11,12,54
LGA18350,0,5,4,30,22,38,96,75,23,293,0,0,0,3,7,14,25,10,3,64,0,20,15,12,14,18,13,3,0,95,0,20,28,250,39,20,22,28,4,409,0,3,6,18,6,7,8,4,0,45,0,0,0,12,6,6,3,0,0,37,0,0,0,3,0,5,6,0,0,15,0,0,5,21,24,31,28,32,9,153,0,3,9,18,21,34,63,46,25,209,0,0,0,12,4,9,12,0,0,38,0,0,3,21,5,0,3,0,0,40,0,0,0,7,7,5,8,4,0,37,0,4,0,16,14,14,12,4,0,69,0,0,0,0,0,7,30,15,0,59,0,0,3,0,3,6,8,0,4,27,0,0,0,4,0,6,4,0,0,12,6,11,30,355,3,4,0,0,0,408,0,0,0,10,17,18,76,45,13,184,0,18,20,124,151,161,203,118,11,804,0,0,0,3,9,10,9,0,0,36
LGA18400,0,0,3,20,16,32,66,35,11,181,0,0,0,0,3,13,26,9,3,61,0,0,0,5,4,7,0,0,0,12,0,4,12,42,12,13,11,9,3,99,0,0,0,11,3,3,4,4,3,28,0,0,0,7,0,0,3,3,0,24,0,4,9,15,8,3,10,0,0,50,0,0,4,39,25,32,31,17,0,153,0,0,0,8,21,43,71,47,19,210,0,0,0,4,3,0,0,0,0,7,0,0,0,6,5,3,6,0,0,17,0,0,0,24,37,31,26,6,0,130,0,0,0,7,8,7,8,4,0,33,0,0,0,7,12,34,88,45,4,191,0,0,0,3,5,9,12,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,7,0,0,0,11,6,21,43,26,5,118,0,14,32,128,130,106,75,27,3,513,0,0,0,4,4,12,6,6,0,33
LGA18450,6,7,18,118,90,118,336,213,110,1023,0,3,12,12,23,84,185,197,134,659,0,14,28,67,28,44,24,7,0,209,24,105,367,1372,191,92,79,62,20,2315,0,15,41,108,56,27,28,7,5,294,0,12,29,182,39,43,17,3,3,319,4,64,71,148,63,52,25,12,0,441,0,47,32,112,98,66,69,54,25,504,0,14,18,103,91,295,659,638,511,2317,3,9,27,78,38,22,21,8,0,197,0,17,30,154,61,41,14,6,4,321,5,15,19,179,137,159,118,62,9,705,7,24,56,113,54,64,33,17,5,366,0,0,4,9,17,52,127,97,49,361,0,0,0,9,4,13,5,5,0,36,0,12,18,143,37,18,24,11,3,275,0,0,51,252,12,9,0,0,0,327,5,10,10,52,44,58,224,212,83,698,15,86,201,679,458,443,275,120,39,2313,0,5,17,228,395,663,893,586,164,2954
LGA18500,0,9,14,96,59,39,72,52,36,363,0,0,0,7,0,22,42,43,30,145,10,128,85,116,71,64,51,17,4,553,0,18,3,91,34,43,39,43,12,284,0,3,16,43,21,21,14,8,6,141,0,0,5,73,17,13,14,14,0,137,0,0,0,5,0,4,7,3,13,32,0,0,3,194,56,34,28,22,9,344,0,3,7,135,34,34,65,60,31,362,4,16,11,63,39,26,16,17,4,189,0,3,12,47,37,15,6,5,0,122,0,0,0,12,11,24,3,13,4,69,0,6,5,73,58,54,58,18,4,280,0,0,0,0,4,8,7,8,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,4,4,3,17,0,3,9,13,0,4,0,0,0,20,0,8,3,32,14,10,25,24,10,123,5,18,82,477,247,254,208,118,30,1429,0,0,0,6,6,6,0,0,0,15
LGA18710,0,0,3,12,3,16,16,9,6,65,0,0,0,0,0,3,0,3,0,14,0,3,0,3,0,3,0,0,0,9,0,0,0,29,4,6,6,0,0,53,0,0,0,6,0,0,4,0,0,13,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,22,6,3,9,3,0,46,0,0,0,0,4,3,9,7,5,30,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,3,0,0,0,8,6,5,0,4,0,24,0,0,0,0,0,0,6,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,6,5,15,9,0,35,0,0,6,42,42,32,28,9,0,170,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,4,5,0,23,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,3,14,0,3,4,3,0,30,0,0,0,3,0,0,0,3,0,10,0,3,6,19,3,8,0,0,0,32,0,0,7,55,4,7,0,0,0,78,0,0,3,28,5,3,0,0,0,32,0,0,7,11,7,5,0,0,0,28,0,0,3,8,0,0,0,0,0,10,0,0,0,17,7,5,0,4,0,29,0,0,0,17,0,6,9,0,0,31,3,0,4,8,0,0,0,0,0,14,0,0,3,11,3,0,0,0,0,21,0,0,0,5,4,3,5,0,0,20,0,0,11,37,8,6,3,0,0,67,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,17,0,0,0,13,0,8,8,5,0,37,0,7,10,60,38,48,34,3,0,194,0,0,0,0,3,0,0,0,0,4
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
