SED_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
SED10086,27588,..,..,..,..,27588,..,61,0,64,0,66,..,97,8,102,3,105,..,4,0,4,0,4,..,236,24,256,0,260,..,368,104,468,0,473,..,27,8,37,0,39,..,632,132,766,3,771,..,34,3,40,0,40,..,79,3,75,0,75,..,546,21,562,0,568,..,282,11,297,3,300,..,430,12,446,4,444,..,20,0,22,0,22,..,51,0,51,0,51,..,10,0,10,0,10,..,12,0,12,0,12,..,3,0,3,0,3,..,27,3,28,0,28,..,124,3,135,0,135,..,495,39,529,9,538,..,86,12,100,0,100,..,47,9,59,0,59,..,28,0,25,0,25,..,8,0,8,0,8,..,61,4,66,0,66,..,87,8,89,0,89,..,522,79,600,0,603,..,4,0,4,0,4,..,51,4,59,0,59,..,51,0,51,0,51,..,63,3,70,0,70,..,76,6,84,0,84,..,8
SED10087,32757,..,..,..,..,32757,..,77,0,77,0,79,..,142,10,152,0,152,..,16,0,16,0,17,..,51,23,78,0,82,..,89,71,166,3,164,..,15,4,21,0,21,..,155,108,264,3,263,..,13,0,15,0,15,..,22,0,27,0,22,..,38,0,36,0,36,..,44,0,47,0,47,..,48,3,50,0,50,..,52,0,52,0,52,..,78,0,78,0,78,..,38,0,38,0,38,..,47,3,53,0,54,..,38,3,43,0,43,..,77,4,78,0,78,..,329,14,339,0,344,..,47,3,53,0,49,..,12,0,14,0,14,..,17,10,25,0,25,..,3,0,3,0,3,..,3,0,3,0,3,..,30,9,43,0,40,..,13,0,13,0,13,..,10,0,9,0,9,..,11,0,11,0,11,..,8,0,8,0,12,..,95,7,96,0,96,..,7,0,7,0,7,..,90,4,96,0,99,..,21
SED10088,29221,..,..,..,..,29221,..,64,0,64,0,64,..,102,7,113,3,120,..,6,0,6,0,6,..,356,97,453,0,456,..,573,198,767,3,773,..,27,12,41,0,41,..,960,308,1263,5,1269,..,105,10,115,0,118,..,87,0,90,0,89,..,344,11,356,0,363,..,268,6,272,0,272,..,138,4,142,3,145,..,30,0,30,0,32,..,125,8,136,0,132,..,198,16,216,0,214,..,23,0,24,0,24,..,22,0,22,0,22,..,215,10,226,0,225,..,609,35,650,3,650,..,772,90,862,18,878,..,153,23,180,0,183,..,129,60,186,4,195,..,24,3,28,0,28,..,6,0,6,0,6,..,146,17,158,5,164,..,67,7,76,0,76,..,69,7,74,0,74,..,21,0,21,0,21,..,249,44,291,0,291,..,75,0,79,0,80,..,99,10,112,3,111,..,220,8,222,0,224,..,14
SED10089,33306,..,..,..,..,33306,..,28,0,28,0,28,..,222,93,311,3,311,..,10,0,10,4,16,..,157,48,203,0,207,..,523,149,667,0,669,..,63,28,96,0,96,..,743,225,968,3,970,..,50,6,61,0,61,..,26,0,26,0,26,..,58,5,56,0,60,..,58,0,60,0,60,..,85,9,90,0,90,..,75,3,77,0,77,..,97,3,101,4,108,..,77,4,83,0,83,..,53,8,60,0,60,..,104,10,117,0,117,..,76,9,83,0,81,..,490,31,516,3,526,..,136,13,149,4,153,..,31,9,33,0,33,..,114,45,160,0,160,..,270,39,316,0,317,..,6,0,6,0,6,..,92,13,105,0,105,..,79,9,90,0,89,..,25,0,25,0,25,..,51,3,53,0,53,..,67,9,80,0,80,..,40,0,43,0,38,..,41,0,43,0,43,..,49,0,49,0,51,..,24
SED10090,25120,..,..,..,..,25120,..,63,0,67,0,67,..,211,24,228,3,234,..,0,0,0,0,0,..,1885,385,2263,10,2276,..,2735,873,3607,18,3624,..,99,34,131,0,130,..,4714,1285,6002,33,6032,..,178,19,199,0,203,..,65,0,67,0,67,..,252,9,256,3,262,..,169,7,179,0,179,..,190,15,206,6,211,..,79,0,82,0,82,..,344,9,350,0,351,..,36,0,36,0,33,..,41,0,41,0,41,..,45,0,44,0,44,..,302,9,309,0,312,..,835,23,858,3,860,..,346,44,387,8,394,..,614,182,790,6,796,..,713,316,1026,12,1042,..,43,6,46,0,46,..,6,0,6,0,6,..,196,20,210,3,213,..,71,3,70,0,70,..,112,15,127,0,127,..,6,0,6,0,6,..,49,4,52,0,52,..,109,3,111,0,110,..,218,12,228,0,228,..,128,3,132,0,132,..,25
SED10091,32377,..,..,..,..,32377,..,29,0,29,0,29,..,155,11,169,8,177,..,5,0,5,0,5,..,45,22,60,0,60,..,67,18,85,3,88,..,8,3,4,0,4,..,111,43,155,3,158,..,83,6,86,0,86,..,40,0,41,0,41,..,42,0,42,0,42,..,100,0,102,0,102,..,142,19,155,3,159,..,9,0,9,0,9,..,28,0,28,0,28,..,25,0,25,0,25,..,6,0,12,0,12,..,9,0,9,0,4,..,61,0,64,0,64,..,141,3,144,0,146,..,233,13,252,0,251,..,15,3,20,0,20,..,6,4,13,0,12,..,35,4,40,0,40,..,106,6,110,0,117,..,8,0,8,0,8,..,20,9,28,0,28,..,12,4,19,0,19,..,10,0,10,0,10,..,36,4,43,0,47,..,12,0,15,0,15,..,11,0,11,0,11,..,22,0,22,0,22,..,13
SED10092,28508,..,..,..,..,28508,..,23,0,23,0,23,..,816,221,1034,9,1046,..,3,0,3,0,3,..,134,53,185,0,191,..,812,229,1040,7,1047,..,106,45,148,0,148,..,1054,327,1378,4,1385,..,187,31,222,8,228,..,40,0,40,0,40,..,59,0,56,0,57,..,109,5,113,0,111,..,376,51,430,7,441,..,42,0,43,0,43,..,134,4,136,0,135,..,34,0,34,0,34,..,46,0,46,0,46,..,100,0,100,0,100,..,99,3,102,0,102,..,449,6,462,0,464,..,734,119,855,35,885,..,21,3,19,0,19,..,56,29,83,0,83,..,1457,343,1800,29,1827,..,87,6,92,0,95,..,134,14,149,0,148,..,60,13,66,0,66,..,25,7,33,0,33,..,16,0,13,0,13,..,344,95,442,9,448,..,43,0,43,0,43,..,64,8,67,0,67,..,56,4,64,0,65,..,40
SED10093,33039,..,..,..,..,33039,..,42,0,44,0,44,..,85,9,92,0,92,..,10,0,10,0,10,..,67,39,105,0,105,..,57,30,84,4,84,..,4,0,4,0,4,..,127,67,190,4,194,..,19,0,22,0,23,..,44,0,44,0,45,..,26,0,26,0,26,..,53,7,59,0,62,..,68,0,66,0,71,..,3,0,3,0,3,..,54,0,53,0,58,..,33,3,33,0,33,..,7,0,6,0,6,..,24,3,30,0,30,..,31,3,32,0,32,..,156,10,164,0,162,..,125,9,139,3,142,..,25,5,26,0,26,..,27,12,41,0,39,..,0,0,6,0,6,..,68,4,69,0,69,..,11,0,11,0,11,..,13,0,15,0,20,..,31,5,36,0,36,..,25,0,28,0,28,..,22,7,26,0,26,..,38,0,38,0,36,..,27,4,31,0,31,..,49,0,51,0,51,..,8
SED19494,4175,..,..,..,..,4175,..,4,0,4,0,4,..,92,17,108,0,112,..,5,0,11,0,11,..,25,11,31,0,31,..,101,51,158,0,158,..,3,5,6,0,11,..,129,68,197,0,197,..,6,0,6,0,6,..,10,0,10,0,10,..,42,7,44,0,44,..,31,0,32,0,32,..,18,0,18,0,18,..,16,0,16,0,16,..,30,0,29,0,29,..,13,3,12,0,12,..,3,0,3,0,3,..,22,3,24,0,24,..,21,0,21,0,21,..,99,9,106,0,106,..,32,5,35,0,35,..,3,0,3,0,3,..,9,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,13,0,13,..,3,0,3,0,3,..,6,5,12,0,12,..,18,0,18,0,18,..,9,0,9,0,9,..,9,0,9,0,9,..,13,0,20,0,20,..,12,0,12,0,12,..,3
SED19797,119,..,..,..,..,119,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,5,13,0,13,..,0,0,0,0,0,..,6,10,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
