UCL_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
UCL112002,..,19,40,7,7,8,6,5,0,0,103,..,0,34,10,9,20,20,8,0,0,103,..,0,0,0,0,4,6,4,0,0,14,..,0,0,0,0,0,4,0,0,0,4,..,0,34,10,11,25,24,13,0,0,115,..,0,0,0,0,0,0,0,0,0,0,..,28,77,16,18,29,32,15,3,5,218,39,29,16,7,6,5,0,5,0,0,121,8,30,23,12,23,21,18,11,0,3,153,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,30,24,12,23,25,18,15,0,3,152,0,0,0,0,0,0,0,0,0,8,8,53,54,43,23,23,29,19,15,4,15,284,61,31,23,3,12,8,8,0,0,3,163,24,63,113,45,58,57,30,18,4,4,405,3,3,10,4,0,7,8,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,25,67
UCL112003,..,19,44,5,4,3,4,0,0,3,84,..,6,10,4,0,21,11,5,0,0,58,..,0,0,0,0,0,6,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,6,10,4,0,21,19,3,0,0,60,..,0,0,0,0,0,0,0,0,0,0,..,26,54,6,12,23,20,6,0,9,151,23,39,14,5,0,4,0,0,0,5,89,7,18,14,12,3,8,14,3,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,14,12,6,8,14,3,0,3,83,0,0,0,0,0,0,0,0,0,0,0,32,54,26,12,7,10,14,3,0,5,174,89,18,45,14,9,5,8,0,3,3,202,21,17,64,23,21,39,17,7,0,0,216,4,0,0,3,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,31,17
UCL112004,..,16,52,0,6,9,14,14,0,15,126,..,4,13,13,5,16,9,3,0,4,66,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,13,13,4,16,11,3,0,4,64,..,0,0,0,0,0,0,0,0,0,0,..,23,68,16,15,25,20,17,3,10,197,30,43,15,3,4,4,0,4,0,3,106,4,15,12,10,10,10,18,9,0,0,76,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,15,12,10,10,13,14,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,29,63,24,13,12,18,16,9,0,3,189,33,16,33,4,8,11,7,5,0,5,121,11,57,123,38,43,66,45,14,4,3,410,0,3,4,0,4,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,64
UCL112005,..,7,7,4,0,0,0,4,0,0,21,..,0,4,0,0,0,5,6,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,5,6,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,7,9,3,0,0,6,8,0,0,36,8,12,5,0,0,0,0,0,0,0,33,0,9,3,0,0,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,3,5,0,0,17,0,0,0,0,0,0,0,0,0,18,18,8,18,11,0,0,3,5,0,0,18,64,20,9,14,7,3,0,4,4,0,3,64,6,16,33,10,13,20,13,0,0,0,119,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,16
UCL112006,..,4,36,12,9,15,13,11,3,6,108,..,11,48,26,27,40,34,7,0,0,193,..,0,0,0,0,3,0,3,5,0,14,..,0,0,0,0,0,0,0,0,0,0,..,11,52,26,27,42,37,7,5,3,203,..,0,0,0,0,0,0,0,0,0,0,..,13,90,39,31,52,46,18,15,7,317,7,28,23,4,0,7,3,4,4,3,79,4,25,44,15,21,19,15,4,9,9,167,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,25,44,15,21,22,18,3,12,6,177,0,0,0,0,0,0,0,0,0,0,0,9,51,66,16,24,27,19,8,19,12,255,39,32,53,9,12,10,15,8,8,13,200,37,148,430,162,181,151,80,28,24,19,1255,0,0,9,3,4,12,3,4,0,0,35,0,0,5,0,0,0,0,0,0,0,4,34,150
UCL112007,..,0,3,4,0,0,0,0,0,0,6,..,0,7,6,0,5,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,6,0,5,4,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,10,4,0,5,4,0,0,0,22,0,3,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,13,8,3,3,0,0,0,4,0,0,0,22,4,0,12,7,4,4,7,5,0,0,42,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
UCL112008,..,0,8,0,0,4,4,0,0,5,29,..,0,3,0,0,4,6,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,10,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,8,17,0,0,5,46,10,3,0,0,0,0,0,0,0,4,20,5,8,4,3,3,3,5,0,0,0,29,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,3,8,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,13,11,5,4,3,5,3,0,0,4,53,14,8,9,0,6,5,3,7,0,0,53,9,11,44,4,24,18,22,9,0,0,137,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,11
UCL112009,..,6,19,7,0,3,14,0,6,0,51,..,4,18,10,3,3,17,5,5,8,61,..,0,0,0,0,0,7,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,18,8,3,3,21,5,4,8,69,..,0,0,0,0,0,0,0,0,0,0,..,9,38,13,3,12,31,5,9,8,118,12,22,4,0,4,3,0,0,6,3,63,5,20,23,0,12,12,15,3,5,0,89,0,0,0,0,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,20,23,0,12,12,17,5,8,0,98,0,0,0,0,0,0,0,0,0,3,3,21,41,28,0,14,13,18,9,13,12,164,33,16,23,8,0,0,11,3,0,4,94,16,55,114,24,43,45,39,9,10,6,358,0,0,0,0,0,4,10,3,8,0,35,0,0,0,0,0,0,0,0,0,0,0,15,55
UCL112010,..,9,32,9,3,5,18,4,0,3,89,..,13,55,12,12,37,41,14,7,10,190,..,0,0,0,0,7,0,3,4,8,28,..,0,0,0,0,0,0,0,0,0,5,..,9,56,12,12,39,46,15,12,10,228,..,0,0,0,0,0,0,0,0,0,4,..,21,86,23,23,45,62,20,11,17,312,28,36,17,8,0,3,14,0,0,4,117,23,57,74,28,20,32,46,16,4,15,308,0,0,0,0,5,3,9,9,0,0,21,0,0,3,0,0,0,0,0,0,0,3,21,57,74,23,25,34,59,26,4,15,334,0,0,0,0,0,0,0,0,0,0,0,45,88,91,32,23,41,73,24,4,18,453,55,21,41,18,17,7,22,8,4,9,199,63,96,209,101,124,148,144,42,11,18,948,7,5,21,12,22,41,38,4,3,4,164,0,0,0,0,0,0,0,0,0,0,0,69,96
UCL112011,..,0,11,0,0,5,3,0,0,0,23,..,0,12,6,3,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,12,6,3,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,18,6,3,7,0,0,0,0,47,10,20,5,0,0,7,0,0,0,0,38,0,0,11,0,4,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,12,19,20,0,4,5,7,0,0,0,60,32,11,21,0,0,5,0,0,0,0,70,4,23,17,3,3,0,9,0,0,0,62,5,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,23
UCL112012,..,15,18,4,0,9,7,0,0,4,59,..,3,18,6,7,11,4,3,8,0,57,..,0,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,3,18,6,7,15,3,4,8,0,64,..,0,0,0,0,0,0,0,0,0,0,..,15,37,9,15,26,11,4,8,7,122,23,38,12,9,6,0,0,4,0,4,89,4,12,15,3,6,14,20,4,0,0,75,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,12,15,3,7,18,20,4,0,0,81,0,0,0,0,0,0,0,0,0,0,0,30,48,26,11,3,18,25,4,0,4,167,60,16,27,13,10,14,9,3,0,0,157,13,31,59,28,21,15,45,9,0,0,227,0,4,6,0,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,28
UCL112013,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112014,..,13,18,0,8,5,13,0,0,7,57,..,0,10,5,0,3,12,5,4,0,34,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,5,0,3,12,5,4,0,35,..,0,0,0,0,0,0,0,0,0,0,..,13,27,8,8,11,24,3,4,8,96,19,52,19,0,0,0,7,0,3,0,101,3,20,10,3,0,4,11,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,10,3,0,4,11,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,23,75,28,4,3,4,16,8,4,3,161,45,15,22,5,0,0,0,3,4,3,93,28,24,29,9,10,7,16,3,0,4,116,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,24
UCL112015,..,11,39,6,3,11,14,4,0,0,82,..,4,31,10,13,17,37,10,3,0,125,..,0,0,0,0,4,9,4,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,3,31,10,15,16,44,14,4,0,144,..,0,0,0,0,0,0,0,0,0,0,..,17,66,18,14,29,54,18,4,0,232,20,29,18,6,5,0,5,0,0,5,94,3,16,22,8,8,9,16,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,22,8,8,9,16,4,0,0,83,0,0,0,0,0,0,0,0,0,10,10,25,43,42,16,16,16,20,7,0,16,193,69,35,29,4,3,7,8,3,4,8,165,17,41,119,46,38,48,35,7,6,7,363,0,0,0,0,5,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,48
UCL112016,..,12,38,13,6,4,11,10,0,4,101,..,13,62,16,23,23,26,4,4,0,168,..,0,0,0,0,0,5,5,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,13,62,19,19,19,25,6,6,9,182,..,0,0,0,0,0,0,0,0,0,0,..,28,96,28,31,29,34,17,5,8,277,21,36,18,9,3,8,0,6,0,9,106,13,42,45,7,19,22,20,6,0,6,179,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,42,45,7,19,22,20,14,0,6,183,0,0,0,0,0,0,0,0,0,0,0,30,75,64,17,19,29,23,17,0,12,289,89,32,42,10,10,11,17,10,0,15,246,22,72,188,62,77,66,48,17,3,7,559,0,9,12,0,4,0,7,5,0,0,35,0,0,0,0,0,0,0,0,0,0,3,22,79
UCL112017,..,17,62,16,22,15,21,5,8,13,171,..,8,20,7,11,10,17,8,5,9,84,..,0,0,0,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,3,..,8,21,7,16,12,15,8,10,5,95,..,0,0,0,0,0,0,0,0,0,0,..,22,90,19,35,28,41,10,10,19,266,51,66,38,10,9,4,3,7,0,3,191,10,31,33,3,7,10,9,6,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,33,3,7,10,14,6,0,0,113,0,0,0,0,0,0,0,0,0,0,0,66,97,77,12,20,12,18,12,0,3,303,82,38,41,12,14,20,7,3,3,7,236,11,42,85,40,56,46,46,24,3,4,370,0,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,43
UCL112018,..,3,27,6,18,6,13,3,5,5,84,..,0,36,21,34,39,51,4,0,10,199,..,0,0,0,3,8,17,0,5,4,39,..,0,0,0,0,0,0,0,0,0,0,..,0,36,23,36,50,69,8,3,14,237,..,0,0,0,0,0,0,0,0,0,0,..,3,64,29,53,60,82,15,8,19,332,8,18,21,4,6,3,0,6,0,3,73,9,12,67,21,22,18,24,15,9,3,189,0,0,0,3,3,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,12,67,23,23,27,35,15,9,3,212,0,0,0,0,0,0,0,0,0,0,0,9,35,83,29,29,29,29,19,6,13,288,42,17,38,13,13,5,16,6,3,11,166,19,64,190,80,112,105,116,44,17,14,766,4,8,26,17,46,56,62,9,0,7,228,0,0,0,0,0,0,0,0,0,3,7,30,65
UCL112019,..,14,46,8,19,14,21,15,8,3,146,..,17,97,72,56,94,113,32,5,9,492,..,0,0,3,0,13,40,15,0,0,72,..,0,0,0,0,5,0,0,0,0,3,..,20,97,75,55,108,157,49,3,9,573,..,0,0,0,0,0,0,0,0,0,0,..,31,146,84,67,121,177,63,8,16,715,32,42,20,0,4,3,0,0,4,0,110,9,58,71,51,63,68,77,24,3,3,426,0,0,0,4,0,5,20,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,62,71,53,64,74,91,30,9,3,467,0,0,0,0,0,0,0,0,0,0,0,42,99,87,59,66,75,94,31,9,6,575,76,50,60,12,14,12,5,9,4,6,256,56,81,206,85,84,102,95,33,25,11,787,0,6,16,14,18,15,58,10,0,3,157,0,0,0,0,0,0,0,0,5,0,3,56,89
UCL113001,..,3,23,3,0,6,3,0,4,8,43,..,0,5,0,9,6,4,0,0,0,23,..,0,0,0,0,0,0,5,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,0,5,0,9,6,4,5,0,0,25,..,0,0,0,0,0,0,0,0,0,0,..,3,27,3,5,6,14,0,5,3,70,11,15,11,0,5,0,4,0,0,0,49,0,5,14,0,5,6,3,0,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,5,6,5,0,0,9,40,0,0,0,0,0,0,0,0,0,0,0,11,23,24,4,7,5,12,5,0,12,86,39,13,36,11,10,4,6,3,0,6,125,7,15,35,17,16,15,12,0,0,6,134,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,19
UCL113002,..,9,7,0,3,0,0,0,0,4,22,..,0,0,0,0,0,9,0,0,0,21,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,11,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,8,7,9,7,0,10,0,0,3,45,3,8,0,0,0,0,0,0,0,0,19,0,4,4,0,4,4,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,4,3,7,0,0,0,36,14,4,6,4,0,0,4,4,5,4,40,3,10,20,15,12,14,10,8,0,0,90,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10
UCL113003,..,9,7,9,0,3,7,3,0,0,41,..,0,4,0,4,5,6,5,0,0,28,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,4,5,8,8,6,0,30,..,0,0,0,0,0,0,0,0,0,0,..,7,8,8,3,7,13,14,0,0,70,0,9,7,0,0,0,0,0,0,0,16,0,6,3,0,4,5,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,5,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,5,3,0,4,0,40,12,6,4,0,5,0,4,0,0,3,44,3,5,13,5,8,14,9,3,3,0,69,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5
UCL113004,..,13,19,7,4,6,5,12,3,0,72,..,3,17,0,6,0,7,3,0,0,26,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,17,0,11,0,7,5,0,0,31,..,0,0,0,0,0,0,0,0,0,0,..,14,32,7,13,6,9,14,3,7,104,15,25,3,0,5,10,21,10,4,4,97,0,6,3,6,0,8,36,22,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,8,36,19,0,3,85,0,0,0,0,0,0,0,0,0,0,0,18,37,10,5,8,20,51,34,0,3,183,37,25,85,34,44,54,66,36,3,7,390,12,12,98,54,54,114,154,58,0,19,570,0,0,4,0,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,12
UCL113005,..,0,3,0,3,5,0,3,0,0,17,..,3,8,0,3,5,4,3,0,0,21,..,0,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,3,5,6,3,0,0,27,..,0,0,0,0,0,0,0,0,0,0,..,0,7,6,7,6,6,8,4,0,45,0,7,0,0,8,0,0,0,0,0,16,0,4,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,4,0,0,0,0,0,28,5,10,7,3,3,3,4,0,0,0,39,6,13,21,9,9,13,6,4,0,0,82,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,13
UCL113006,..,0,10,0,0,0,0,0,4,0,16,..,0,4,3,0,0,0,3,0,0,15,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,0,3,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,10,3,0,0,0,3,4,0,31,0,7,3,0,0,0,0,0,0,0,9,0,0,6,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,0,3,9,3,0,0,0,0,0,14,32,8,3,3,0,0,0,0,0,0,4,26,3,3,8,4,6,3,10,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL113007,..,6,29,6,12,10,19,0,5,0,87,..,3,6,0,0,0,4,6,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,6,0,0,0,4,6,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,9,44,6,8,9,18,11,5,0,115,21,39,17,3,0,0,0,5,0,0,82,5,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,39,20,3,4,0,4,3,0,0,93,27,4,25,8,3,10,3,3,0,0,90,3,13,13,9,0,0,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
UCL113008,..,0,3,0,0,0,0,0,0,6,15,..,0,0,0,0,4,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,4,10,0,0,6,22,11,11,4,3,0,3,0,0,0,0,26,0,0,8,6,0,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,11,12,6,0,6,5,0,0,0,48,11,9,6,9,0,0,5,0,0,0,42,4,6,20,8,6,9,14,0,0,0,65,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6
