UCL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL112012,0,18,15,20,73,49,15,32,4,236,8,0,0,0,5,6,6,15,0,29,8,19,39,40,134,149,48,53,12,497,3,3,5,11,20,23,18,32,0,109,16,29,47,50,205,219,64,97,15,738,8,0,3,9,42,48,25,16,0,161,30,144,89,49,173,124,42,67,10,719,18,148,64,27,74,46,5,32,3,420,10,26,31,12,53,36,30,67,4,275,3,7,5,5,16,9,0,9,0,48,0,4,0,0,25,23,16,13,0,85,0,8,0,6,12,17,6,11,0,54,0,16,20,29,61,64,17,38,0,254,8,52,42,19,36,48,9,17,7,225,19,13,18,24,155,77,28,23,0,366,13,54,45,35,136,89,30,46,3,447,27,96,101,108,171,151,28,66,4,760,0,15,12,3,8,17,0,6,0,69,10,22,18,18,84,95,15,41,3,312,11,32,10,26,58,61,8,21,42,277
UCL112013,0,5,3,3,8,17,7,11,0,55,0,0,0,0,0,0,0,11,0,7,0,4,0,6,7,13,3,5,0,41,0,0,0,0,8,13,0,3,0,26,4,3,3,6,10,40,8,28,0,97,0,0,0,0,9,8,0,8,0,30,0,3,3,0,8,14,0,10,0,40,0,0,0,3,8,0,0,0,0,16,4,7,5,0,4,4,0,16,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,3,4,0,19,0,0,5,0,4,5,0,9,0,9,9,3,0,0,10,10,6,3,0,43,0,3,0,0,13,4,5,3,3,36,0,3,0,4,5,9,0,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,4,0,19,0,3,0,0,11,14,3,4,0,37
UCL112014,0,5,7,0,12,14,3,3,0,42,4,4,3,0,34,53,26,33,0,167,19,25,17,10,127,114,32,73,4,421,14,0,4,3,43,20,10,15,0,109,56,94,81,63,159,299,67,158,17,985,10,4,4,8,35,48,17,17,0,136,32,63,46,22,50,46,28,38,10,332,36,86,33,18,32,22,9,13,0,239,23,30,38,21,55,62,20,75,0,324,9,3,7,4,17,11,0,7,0,48,0,6,0,9,16,25,4,13,0,67,4,5,9,3,13,8,0,6,0,49,10,26,13,13,46,67,12,33,4,223,16,33,17,12,22,30,7,12,0,154,7,9,10,3,68,60,19,20,4,207,18,40,14,15,51,55,13,40,0,238,21,49,46,39,68,71,19,37,0,347,13,10,3,0,6,5,0,0,0,46,13,34,21,12,53,66,14,33,3,246,8,21,14,14,56,40,11,28,41,230
UCL112015,3,14,4,7,16,21,3,18,0,90,11,0,0,0,14,10,3,19,0,59,5,30,17,24,159,135,81,113,0,568,0,3,5,9,38,33,7,12,0,105,28,48,66,47,227,336,71,175,12,1005,7,9,3,5,44,24,11,30,0,145,21,131,72,49,158,112,30,54,14,644,40,209,85,49,74,55,22,36,3,569,24,34,42,18,65,70,21,93,10,376,4,6,3,0,17,8,0,3,0,34,0,0,4,4,8,17,7,18,0,63,0,5,0,0,12,10,7,16,0,49,5,18,11,19,63,73,18,30,3,242,8,68,29,32,46,40,7,15,0,252,49,40,29,20,291,371,90,93,9,998,8,26,22,17,52,34,14,20,0,195,28,66,81,72,143,119,25,39,3,576,8,11,0,3,11,10,3,3,0,52,14,27,24,14,84,53,18,38,4,271,12,26,14,11,74,65,27,26,63,315
UCL112016,8,28,22,8,35,52,16,61,0,234,25,5,12,3,49,116,145,563,11,937,25,18,17,11,153,181,92,121,0,624,9,0,4,0,36,44,12,31,0,127,32,48,52,63,260,368,128,336,16,1302,7,7,4,6,69,84,28,68,0,269,29,162,84,44,147,148,50,98,7,780,25,184,83,35,117,86,30,54,9,620,16,39,32,19,78,74,48,153,7,471,0,3,0,0,16,21,7,12,0,60,0,9,0,6,27,35,10,34,0,130,0,3,7,6,15,15,16,34,0,105,3,29,26,21,75,99,35,93,3,375,7,50,27,10,44,51,11,22,4,226,31,38,28,10,255,188,51,78,4,686,11,65,29,24,111,93,49,94,3,476,35,78,93,69,283,260,57,115,9,1002,6,19,3,0,10,8,3,8,0,56,9,23,26,13,85,105,41,98,4,411,9,31,26,15,79,85,24,49,82,399
UCL112017,4,15,15,4,19,20,7,9,3,90,4,4,4,3,6,12,4,30,0,68,9,29,17,25,146,116,20,87,0,450,12,9,4,19,130,158,39,65,3,444,51,104,91,108,287,522,129,276,24,1585,7,13,10,8,58,71,19,39,0,220,41,250,100,72,206,170,69,91,6,1010,48,328,127,71,137,95,40,68,10,911,27,65,50,41,72,82,33,86,3,460,0,18,5,12,34,21,9,5,0,98,9,12,13,14,37,57,12,41,0,189,0,16,11,10,22,26,13,28,0,126,11,48,37,18,76,104,28,102,4,425,16,77,44,42,53,66,12,20,4,335,37,31,34,25,204,164,50,47,3,596,25,84,46,48,139,144,49,87,8,627,47,131,142,161,262,254,62,131,7,1198,11,50,14,18,19,13,5,12,0,141,14,39,20,20,100,94,34,45,3,376,11,40,20,20,71,61,16,39,70,352
UCL112018,9,17,10,17,32,63,25,36,6,217,3,0,4,0,15,18,12,47,4,110,36,58,22,30,253,568,91,145,13,1207,3,4,3,4,26,33,11,21,0,105,28,43,41,47,203,317,105,214,3,999,5,11,4,4,55,64,29,56,0,237,23,121,91,55,180,125,39,66,10,710,20,171,71,40,99,62,20,44,11,517,19,44,43,32,105,119,49,158,7,583,0,8,6,0,26,23,5,6,0,77,0,0,4,0,20,31,6,16,0,85,0,4,3,3,18,18,6,25,0,81,5,18,22,17,50,56,22,65,6,255,19,44,25,15,64,49,10,17,0,254,19,24,21,15,207,93,37,56,3,476,8,33,29,37,83,79,27,58,0,349,20,44,69,68,187,163,41,89,3,679,0,21,9,3,18,12,0,13,0,75,7,25,20,17,101,97,31,46,4,354,16,25,18,12,76,74,19,49,79,364
UCL112019,14,28,27,17,50,94,32,78,9,353,4,3,0,0,5,13,6,39,0,63,16,58,24,84,375,297,108,163,7,1122,7,0,8,6,90,80,20,43,0,259,38,48,65,58,371,625,213,353,12,1794,12,24,11,9,76,138,54,94,0,415,34,265,134,61,226,200,75,106,9,1104,21,270,103,37,152,87,27,62,12,765,29,50,47,31,164,142,49,191,8,702,0,17,3,3,44,34,16,13,0,127,7,5,4,9,41,52,12,44,0,185,7,7,7,0,20,20,14,44,0,123,8,46,28,12,103,122,42,101,5,460,11,70,48,27,76,47,24,41,4,346,42,32,41,25,360,287,103,178,5,1073,23,66,38,44,205,167,65,103,4,719,40,61,89,121,290,231,65,115,9,1023,3,21,12,9,29,20,4,9,0,101,12,48,36,31,143,169,51,112,7,600,16,43,26,19,147,136,33,67,104,598
UCL113001,5,9,11,18,16,14,7,15,0,94,8,0,0,0,0,5,0,11,0,30,5,11,17,6,49,40,20,33,0,181,0,3,0,0,9,21,4,0,0,39,22,39,41,50,142,206,54,122,9,686,0,9,3,0,12,23,17,13,0,78,9,74,51,19,71,58,12,27,3,331,27,116,47,33,58,35,10,29,4,354,10,23,25,16,26,27,12,23,0,167,0,0,0,0,7,10,0,6,0,24,0,3,4,11,17,15,0,8,0,61,5,8,6,0,9,11,3,10,3,52,5,16,14,10,33,46,16,38,0,175,5,27,31,13,13,31,3,11,4,136,13,12,10,9,95,28,24,28,3,227,13,29,23,20,51,58,8,20,0,220,28,58,54,40,85,55,17,32,3,369,5,15,13,4,7,4,0,7,0,49,4,15,7,13,31,30,12,26,0,142,6,15,10,7,26,38,10,9,37,154
UCL113002,4,0,6,5,10,8,5,9,0,37,0,0,0,0,0,0,0,8,0,9,5,0,8,0,23,22,8,20,4,94,5,0,7,4,17,6,3,5,0,40,16,33,26,27,88,129,29,82,0,440,0,3,7,3,6,16,0,6,0,47,14,72,28,19,56,48,12,18,11,280,16,72,19,15,39,32,7,23,9,229,10,23,10,4,8,28,5,20,0,109,0,0,0,0,10,3,3,0,0,20,0,0,0,0,0,3,0,0,0,14,0,5,0,4,5,11,4,0,0,33,0,15,10,4,14,11,4,3,0,68,6,29,11,10,16,16,4,10,0,103,13,10,7,12,75,27,8,13,0,160,10,14,10,0,15,6,4,9,0,66,3,21,24,40,34,23,8,12,0,158,0,0,3,4,0,4,0,0,0,13,3,9,7,8,22,31,6,15,3,100,3,19,5,4,19,18,4,10,27,113
UCL113003,0,0,4,4,4,4,0,19,0,42,46,15,15,6,43,143,56,376,14,713,0,3,4,3,38,32,6,27,0,117,5,0,0,3,50,32,11,7,0,108,20,24,21,24,78,115,23,87,3,396,6,0,0,7,18,29,4,44,0,120,11,78,32,16,73,39,11,41,0,312,19,74,41,13,33,29,9,20,8,243,13,12,17,16,47,44,9,63,3,234,0,3,0,6,9,3,0,0,0,31,4,0,0,0,4,5,0,0,0,15,0,0,0,0,8,3,5,3,0,25,4,4,0,6,14,13,3,9,0,61,5,15,13,5,12,9,4,16,0,84,25,12,4,3,96,63,33,23,5,266,7,12,13,8,32,26,12,21,3,139,8,30,22,29,105,94,14,31,0,337,4,11,4,6,4,5,3,0,0,33,6,26,7,7,30,37,3,24,3,152,3,13,0,9,17,28,6,24,40,142
UCL113004,0,3,10,4,9,5,4,6,0,47,0,3,0,0,0,4,0,4,0,7,3,16,6,10,26,28,10,19,0,119,0,0,0,0,6,3,0,4,0,16,20,32,41,37,63,117,20,42,8,376,0,3,8,4,11,13,3,9,0,50,5,52,34,15,21,17,7,16,0,168,56,217,89,37,47,33,11,34,14,540,11,14,9,12,3,7,3,5,0,75,3,12,0,3,5,16,5,5,0,45,0,6,7,7,9,4,5,17,0,56,4,16,6,7,8,17,6,9,0,65,7,23,24,24,36,82,19,39,0,252,4,49,10,8,16,23,3,3,0,112,3,4,8,0,17,12,3,5,0,52,6,21,16,19,18,26,0,12,0,120,9,37,23,38,30,32,7,16,0,192,4,17,22,7,6,9,0,12,4,68,0,8,12,8,6,15,0,6,3,61,4,24,16,9,29,30,6,20,37,168
UCL113005,5,6,11,7,13,21,6,25,4,101,3,0,0,0,4,0,0,8,0,22,10,13,9,10,87,59,24,40,0,252,4,0,3,3,15,15,9,7,0,55,16,23,16,27,87,127,25,91,13,418,7,5,5,0,12,17,5,8,0,65,9,67,44,28,81,47,18,31,6,323,11,89,35,22,35,21,13,19,0,239,13,27,11,14,38,23,17,57,4,208,0,4,0,0,6,5,0,0,0,20,3,0,0,5,9,7,3,4,0,24,0,7,0,5,8,9,0,3,0,35,0,6,11,4,28,21,12,18,0,89,7,16,8,19,25,13,11,10,4,107,23,21,18,13,148,96,29,41,4,393,0,13,5,18,42,24,16,17,0,146,14,33,39,46,78,49,10,26,3,300,0,15,3,0,13,5,4,3,0,47,9,8,8,7,45,44,11,20,3,145,9,13,16,9,33,31,12,13,46,172
UCL113006,0,10,6,0,9,13,3,9,0,52,0,0,0,0,0,3,0,4,0,4,4,3,16,11,59,42,16,15,4,168,0,3,3,3,4,7,0,0,0,25,3,8,9,23,40,46,13,28,4,173,0,7,0,3,9,3,0,6,0,28,9,38,25,20,62,37,13,15,8,220,6,35,10,5,23,10,0,8,4,108,0,12,8,8,20,12,9,30,3,105,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,9,0,0,0,0,0,0,4,0,0,8,0,4,3,0,10,13,0,4,0,34,3,18,13,10,12,10,0,4,0,67,10,7,3,5,56,33,4,6,7,123,3,7,5,21,15,13,4,4,0,73,8,13,31,24,37,21,6,22,6,180,0,0,0,0,0,3,0,0,0,11,0,8,0,3,26,10,8,13,3,66,4,8,4,5,19,20,4,4,23,89
UCL113007,3,4,0,0,0,12,0,8,0,30,0,3,0,0,25,37,12,28,4,109,10,12,13,4,44,71,41,37,0,237,5,0,0,0,13,16,3,13,0,61,48,63,33,33,114,225,52,100,3,675,0,8,3,4,25,23,8,8,0,81,17,52,11,12,27,27,7,24,0,170,26,81,18,8,24,11,8,14,4,202,12,17,7,4,29,34,19,40,0,161,7,0,0,0,11,18,7,8,0,46,0,6,8,4,19,15,3,16,0,76,0,9,5,0,7,13,7,11,0,47,6,17,16,3,33,69,14,38,0,209,5,21,4,7,8,22,3,0,0,73,19,20,22,4,132,101,33,39,0,361,13,26,18,9,52,53,17,33,0,225,21,34,21,14,53,50,16,27,3,251,8,10,0,0,12,10,0,0,0,39,4,9,5,0,16,23,5,9,0,77,5,6,3,9,23,28,4,11,18,109
UCL113008,0,0,0,0,0,5,0,0,0,11,17,0,6,0,40,142,38,54,0,308,11,6,12,10,38,68,13,17,0,174,7,3,0,0,46,23,7,13,0,106,11,12,14,12,43,54,16,43,5,220,0,5,0,0,16,21,8,10,0,57,5,29,22,24,40,35,13,15,3,183,25,60,18,14,19,16,5,16,0,170,8,12,14,10,24,40,6,32,0,151,0,3,0,0,3,5,0,0,0,16,0,3,0,0,4,5,0,0,0,18,0,5,0,0,0,10,0,8,0,23,0,5,4,4,10,8,0,13,0,55,10,3,8,0,11,12,0,0,0,50,0,9,8,7,98,46,21,18,0,210,3,11,6,3,8,13,3,7,0,57,6,17,17,10,26,20,5,6,3,111,4,3,0,3,6,4,0,4,0,32,5,18,6,3,14,25,12,8,6,92,7,9,4,5,20,24,9,9,23,109
UCL113009,0,0,0,3,0,8,0,3,0,18,4,0,0,4,6,18,9,28,0,72,13,5,4,7,83,81,41,45,3,285,3,5,3,0,11,8,7,7,0,41,22,13,26,10,88,154,35,73,4,433,0,0,3,6,12,37,15,25,0,99,6,30,17,10,36,25,10,14,6,151,22,69,19,8,9,14,8,3,3,149,15,13,8,5,29,50,10,54,3,192,0,0,0,0,5,0,0,5,0,16,0,0,0,0,7,5,0,4,0,21,0,0,0,0,5,0,0,8,0,16,5,8,5,4,41,40,9,18,4,130,5,0,3,3,9,11,0,6,0,48,21,10,9,8,116,170,43,39,0,428,4,8,13,5,26,19,7,13,0,78,8,15,15,7,30,18,5,4,0,99,4,7,0,0,8,4,0,0,0,20,9,10,5,6,36,41,11,13,0,122,7,7,0,8,11,19,0,24,18,96
UCL113010,0,5,3,3,10,16,10,17,6,68,42,11,10,10,82,206,133,370,5,862,3,10,6,7,31,31,8,29,0,131,0,4,0,4,8,4,8,11,0,34,6,15,13,14,71,124,40,86,4,378,7,4,0,0,18,22,3,27,0,81,9,34,18,6,47,40,18,26,0,205,15,46,21,21,33,25,4,23,3,197,0,12,17,8,14,11,4,13,0,83,3,0,0,0,0,4,0,0,0,15,0,0,0,0,3,3,5,6,0,19,0,0,0,3,3,8,0,11,0,29,0,5,7,5,22,14,7,21,0,74,6,17,12,4,9,15,9,13,0,75,14,5,6,0,58,29,11,6,0,127,0,12,3,3,14,14,10,18,0,83,3,7,12,11,25,19,0,11,0,93,0,0,0,0,9,6,0,0,0,23,6,12,3,0,32,25,5,40,6,128,6,7,4,6,12,25,4,19,26,97
UCL113011,0,0,0,4,16,10,0,3,0,42,30,20,43,18,96,163,146,337,12,858,0,0,0,3,36,38,8,23,0,112,8,3,0,3,71,39,15,21,0,164,12,8,14,15,29,66,27,55,3,227,4,3,0,0,17,30,9,25,0,102,0,27,19,12,31,33,0,10,0,136,7,65,20,3,16,10,4,10,4,139,0,8,5,8,24,28,3,24,0,102,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,3,0,9,0,3,0,0,7,11,5,6,0,29,0,5,3,0,5,14,5,4,0,42,9,16,8,5,19,15,9,37,0,110,5,10,5,5,26,21,8,3,3,83,0,8,8,0,9,19,5,4,3,50,5,5,3,3,12,11,0,10,0,53,0,0,0,0,4,7,0,0,0,23,0,4,5,0,35,28,17,33,0,133,4,15,3,10,15,24,4,14,35,123
UCL113012,0,5,4,0,5,9,3,6,0,32,0,0,0,0,4,24,10,24,0,59,7,6,3,9,59,58,22,30,3,195,0,0,4,0,9,5,9,12,0,43,25,35,30,28,92,156,24,75,11,474,0,0,6,0,12,17,14,18,0,72,6,79,34,19,40,27,10,22,0,240,65,127,51,19,47,35,14,17,7,387,18,28,12,8,23,32,9,36,0,174,3,4,0,0,0,8,0,6,0,18,0,3,4,4,11,15,5,14,0,56,8,16,0,5,0,9,3,16,0,52,3,18,13,12,37,57,9,26,0,186,12,34,17,12,13,12,3,5,0,109,19,12,11,6,93,95,32,27,5,304,6,14,15,6,22,15,10,16,0,102,6,14,13,26,31,15,16,22,4,151,3,20,7,0,5,3,0,3,0,47,7,17,8,8,22,29,8,6,4,97,4,17,10,9,17,14,5,13,26,113
UCL113013,0,0,4,0,4,7,6,7,0,38,6,0,3,0,19,27,7,25,0,90,21,9,6,11,131,97,41,28,7,354,0,0,0,3,11,24,8,7,0,57,27,17,41,27,102,160,50,87,9,509,8,3,3,4,33,23,15,27,0,108,7,33,30,17,71,39,17,14,0,234,12,78,19,10,28,16,4,8,3,175,15,23,19,16,48,66,30,81,0,289,0,0,0,0,3,3,5,0,0,18,0,0,3,0,16,10,0,3,0,34,0,3,0,0,5,8,5,3,0,31,8,7,3,4,45,37,8,16,0,116,4,22,18,5,13,12,6,5,0,98,13,16,8,5,79,62,15,27,5,228,4,21,5,5,23,10,0,12,0,77,3,21,20,18,33,23,5,15,0,148,4,3,0,0,0,0,0,3,0,15,12,14,8,6,54,40,14,24,0,167,6,14,10,5,47,29,14,24,47,200
UCL113014,0,5,3,4,12,8,3,10,0,44,67,14,51,14,152,270,190,506,16,1273,4,8,0,7,42,39,26,58,0,192,3,4,4,0,53,37,18,24,3,145,10,17,18,11,60,118,43,83,0,359,0,7,8,0,25,43,18,55,0,157,10,43,45,13,29,25,15,16,0,191,19,73,30,13,31,15,5,6,4,195,4,16,16,6,21,22,12,40,0,133,0,0,0,3,3,4,0,0,0,12,0,0,0,0,7,6,0,6,0,17,0,0,0,0,0,10,6,0,0,21,0,9,0,4,14,23,9,17,0,76,5,17,18,10,34,22,10,43,0,149,5,8,5,0,40,48,24,49,0,174,6,12,6,4,15,17,5,10,0,64,3,10,9,10,12,15,8,4,0,77,4,8,6,0,4,5,0,0,0,24,8,10,10,9,36,50,15,38,7,174,5,7,3,8,32,35,12,36,34,169
UCL113015,0,5,4,0,3,3,0,3,0,19,0,0,0,0,0,3,0,12,0,17,7,4,8,3,46,31,9,22,0,126,3,0,0,0,8,6,0,4,0,24,28,35,19,37,114,128,31,51,13,453,0,0,0,6,5,13,4,3,0,33,7,30,32,22,41,32,10,20,0,187,15,45,19,13,35,22,0,11,5,154,9,6,16,8,24,18,4,29,0,112,0,0,0,0,0,0,0,0,0,8,0,4,0,0,7,4,0,0,0,13,0,0,0,0,3,3,0,3,0,15,0,9,3,5,12,11,3,7,0,53,4,20,21,5,10,14,0,9,0,80,20,7,15,0,70,81,20,42,5,255,0,5,10,6,13,8,8,11,0,66,4,8,23,19,30,20,0,7,0,115,0,5,0,0,0,0,0,0,0,14,3,8,3,6,26,25,5,6,0,94,7,12,4,5,16,22,6,10,23,103
UCL113016,5,7,6,3,15,9,6,15,3,70,4,0,0,0,0,3,0,8,3,20,15,18,19,22,62,76,22,36,4,270,0,3,0,0,8,14,7,8,0,47,8,23,30,20,92,144,27,65,10,423,0,0,5,7,35,26,8,8,0,87,11,56,54,34,115,61,13,34,8,390,9,85,34,28,43,23,9,20,0,246,12,20,22,17,32,28,10,46,0,187,0,0,0,0,3,5,3,3,0,18,0,4,0,0,14,13,3,8,0,37,0,3,3,0,5,5,0,9,0,35,0,16,10,3,19,20,10,11,0,86,7,26,24,19,19,14,4,16,3,131,10,3,13,3,53,22,10,17,0,132,7,16,15,14,25,13,5,5,0,101,16,38,48,48,79,83,18,46,4,383,3,12,3,0,3,3,0,4,0,30,3,18,10,7,44,43,17,20,0,166,9,14,15,13,29,34,5,10,29,152
UCL113017,3,9,11,4,16,13,0,12,4,75,3,0,0,0,5,0,0,9,0,19,6,13,5,4,29,31,9,16,3,115,5,3,0,0,8,17,3,0,0,37,22,43,49,64,129,230,45,99,9,675,0,6,4,4,13,17,5,10,0,57,15,76,31,24,55,40,13,25,3,284,24,111,51,25,42,31,11,17,3,311,3,15,13,9,19,18,7,21,0,97,0,4,0,0,7,3,0,0,0,17,0,4,4,5,5,14,3,4,0,38,3,7,0,0,13,5,3,14,0,43,3,20,9,15,19,22,4,25,4,126,3,30,20,7,22,18,3,13,0,107,13,14,10,5,67,50,18,15,0,182,6,24,10,16,22,30,5,25,0,140,10,18,17,21,34,23,8,13,0,141,5,3,4,0,14,6,0,4,0,28,5,14,7,5,20,29,4,9,0,100,4,18,3,9,10,22,4,8,32,106
UCL113018,0,0,0,0,3,4,0,8,0,20,0,0,0,0,0,0,0,3,0,3,6,0,0,6,37,22,3,9,0,83,0,0,0,0,4,4,0,4,0,10,4,4,10,4,12,39,20,31,0,121,0,0,0,0,5,4,0,5,0,13,0,8,0,3,6,3,0,3,0,29,5,5,4,0,0,3,0,3,0,26,0,0,6,0,0,5,0,9,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,4,0,0,3,5,0,0,0,13,3,5,0,0,7,13,0,3,0,26,0,3,0,0,3,0,0,6,0,15,0,0,0,0,6,5,0,6,0,18,0,0,0,3,0,0,0,0,0,6,3,0,3,0,0,6,4,7,0,25,5,0,0,0,0,3,0,0,5,17
UCL114001,3,8,6,5,5,9,5,7,0,58,0,0,0,0,0,5,0,3,0,9,0,0,0,5,10,18,6,11,0,59,0,3,0,0,6,0,0,3,0,11,5,5,9,8,37,40,6,24,5,145,5,0,0,0,0,5,0,4,0,16,0,20,10,4,32,21,3,10,5,109,10,35,10,8,10,5,0,3,0,69,0,3,0,8,10,8,0,10,0,37,0,0,0,0,0,4,0,0,0,6,0,0,0,0,9,0,0,3,0,15,0,0,0,0,0,3,0,3,0,8,0,9,0,8,8,9,0,11,0,37,0,7,5,6,8,7,0,0,0,34,3,3,6,0,25,16,5,0,0,61,4,6,6,8,11,13,7,8,0,73,14,13,17,18,26,24,4,11,0,123,4,0,0,0,0,0,0,0,0,13,0,3,0,0,15,13,5,9,0,48,4,8,3,5,8,3,0,3,6,43
