UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL115117,9,13,23,46,48,94,3,4,5,3,0,3,50,55,105,28,27,50,4,3,8,4,6,10,36,39,68,4,0,5,3,3,4,9,0,9,4,13,14,0,0,0,10,18,27,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,3,7,14,19,24,41,0,0,0,0,4,4,0,0,0,0,3,3,80,82,165,189,213,406
UCL115118,11,6,18,35,31,68,9,5,16,5,3,8,47,45,91,18,27,45,26,16,48,0,0,4,45,46,85,0,0,0,0,0,0,9,4,16,3,14,16,0,0,0,17,20,31,4,3,5,0,4,5,0,0,4,3,5,7,0,0,0,7,15,24,20,31,54,0,0,0,0,5,3,0,0,0,0,3,7,43,35,78,170,167,338
UCL115119,57,62,116,103,88,193,38,40,74,25,31,58,173,158,332,59,50,107,23,39,71,26,35,65,110,129,236,4,5,6,0,5,10,31,14,45,16,28,42,0,0,0,53,47,100,17,33,47,8,22,28,4,4,14,15,35,45,0,0,0,41,92,130,97,140,235,5,0,10,3,13,15,0,0,0,14,10,24,76,73,145,519,573,1088
UCL115120,51,46,103,116,112,233,21,29,49,52,55,108,194,196,387,19,20,40,52,57,108,73,62,134,142,138,279,3,3,11,0,0,5,32,14,39,10,21,29,0,0,0,46,44,87,11,37,51,0,0,0,4,8,18,7,11,21,0,0,0,31,59,85,76,95,173,0,3,3,5,5,5,0,0,0,8,3,11,29,28,61,502,522,1021
UCL115121,20,19,35,43,56,96,18,13,28,0,0,0,57,67,129,45,30,72,8,6,11,6,0,5,51,38,89,0,6,3,0,4,9,9,9,17,7,11,14,0,0,0,17,28,45,5,0,5,3,5,8,0,0,0,3,4,6,0,0,0,12,8,27,30,39,64,0,0,0,0,0,0,0,0,0,0,0,3,85,91,178,252,250,499
UCL115122,23,28,49,57,79,135,23,12,37,0,0,0,82,97,181,72,64,133,0,4,4,0,5,3,72,72,145,0,0,0,0,3,3,0,7,9,5,11,16,0,0,0,4,25,31,0,4,3,4,8,10,0,5,5,4,16,15,0,0,0,6,24,35,16,50,70,5,0,6,0,3,5,0,0,0,8,8,14,173,165,337,378,417,789
UCL115123,19,16,37,62,51,111,9,5,16,7,6,14,79,58,143,33,24,63,7,16,21,14,7,19,49,50,105,0,4,4,0,7,7,16,10,24,4,11,15,0,0,0,26,26,47,8,9,14,6,6,9,0,3,5,6,7,13,0,0,0,23,23,43,50,48,87,0,0,3,0,0,3,0,0,0,5,5,3,27,33,64,232,214,442
UCL115124,56,67,121,155,142,300,43,38,89,28,14,43,230,203,435,108,95,206,23,38,59,16,16,37,153,152,298,3,5,9,4,8,15,16,8,21,20,28,52,0,0,0,47,50,97,0,23,21,4,9,18,3,7,6,10,35,49,0,0,0,20,78,93,65,130,194,3,0,5,8,11,12,0,0,0,8,12,18,119,120,242,628,678,1306
UCL115125,30,23,55,94,88,179,9,4,9,7,12,15,105,100,204,44,43,85,11,8,24,24,15,34,82,60,139,0,0,0,0,4,4,12,4,13,19,12,36,0,0,4,27,27,55,6,15,19,7,9,19,0,0,0,9,12,22,0,0,0,22,36,58,53,60,115,0,3,3,0,0,8,0,0,0,3,7,7,115,114,224,385,367,751
UCL115126,8,4,15,15,13,36,27,21,48,3,4,8,52,39,86,12,5,12,29,24,58,3,3,11,47,32,80,0,0,0,0,0,0,5,0,5,4,7,14,0,0,0,16,7,21,0,3,3,3,0,4,0,3,3,8,9,14,0,0,0,12,16,27,20,29,53,3,0,3,5,0,4,0,0,0,3,0,8,16,17,32,160,121,277
UCL115127,4,8,16,58,44,102,0,0,0,0,0,0,55,43,103,38,27,61,0,0,3,0,4,4,39,30,70,0,0,3,0,3,3,3,3,12,9,10,16,0,0,0,14,15,31,0,0,0,0,4,3,0,0,0,4,5,6,0,0,0,7,13,18,19,30,48,0,0,0,0,5,5,0,0,0,0,5,3,55,54,109,172,169,343
UCL115128,25,21,49,77,72,151,3,10,13,20,17,32,101,95,201,47,35,88,5,7,13,29,32,58,82,75,160,0,5,0,9,9,18,12,9,16,11,31,43,0,0,0,33,45,82,3,11,17,7,13,24,0,5,5,12,26,36,0,0,0,23,58,79,58,103,163,0,0,0,8,15,21,0,0,0,8,15,21,73,90,158,345,402,752
UCL115129,25,19,47,66,64,124,6,6,6,0,0,0,62,72,134,35,26,60,19,18,32,0,3,3,54,47,100,5,5,7,3,0,5,11,0,15,13,7,24,0,0,0,28,14,48,13,33,48,0,7,8,0,4,8,14,13,29,0,0,0,34,61,95,61,75,141,0,0,6,0,0,3,0,0,0,0,4,3,37,37,74,243,256,496
UCL115130,20,17,37,68,74,135,0,3,3,4,8,4,66,78,147,61,40,106,3,6,13,4,9,6,66,54,117,7,0,3,4,4,6,10,6,13,11,20,31,0,0,0,21,32,55,0,7,9,3,4,7,0,0,0,3,6,11,0,0,0,6,26,32,33,54,88,0,0,0,4,0,0,0,0,0,4,0,0,141,172,314,328,375,708
UCL115131,49,38,83,117,128,245,3,3,9,7,12,20,129,145,272,104,94,203,15,7,25,12,11,21,129,117,244,9,10,18,3,10,14,19,4,24,21,32,52,0,0,0,44,56,103,11,11,22,7,9,14,0,3,8,7,19,26,0,0,0,24,45,69,67,103,176,4,6,10,0,3,3,0,0,0,9,9,18,105,115,220,489,518,1011
UCL115132,10,5,13,49,23,73,4,0,3,3,4,9,55,28,83,11,25,38,15,16,32,0,3,3,31,45,75,0,3,5,0,0,0,6,5,8,10,13,23,0,0,0,19,16,36,0,5,5,0,9,9,0,4,0,7,8,12,0,0,0,3,23,34,23,44,63,0,0,4,0,0,3,0,0,0,0,6,3,32,25,58,156,148,303
UCL115133,11,9,18,24,30,55,10,8,12,0,4,6,35,47,75,19,19,35,3,7,11,10,4,16,31,27,59,3,0,3,6,0,4,0,0,4,0,7,11,0,0,0,13,15,26,4,3,6,0,3,3,0,0,0,0,7,7,0,0,0,4,16,25,17,31,53,0,0,0,0,0,4,0,0,0,4,0,8,57,60,114,153,177,334
UCL115134,44,38,87,117,97,214,36,38,71,3,0,3,162,134,296,88,93,183,14,16,27,0,0,0,99,111,216,0,3,9,0,7,4,19,18,40,17,26,47,0,0,0,42,57,97,9,3,12,0,3,5,4,3,8,12,22,36,0,0,0,23,38,58,63,97,157,0,0,7,4,6,12,0,0,0,6,12,17,95,123,218,469,516,987
UCL115135,25,21,45,51,62,111,24,30,58,0,3,3,78,94,173,64,67,135,0,12,11,0,0,6,70,80,145,8,6,11,0,6,6,13,9,17,5,30,34,0,0,0,20,48,71,0,6,6,0,3,3,0,0,10,3,10,16,0,0,0,11,19,24,31,68,97,0,0,0,0,7,7,0,0,0,0,5,11,92,113,208,296,377,673
UCL115136,42,30,71,109,86,194,15,10,26,13,10,22,127,113,242,54,59,111,14,15,28,15,9,20,81,85,164,0,4,7,0,0,0,9,3,16,11,9,21,0,0,0,30,24,52,8,20,27,0,4,4,0,0,4,9,10,13,0,0,0,15,43,57,45,68,113,0,0,3,0,3,5,0,0,0,3,5,6,28,32,65,327,339,660
UCL115137,49,55,110,141,112,247,24,31,51,14,18,34,171,166,336,82,86,168,15,12,35,13,28,46,114,129,241,3,0,6,6,5,13,29,14,44,15,22,34,0,0,0,49,48,98,7,34,40,4,8,11,0,5,8,17,17,30,0,0,0,30,63,89,79,107,189,7,5,6,11,8,15,0,0,0,11,11,27,109,108,216,536,578,1120
UCL115138,50,31,89,24,33,61,58,68,126,17,13,31,94,115,217,13,24,37,35,47,80,12,12,29,64,87,143,4,3,6,4,3,8,0,6,12,14,21,34,0,0,0,26,43,63,8,18,26,5,10,11,5,15,19,15,23,37,0,0,0,28,62,93,52,102,154,0,3,8,4,8,10,0,0,0,8,13,20,39,38,77,306,389,697
UCL115139,18,17,37,48,47,96,15,20,34,7,7,11,68,77,140,16,25,38,37,33,72,3,4,9,63,60,118,3,0,6,0,4,4,4,3,10,9,14,18,0,0,0,14,20,36,0,4,4,0,0,3,0,0,0,9,6,16,0,0,0,8,20,27,23,37,58,4,0,8,0,7,7,0,0,0,9,5,11,134,144,281,313,342,655
UCL115140,3,8,13,31,33,59,10,13,21,6,6,14,44,53,97,17,6,19,11,13,30,0,5,9,30,21,51,0,0,0,0,0,0,0,8,3,3,3,7,0,0,0,7,11,14,3,0,3,0,5,0,0,0,0,3,10,11,0,0,0,6,17,21,14,23,35,0,0,5,0,0,7,0,0,0,0,4,4,37,35,71,131,146,278
UCL115141,25,8,30,37,61,101,12,19,32,0,0,0,54,74,131,42,41,77,0,0,0,0,3,3,42,40,87,3,3,3,0,0,0,4,7,18,6,11,19,0,0,0,16,20,39,0,0,3,0,3,3,0,0,0,4,13,13,0,0,0,7,21,24,23,38,63,0,0,0,0,8,8,0,0,0,0,8,7,44,45,93,182,225,406
UCL115142,9,9,21,34,38,71,9,7,17,0,5,4,37,49,92,23,25,50,6,6,12,4,6,12,40,43,77,0,0,0,0,3,3,10,9,12,6,13,20,0,0,0,15,22,36,5,0,0,0,0,0,0,0,0,3,11,12,0,0,0,6,17,22,17,35,59,0,0,0,3,0,7,0,0,0,3,0,7,69,80,149,184,216,402
UCL115143,29,22,54,73,73,143,13,19,34,3,4,11,93,96,188,58,65,123,6,22,24,3,11,8,71,90,163,6,3,8,0,0,0,10,9,21,15,24,38,0,0,0,23,43,69,0,3,9,0,9,14,4,9,12,8,21,23,0,0,0,13,41,61,41,82,121,0,4,7,0,3,3,0,0,0,5,10,9,68,62,130,301,364,667
UCL115144,33,19,51,73,65,138,11,8,25,5,9,12,88,82,173,37,43,82,4,5,8,9,10,18,55,54,104,0,6,8,0,3,5,3,8,10,13,17,29,0,0,0,21,35,52,3,8,10,0,5,11,0,3,3,6,21,25,0,0,0,7,38,47,29,68,94,0,0,0,0,6,7,0,0,0,0,4,3,107,112,218,311,344,651
UCL115145,17,12,25,15,33,48,6,4,5,12,14,26,31,50,84,28,23,48,0,6,6,12,9,17,36,38,74,0,0,0,0,0,0,3,0,0,6,11,21,0,0,0,10,15,28,0,4,3,0,10,7,0,3,4,5,11,18,0,0,0,4,20,29,19,31,53,0,0,4,0,4,4,0,0,0,0,4,6,37,47,88,143,192,329
UCL115146,19,20,40,62,61,117,0,0,0,11,13,24,76,68,145,27,41,74,11,16,31,18,16,32,63,72,141,0,0,7,0,0,4,16,3,19,13,25,37,0,0,0,29,33,62,12,15,25,0,13,19,0,0,0,4,15,20,0,0,0,23,43,62,49,72,121,3,5,6,7,6,10,0,0,0,10,5,20,62,58,121,271,308,581
UCL115147,21,10,28,31,55,87,6,4,9,8,14,21,46,78,118,22,15,33,8,12,19,6,6,14,34,34,71,0,0,0,5,0,5,0,0,0,3,5,8,0,0,0,12,6,16,0,0,0,0,9,9,0,0,0,8,12,21,0,0,0,13,25,39,19,31,58,0,0,0,4,4,7,0,0,0,5,4,9,24,19,40,144,185,326
UCL115148,3,16,21,36,25,63,12,9,20,0,0,0,41,40,84,22,29,44,7,4,8,0,5,5,26,26,59,4,0,4,0,0,0,0,0,0,6,14,20,0,0,0,6,10,23,0,3,7,0,0,0,0,0,0,0,4,9,0,0,0,4,14,15,13,24,34,0,0,0,0,0,0,0,0,0,0,0,0,64,56,116,153,165,323
UCL115149,11,16,21,16,14,27,36,20,56,0,0,0,51,36,84,20,15,38,0,0,0,0,4,9,17,25,36,4,0,4,0,0,0,0,0,0,0,5,11,0,0,0,0,8,10,0,0,0,0,0,0,0,3,3,0,14,14,0,0,0,4,23,26,10,29,39,0,0,0,0,0,0,0,0,0,0,0,0,305,296,603,387,393,788
UCL115150,12,11,24,29,31,58,3,20,21,4,5,12,38,55,93,11,16,30,17,18,29,9,13,16,34,39,73,0,0,6,0,0,0,4,0,3,0,9,12,0,0,0,7,13,21,8,8,9,0,6,6,0,0,0,0,4,9,0,0,0,3,14,23,14,32,41,0,0,0,3,3,7,0,0,0,3,3,9,23,36,60,123,178,302
UCL115151,30,19,50,95,104,195,8,14,30,0,0,4,108,114,227,67,47,111,10,20,30,6,3,9,76,74,145,5,3,10,0,0,0,12,7,23,10,16,29,0,0,0,29,31,63,0,11,17,0,3,3,0,3,10,5,9,14,0,0,0,5,33,35,32,65,97,0,0,3,0,0,3,0,0,0,3,4,10,51,39,90,302,311,617
UCL115152,8,7,18,45,38,87,4,0,5,0,0,0,50,40,91,22,27,47,0,0,0,0,0,0,22,27,47,0,0,0,4,0,4,3,4,7,0,8,7,0,0,0,7,10,15,0,0,0,0,4,4,0,0,0,4,3,3,0,0,0,4,11,9,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,40,48,92,137,135,274
UCL115153,20,14,25,26,30,51,18,16,31,0,0,0,41,46,83,24,29,51,0,0,7,0,0,0,24,31,57,0,6,6,0,0,3,9,8,14,0,18,20,0,0,0,11,30,40,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,4,11,11,13,37,54,0,0,0,0,0,0,0,0,0,0,0,3,93,110,208,190,239,428
UCL115154,22,30,45,37,34,67,36,22,59,11,8,22,87,61,147,42,38,81,0,0,0,0,0,0,42,38,82,0,0,0,0,0,0,4,4,7,5,19,22,0,0,0,15,24,38,4,6,8,0,0,0,0,5,3,8,12,11,0,0,0,12,20,30,22,41,64,0,0,0,0,6,0,0,0,0,0,0,3,102,91,192,269,268,537
UCL115155,48,47,97,153,140,294,22,19,43,20,18,35,191,182,374,93,93,184,20,14,31,0,5,6,114,113,226,6,3,10,3,14,14,14,8,28,9,19,31,0,0,0,35,49,88,3,12,16,7,9,8,4,4,5,14,12,30,0,0,0,23,38,60,57,86,146,0,3,3,0,14,10,0,0,0,0,17,14,327,291,615,744,729,1473
UCL115156,8,7,17,26,27,49,0,0,5,3,0,5,27,26,58,31,22,51,0,0,0,0,4,3,28,26,55,0,0,4,0,6,6,0,0,3,3,4,13,0,0,0,8,20,22,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,14,12,6,29,35,0,3,3,0,0,5,0,0,0,0,3,5,102,86,189,180,177,357
UCL115157,13,7,21,36,39,76,0,0,6,0,0,0,44,39,80,30,27,63,4,3,6,5,0,6,41,31,70,0,0,0,0,0,3,6,8,11,4,8,13,0,0,0,10,19,32,3,3,4,0,0,0,0,0,0,4,0,4,0,0,0,3,6,14,14,23,43,0,0,0,0,0,0,0,0,0,0,0,0,54,49,103,165,156,320
UCL115158,30,29,57,89,72,154,24,27,54,0,0,0,114,105,212,69,69,136,4,9,7,0,0,4,73,77,149,4,0,9,3,0,0,5,12,21,5,24,31,0,0,0,21,40,61,5,12,16,0,0,6,3,4,5,6,14,22,0,0,0,13,29,45,32,71,109,0,0,0,3,4,10,0,0,0,3,7,9,110,108,213,360,389,749
UCL115159,25,27,52,78,69,152,4,0,3,4,3,10,86,78,163,26,21,44,16,13,25,16,20,38,61,53,110,5,3,11,0,0,0,15,3,22,18,22,33,0,0,0,33,25,64,8,14,24,0,0,5,3,4,6,0,8,15,0,0,0,19,29,42,51,57,107,0,0,4,3,4,7,0,0,0,3,4,12,31,35,69,260,254,519
UCL115160,86,71,155,193,146,339,14,12,29,37,28,66,241,189,432,42,32,75,24,25,46,43,44,92,109,100,208,0,0,3,3,0,4,19,5,24,7,23,27,0,0,0,32,32,63,13,21,41,0,6,7,0,5,5,7,19,32,0,0,0,20,58,82,57,89,144,0,0,5,0,6,5,0,0,0,4,8,8,58,46,105,543,502,1046
UCL115161,60,32,93,133,137,273,39,22,57,18,16,32,184,175,364,118,107,227,9,6,14,11,6,16,139,121,258,10,6,15,5,5,13,14,16,31,15,28,44,0,0,0,42,53,95,0,11,11,4,4,10,6,0,4,3,24,28,0,0,0,8,46,54,53,98,151,0,5,5,0,6,8,0,0,0,0,12,17,175,174,356,623,619,1235
UCL115162,41,35,79,127,93,221,32,7,35,14,28,41,173,131,299,78,78,150,28,30,57,20,14,30,121,119,242,8,6,14,0,4,4,16,12,27,10,19,28,0,0,0,34,39,69,9,14,20,3,10,11,3,9,13,15,28,37,0,0,0,30,53,88,66,90,162,3,0,9,4,4,12,0,0,0,13,7,18,45,35,78,448,426,871
UCL115163,18,16,37,55,63,113,10,11,18,13,6,16,69,78,149,28,41,73,13,16,32,4,10,16,49,74,125,4,9,4,0,0,0,19,8,28,7,10,23,0,0,0,29,26,54,6,12,17,0,0,3,4,5,7,4,12,19,0,0,0,15,33,48,40,59,106,0,4,3,0,5,7,0,0,0,5,4,5,25,26,52,208,265,472
UCL115164,7,10,20,21,13,36,6,14,19,12,10,24,44,39,81,21,15,37,10,9,17,7,10,11,34,26,64,0,0,3,0,6,7,6,4,10,3,0,3,0,0,0,12,18,25,3,7,12,0,0,0,4,0,0,6,3,13,0,0,0,8,11,20,18,32,53,0,0,0,0,0,0,0,0,0,0,0,5,38,42,76,142,149,293
UCL115165,17,13,30,30,32,65,0,7,11,0,3,4,32,44,79,28,10,39,17,6,22,0,0,0,48,18,62,0,3,6,0,0,0,9,7,11,8,6,18,0,0,0,16,14,33,5,0,5,0,0,0,0,6,6,0,3,5,0,0,0,3,10,12,22,24,44,0,0,0,0,10,13,0,0,0,3,10,12,35,35,67,151,144,303
UCL121001,9,3,12,21,18,39,8,6,21,0,0,0,32,31,61,21,22,42,4,9,12,0,0,4,25,28,56,3,0,4,0,0,0,5,0,7,6,4,7,0,0,0,12,7,16,0,6,3,0,0,0,0,0,0,7,5,8,0,0,0,9,14,19,15,24,35,0,0,0,0,4,4,0,0,0,0,4,4,19,28,47,104,115,221
UCL121002,6,8,10,13,12,28,9,3,11,0,0,0,23,20,46,19,17,40,0,0,0,0,0,0,19,19,41,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,47,36,85,97,93,192
UCL121003,12,9,18,18,26,45,0,0,0,0,0,0,18,26,45,10,16,27,0,0,0,0,0,4,14,19,27,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,4,9,12,5,3,9,0,4,4,0,0,0,0,0,3,0,0,0,5,8,12,7,23,26,0,0,0,3,4,6,0,0,0,3,4,6,22,20,46,61,99,161
UCL121004,17,9,27,45,33,77,5,3,10,3,0,8,51,45,95,18,8,27,14,8,20,4,12,15,33,33,62,0,4,4,0,0,0,3,5,3,6,5,13,0,0,0,8,18,21,0,0,0,3,4,6,0,3,3,6,7,8,0,0,0,8,13,22,14,33,41,0,0,0,0,4,4,0,0,0,0,4,4,21,23,41,140,140,282
UCL121005,4,10,13,24,19,40,7,3,12,6,0,3,33,26,61,15,17,29,7,7,14,3,4,9,26,25,52,0,0,0,0,0,0,7,0,7,0,4,4,0,0,0,8,4,11,4,6,10,0,0,0,3,0,3,0,3,3,0,0,0,9,12,17,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,98,83,176
UCL121006,10,0,10,15,9,24,0,0,0,0,0,0,15,9,26,8,11,17,3,3,5,0,0,0,9,9,27,0,0,0,0,0,0,5,0,10,0,3,8,0,0,0,5,10,16,0,0,3,0,0,3,0,5,0,0,4,4,0,0,0,0,6,11,6,12,26,0,0,0,0,3,0,0,0,0,0,3,0,34,29,61,74,69,142
UCL121007,10,0,11,19,25,40,4,0,11,0,0,3,27,33,58,24,23,44,0,0,0,0,3,9,27,24,58,0,0,0,0,0,4,4,0,4,0,11,14,0,0,0,6,13,21,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,9,20,26,0,0,0,4,0,3,0,0,0,4,0,5,45,40,85,110,126,236
UCL121008,0,4,4,21,14,36,0,0,0,9,0,9,25,15,42,11,19,30,0,0,0,0,0,0,11,21,30,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,95,80,176,140,126,264
UCL121009,4,13,21,13,23,39,6,12,18,4,0,4,27,32,54,17,18,40,10,7,20,0,0,0,34,25,56,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,3,11,8,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,0,8,8,5,12,20,0,0,0,0,4,3,0,0,0,3,3,10,70,58,132,141,145,284
UCL121010,7,7,19,30,19,47,0,0,0,0,0,0,30,19,47,11,11,24,0,3,4,0,3,0,16,20,36,0,0,0,0,0,0,4,0,0,4,4,11,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,4,17,24,4,4,6,0,0,3,0,0,0,5,4,5,31,19,48,88,83,172
UCL121011,11,14,25,20,24,45,12,3,19,5,5,6,37,37,70,40,31,70,0,0,5,0,3,3,38,32,73,0,3,3,0,5,5,0,0,4,5,5,15,0,0,0,6,17,26,4,0,0,0,3,3,0,0,0,4,0,5,0,0,0,6,11,15,10,29,40,0,0,0,6,4,7,0,0,0,0,4,9,55,63,116,159,177,333
UCL121012,6,9,19,9,19,32,4,3,13,3,7,9,19,36,53,19,22,45,5,4,12,9,4,12,33,36,67,3,6,6,0,0,0,3,4,7,5,3,9,0,0,0,5,11,20,7,9,21,0,3,3,4,0,8,0,6,7,0,0,0,15,22,37,24,31,58,0,0,0,0,0,0,0,0,0,0,0,0,12,5,16,98,114,209
UCL121013,3,7,8,27,15,42,11,17,24,0,0,0,33,34,72,17,13,35,0,4,13,0,0,0,22,23,46,0,0,0,0,0,4,4,0,4,6,9,16,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,7,9,12,18,30,0,0,0,0,0,0,0,0,0,0,0,0,54,66,122,130,145,277
UCL121014,3,0,3,21,11,31,0,0,6,0,0,0,22,11,32,13,15,25,0,7,7,0,0,0,9,23,31,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,3,10,10,0,0,0,0,4,4,0,0,0,4,3,6,0,0,0,4,5,8,5,17,21,3,0,3,0,0,0,0,0,0,3,0,3,32,27,63,78,74,153
UCL121015,4,9,13,11,17,29,0,0,0,5,0,7,17,21,41,14,11,21,4,3,6,9,6,14,21,15,40,0,0,3,0,0,0,9,5,10,9,4,17,0,0,0,16,14,32,8,9,16,0,3,4,0,0,3,0,10,14,0,0,0,13,20,32,31,32,61,0,0,3,4,3,4,0,0,0,7,4,6,6,14,20,88,96,181
UCL121016,3,3,11,17,15,32,4,4,8,0,0,0,24,14,41,3,13,16,4,0,5,0,5,7,9,22,31,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,5,6,11,0,0,0,0,7,7,0,0,0,0,0,3,0,0,0,5,9,12,8,18,19,0,0,0,0,0,3,0,0,0,0,0,3,21,24,47,65,83,145
UCL121017,16,16,26,35,20,57,12,16,28,7,5,13,54,47,105,12,6,19,6,8,8,11,11,20,30,22,50,0,3,3,0,0,3,5,0,8,0,5,5,0,0,0,6,12,14,10,10,16,0,0,5,0,3,3,4,10,17,0,0,0,10,21,35,14,31,51,0,0,0,0,0,3,0,0,0,0,0,3,13,8,22,129,123,256
UCL121018,15,14,31,37,30,68,14,8,21,0,0,0,48,37,86,24,24,46,0,3,5,6,0,6,28,27,54,0,0,0,0,0,0,4,0,6,3,0,10,0,0,0,10,7,16,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,13,16,12,20,29,0,4,4,0,3,3,0,0,0,0,7,9,22,15,35,125,116,235
UCL121019,11,11,17,21,16,37,14,19,27,11,8,18,44,42,86,3,6,8,11,10,23,12,9,22,31,27,56,0,0,0,0,0,0,9,0,6,0,3,9,0,0,0,13,9,18,4,5,7,0,0,0,0,4,5,8,6,13,0,0,0,13,17,29,21,28,47,0,0,0,0,0,0,0,0,0,4,0,5,10,4,13,110,109,219
UCL121020,8,6,8,18,22,39,7,0,7,4,3,12,32,27,57,10,6,17,9,6,16,3,0,4,19,13,34,0,0,0,0,0,0,4,0,5,0,8,12,0,0,0,3,8,13,0,0,0,0,5,5,3,3,3,0,7,9,0,0,0,8,19,21,8,24,35,0,0,0,0,3,6,0,0,0,0,3,6,17,19,33,84,89,177
UCL121021,3,3,8,11,10,18,8,5,13,0,0,0,11,20,32,14,15,27,0,0,5,0,0,0,15,14,35,3,0,3,0,0,0,0,5,3,3,6,3,0,0,0,5,3,13,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,7,15,0,0,0,0,0,7,0,5,3,3,8,9,32,15,54,82,68,145
UCL121022,6,3,12,12,17,25,6,5,6,3,0,3,21,14,38,22,29,54,0,0,0,4,0,4,25,29,52,0,0,0,0,0,0,4,0,4,0,3,6,0,0,0,4,8,9,0,3,3,0,4,4,0,0,0,0,5,5,0,0,0,0,11,11,4,14,23,0,0,0,0,0,0,0,0,0,0,0,0,35,40,78,94,105,196
