SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
111021218,29,75,27,38,45,15,9,0,8,248,40,63,38,79,72,20,11,26,4,374,160,75,609,193,155,102,145,157,23,1623,9,3,7,18,18,8,3,14,0,84,22,19,11,27,38,9,8,19,6,157,3,4,3,7,10,8,3,3,0,40,10,15,19,10,14,10,7,19,12,114,407,980,763,436,452,201,198,274,66,3769
111021219,40,70,25,37,43,10,9,4,0,233,54,82,40,67,71,19,3,14,3,347,126,71,520,194,146,90,134,124,32,1452,3,0,4,15,19,14,8,10,0,74,15,13,9,25,39,10,16,12,0,142,4,6,6,4,11,5,0,5,0,43,3,18,7,18,18,12,10,15,16,112,398,941,630,439,449,204,180,211,67,3520
111021220,37,59,22,28,36,12,5,5,8,202,42,61,42,67,34,19,14,11,0,289,110,47,435,144,134,68,109,93,11,1141,7,0,3,11,21,10,3,7,0,55,10,8,12,14,32,10,7,11,0,95,3,6,3,3,4,5,0,8,0,31,0,6,9,10,10,6,9,8,4,65,293,673,545,328,316,139,156,140,23,2617
111021221,14,19,14,18,9,4,4,3,0,90,16,32,23,47,29,8,4,8,0,161,73,43,424,117,110,34,137,105,17,1054,3,3,3,3,10,14,3,11,0,52,9,7,3,10,24,13,6,8,0,80,0,0,0,5,3,0,0,0,0,8,5,6,6,7,3,3,4,12,3,48,136,310,490,240,218,81,161,148,25,1808
111031222,71,125,45,48,79,19,5,5,3,406,83,114,60,111,93,43,13,21,9,538,157,88,614,166,211,92,104,131,27,1591,4,3,11,13,24,5,7,12,0,87,17,13,13,27,57,15,3,20,0,165,7,19,4,8,14,0,3,4,0,52,5,20,6,9,23,6,11,13,13,103,710,2041,821,496,713,250,166,233,78,5504
111031223,9,18,8,21,7,6,4,0,0,76,25,20,13,42,37,11,7,18,0,169,49,35,341,128,94,64,101,97,15,920,0,6,12,14,18,12,4,8,0,67,4,3,6,17,15,11,9,18,0,89,3,0,0,3,3,0,3,14,0,26,6,3,6,10,5,10,15,14,5,66,119,245,393,259,202,124,145,177,25,1685
111031224,45,70,23,35,46,9,3,7,0,242,47,64,42,61,65,31,5,11,8,340,104,53,334,128,130,66,70,62,11,950,3,3,9,7,14,10,3,3,0,51,15,13,8,15,35,13,3,5,0,106,7,17,3,12,6,4,0,3,3,51,7,18,8,8,7,8,5,7,10,77,554,1624,485,401,487,206,102,136,45,4048
111031225,66,125,41,47,67,24,7,10,10,387,61,111,67,111,119,36,8,9,6,535,149,113,564,210,213,111,113,95,17,1591,10,10,8,19,22,14,4,11,0,87,19,23,14,19,47,23,4,10,0,171,5,10,8,11,14,0,3,4,3,50,13,24,9,20,24,11,5,13,16,128,692,2285,770,557,730,291,156,192,76,5744
111031226,34,59,20,44,38,11,4,4,0,229,74,86,58,105,94,21,15,18,8,477,131,92,697,223,240,112,177,153,26,1848,12,4,8,19,31,12,6,9,0,101,8,5,8,23,40,18,6,20,3,133,3,14,4,5,13,6,3,3,0,55,8,12,8,24,11,8,7,13,12,101,432,1169,857,516,568,232,241,237,70,4313
111031227,31,77,23,41,47,14,7,10,3,262,55,94,64,128,82,28,13,26,3,504,126,102,538,240,222,129,112,128,15,1615,7,6,10,23,22,13,0,14,0,94,8,10,9,15,35,20,10,18,0,125,3,3,5,5,12,8,6,3,0,46,3,12,10,8,7,3,10,21,10,91,431,1605,738,623,584,279,168,250,57,4743
111031228,61,139,37,47,64,21,13,8,5,395,66,95,37,88,88,35,5,5,3,424,155,71,452,129,127,69,70,70,13,1164,0,7,4,14,8,11,0,9,0,51,13,22,7,23,32,15,3,7,4,130,7,21,5,6,9,6,0,0,3,47,7,28,6,18,13,3,3,11,7,92,794,2434,625,464,593,242,112,135,50,5450
111031229,42,75,18,27,36,16,0,0,12,226,44,66,37,61,61,27,4,3,0,313,109,47,292,97,94,66,31,51,8,804,0,4,0,5,13,7,0,0,0,42,15,9,0,23,28,10,3,9,0,88,8,12,3,0,13,4,0,0,0,45,9,18,3,0,13,0,0,3,6,56,613,2323,456,382,456,201,58,90,59,4632
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,16,23,9,21,17,3,8,8,0,107,21,43,29,64,35,17,10,21,9,244,43,40,265,170,90,86,72,89,11,865,0,6,3,14,14,11,7,15,0,77,3,6,5,13,6,5,9,9,0,65,0,6,0,4,6,4,0,0,0,24,3,6,13,12,3,9,3,15,4,70,143,647,385,396,238,189,124,208,32,2363
111031232,22,42,25,20,26,4,4,3,0,153,31,27,17,31,29,8,3,11,3,162,62,38,301,93,87,42,63,58,6,759,3,3,4,11,10,6,3,4,0,42,9,3,5,14,16,3,7,12,0,76,3,6,4,3,0,0,4,0,0,25,6,7,6,13,3,4,3,9,7,60,234,522,379,219,245,78,99,99,26,1905
111031233,44,98,36,66,58,20,12,11,7,348,68,108,51,143,110,30,12,15,7,549,152,121,753,273,245,120,189,172,23,2056,3,12,10,11,26,22,8,16,0,113,13,15,21,27,47,18,24,22,0,189,8,13,3,3,17,0,0,8,0,60,7,24,23,21,32,11,6,16,20,157,535,1732,950,688,726,269,273,287,69,5524
111031234,29,70,24,46,35,15,5,7,0,229,32,57,42,95,67,43,5,15,4,369,85,83,447,214,148,76,80,115,11,1257,7,3,5,16,16,20,5,11,0,88,12,8,11,27,23,13,3,10,0,106,0,5,4,9,6,0,0,6,0,40,4,10,9,8,13,3,10,8,14,84,322,1244,594,538,452,229,139,218,44,3776
111031235,22,47,23,29,27,10,3,13,3,170,30,72,40,70,41,16,5,15,6,291,80,45,289,131,101,43,60,52,20,829,5,9,4,7,4,3,0,8,0,44,5,8,8,12,14,8,0,6,0,71,3,4,3,7,7,0,8,4,3,27,4,7,7,10,7,8,0,5,3,49,332,1255,418,410,355,143,94,128,46,3176
112011236,32,85,20,50,32,16,5,14,4,260,48,60,36,116,58,31,8,16,3,382,172,96,573,252,159,108,81,172,27,1640,9,5,7,15,29,24,3,23,3,121,21,16,19,39,41,34,11,19,0,199,3,8,7,11,9,5,3,0,0,49,11,16,14,24,12,22,17,36,17,167,460,1123,721,636,455,286,127,314,67,4190
112011237,78,121,22,61,50,20,5,21,7,387,67,83,43,130,89,35,8,24,6,489,236,98,637,212,178,115,117,170,20,1782,13,3,4,9,30,13,0,15,0,82,29,13,18,29,51,29,13,28,7,214,8,9,6,6,12,4,6,5,0,64,18,22,9,22,20,13,13,16,23,158,782,1491,803,577,576,267,171,318,82,5067
112011238,33,63,9,22,23,14,3,5,0,175,30,32,20,35,22,15,3,4,3,166,75,20,184,58,33,20,19,48,6,465,3,3,4,4,7,3,3,4,0,27,9,4,3,8,7,7,0,6,0,55,4,7,0,0,0,0,0,6,0,20,17,7,6,14,9,8,6,4,7,77,374,625,259,200,178,92,37,102,31,1892
112011239,22,64,19,49,35,15,4,14,0,215,25,36,21,71,26,24,4,18,0,225,92,42,338,107,61,55,36,91,11,824,3,6,3,8,5,11,3,6,0,48,10,18,12,24,11,17,9,8,0,100,5,4,0,11,3,6,0,3,0,24,4,5,6,18,4,14,3,16,8,81,274,750,425,369,236,161,58,195,33,2509
112011240,51,55,24,36,25,18,3,10,4,238,44,62,17,59,39,23,3,23,0,277,100,38,299,118,48,65,39,77,14,794,5,4,0,11,14,8,0,7,0,51,20,0,11,17,15,16,3,14,0,99,4,7,4,3,0,3,0,7,0,32,18,18,12,10,5,22,5,11,7,113,503,995,435,402,250,221,66,220,53,3136
112011241,10,31,6,24,11,3,5,3,0,86,18,16,11,33,12,4,0,5,0,105,72,32,193,87,50,21,51,58,10,579,3,0,6,4,3,3,0,4,0,32,5,0,7,17,5,3,5,11,0,50,0,0,0,3,4,0,0,0,0,6,3,0,0,4,0,9,6,5,10,42,148,286,229,203,113,60,73,95,25,1213
112011242,36,55,16,32,32,15,4,6,4,200,34,44,16,69,43,19,4,11,3,243,107,39,298,87,79,55,29,51,13,758,7,0,0,7,8,5,0,3,3,37,15,5,8,18,25,15,3,12,0,97,4,21,7,4,8,7,0,3,0,49,0,14,3,17,12,7,0,3,3,62,382,1022,389,327,289,162,43,120,40,2774
112011243,33,61,17,27,10,9,8,11,3,184,28,29,15,45,28,21,8,20,4,195,92,37,251,78,45,44,36,78,7,665,4,3,5,7,3,6,3,4,0,29,17,8,12,12,16,6,4,7,0,87,0,3,0,3,0,3,3,7,0,24,9,14,9,14,10,12,3,10,4,88,307,671,359,270,188,141,62,166,36,2203
112021244,14,32,3,25,17,6,0,7,0,111,25,24,10,59,21,13,3,10,3,165,93,55,335,179,147,87,84,215,17,1215,8,0,3,8,16,26,8,36,0,111,4,13,6,23,29,17,10,17,3,116,3,4,0,4,7,0,3,8,0,26,8,6,10,20,13,15,14,32,11,123,198,407,384,351,295,162,129,339,43,2308
112021245,27,33,3,12,10,5,3,11,0,106,28,23,13,29,18,3,3,11,4,134,136,30,221,75,73,28,75,101,14,750,14,3,0,6,3,4,5,12,0,49,15,3,3,15,13,6,0,23,0,77,5,0,0,0,0,3,0,3,0,12,18,6,3,14,0,6,9,16,8,88,314,271,250,174,149,58,91,187,31,1521
112021246,12,61,16,46,30,12,3,6,3,198,36,51,37,90,70,21,9,18,0,340,138,55,473,208,215,123,90,135,11,1451,4,7,7,17,30,22,10,25,0,128,14,12,5,21,41,20,12,23,4,160,6,6,0,0,12,7,0,4,0,37,10,14,8,11,19,11,0,11,6,97,335,977,586,496,524,255,138,255,39,3608
112021247,19,34,7,22,16,3,3,5,3,118,29,19,14,40,24,5,0,17,0,145,100,29,193,88,64,26,44,96,10,652,6,7,4,3,12,3,3,18,0,47,21,9,3,21,14,8,5,16,0,93,4,3,0,4,5,0,0,5,0,26,19,12,7,10,4,10,3,13,4,81,269,367,234,217,168,66,68,181,27,1599
112021248,25,55,15,43,29,11,3,6,3,192,37,47,25,102,60,24,0,21,3,314,105,76,508,266,163,114,109,190,16,1540,8,4,4,31,20,33,8,24,4,132,10,8,8,28,39,32,10,18,3,159,3,4,8,3,14,3,4,3,0,40,7,15,7,11,17,8,10,25,11,105,309,1070,642,657,462,253,150,327,53,3922
112021249,65,105,29,51,48,14,3,10,3,337,79,79,46,113,88,19,4,23,0,451,235,86,525,192,161,107,121,178,13,1619,14,7,3,12,19,8,5,22,5,101,30,12,14,40,48,18,17,17,3,192,8,14,6,3,3,4,7,3,0,46,37,19,21,17,19,19,18,26,14,187,767,1397,702,569,530,220,186,329,57,4748
112031250,41,85,23,58,39,16,9,14,0,284,72,63,34,116,80,33,9,18,6,432,142,57,464,175,116,89,67,128,18,1260,5,9,8,11,10,12,4,12,0,59,9,13,10,26,30,10,12,12,0,120,5,14,4,6,6,3,0,0,0,36,10,16,14,15,15,9,4,4,15,109,520,1167,597,495,417,229,112,213,59,3806
112031251,24,40,10,29,19,3,3,5,0,131,21,25,20,58,46,16,5,11,3,209,81,41,318,119,82,63,82,109,15,913,7,6,6,13,11,17,0,7,0,60,19,11,0,21,20,5,5,9,0,95,0,8,3,3,7,0,0,0,0,21,4,5,10,16,6,13,9,16,4,87,204,464,389,302,248,144,117,179,31,2080
112031252,34,58,16,34,29,11,4,15,0,198,36,43,26,57,48,16,7,10,11,248,127,39,379,103,90,63,84,105,15,1017,3,0,4,10,11,5,4,12,0,44,20,10,6,8,28,11,5,17,3,109,6,4,3,0,5,4,3,3,0,22,13,14,13,16,8,7,10,22,13,116,379,649,462,297,277,138,130,210,54,2599
112031253,35,86,24,50,26,15,3,12,0,243,43,48,42,94,67,18,6,28,3,347,178,54,602,198,150,97,95,138,15,1533,7,3,10,3,7,14,0,17,0,62,14,10,8,21,32,6,6,16,3,117,5,10,7,7,6,3,0,3,0,40,13,13,16,17,13,9,14,18,8,120,425,992,749,491,396,208,134,249,41,3688
112031254,40,75,46,63,51,18,7,12,3,304,60,72,50,154,65,49,9,33,3,510,187,86,725,261,168,118,125,181,25,1873,10,4,8,14,21,11,10,23,0,108,15,11,19,63,37,35,12,27,3,209,0,8,8,9,7,5,0,10,0,51,15,18,15,30,14,15,16,35,21,183,490,1030,933,711,462,295,190,381,67,4559
112031550,39,68,29,54,36,18,4,11,8,266,58,63,47,147,61,38,10,20,9,444,134,71,587,267,211,118,103,164,21,1684,11,0,3,13,14,17,3,14,0,70,22,8,12,47,39,27,12,16,3,189,3,10,6,3,15,10,0,3,0,50,12,9,16,22,15,14,14,23,8,131,402,835,706,639,491,289,148,264,51,3830
112031551,12,21,4,6,11,0,0,3,3,64,18,13,3,28,26,5,0,0,0,104,35,15,163,51,60,34,25,35,9,421,5,0,0,0,3,3,0,0,0,14,3,7,0,9,14,3,0,4,0,36,0,4,0,0,5,0,0,0,0,14,3,9,7,0,3,0,0,7,4,32,128,292,195,118,156,56,26,59,22,1042
112031552,11,20,8,28,15,9,0,0,5,89,15,23,24,70,36,12,9,8,6,207,55,36,212,120,83,46,39,80,15,687,0,3,4,14,10,8,0,7,0,44,0,3,11,15,11,14,8,13,0,71,4,0,5,6,0,5,0,4,0,27,5,6,5,12,12,9,4,12,3,74,115,279,283,304,181,121,67,148,31,1523
113011256,41,70,26,44,41,23,4,26,6,280,66,71,33,122,73,31,7,45,3,455,281,84,774,231,240,145,148,233,28,2154,10,8,3,11,29,22,7,22,0,115,12,9,10,37,42,36,14,33,0,197,10,8,6,5,8,3,6,25,0,75,19,21,19,28,29,24,18,81,26,254,636,1091,923,560,539,295,223,583,81,4934
113011257,72,46,8,20,29,3,3,12,3,207,76,33,14,50,53,6,9,23,0,263,331,41,420,119,138,79,137,202,20,1481,26,3,7,13,14,14,10,22,0,112,48,7,7,26,35,10,12,19,8,181,9,4,6,3,7,7,3,12,0,48,50,10,17,14,15,18,32,62,17,237,829,536,503,303,373,143,214,383,55,3342
113011258,23,39,11,23,14,4,0,3,3,122,35,18,16,41,38,9,5,12,3,176,155,58,396,98,132,45,108,141,30,1166,8,3,10,13,13,11,7,21,0,81,7,7,6,17,32,8,3,14,0,101,0,0,7,0,6,0,0,10,0,22,23,17,11,16,14,17,24,38,4,150,346,543,484,226,280,101,151,285,50,2468
113011259,16,23,5,15,15,3,0,9,0,83,28,13,14,34,14,7,0,9,0,115,132,18,180,63,59,29,42,71,3,592,15,0,7,8,12,3,4,14,0,52,26,5,3,9,7,4,5,13,5,70,4,3,0,0,3,0,0,6,0,19,25,8,3,8,3,4,7,17,12,90,302,257,228,151,134,57,62,142,23,1347
113021260,29,11,3,6,7,3,3,3,0,63,22,12,4,16,8,0,0,7,0,64,73,11,103,44,27,6,41,53,3,371,6,0,0,7,0,4,3,3,0,25,9,4,0,3,6,0,6,7,0,43,4,0,0,0,0,3,0,0,0,8,15,0,0,0,3,0,8,11,0,48,221,113,120,95,65,22,67,94,5,809
113021261,19,22,6,11,11,5,3,3,3,77,11,23,14,42,25,0,9,5,0,136,60,35,283,71,71,38,81,62,5,705,4,3,0,7,13,8,4,3,0,36,5,9,7,14,15,8,10,8,0,72,0,0,0,0,0,4,0,0,0,8,6,10,8,12,7,9,15,16,3,92,160,317,334,179,173,68,129,113,13,1482
113021262,28,28,5,13,10,0,0,4,0,94,24,10,15,23,26,6,3,10,0,118,88,34,176,64,51,16,72,50,10,562,6,3,3,4,11,4,3,5,0,44,16,5,0,6,10,5,3,9,0,59,3,0,0,0,3,0,3,4,0,11,16,0,5,8,8,4,11,15,10,75,238,255,217,132,120,41,95,138,21,1261
113031263,29,37,11,30,15,3,0,5,3,126,29,27,19,58,32,11,3,7,0,180,98,42,238,97,84,35,65,117,9,789,12,6,4,3,14,3,3,7,0,62,11,11,0,20,13,9,3,13,3,89,0,3,0,4,3,5,0,3,0,20,17,6,7,6,8,16,6,14,7,98,268,388,284,242,185,90,93,177,24,1754
113031264,22,15,0,3,3,3,0,3,0,63,19,9,4,19,9,4,0,7,0,67,62,7,124,45,38,18,40,69,4,403,9,0,0,3,10,0,0,5,0,31,8,0,3,3,6,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,18,0,4,9,0,3,8,18,8,64,191,142,143,103,73,45,52,112,10,875
113031265,18,15,0,21,12,3,0,7,0,65,26,18,10,35,19,6,8,12,0,131,118,26,159,105,52,34,69,64,6,635,12,3,4,7,20,5,7,9,0,63,18,4,3,13,8,3,7,6,3,64,4,0,0,0,4,0,3,5,0,22,14,3,6,10,9,6,11,21,3,82,275,246,198,208,155,65,101,140,21,1400
113031266,27,26,7,16,12,4,0,5,0,103,26,23,3,40,23,4,0,3,0,122,161,32,235,73,57,41,58,61,7,724,6,3,7,4,14,9,0,13,0,57,22,5,0,12,17,8,3,5,0,78,0,0,0,0,0,0,0,0,0,9,23,5,8,7,15,10,8,9,5,87,345,349,268,187,161,91,73,97,16,1582
113031267,61,95,34,53,54,8,9,10,3,333,66,92,41,114,93,20,7,19,6,460,228,105,810,253,283,164,123,154,30,2166,8,3,11,10,33,27,14,20,0,122,23,16,9,34,59,27,17,25,0,204,3,12,12,3,11,6,4,8,0,58,9,24,16,14,23,19,12,26,10,146,690,1494,1018,593,686,311,194,308,57,5355
113031268,4,21,3,24,9,5,4,3,0,66,19,24,8,43,26,11,0,7,4,136,49,19,203,84,67,36,37,35,3,535,0,0,3,3,3,6,0,6,0,24,6,0,4,7,9,3,3,5,0,45,0,0,0,0,3,0,0,0,0,4,3,0,8,0,5,4,7,6,3,44,130,458,268,203,163,88,50,74,14,1444
113031269,53,106,31,70,50,15,5,13,3,346,87,103,53,178,116,43,3,15,6,602,282,144,962,378,345,193,159,228,31,2715,8,10,14,24,52,23,10,28,0,166,16,11,24,49,67,25,17,19,0,236,6,24,3,7,16,7,3,4,0,65,10,20,11,29,24,24,20,29,15,184,709,1774,1177,855,824,386,238,386,78,6425
113031270,24,40,19,42,15,10,4,11,4,165,55,59,18,79,45,11,6,11,0,284,133,92,446,239,145,105,58,114,10,1338,7,11,5,36,24,18,10,16,0,123,8,9,8,38,31,11,11,16,0,141,3,5,9,4,4,4,0,10,0,39,18,13,11,7,13,7,8,14,11,102,434,1116,595,552,378,215,106,213,34,3638
113031271,92,62,19,31,29,7,5,15,0,263,115,57,33,98,64,18,5,20,3,402,394,88,607,231,184,95,170,167,33,1965,29,5,13,22,29,13,15,17,3,149,65,9,10,35,46,13,11,18,0,201,11,8,3,0,8,3,3,3,3,42,46,23,23,18,17,16,15,22,11,182,1002,916,763,493,470,195,229,286,63,4405
114011272,56,57,19,28,24,9,0,8,0,200,42,42,30,47,32,13,0,5,7,220,136,46,334,86,58,30,54,74,8,833,4,7,9,9,12,7,0,5,0,53,8,3,8,16,35,8,0,11,0,92,4,8,3,0,12,4,0,3,0,33,18,5,4,10,12,7,4,6,0,65,470,750,426,257,253,110,69,141,36,2506
114011273,10,25,4,14,7,0,0,3,0,64,12,21,6,31,9,7,3,8,0,96,43,20,144,47,32,22,17,46,3,368,0,0,0,4,6,6,0,4,0,18,3,4,6,16,12,8,0,3,0,57,0,3,5,0,3,0,0,0,0,6,0,3,3,4,3,3,3,3,3,35,96,209,180,128,87,60,27,75,12,868
114011274,15,21,4,21,12,4,3,10,4,82,23,30,6,36,14,7,0,3,0,127,61,30,223,65,55,30,35,54,16,554,0,0,0,6,10,8,4,4,0,34,0,9,3,6,4,3,0,4,0,38,0,0,0,3,8,0,3,0,0,17,7,3,3,7,5,5,8,12,0,54,136,273,255,150,130,58,50,94,24,1164
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,0,3,0,17
114011276,26,32,10,15,17,3,0,0,6,99,8,37,11,30,15,3,0,5,3,114,46,20,176,50,46,26,19,26,9,419,3,0,0,3,5,5,0,0,0,18,6,3,0,10,6,3,0,0,0,31,3,3,3,3,0,0,0,0,0,15,5,3,4,3,3,3,3,3,3,33,207,406,219,135,125,51,27,48,17,1242
114011277,46,104,33,63,44,19,6,13,0,328,74,77,63,108,82,30,16,21,3,477,160,103,628,289,195,127,109,168,21,1797,14,4,3,15,31,20,3,21,0,111,8,12,27,53,53,23,10,23,0,202,5,11,8,6,7,10,4,4,0,54,20,14,9,25,19,26,14,24,9,157,499,1123,812,675,515,280,169,302,48,4425
114011278,55,67,32,61,37,5,6,10,4,277,66,75,68,162,78,19,15,21,10,521,198,109,857,376,225,149,128,199,27,2273,14,3,13,42,24,22,8,24,0,148,20,7,9,41,34,20,4,17,0,164,0,10,4,7,14,3,7,4,0,48,12,14,22,31,23,25,19,31,22,198,474,906,1058,807,511,275,195,349,77,4655
114011279,27,51,24,35,24,14,4,10,0,191,35,40,29,107,46,25,4,10,10,287,117,81,517,253,136,93,84,145,27,1461,3,0,8,18,24,17,6,9,0,93,6,16,9,37,22,17,6,19,0,130,0,0,4,0,3,4,3,8,0,32,4,8,10,12,10,10,10,11,15,94,258,526,618,512,303,193,121,213,63,2815
114011280,8,13,4,8,7,3,0,0,3,47,11,10,3,18,12,5,0,4,3,66,45,22,171,66,26,30,36,37,9,449,0,0,0,3,3,3,3,5,0,22,7,3,3,6,6,6,0,3,3,39,0,3,3,0,3,0,0,0,0,9,0,3,7,4,7,0,4,8,3,32,90,139,195,120,81,54,44,65,22,819
114011281,18,23,16,6,8,7,0,3,0,82,20,19,9,22,8,4,3,0,3,88,72,21,206,67,50,31,28,42,4,524,0,3,3,6,14,7,0,0,0,36,4,0,3,10,13,3,3,0,0,47,0,0,0,3,3,0,0,0,0,9,4,3,3,7,8,5,8,6,0,43,175,256,252,135,135,61,35,67,10,1124
114011282,38,77,11,40,35,15,3,7,8,230,45,46,26,80,52,27,0,22,3,298,184,67,597,195,128,124,88,137,17,1545,13,9,7,15,32,15,3,13,0,106,10,10,16,30,32,31,11,18,0,161,4,8,4,8,10,3,3,3,0,46,17,16,14,22,17,24,4,14,12,141,424,814,695,478,367,264,120,234,38,3437
114011283,16,20,10,15,12,9,0,4,0,88,23,13,12,25,14,12,4,7,0,109,72,28,220,59,58,37,42,61,11,579,3,4,0,7,10,7,0,7,0,35,7,8,7,10,14,6,3,14,0,65,3,4,0,0,10,3,0,0,0,20,6,3,12,4,9,4,3,11,7,60,173,289,275,144,156,91,55,115,28,1314
114021284,66,109,26,37,29,35,5,18,3,332,59,58,32,62,46,34,4,17,3,320,131,49,326,90,88,70,39,69,14,876,7,3,7,5,13,7,8,3,0,60,28,15,9,19,37,14,3,10,0,145,10,17,0,3,3,0,0,0,0,44,13,26,3,13,12,16,7,13,9,103,650,1237,459,333,362,254,65,148,53,3564
114021285,17,35,19,22,17,10,0,9,0,124,24,25,17,56,26,17,4,15,0,185,91,48,371,98,86,59,95,77,20,932,0,0,4,7,7,8,5,10,0,47,5,3,9,12,11,9,4,18,0,69,3,5,0,0,10,3,0,0,0,20,0,5,8,3,7,3,5,21,3,67,197,324,444,235,192,116,108,163,27,1805
114021286,33,64,18,28,30,13,3,9,4,202,35,46,23,61,36,19,13,7,0,242,116,49,416,96,80,52,54,110,7,983,7,0,5,8,21,9,6,7,0,56,9,9,11,26,20,9,8,8,3,115,3,8,3,4,3,3,0,0,0,27,4,10,13,14,19,9,7,14,4,97,370,758,537,298,281,148,92,171,34,2696
114021287,34,54,17,33,26,14,8,8,0,192,47,32,22,66,39,16,10,7,3,242,117,52,459,125,111,76,101,126,10,1181,4,3,4,10,17,9,5,10,3,65,15,10,9,22,25,19,9,12,0,123,3,0,3,8,11,0,0,7,3,42,11,10,13,15,15,8,12,23,10,114,354,654,574,354,319,181,164,218,40,2859
114021288,20,17,5,22,21,3,4,3,3,102,25,14,15,18,22,7,3,3,0,102,87,19,142,29,27,28,31,42,5,407,4,5,0,3,3,3,0,3,0,22,10,7,8,9,10,7,0,8,0,53,0,0,0,0,4,0,0,0,0,12,10,3,0,3,3,0,4,3,3,32,255,315,188,107,134,53,52,73,20,1196
114021289,44,46,16,21,15,10,4,8,3,159,33,26,16,37,32,10,3,8,3,164,119,39,266,48,61,40,53,59,10,689,3,8,5,0,14,10,4,5,0,43,10,14,10,10,22,7,10,10,3,91,3,3,3,0,3,0,0,0,0,19,7,7,9,15,8,3,9,7,3,73,379,563,355,178,247,95,83,114,40,2061
115011290,116,159,67,77,121,48,13,21,14,634,141,133,64,115,147,51,13,29,10,709,202,137,578,152,208,91,84,90,26,1572,17,6,5,13,24,16,7,3,0,91,35,31,17,33,78,23,10,16,4,253,12,27,10,9,21,17,6,7,0,104,12,33,16,14,36,24,5,10,26,182,1353,3218,975,642,1228,484,192,263,142,8496
115011291,135,197,62,64,140,55,19,28,5,706,107,124,57,97,131,57,23,26,7,635,212,85,486,120,199,91,49,82,25,1355,5,11,9,7,32,11,4,9,0,89,37,32,15,30,92,19,11,16,0,245,13,43,12,7,33,14,10,3,0,132,20,28,13,14,30,22,3,6,12,140,1418,2939,807,533,1191,460,180,221,125,7874
