SA2_MAINCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
111021216,0,28,130,108,128,115,69,17,4,597,0,18,94,65,87,64,21,3,0,350,0,8,54,69,69,62,17,8,0,282,0,3,36,58,62,44,22,0,0,219,0,5,39,60,70,59,10,3,0,249,0,0,12,20,36,23,10,4,0,106,37,27,37,43,48,78,87,53,21,431,520,479,927,938,1104,1195,1126,619,185,7092
111021217,8,79,289,280,226,147,31,4,3,1069,3,22,213,206,130,87,17,0,0,674,0,17,160,199,132,60,8,0,0,582,0,4,96,136,93,51,4,0,0,381,0,7,145,165,122,55,6,0,0,497,0,0,32,54,38,16,0,0,0,141,54,46,99,94,85,80,94,93,107,747,866,833,2108,2158,1656,1368,1054,516,303,10864
111021218,3,57,171,159,214,178,86,34,17,922,3,18,116,114,126,126,29,10,4,553,0,7,91,115,129,78,33,10,7,462,0,0,47,69,101,56,16,5,0,301,0,0,49,83,130,96,21,13,0,396,0,3,17,25,51,42,10,9,4,163,61,52,106,93,131,166,205,205,241,1267,926,881,1433,1514,1877,2002,1849,1373,730,12598
111021219,3,55,169,159,159,168,119,24,11,864,0,12,108,87,117,111,58,9,3,505,0,4,92,102,125,102,26,9,6,462,0,3,40,78,98,75,19,11,0,321,0,4,45,98,100,97,30,14,3,392,0,3,24,61,65,77,43,6,3,287,57,45,70,78,96,127,166,154,220,1024,811,715,1276,1435,1682,1969,1858,975,581,11288
111021220,0,23,108,112,125,151,82,13,12,623,0,17,75,70,83,95,50,5,0,396,0,3,49,71,82,95,19,0,0,318,0,0,33,65,65,66,13,0,3,244,0,0,53,79,88,77,18,0,3,316,0,0,12,30,63,47,8,0,0,161,23,27,32,43,59,63,79,59,14,407,492,409,809,972,1159,1487,1396,562,169,7456
111021221,3,19,132,119,120,93,20,0,0,510,0,9,71,76,74,44,14,0,0,289,0,11,44,53,52,48,6,0,0,219,0,4,24,38,38,22,3,0,0,131,0,3,39,46,44,29,0,0,0,168,0,3,4,10,15,6,3,0,0,44,35,20,38,53,44,42,29,19,4,295,467,353,878,842,895,892,574,217,64,5166
111031222,0,73,270,257,228,160,82,34,11,1101,0,39,204,191,209,118,40,10,7,822,0,8,179,198,189,117,27,7,6,732,0,0,118,184,155,73,13,5,0,556,0,0,149,325,229,116,16,9,3,848,0,10,42,130,90,57,17,7,0,349,48,39,65,61,91,63,68,51,36,539,914,980,1966,2231,2109,1645,1323,942,385,12492
111031223,0,38,110,106,124,92,33,9,5,520,3,13,71,69,79,41,9,3,0,287,0,0,57,45,52,36,6,3,0,203,0,0,21,28,32,16,0,0,4,106,0,0,12,29,27,32,0,0,0,110,0,0,8,6,19,13,3,0,0,48,47,32,68,70,73,75,78,62,23,538,509,509,1083,938,1075,1051,970,526,145,6810
111031224,0,71,222,149,151,131,67,19,7,827,0,29,144,119,93,102,42,4,4,533,0,9,148,122,116,83,24,9,0,513,0,5,88,90,110,54,24,0,0,374,0,0,102,177,176,121,17,7,6,615,3,0,33,129,126,89,14,3,7,396,48,65,136,87,119,106,96,80,80,816,607,1066,1697,1513,1671,1495,1041,608,338,10034
111031225,0,71,281,268,264,245,72,26,11,1232,0,30,197,197,199,126,45,9,8,821,0,12,162,184,220,140,31,3,5,755,0,5,91,170,155,97,16,3,0,538,0,10,134,290,264,129,29,7,3,857,0,3,39,163,134,85,33,11,7,476,55,39,109,118,116,87,92,87,95,782,975,1034,1945,2297,2374,1990,1387,797,455,13260
111031226,0,72,251,272,218,146,26,7,0,1001,7,13,189,199,156,99,19,0,0,676,0,13,148,173,159,67,11,0,0,567,0,8,81,151,124,59,3,0,0,420,0,6,124,241,179,76,5,0,0,632,0,3,18,73,42,15,9,0,0,159,58,32,77,92,85,53,37,22,4,463,999,900,1792,2155,1857,1385,838,278,73,10280
111031227,0,79,356,224,205,190,45,8,5,1128,0,36,273,169,144,115,12,3,0,756,0,17,215,150,123,76,20,3,4,598,0,7,126,100,90,60,11,0,0,396,0,8,119,153,108,77,11,0,0,475,0,3,14,21,23,22,6,5,0,103,49,58,175,98,114,133,148,142,155,1071,691,1286,2766,1898,1880,1832,1125,695,442,12609
111031228,0,89,298,161,152,158,90,34,9,990,0,31,250,143,129,145,50,12,5,765,0,16,183,156,164,124,52,17,3,708,0,6,94,130,127,89,21,3,4,478,0,3,190,280,267,173,27,14,6,963,0,3,60,249,300,173,35,13,10,842,46,40,121,69,92,107,93,85,79,734,762,1008,1919,1799,1911,1737,1138,644,330,11252
111031229,3,99,322,105,109,99,65,30,10,852,0,48,274,106,79,100,43,17,7,671,0,23,270,121,84,81,35,8,3,632,0,9,162,95,99,77,31,12,5,482,0,7,224,174,170,149,59,14,3,796,0,3,69,129,195,179,63,28,5,676,44,125,219,119,133,151,103,58,27,988,421,1139,2452,1332,1381,1456,969,429,156,9726
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,12
111031231,8,69,225,117,105,64,18,10,3,613,0,27,105,75,49,44,10,0,0,319,0,10,81,62,35,25,0,0,0,216,0,3,46,34,22,19,3,0,0,125,0,5,40,42,28,31,0,0,6,157,3,3,5,7,10,18,3,3,4,57,66,117,108,68,53,57,67,88,98,720,1136,2518,2013,1095,865,776,669,526,352,9956
111031232,3,20,84,75,75,77,49,22,6,416,0,12,91,71,52,56,15,5,5,302,0,6,61,65,71,51,18,0,0,275,0,0,39,44,53,66,3,3,0,199,0,3,56,97,84,51,11,0,0,303,0,0,10,33,35,34,19,0,3,135,22,25,57,74,195,204,152,102,94,937,312,275,736,785,986,1252,1226,635,238,6442
111031233,3,99,332,241,273,229,63,11,9,1265,0,47,271,174,182,155,37,5,0,878,0,18,193,176,158,126,27,3,0,702,0,6,96,143,118,80,15,0,0,461,0,3,113,170,171,98,21,6,3,580,0,3,28,61,68,55,15,5,4,250,75,73,121,138,122,128,181,194,231,1262,1086,1391,2687,2313,2328,2361,2119,1282,702,16270
111031234,0,72,285,146,148,118,27,4,3,803,0,26,201,144,101,72,10,0,0,567,0,3,162,119,92,72,12,7,0,463,0,0,99,83,77,55,3,0,0,325,0,6,99,112,89,53,3,4,0,367,0,0,20,34,23,23,7,0,0,112,24,59,97,85,75,82,105,195,346,1065,616,1312,2050,1461,1293,1319,854,680,591,10177
111031235,3,50,215,129,92,78,36,8,3,616,0,19,207,105,87,67,13,0,3,506,0,16,147,97,84,48,9,0,0,405,0,9,88,91,61,37,6,0,0,289,0,3,112,134,101,59,16,0,0,426,0,0,24,38,32,42,0,4,0,140,25,52,128,64,91,78,62,27,12,546,306,663,1721,1188,1029,983,553,266,109,6803
112011236,0,22,163,191,212,213,124,57,29,1013,0,8,109,104,135,131,47,24,8,563,0,3,48,93,100,96,44,17,15,407,0,0,49,84,78,80,28,12,0,326,0,0,44,92,80,81,41,13,6,357,0,3,14,35,48,49,19,16,11,194,86,56,126,140,178,234,268,296,417,1798,755,703,1520,1696,2113,2596,2558,1757,1112,14801
112011237,3,31,161,214,262,251,136,37,7,1106,0,14,100,140,162,144,56,9,7,627,0,0,81,122,149,136,43,12,3,542,0,0,28,98,117,103,29,4,4,382,0,3,29,106,117,113,45,18,4,443,0,0,11,52,113,65,34,9,3,290,137,45,110,163,210,232,173,131,96,1292,1099,591,1352,1914,2425,2606,2104,1121,516,13726
112011238,0,3,48,72,78,82,49,3,3,345,0,0,34,66,61,50,20,3,0,235,0,0,19,37,63,37,14,4,0,173,0,0,16,25,40,29,14,3,0,126,0,0,11,53,46,41,27,3,0,180,0,0,3,34,54,46,25,3,0,163,52,19,52,94,116,118,83,43,33,613,281,162,503,796,980,983,582,207,106,4603
112011239,3,16,76,105,132,107,47,18,8,504,0,5,40,89,93,76,21,6,0,332,0,0,23,44,56,32,20,4,0,181,0,0,15,37,53,25,4,3,0,142,0,0,13,38,52,44,13,3,0,165,0,0,8,19,20,24,5,3,0,84,92,36,68,133,129,146,86,53,35,775,502,288,736,1149,1245,1437,897,389,188,6835
112011240,0,15,139,128,128,123,51,23,5,611,0,5,86,69,70,53,24,12,4,328,0,0,53,77,58,69,32,6,0,302,0,0,24,52,51,56,18,5,0,210,0,0,36,61,75,67,25,5,0,269,0,3,30,63,50,64,39,5,0,255,85,100,281,232,244,250,158,63,50,1461,419,484,1518,1387,1317,1542,931,330,223,8147
112011241,0,11,38,59,62,62,27,15,3,283,0,5,17,47,53,34,13,6,0,176,0,0,12,28,37,23,7,3,0,117,0,0,5,29,26,23,3,0,0,89,0,0,9,19,21,17,7,0,0,73,0,0,0,7,7,12,4,0,0,32,40,22,39,69,64,80,88,57,33,487,300,191,408,597,676,867,745,445,150,4381
112011242,3,13,74,128,129,112,58,14,5,533,0,0,70,83,89,69,25,0,0,347,0,0,51,100,98,72,23,7,6,359,0,0,31,62,75,59,15,5,0,258,0,3,32,71,112,73,18,4,3,316,0,0,17,58,67,54,30,3,4,231,46,20,43,68,69,84,78,35,19,462,528,272,699,1050,1208,1211,824,329,132,6242
112011243,0,9,44,101,120,81,33,15,3,403,0,4,24,35,63,60,19,8,3,209,0,4,13,40,46,53,19,6,0,179,0,0,8,21,32,25,3,0,0,92,0,0,4,35,39,37,19,7,0,141,0,0,0,23,32,31,8,4,0,97,80,33,102,134,173,233,153,61,27,998,401,252,619,1031,1314,1481,934,335,169,6540
112021244,3,36,128,135,148,132,45,32,13,672,0,8,70,81,63,42,15,6,0,283,0,7,26,62,39,35,11,0,0,186,0,3,20,31,36,32,3,0,0,124,0,0,18,35,28,22,8,0,0,109,0,0,10,8,10,14,13,3,4,60,114,53,84,121,138,121,137,127,85,982,822,673,1184,1277,1442,1540,1434,957,408,9736
112021245,0,13,45,62,79,95,41,13,3,351,0,0,27,39,59,52,10,0,0,187,0,0,12,37,38,26,11,0,0,127,0,0,9,17,26,15,0,0,0,64,0,0,6,20,23,22,7,0,0,83,0,0,3,12,16,14,3,3,0,49,82,30,58,91,137,140,97,66,10,705,469,298,506,748,1083,1207,877,388,113,5689
112021246,0,46,185,181,165,163,52,27,9,833,0,11,107,104,98,105,24,3,0,446,0,8,66,92,103,59,10,5,3,346,0,3,26,55,59,59,6,4,0,217,0,0,39,64,78,72,13,3,0,274,0,0,11,23,26,23,14,0,3,102,86,74,141,98,111,145,122,98,83,959,809,797,1589,1439,1578,1699,1377,881,486,10658
112021247,0,20,50,50,101,87,33,13,8,360,0,0,26,25,55,43,17,3,0,164,0,3,19,25,51,39,6,0,0,142,0,0,3,14,28,28,7,0,0,85,0,0,7,15,30,29,5,3,0,93,0,4,6,18,18,13,10,0,3,61,63,19,40,80,121,147,108,65,48,692,410,280,525,709,1079,1430,972,483,209,6096
112021248,0,51,172,182,229,182,55,20,15,903,0,19,94,114,136,90,20,10,4,494,0,3,56,74,89,76,16,4,0,314,0,0,22,49,78,49,3,0,0,204,0,0,19,58,50,48,13,5,3,196,0,0,8,11,19,18,12,5,3,78,101,168,183,154,192,220,156,116,85,1374,978,1149,1745,1864,2133,2128,1375,825,485,12686
112021249,0,25,88,199,234,245,95,23,3,913,0,3,48,110,144,157,39,8,3,509,0,3,43,98,143,123,25,6,3,447,0,0,25,67,106,85,19,3,0,306,0,3,16,86,139,87,21,3,3,366,0,0,12,37,59,56,16,5,0,194,164,52,125,175,225,294,164,68,34,1301,1019,509,1090,1852,2464,2929,1727,567,177,12334
112031250,3,17,122,188,193,185,89,24,11,834,0,8,113,126,119,100,30,8,3,505,0,6,87,138,162,83,30,9,0,515,0,0,48,86,105,69,17,3,0,323,0,0,62,146,135,81,18,6,0,457,0,0,36,109,92,55,15,4,0,316,66,65,94,146,156,183,194,150,137,1193,743,506,1179,1706,1781,1933,1625,884,373,10732
112031251,3,26,98,107,143,99,39,17,4,529,0,3,42,72,65,49,10,0,0,246,0,3,24,46,41,39,4,0,3,159,0,0,14,43,29,17,5,3,0,107,0,0,16,25,31,19,3,0,0,98,4,4,0,14,9,11,4,7,5,55,73,32,63,61,100,110,91,135,145,802,538,380,808,985,1186,1247,1015,674,414,7253
112031252,3,13,88,100,146,146,59,14,5,571,0,6,36,52,90,89,16,3,0,297,0,0,19,49,63,67,16,3,0,217,0,0,18,40,46,52,10,0,0,170,0,0,10,35,67,39,15,4,0,169,0,0,3,9,35,34,14,5,3,111,99,41,103,111,192,252,144,71,27,1033,556,365,791,1053,1542,1947,1143,449,134,7978
112031253,0,26,135,212,187,185,64,13,3,837,0,5,84,130,127,111,27,7,3,492,0,3,68,123,95,79,22,5,3,400,0,3,43,92,81,61,6,0,0,284,0,0,34,121,81,48,12,0,4,304,0,0,12,35,44,22,4,4,0,117,76,42,96,137,144,151,126,95,73,937,704,494,1208,1780,1822,1938,1481,716,279,10433
112031254,6,46,235,209,241,256,130,59,24,1195,0,19,140,120,153,150,57,15,12,672,0,6,80,116,124,103,43,18,5,490,0,3,38,72,87,74,23,7,8,316,0,0,47,76,94,79,31,11,3,345,0,3,17,43,41,47,14,14,10,194,103,72,174,195,219,277,333,316,292,1993,914,915,1922,2013,2351,2962,2833,1896,1001,16796
112031550,3,43,156,203,249,185,117,27,27,1002,0,19,127,118,140,131,43,19,14,610,0,5,51,110,115,97,31,10,3,418,0,0,29,105,80,50,13,6,6,291,0,0,43,82,89,66,18,10,3,304,0,0,11,32,37,23,7,10,4,134,74,41,68,90,91,135,182,204,223,1110,885,741,1336,1624,1882,2034,2272,1630,776,13195
112031551,0,11,32,45,53,45,17,3,0,206,0,4,25,36,43,33,10,0,0,154,0,0,19,44,43,35,11,4,3,159,0,0,7,24,34,18,3,0,0,99,0,0,7,26,48,29,5,4,0,121,0,0,4,19,16,18,3,0,0,67,21,12,23,20,20,27,20,7,3,154,277,167,272,393,487,478,312,144,39,2560
112031552,0,18,81,81,91,72,36,19,13,420,3,3,44,44,48,42,14,9,3,212,0,0,21,37,31,22,8,3,4,136,0,0,13,25,22,11,6,0,3,89,0,3,8,15,22,16,0,0,0,69,0,3,0,0,10,8,11,9,0,41,45,29,64,50,73,92,144,167,156,817,367,371,700,698,866,1049,1347,1135,565,7098
113011256,8,94,348,226,243,227,77,20,17,1264,0,29,206,172,173,137,36,13,3,770,0,11,125,147,125,95,43,11,4,556,0,4,71,90,99,71,17,9,0,360,3,6,75,119,127,72,24,4,11,439,0,4,17,57,58,50,15,11,3,216,159,139,300,250,240,257,241,259,248,2104,1170,1194,2826,2315,2338,2125,1497,1155,596,15205
113011257,10,48,205,180,215,178,63,20,6,915,3,33,96,109,157,105,30,11,3,541,0,3,58,90,109,87,22,5,0,377,0,0,28,72,79,48,17,0,3,244,0,0,36,66,91,68,12,6,3,273,0,4,10,36,46,54,22,15,3,193,119,84,189,171,224,210,183,96,28,1304,853,676,1456,1576,1918,1749,1089,587,185,10105
113011258,4,61,131,119,159,140,41,14,0,679,3,25,86,76,108,63,21,6,0,384,3,3,67,66,75,56,10,0,0,282,0,4,40,67,61,36,3,0,4,210,0,0,30,56,70,33,7,3,0,204,0,0,3,21,23,19,3,4,0,72,100,51,100,95,139,156,130,118,61,955,893,529,1077,1078,1325,1274,968,657,231,8038
113011259,0,25,66,75,82,75,32,10,0,368,0,9,38,50,59,41,13,0,3,207,0,0,31,35,52,42,13,0,0,176,0,0,13,25,24,19,4,0,0,86,0,0,5,21,29,26,3,0,4,86,0,0,7,8,12,19,8,3,3,57,67,28,59,90,98,118,124,89,55,732,335,302,560,664,758,891,738,404,202,4854
113021260,0,14,30,28,51,59,22,7,0,216,0,9,25,27,28,43,10,0,0,141,0,0,14,18,22,29,10,7,0,100,0,3,9,10,18,14,7,3,0,68,0,0,6,14,28,21,8,0,0,87,0,0,0,4,16,14,4,3,3,37,27,26,92,91,73,79,45,31,16,475,163,150,359,396,477,563,444,242,91,2886
113021261,0,23,68,81,92,72,28,12,6,388,0,3,54,45,48,56,13,0,0,223,0,6,52,48,46,41,13,3,0,207,0,3,28,44,25,28,6,0,0,122,0,0,29,47,55,35,4,0,0,175,0,3,5,6,16,19,6,0,0,62,56,40,60,68,90,97,94,94,89,692,354,345,663,708,799,821,709,444,229,5082
113021262,0,10,58,66,72,85,30,10,3,326,0,3,21,38,52,50,25,11,0,203,0,5,24,51,44,34,19,6,0,189,0,5,8,35,28,24,3,0,3,109,0,0,16,33,47,21,9,0,0,121,0,7,3,9,14,16,3,0,0,53,39,10,38,41,61,97,74,43,15,420,258,166,417,528,662,785,631,301,117,3859
113031263,7,27,67,70,76,95,59,25,7,430,0,7,41,51,67,39,21,3,0,240,0,0,29,38,51,29,12,3,0,169,0,0,18,23,34,32,9,8,0,130,0,0,17,37,44,40,10,8,3,152,0,0,9,20,20,23,14,7,0,95,47,33,51,57,83,93,107,94,81,643,370,324,649,766,911,1148,1091,718,294,6270
113031264,3,14,29,55,50,41,8,10,3,216,0,3,21,29,26,24,7,6,0,118,0,0,18,24,20,13,5,0,0,81,0,0,9,12,19,16,6,0,0,61,0,0,11,20,19,16,7,0,0,73,0,3,3,8,12,14,8,4,0,56,40,10,31,48,46,48,52,34,22,324,247,158,324,411,473,493,423,251,103,2873
113031265,4,21,76,58,73,65,18,5,0,316,0,12,50,47,54,29,12,3,3,213,0,8,27,40,31,43,3,3,0,157,0,0,20,12,26,16,3,0,3,84,0,3,14,27,37,30,7,3,0,133,0,0,11,10,10,17,5,7,3,58,62,129,316,329,183,183,96,45,16,1365,330,396,867,844,835,865,616,279,115,5139
113031266,0,25,64,70,80,83,38,17,3,380,0,3,46,43,41,43,5,0,0,190,0,4,21,30,58,39,7,3,0,174,0,3,19,39,41,29,10,4,0,145,0,0,15,25,35,36,10,0,0,122,0,0,7,20,17,15,16,3,4,77,63,28,52,41,83,91,93,77,27,561,418,265,612,648,913,950,877,531,228,5445
113031267,3,73,286,284,252,237,93,37,10,1273,0,28,186,159,170,187,58,21,3,823,0,16,142,177,162,108,41,10,3,651,0,3,73,137,142,102,26,9,4,498,0,3,65,183,201,125,37,9,3,625,3,0,14,70,96,71,23,9,0,282,78,74,129,111,126,147,138,89,41,926,1111,944,1997,2047,2085,2056,1701,857,285,13085
113031268,0,24,86,54,55,37,4,11,6,286,0,14,73,57,46,27,9,0,3,233,0,6,72,38,40,14,0,0,3,175,0,3,30,38,31,13,4,0,0,129,0,0,40,44,43,23,0,0,0,147,0,3,9,12,10,15,3,0,0,60,21,34,40,29,32,22,31,30,40,278,370,711,678,503,460,331,226,185,112,3579
113031269,11,121,393,326,343,294,85,24,12,1608,0,43,279,249,234,177,36,6,3,1018,0,16,205,198,203,116,20,3,4,766,0,7,126,195,165,118,16,4,0,625,0,0,98,195,180,109,26,4,0,608,0,5,30,57,68,55,18,9,4,255,132,95,148,171,155,154,145,122,66,1189,1494,1483,2857,2664,2633,2434,1546,980,510,16604
113031270,5,108,261,145,124,130,50,16,11,847,3,47,206,109,108,84,35,13,3,602,0,20,124,94,91,78,22,7,0,438,0,6,64,66,62,53,8,7,0,266,0,3,74,98,81,76,14,3,0,344,0,6,16,39,46,45,19,5,5,177,111,130,191,115,121,126,148,129,83,1147,808,1264,2029,1343,1293,1364,990,701,399,10193
113031271,6,68,233,215,242,193,90,27,6,1066,4,34,132,169,150,105,41,14,0,646,0,14,89,125,133,94,33,5,5,502,0,4,55,95,101,71,24,8,3,350,0,0,43,104,101,93,13,4,3,363,3,0,14,46,75,63,26,10,6,244,149,56,141,154,193,218,190,159,81,1348,983,842,1607,1695,2005,1971,1495,775,267,11636
114011272,0,15,80,92,94,155,107,42,6,596,0,20,51,59,66,82,63,19,3,362,0,3,51,58,74,76,49,9,0,318,0,3,26,55,60,66,26,3,0,250,0,0,28,68,69,68,31,4,3,278,0,0,17,34,53,72,27,11,0,218,54,21,52,62,96,140,160,127,55,762,370,275,621,800,996,1567,1619,938,376,7553
114011273,0,12,18,24,56,41,27,13,0,198,0,4,13,14,22,31,12,0,0,93,0,3,10,21,39,23,7,0,0,99,0,0,7,22,23,18,0,0,0,65,0,0,10,24,31,14,0,0,0,85,0,0,0,7,9,14,5,0,0,37,24,16,17,25,42,69,61,44,15,314,222,179,232,326,527,612,624,307,86,3104
114011274,0,8,42,47,66,73,26,15,9,277,0,3,25,30,32,43,15,3,0,150,0,0,24,28,32,22,9,3,0,120,0,0,15,14,20,17,4,0,0,70,0,3,8,16,26,27,6,4,0,88,0,0,12,3,12,8,7,8,3,45,28,16,59,37,48,72,90,70,20,434,238,195,438,439,643,807,829,519,214,4316
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,7,0,0,11,0,0,4,0,8,10,12,0,0,42
114011276,0,11,48,41,44,80,49,11,3,279,0,8,45,32,39,47,22,3,4,196,0,0,33,41,46,55,12,3,0,185,0,0,26,22,39,37,7,6,0,134,0,3,9,61,39,42,16,3,0,171,0,0,8,26,21,28,8,3,5,97,21,7,25,40,38,43,68,40,34,322,184,134,389,453,495,758,731,331,161,3644
114011277,0,48,193,157,217,206,72,23,14,933,0,12,133,144,140,132,44,21,3,632,0,7,92,119,127,119,22,7,4,492,0,3,75,91,101,90,18,3,0,387,0,4,41,120,123,117,22,3,3,427,0,3,23,30,64,57,12,12,0,205,93,61,129,117,178,173,184,121,99,1162,956,839,1695,1659,1997,2317,1912,1076,430,12881
114011278,3,100,291,207,212,165,68,32,10,1093,3,72,212,129,137,90,32,13,3,690,0,16,146,123,107,61,21,3,8,484,0,0,60,102,91,70,6,3,0,336,0,3,60,108,112,45,16,4,0,347,4,5,21,38,41,32,4,3,3,152,202,282,478,403,302,255,251,239,177,2581,1209,1505,2768,2374,2335,2285,2022,1082,475,16048
114011279,4,32,128,147,165,124,72,19,7,685,3,18,78,81,86,71,26,8,0,372,0,3,44,81,79,52,13,8,3,284,0,3,26,53,70,35,3,3,0,194,0,0,18,52,59,36,6,3,0,174,0,0,6,11,15,17,11,12,3,66,77,66,85,81,164,132,215,213,185,1209,774,599,1128,1406,1686,1987,2266,1352,457,11657
114011280,0,7,25,30,46,50,37,6,4,216,0,0,11,20,24,15,11,8,0,99,0,8,12,16,14,25,8,0,0,76,0,0,9,13,13,12,3,0,0,51,0,0,0,9,19,17,5,3,0,55,0,0,4,0,12,4,0,0,0,22,24,6,21,27,37,47,73,63,40,339,142,140,267,321,485,770,971,528,234,3858
114011281,0,12,33,53,54,65,24,3,0,244,0,3,16,29,39,32,8,0,0,123,0,0,13,36,37,25,9,8,0,126,0,0,5,27,26,16,6,0,0,81,0,0,7,32,38,29,8,0,0,113,0,0,3,5,13,10,3,0,0,35,27,6,20,30,39,48,36,20,3,235,216,155,257,400,548,600,471,153,32,2834
114011282,0,19,136,149,147,191,132,54,11,839,0,9,76,86,98,94,45,18,4,433,0,3,43,67,79,83,28,14,6,319,0,0,25,40,71,55,18,11,6,216,0,4,15,69,48,72,23,16,3,252,3,0,13,30,22,35,17,8,6,138,94,39,88,98,136,196,274,236,165,1328,765,467,1166,1449,1836,2519,2579,1546,595,12925
114011283,0,9,38,43,57,66,41,4,4,261,0,0,16,27,56,61,13,3,0,177,0,0,12,25,48,39,19,8,0,144,0,0,8,10,25,21,3,4,3,67,0,0,3,29,30,25,10,0,0,96,0,3,4,7,15,15,6,0,3,58,32,9,33,48,60,94,75,37,19,409,225,137,334,444,731,1078,915,368,96,4337
114021284,0,27,87,118,156,149,188,97,30,848,0,11,61,74,114,115,98,49,13,543,0,6,42,76,131,115,77,44,10,494,0,3,22,73,103,97,48,23,14,377,0,0,21,139,156,141,73,36,15,576,0,0,18,110,160,137,103,35,25,582,78,37,47,95,136,115,158,172,86,923,708,399,704,1182,1610,1728,2349,1594,653,10929
114021285,0,32,103,101,111,78,26,3,0,459,0,10,58,71,70,42,12,0,0,266,0,3,46,58,60,38,8,0,0,201,0,0,27,42,54,25,6,0,0,164,0,0,21,41,57,40,3,0,0,166,0,0,10,11,21,10,0,3,0,67,38,14,50,52,60,42,62,25,9,357,435,332,724,752,917,729,520,216,45,4674
114021286,0,25,97,98,114,113,78,21,10,556,0,8,73,58,86,83,35,9,0,352,0,4,56,63,74,62,23,13,0,301,0,0,32,58,62,62,17,3,0,230,0,3,40,89,94,71,22,4,0,321,0,3,5,30,44,52,29,3,0,168,56,37,65,83,120,103,133,110,110,810,647,391,851,986,1177,1260,1217,696,261,7483
114021287,0,41,141,129,136,121,64,24,6,661,0,11,75,90,92,68,35,0,4,378,0,6,55,63,100,78,32,9,3,339,0,3,44,55,57,54,17,7,0,244,3,3,26,79,69,85,22,5,3,295,0,0,12,19,44,40,22,4,3,147,117,39,94,104,85,100,108,67,41,757,710,440,1018,1094,1255,1299,1242,661,255,7986
114021288,0,5,33,32,56,45,34,12,3,224,0,5,18,31,45,36,23,7,0,162,0,0,19,42,32,34,20,5,0,155,0,0,8,12,27,25,9,3,3,93,0,0,16,40,56,34,26,6,0,170,0,0,0,24,28,35,23,11,0,125,23,8,27,37,58,56,79,15,6,317,177,127,256,380,547,546,577,189,45,2850
