SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
127021513,121,30,28,7,27,34,6,5,11,276,86,62,58,44,166,75,13,25,113,632,1194,887,738,384,1900,1165,206,390,218,7076
127021514,30,20,18,0,25,20,7,9,0,132,31,19,13,7,62,29,8,8,36,217,634,425,369,202,798,668,164,272,84,3623
127021515,45,16,14,8,26,21,7,9,0,142,44,45,35,17,80,41,12,17,83,376,750,591,431,273,1069,705,162,214,149,4354
127021516,72,33,26,10,41,30,6,14,3,236,47,54,37,19,114,61,6,14,86,443,922,771,595,311,1372,918,195,315,165,5559
127021517,42,11,10,3,21,16,8,6,0,124,22,18,11,7,35,36,0,8,40,170,451,386,285,161,648,493,80,148,68,2720
127021518,29,23,3,4,11,17,0,4,0,105,14,10,13,6,10,22,5,8,18,106,315,273,204,93,334,299,82,219,44,1857
127021519,61,35,25,8,34,41,15,7,8,232,48,38,26,21,86,59,10,17,68,376,1044,745,585,368,1303,1048,246,358,139,5836
127021520,56,23,14,0,22,25,5,10,0,148,33,19,15,3,69,37,12,13,42,245,597,422,351,209,894,641,152,268,92,3628
127021521,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,15
127031522,64,26,25,9,40,35,11,13,3,227,50,28,30,17,66,52,9,12,59,326,961,814,619,380,1502,1175,255,429,138,6266
127031523,102,44,25,16,56,74,12,26,4,364,56,44,28,23,104,75,14,32,76,455,1319,1075,822,521,1964,1882,386,777,173,8926
127031524,68,34,24,18,53,65,19,25,6,309,59,36,20,11,96,85,21,38,75,435,1442,1109,856,604,2426,2524,600,1013,165,10734
127031599,24,13,14,5,6,20,3,7,0,92,32,24,24,11,55,40,5,9,68,262,492,376,350,195,730,541,102,171,115,3080
127031601,15,0,3,0,13,7,3,3,0,60,9,15,9,8,51,15,4,4,25,144,246,247,224,128,544,380,82,109,58,2018
127031730,25,13,6,4,20,16,6,6,0,93,32,27,32,16,57,53,0,22,62,295,621,567,510,305,1534,1290,223,368,131,5564
127031731,43,12,17,11,35,23,0,10,4,159,37,38,29,11,91,56,13,20,69,370,856,698,643,398,1766,1249,213,408,155,6380
127031732,30,13,11,6,28,13,7,3,0,116,25,35,18,17,59,40,6,15,76,288,613,523,415,229,909,610,136,217,130,3787
127031733,56,19,13,8,54,23,11,9,3,201,46,31,20,14,83,55,9,17,55,329,898,811,651,356,1772,1326,305,465,130,6719
128011529,78,52,29,19,43,61,19,37,5,344,28,44,33,21,40,73,21,34,43,336,952,1407,1001,595,1531,2108,576,1214,99,9481
128011530,71,59,37,15,55,57,14,34,6,354,25,44,32,20,79,108,20,30,52,412,1076,1382,1040,663,1935,2177,562,1099,137,10072
128011531,69,47,29,23,38,55,9,16,6,284,23,68,34,12,52,44,10,40,67,349,752,1174,853,450,1167,1455,372,815,130,7170
128011602,72,36,21,17,41,56,13,13,3,265,25,24,29,8,54,67,15,20,42,282,713,810,656,458,1320,1573,400,660,68,6656
128011603,55,28,22,9,25,32,10,28,5,213,25,48,23,17,33,54,11,29,21,269,652,1026,735,410,907,1373,386,941,61,6484
128011604,95,91,52,18,71,73,19,25,7,464,45,81,51,26,85,128,20,70,49,565,1299,1905,1371,804,2220,2996,734,1597,161,13081
128011605,9,15,6,3,5,12,0,12,0,69,3,11,11,6,11,14,3,4,10,72,160,319,210,106,211,351,86,306,22,1759
128011606,51,34,13,10,21,34,3,11,0,182,12,24,17,6,20,49,11,28,18,184,498,772,504,297,747,1037,285,692,57,4881
128021533,36,13,7,4,28,27,9,17,0,145,8,5,14,8,23,33,10,13,11,121,369,438,359,225,595,725,191,390,28,3317
128021534,49,33,16,11,39,32,15,27,0,222,15,37,17,13,30,52,15,22,15,213,520,833,573,317,896,1137,304,700,52,5342
128021535,88,63,48,32,43,87,21,37,0,418,21,46,30,27,53,79,18,39,35,353,1134,1573,1200,683,2057,2290,666,1388,104,11099
128021536,69,49,35,26,54,65,16,38,0,350,20,48,29,20,53,78,17,49,33,349,1074,1562,1152,716,1824,2484,714,1439,81,11039
128021537,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,12,0,0,7,0,0,0,0,17
128021538,87,63,42,28,94,81,17,31,3,451,29,48,27,29,106,114,25,45,65,481,1083,1441,1194,804,2755,2889,755,1257,165,12337
128021607,79,53,27,15,64,81,17,19,4,370,24,32,23,7,54,68,9,32,28,282,905,1200,963,584,1635,1870,523,882,76,8636
128021608,29,15,8,3,26,16,11,12,0,135,6,15,9,9,10,21,6,13,9,93,366,514,453,254,634,786,241,414,36,3704
128021609,25,15,11,5,20,21,7,7,0,102,8,5,0,6,16,14,4,11,9,63,191,300,211,145,350,437,118,250,18,2020
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,4,7,14,5,12,11,0,15,3,68,14,29,16,8,19,17,9,11,47,166,284,414,316,184,406,405,111,314,87,2511
