POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2538,381,14,0,14,0,408,240,3,0,0,4,250,39,8,0,0,0,47,0,3,0,0,0,7,44,3,0,0,3,45,0,0,0,0,0,3,3,0,0,3,0,3,4,3,0,0,0,5,91,15,0,3,3,108,3,9,0,0,0,19,16,5,0,7,0,26,724,52,3,20,11,813
POA2539,3367,152,29,129,12,3691,1679,34,9,9,6,1736,650,139,54,7,5,855,95,64,23,0,0,181,410,47,12,6,0,475,27,22,6,0,0,59,31,0,0,19,3,46,27,4,0,0,0,34,1237,273,105,24,10,1649,34,0,0,0,0,40,195,16,0,15,0,229,6510,472,140,184,34,7338
POA2540,7023,163,66,237,36,7524,4626,59,21,15,9,4727,1885,219,116,11,0,2232,86,26,23,0,0,132,770,40,37,11,7,869,73,19,0,0,0,92,258,3,0,49,6,320,94,5,3,3,0,110,3163,310,182,82,23,3761,146,81,9,9,3,243,452,25,47,19,11,548,15404,637,323,361,76,16801
POA2541,2859,217,27,82,27,3205,2559,78,33,7,7,2683,1053,442,154,3,7,1659,625,253,54,0,4,931,429,58,29,3,10,534,74,58,13,0,8,152,120,6,3,31,6,179,35,7,3,0,0,48,2336,823,264,41,39,3504,46,24,5,3,12,84,219,55,15,14,13,310,8017,1190,342,143,87,9786
POA2545,221,0,0,3,0,224,113,0,0,0,3,111,12,0,0,0,0,12,10,0,0,0,0,10,22,0,0,0,0,24,3,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,4,56,0,0,3,0,58,5,0,0,0,0,9,18,0,0,0,0,14,404,0,0,13,3,418
POA2546,1755,137,37,81,17,2018,741,30,23,12,3,808,255,72,58,6,3,399,47,17,17,0,0,87,202,32,11,12,0,256,18,5,10,0,0,30,23,9,4,6,0,42,30,0,0,0,0,32,569,135,108,22,11,844,26,0,3,3,0,39,98,20,7,5,4,131,3192,320,173,120,28,3837
POA2548,1089,250,88,7,7,1446,658,83,31,3,12,783,211,169,89,20,0,484,11,22,3,0,0,35,113,70,21,0,3,206,3,13,12,0,0,28,6,10,0,3,0,27,11,7,0,0,0,15,353,282,124,29,8,797,8,28,22,0,0,60,59,29,12,5,3,111,2167,671,282,46,32,3198
POA2549,545,132,4,50,3,732,406,24,3,4,0,439,67,43,3,0,0,117,7,0,0,0,0,6,68,13,3,3,0,89,0,0,0,0,0,3,11,4,0,6,0,20,10,0,0,0,0,8,162,63,10,11,0,246,8,0,0,0,0,10,24,6,0,3,0,36,1143,225,14,67,9,1461
POA2550,2558,53,15,44,15,2681,1840,12,12,12,20,1894,447,79,53,0,7,581,97,42,10,0,0,152,363,10,16,6,3,404,11,15,16,0,0,44,50,0,0,7,0,55,44,6,3,0,3,53,1011,156,97,19,15,1294,45,13,3,0,0,58,163,13,13,3,0,194,5611,254,131,74,48,6117
POA2551,515,15,14,35,12,593,279,12,8,3,4,311,125,47,41,0,0,215,86,5,12,0,0,105,57,9,15,0,0,81,7,4,3,0,0,13,10,0,0,13,3,27,3,0,0,0,0,6,285,61,72,13,8,444,7,0,0,0,0,6,42,8,3,5,0,56,1132,96,94,57,27,1406
POA2555,23,0,0,0,0,23,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,3,27,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,3,65
POA2556,303,3,0,0,6,312,216,0,0,4,0,226,72,3,0,0,0,73,0,0,0,0,0,0,46,0,0,0,0,45,3,0,0,0,0,3,3,0,0,0,3,6,4,0,0,0,0,4,129,3,0,0,4,139,8,0,0,0,0,8,13,0,0,0,0,13,671,7,0,4,9,693
POA2557,614,0,0,3,4,618,1246,3,0,0,7,1253,390,3,0,0,3,399,11,0,0,0,0,11,111,0,0,3,0,115,0,0,0,0,0,0,28,0,0,0,0,28,10,0,0,0,0,12,542,3,3,3,6,555,17,0,0,0,0,16,61,0,0,0,0,61,2477,9,5,7,19,2504
POA2558,808,41,0,0,0,854,1707,88,0,3,0,1794,375,89,4,0,0,469,73,4,0,0,0,80,137,19,0,0,0,157,0,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,11,608,118,4,0,0,732,9,0,0,0,0,12,62,4,0,0,0,65,3189,257,7,9,0,3462
POA2559,19,3,0,0,0,18,45,0,0,0,0,45,16,21,0,0,0,34,119,426,0,0,0,550,5,0,0,0,0,3,0,19,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,144,469,0,0,0,615,4,7,0,0,0,6,13,17,0,0,0,29,222,502,0,0,0,725
POA2560,5573,405,257,14,6,6253,8442,526,242,14,11,9236,3133,723,902,27,20,4800,1440,783,106,0,0,2326,771,128,64,3,8,974,64,76,29,0,0,173,65,9,13,0,5,99,71,13,8,0,0,96,5556,1724,1124,33,27,8468,133,92,134,3,0,363,471,114,60,3,8,658,20177,2864,1823,68,48,24979
POA2563,35,0,0,0,0,35,19,0,0,0,0,19,24,0,3,0,0,28,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3,0,0,93
POA2564,780,196,0,0,0,977,1092,413,0,0,0,1511,345,304,8,3,3,660,697,238,0,0,0,937,94,47,0,0,0,139,17,6,0,0,0,28,15,3,0,0,0,17,15,6,0,0,0,25,1183,605,7,3,3,1804,28,14,0,0,0,39,92,35,0,0,3,134,3175,1265,12,6,9,4463
POA2565,1382,250,33,16,13,1696,1968,537,64,0,3,2568,651,513,72,3,12,1252,27,245,14,0,0,280,128,76,10,0,0,220,3,8,4,0,15,23,19,9,6,8,0,45,21,3,0,3,10,35,847,859,110,13,40,1865,20,6,0,0,60,94,115,43,10,3,7,172,4337,1694,217,34,122,6398
POA2566,1822,92,14,0,0,1930,3458,218,16,0,4,3703,886,273,38,0,3,1206,346,208,49,0,3,612,281,41,3,0,3,328,16,8,0,0,0,20,28,7,0,0,0,34,21,4,0,0,0,24,1577,539,93,0,5,2227,31,4,0,0,0,36,162,32,4,0,4,207,7057,897,134,0,11,8100
POA2567,2445,72,0,0,0,2525,6340,190,3,0,4,6533,1497,219,5,0,8,1729,147,7,0,0,0,150,309,40,0,0,0,352,11,6,0,0,3,19,30,0,0,0,0,30,22,3,0,0,0,23,2013,272,5,0,10,2302,27,10,0,0,0,37,165,13,0,0,0,183,10990,558,7,4,20,11581
POA2568,88,60,0,0,0,154,125,0,0,0,0,128,7,3,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,27,3,0,0,0,31,8,27,0,0,0,37,4,5,0,0,0,14,260,101,0,3,0,363
POA2569,153,3,3,0,5,162,207,0,3,0,0,208,15,0,3,0,0,16,0,0,0,0,0,0,14,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,37,3,0,5,0,40,7,0,0,0,0,7,7,0,0,0,0,10,402,9,12,3,4,429
POA2570,3283,225,40,38,7,3591,6072,154,14,3,11,6255,1329,183,64,4,10,1584,80,77,31,0,0,187,346,28,5,5,0,398,17,14,0,0,0,32,76,4,0,26,0,101,44,8,0,0,0,53,1888,314,104,31,13,2354,61,106,13,0,0,187,222,65,13,5,10,314,11529,866,188,74,45,12703
POA2571,1003,29,6,0,0,1038,2016,25,9,3,0,2043,277,31,39,0,0,350,23,16,13,0,0,51,85,10,0,0,0,96,7,0,0,0,0,5,7,0,0,0,0,7,10,0,0,0,0,10,416,58,52,3,0,526,13,0,0,0,0,12,64,3,0,0,0,72,3512,109,71,9,6,3701
POA2572,397,51,0,0,3,456,602,17,0,12,0,629,143,12,0,4,0,159,0,16,0,0,0,13,47,0,0,0,3,56,6,16,0,0,0,22,8,3,0,0,0,13,7,0,0,3,0,6,203,44,3,8,0,265,5,39,0,0,0,46,33,10,0,0,0,45,1241,168,3,14,13,1434
POA2573,492,17,0,0,0,516,615,15,3,0,0,634,301,21,0,0,3,327,53,8,0,0,0,63,80,0,0,0,0,82,16,5,0,0,0,17,3,0,0,0,0,3,9,0,0,0,0,9,459,37,0,0,3,500,11,0,0,0,0,15,48,5,0,0,0,53,1628,78,0,3,3,1713
POA2574,514,77,0,7,0,596,885,7,0,3,4,896,140,12,0,0,3,156,3,0,0,0,0,3,54,0,0,3,0,56,3,0,0,0,0,3,11,0,0,25,0,33,3,0,0,0,0,6,216,9,0,30,3,253,10,37,0,0,0,46,53,8,0,0,0,61,1665,144,0,37,10,1857
POA2575,1901,41,16,28,8,1995,2116,10,8,11,5,2148,571,69,51,0,9,697,83,9,18,0,0,112,196,8,17,3,0,222,16,5,4,0,0,31,22,0,0,10,0,27,21,0,3,0,0,23,909,88,92,6,11,1114,15,13,0,0,0,34,130,6,10,9,3,152,5070,159,121,55,25,5436
POA2576,2328,287,19,6,25,2669,1292,53,10,3,4,1366,412,124,53,3,0,594,53,21,3,0,0,83,142,34,11,3,0,191,16,8,0,0,0,25,21,3,0,0,0,27,26,0,0,0,0,26,670,191,67,4,7,942,80,14,0,0,0,95,100,15,4,0,3,127,4473,561,105,11,40,5196
POA2577,2138,89,9,57,17,2318,1797,25,15,3,8,1845,471,86,41,3,3,605,120,40,17,0,0,175,288,22,3,8,8,328,31,22,9,0,0,60,58,0,0,7,10,83,44,0,0,3,3,47,1012,180,72,14,24,1305,41,5,0,0,3,49,128,8,3,12,11,158,5115,309,93,91,69,5670
POA2578,595,5,0,3,0,609,308,4,0,0,0,314,83,3,5,3,0,95,0,0,0,0,0,0,34,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,119,9,8,3,0,137,5,0,5,0,0,16,17,0,0,3,0,24,1053,15,11,3,4,1090
POA2579,665,0,0,3,3,666,549,0,0,5,4,553,96,0,3,0,0,103,0,0,0,0,0,0,96,0,0,3,0,92,0,0,0,0,0,0,15,0,0,0,0,16,18,0,0,0,0,20,227,0,3,3,0,238,10,0,0,0,0,11,37,0,0,0,0,39,1490,3,3,6,12,1510
POA2580,3571,191,20,40,12,3833,3313,90,19,23,8,3453,1110,322,216,16,7,1664,407,54,50,0,0,512,505,61,31,7,6,611,45,48,10,0,0,98,84,6,5,28,10,125,54,9,3,0,0,73,2192,507,308,46,31,3086,57,33,3,0,3,100,254,43,12,15,8,332,9387,866,357,121,64,10797
POA2581,269,0,0,5,3,277,328,0,0,3,6,340,24,0,0,0,0,27,0,0,0,0,0,0,61,0,0,3,0,72,0,3,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,10,118,6,0,3,0,129,13,0,0,0,0,13,12,0,0,0,0,12,741,10,0,16,7,765
POA2582,1369,43,6,14,7,1440,1898,29,6,5,5,1936,265,61,3,0,0,330,65,4,0,0,0,70,225,21,8,0,0,258,17,14,0,0,0,33,58,8,0,4,3,70,25,4,0,0,0,34,656,108,11,10,3,789,22,20,0,4,0,47,74,10,0,3,3,91,4019,210,27,28,19,4310
POA2583,836,23,0,10,15,882,423,3,0,0,0,431,113,8,3,0,0,116,14,0,0,0,0,18,108,11,0,0,0,114,0,8,0,0,0,13,22,0,0,0,0,22,27,0,0,0,0,27,286,24,3,3,0,313,14,3,0,0,0,20,43,9,0,0,0,50,1606,60,3,17,14,1698
POA2584,84,0,0,0,0,89,74,0,0,0,0,77,13,0,0,0,0,13,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,4,0,216
POA2585,46,0,0,3,0,44,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,25,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,7,86,0,0,3,0,94
POA2586,470,0,9,5,4,486,278,0,3,6,0,281,57,0,5,0,0,65,4,0,6,0,0,6,71,0,3,0,0,83,0,0,13,0,0,13,33,0,0,0,0,41,26,0,0,0,0,26,197,3,27,0,3,229,15,0,3,0,0,14,39,0,4,0,0,36,993,3,43,9,6,1053
POA2587,505,4,0,9,0,520,335,3,0,3,0,348,48,6,0,0,0,55,14,3,0,0,0,15,101,4,0,3,3,112,3,0,0,0,0,3,23,0,0,3,3,28,14,0,0,0,0,14,195,16,0,6,8,224,10,0,0,0,0,10,46,7,0,0,7,57,1093,27,0,19,9,1160
POA2588,61,0,0,0,0,60,19,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,5,0,0,0,0,3,96,0,0,3,0,99
POA2590,1209,29,10,9,5,1252,750,3,3,0,0,759,217,49,33,4,5,305,142,4,7,0,0,154,161,9,15,3,0,188,0,0,0,0,0,3,32,0,7,0,0,35,24,0,0,0,0,26,573,67,57,9,8,714,22,15,0,0,0,33,86,4,5,0,0,90,2639,119,68,17,16,2854
POA2594,1530,32,48,15,0,1623,1219,10,8,0,3,1245,512,109,143,0,4,766,93,21,6,0,0,116,257,11,7,0,0,274,13,3,12,0,0,29,52,7,3,0,0,62,41,5,3,0,0,52,962,147,178,3,3,1295,30,0,3,0,0,31,116,10,18,0,0,145,3859,199,260,14,6,4348
POA2619,690,75,0,0,3,769,1405,156,0,0,0,1562,195,133,0,0,0,325,17,3,0,0,0,20,57,39,0,0,0,100,0,0,0,0,0,0,189,6,0,0,0,190,7,0,0,0,0,8,457,181,0,0,3,638,12,0,0,0,0,12,29,6,0,0,0,39,2593,414,0,0,7,3019
POA2620,3194,332,230,29,15,3802,4286,649,397,16,28,5369,592,818,1342,8,3,2766,411,144,82,0,0,631,474,200,234,3,6,912,25,55,25,0,0,108,137,41,40,4,0,221,40,9,6,3,3,66,1673,1264,1730,24,17,4702,50,28,3,0,0,88,210,92,61,4,7,377,9419,2363,2416,71,66,14338
POA2621,539,3,0,0,0,546,1037,3,0,3,3,1046,176,3,3,4,0,184,0,0,0,0,0,0,81,6,0,3,3,86,0,0,0,0,0,0,9,0,0,0,0,14,13,0,0,0,0,14,280,12,4,8,3,301,7,0,0,0,0,14,35,0,0,0,0,34,1904,19,7,8,10,1946
POA2622,653,0,0,12,3,662,430,9,0,3,11,452,101,10,7,0,0,116,12,3,0,0,0,9,88,3,0,0,5,94,0,0,0,0,0,0,13,0,0,0,0,14,23,0,0,0,0,24,234,18,5,0,9,265,9,0,0,0,0,16,54,0,5,0,0,55,1383,26,6,14,24,1451
POA2623,67,0,0,0,0,73,110,0,0,0,3,114,20,0,0,0,0,21,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,5,225,0,6,3,0,237
POA2625,0,0,0,0,14,14,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,8,8,0,0,0,0,43,43,0,0,0,0,4,4,0,0,31,0,13,39,0,0,31,0,81,115
POA2626,53,0,0,4,0,59,76,0,0,0,0,82,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,149,0,0,5,0,154
POA2627,373,32,22,3,16,457,426,33,44,3,16,517,96,72,73,3,7,248,11,0,0,0,0,11,78,21,27,7,5,140,3,0,0,0,0,3,20,3,15,7,20,61,11,0,0,3,0,11,210,101,118,18,31,472,5,0,3,0,4,14,32,11,6,5,3,58,1050,174,193,24,74,1521
POA2628,286,7,6,6,0,310,223,3,0,3,0,236,49,20,6,0,0,70,0,0,0,0,0,0,47,5,3,0,0,55,0,3,0,0,0,3,12,0,0,0,0,16,8,0,0,0,0,14,113,28,9,0,0,157,8,0,0,0,0,8,26,0,0,0,0,33,657,45,9,13,5,731
POA2629,125,0,0,0,0,134,35,0,0,0,5,41,5,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,31,0,0,0,0,34,3,0,0,0,3,3,4,0,0,0,0,6,193,0,3,4,8,212
POA2630,1270,18,6,18,12,1324,1008,7,3,6,9,1027,347,50,93,6,6,509,50,8,13,0,0,79,182,18,15,3,8,224,15,4,8,0,0,26,36,0,6,3,4,48,21,0,0,0,0,28,657,81,143,13,14,914,12,0,0,0,0,18,90,8,7,4,24,136,3040,117,161,41,52,3412
POA2631,113,0,0,3,0,121,64,0,0,0,0,64,5,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,36,0,0,3,0,40,3,0,0,0,0,3,3,0,0,0,0,3,228,0,0,5,0,230
POA2632,331,0,0,0,3,340,180,0,0,0,3,183,20,0,3,0,0,27,3,0,0,0,0,5,78,6,7,4,0,95,6,0,0,0,0,9,20,3,0,0,0,27,10,0,0,0,0,10,138,10,14,3,0,169,8,0,0,0,0,8,19,0,0,0,0,25,682,10,13,8,8,718
POA2633,97,0,0,5,0,99,31,0,0,0,0,33,0,0,0,0,0,0,7,0,0,0,0,7,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,21,9,0,0,0,0,9,7,0,0,0,0,10,165,0,0,4,0,167
POA2640,3817,277,22,14,3,4131,4362,209,9,5,8,4598,1588,1158,174,15,7,2940,344,130,8,0,6,491,477,145,14,3,7,648,26,48,0,0,3,74,67,15,4,4,0,93,36,9,0,0,0,48,2541,1505,197,18,27,4287,154,12,0,0,3,169,255,76,25,0,0,354,11130,2078,258,41,40,13540
POA2641,1618,177,3,20,3,1830,1622,117,7,0,3,1748,779,721,88,0,5,1600,156,44,3,0,3,202,247,98,11,3,3,364,36,22,0,0,0,55,18,8,3,14,0,43,17,3,0,0,0,19,1249,900,110,14,17,2291,36,4,0,0,0,37,122,48,4,3,3,179,4639,1248,124,46,27,6082
POA2642,627,0,0,3,0,640,668,7,0,3,0,673,72,6,0,0,0,80,0,0,0,0,0,3,101,3,3,3,0,108,3,0,0,0,0,3,28,0,0,0,0,33,14,0,0,0,0,21,226,10,3,3,3,239,13,0,0,0,0,13,43,0,0,0,5,47,1580,17,8,7,4,1616
POA2643,388,9,12,31,0,438,364,3,0,0,0,369,97,15,17,0,0,127,0,0,0,0,0,3,53,0,0,0,0,61,0,0,0,0,0,0,8,0,0,8,0,12,9,0,0,0,0,9,170,20,20,7,0,210,6,0,0,0,0,6,26,0,0,0,0,27,947,33,35,34,0,1046
POA2644,382,3,0,0,3,394,277,0,0,0,4,282,52,4,5,0,0,64,3,0,11,0,0,14,74,0,0,0,0,74,0,0,0,0,0,0,18,0,0,0,0,21,12,0,0,0,0,12,168,4,23,0,0,188,8,3,0,0,0,14,28,0,3,0,0,37,870,12,25,7,9,913
POA2645,67,0,0,0,0,67,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,25,0,0,0,0,32,0,0,0,0,0,0,5,0,0,0,0,4,134,0,3,0,0,143
POA2646,1076,41,26,25,4,1169,724,15,7,3,4,750,232,39,72,3,7,346,28,0,0,0,0,26,162,10,13,0,0,176,6,10,3,0,0,16,40,0,4,0,0,44,25,0,0,0,0,29,492,50,92,3,3,649,19,3,4,0,0,26,80,5,11,0,3,98,2388,118,136,37,15,2694
POA2647,332,20,29,10,3,400,224,0,10,0,0,235,63,5,36,0,0,102,0,0,0,0,0,0,52,3,13,3,0,72,0,0,0,0,0,0,6,0,3,0,0,13,0,0,0,0,0,3,122,11,53,3,0,196,0,10,0,0,0,13,28,0,4,0,0,39,710,43,100,16,7,875
POA2648,352,3,16,20,0,387,220,0,4,0,3,225,58,4,16,0,0,85,18,0,0,0,0,18,51,0,7,0,0,64,4,0,11,0,0,15,35,3,3,8,3,51,7,0,4,3,0,13,173,4,42,10,7,241,18,0,0,3,0,16,27,0,7,5,0,38,783,12,67,32,12,911
POA2649,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA2650,5663,194,239,39,5,6130,6639,76,126,35,19,6890,2607,385,1224,50,11,4277,786,36,191,0,0,1009,1019,69,118,11,3,1228,37,22,60,0,0,125,269,18,18,14,3,321,87,4,22,3,0,113,4817,533,1627,83,22,7074,102,65,45,3,3,214,441,46,89,15,3,598,17655,917,2122,176,46,20918
POA2651,110,0,3,9,0,123,288,0,6,0,3,299,114,0,60,0,0,166,6,0,0,0,0,5,38,0,0,0,0,43,0,0,0,0,0,0,39,0,0,4,3,48,0,0,0,0,0,0,197,0,61,4,3,266,0,0,0,0,0,0,10,0,0,4,0,18,604,0,70,20,4,704
POA2652,651,0,0,3,14,671,537,0,0,3,4,544,71,0,0,0,0,74,0,0,0,0,0,0,136,0,0,3,8,146,0,0,0,0,0,0,46,0,3,0,0,49,22,0,0,0,0,22,284,0,3,3,8,294,17,0,0,0,0,17,63,0,0,0,0,67,1553,0,3,9,24,1594
POA2653,381,0,0,7,4,387,258,0,0,0,0,258,75,6,0,0,0,75,10,0,0,0,0,18,88,5,7,0,3,95,0,0,0,0,0,0,23,0,0,0,0,29,11,0,0,0,0,8,203,12,12,0,0,228,3,0,0,0,0,3,28,0,0,3,0,35,872,19,11,6,5,915
POA2655,193,0,0,0,0,192,181,0,0,0,3,180,20,0,0,0,0,24,3,0,0,0,0,3,37,0,0,0,0,37,3,6,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,65,6,0,0,0,73,4,0,0,0,0,4,10,0,0,0,0,11,457,3,0,4,3,469
POA2656,245,0,0,0,0,248,116,0,0,0,0,114,18,0,4,0,0,20,0,0,5,0,0,5,57,0,6,4,0,61,3,0,0,0,0,0,6,0,0,4,0,7,5,0,0,0,0,9,85,0,21,3,0,113,0,0,0,0,0,0,17,0,0,0,0,17,464,0,21,8,3,495
POA2658,269,3,0,0,4,276,114,0,0,0,3,118,30,5,0,0,0,37,0,0,0,0,0,0,43,0,0,0,0,46,3,3,0,0,0,3,11,3,0,0,0,14,14,0,0,0,0,14,101,11,0,5,0,114,12,0,0,0,0,12,23,3,0,0,0,25,518,15,0,5,14,545
POA2659,146,0,0,0,0,147,110,0,0,0,0,111,7,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,40,0,0,0,3,45,7,0,0,0,0,7,9,0,0,0,0,9,308,0,0,4,3,318
POA2660,233,0,0,0,0,237,199,0,0,0,0,196,37,0,3,8,0,48,6,0,0,0,0,4,39,0,3,0,0,39,5,0,0,0,0,5,11,0,3,0,0,17,11,0,0,0,0,12,106,6,4,9,0,127,3,0,0,0,0,6,12,0,0,0,0,19,558,6,4,11,3,584
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,4,51
POA2663,514,8,6,5,3,526,500,3,0,0,4,507,198,11,19,0,0,228,39,0,7,0,0,46,94,0,4,0,0,99,3,13,0,0,0,15,9,3,0,0,0,13,12,0,3,0,0,9,348,31,30,0,4,414,8,0,0,0,0,8,63,0,3,0,0,71,1444,40,36,3,7,1532
POA2665,444,0,0,0,7,453,158,0,0,0,4,162,19,0,0,0,0,16,0,0,4,0,0,8,76,0,0,0,0,74,0,4,0,0,0,4,24,0,0,0,0,30,18,0,0,0,0,22,139,8,8,0,0,155,3,0,0,0,0,9,25,0,0,0,0,26,769,8,7,9,9,802
POA2666,945,8,21,6,3,991,583,7,7,5,3,597,161,11,29,3,0,214,41,0,3,0,0,52,145,0,17,0,0,166,0,0,25,0,0,31,32,0,0,0,0,33,20,0,0,0,0,21,409,18,83,5,0,516,14,0,0,0,0,21,50,0,7,0,0,57,2000,38,112,19,5,2180
POA2668,88,0,0,3,3,91,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,26,3,0,0,0,0,3,3,0,0,0,0,3,156,0,0,5,3,161
